,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Brad Elder,51,"8' 9""",2523.667,288
1,T2,T2,Brad Faxon,97,"8' 7""",4531.833,526
2,T2,T2,David Frost,80,"8' 7""",4716.0,548
3,T4,T4,Briny Baird,113,"8' 4""",5031.833,602
4,T4,T4,Ben Crane,94,"8' 4""",4585.333,548
5,T4,T4,Mike Heinen,89,"8' 4""",4188.667,503
6,T4,T4,Peter Jacobsen,75,"8' 4""",3439.583,414
7,T4,T4,Brett Quigley,92,"8' 4""",4487.667,538
8,T4,T4,Bob Tway,89,"8' 4""",4210.583,503
9,T10,T10,Charles Howell III,120,"8' 3""",4836.583,589
10,T10,T10,Kirk Triplett,92,"8' 3""",4135.0,499
11,T12,T12,Michael Clark II,54,"8' 2""",2578.083,315
12,T12,T12,Matt Gogel,77,"8' 2""",3682.833,453
13,T12,T12,Paul Gow,62,"8' 2""",3122.333,384
14,T12,T12,Mike Grob,83,"8' 2""",3554.167,434
15,T12,T12,Billy Mayfair,105,"8' 2""",4640.833,571
16,T12,T12,Spike McRoy,103,"8' 2""",4591.833,565
17,T12,T12,Loren Roberts,87,"8' 2""",3704.833,452
18,T19,T19,Chad Campbell,105,"8' 1""",4291.083,530
19,T19,T19,J.J. Henry,100,"8' 1""",4346.583,537
20,T19,T19,Geoff Ogilvy,86,"8' 1""",4024.583,500
21,T19,T19,Tim Petrovic,108,"8' 1""",4954.833,613
22,T19,T19,Akio Sadakata,83,"8' 1""",3548.583,437
23,T24,T24,Jay Don Blake,77,"8' 0""",3011.917,378
24,T24,T24,Tom Byrum,97,"8' 0""",4386.0,547
25,T24,T24,Fred Couples,71,"8' 0""",2448.833,305
26,T24,T24,Jim Furyk,104,"8' 0""",4247.083,532
27,T24,T24,Jesper Parnevik,102,"8' 0""",4274.583,533
28,T24,T24,David Toms,90,"8' 0""",3366.5,420
29,T30,T30,Billy Andrade,100,"7' 11""",4905.75,621
30,T30,T30,Cameron Beckman,86,"7' 11""",4137.0,522
31,T30,T30,Carlos Franco,99,"7' 11""",4388.917,553
32,T30,T30,Sergio Garcia,62,"7' 11""",1858.5829999999999,235
33,T30,T30,Jay Haas,89,"7' 11""",4015.417,506
34,T30,T30,Hal Sutton,81,"7' 11""",3451.0,435
35,T36,T36,Robert Damron,96,"7' 10""",4554.25,579
36,T36,T36,Glen Day,103,"7' 10""",4992.167,638
37,T36,T36,Brian Gay,100,"7' 10""",4705.583,598
38,T36,T36,Paul Goydos,86,"7' 10""",4416.833,562
39,T36,T36,Lee Janzen,83,"7' 10""",3000.0,382
40,T36,T36,Kenichi Kuboya,91,"7' 10""",4300.917,550
41,T36,T36,Tom Lehman,87,"7' 10""",2849.917,364
42,T36,T36,Shaun Micheel,97,"7' 10""",4003.167,509
43,T36,T36,Brenden Pappas,105,"7' 10""",4751.5,606
44,T36,T36,Heath Slocum,101,"7' 10""",4737.25,602
45,T36,T36,Mike Sposa,72,"7' 10""",3500.333,448
46,T36,T36,Duffy Waldorf,90,"7' 10""",3685.167,469
47,T48,T48,Robert Allenby,87,"7' 9""",3141.833,405
48,T48,T48,Stephen Ames,91,"7' 9""",4341.0,563
49,T48,T48,Greg Chalmers,98,"7' 9""",4921.25,636
50,T48,T48,Luke Donald,88,"7' 9""",3961.667,512
51,T48,T48,Joe Durant,96,"7' 9""",3780.083,488
52,T48,T48,Dan Forsman,98,"7' 9""",4158.0,534
53,T48,T48,J.P. Hayes,79,"7' 9""",3591.0,464
54,T48,T48,Jeff Klein,60,"7' 9""",2491.75,321
55,T48,T48,Shigeki Maruyama,87,"7' 9""",3636.083,471
56,T48,T48,Kenny Perry,98,"7' 9""",3625.167,470
57,T48,T48,Chris Smith,92,"7' 9""",3569.667,463
58,T48,T48,Mike Weir,80,"7' 9""",2929.583,379
59,T60,T60,Jeff Brehaut,110,"7' 8""",4590.417,596
60,T60,T60,K.J. Choi,112,"7' 8""",4158.583,541
61,T60,T60,Marco Dawson,86,"7' 8""",3382.083,440
62,T60,T60,Chris DiMarco,98,"7' 8""",4019.25,522
63,T60,T60,Joel Edwards,60,"7' 8""",2928.333,380
64,T60,T60,Todd Fischer,97,"7' 8""",4523.083,588
65,T60,T60,Robert Gamez,114,"7' 8""",5168.167,674
66,T60,T60,Tom Gillis,71,"7' 8""",2921.667,381
67,T60,T60,Jason Gore,83,"7' 8""",3746.917,491
68,T60,T60,Andrew Magee,91,"7' 8""",4034.917,525
69,T60,T60,Mark O'Meara,69,"7' 8""",2268.25,295
70,T60,T60,Anthony Painter,87,"7' 8""",3917.75,511
71,T60,T60,Paul Stankowski,67,"7' 8""",2912.667,380
72,T60,T60,Hidemichi Tanaka,112,"7' 8""",5136.0,668
73,T60,T60,Cameron Yancey,58,"7' 8""",2578.583,338
74,T75,T75,Paul Azinger,73,"7' 7""",3041.833,402
75,T75,T75,Steve Flesch,110,"7' 7""",4892.5,644
76,T75,T75,Mathew Goggin,90,"7' 7""",3456.667,456
77,T75,T75,Tim Herron,102,"7' 7""",4635.583,609
78,T75,T75,John Huston,76,"7' 7""",3447.083,454
79,T75,T75,Richard Johnson,89,"7' 7""",3953.25,523
80,T75,T75,Jerry Kelly,108,"7' 7""",4276.667,565
81,T75,T75,Hank Kuehne,73,"7' 7""",3331.083,439
82,T75,T75,Thomas Levet,85,"7' 7""",3415.417,451
83,T75,T75,Steve Lowery,86,"7' 7""",3319.833,438
84,T75,T75,Scott McCarron,86,"7' 7""",3283.5,434
85,T75,T75,Phil Mickelson,87,"7' 7""",2950.667,388
86,T75,T75,Pat Perez,95,"7' 7""",3991.667,524
87,T75,T75,Jeff Sluman,106,"7' 7""",4255.5,559
88,T75,T75,David Sutherland,77,"7' 7""",3002.917,397
89,T75,T75,Dean Wilson,82,"7' 7""",3925.583,518
90,T91,T91,Tommy Armour III,66,"7' 6""",2785.917,372
91,T91,T91,Woody Austin,107,"7' 6""",4523.417,606
92,T91,T91,Craig Barlow,95,"7' 6""",4309.25,575
93,T91,T91,Brian Bateman,70,"7' 6""",2951.25,393
94,T91,T91,Tim Clark,79,"7' 6""",3111.833,417
95,T91,T91,Ben Curtis,69,"7' 6""",2965.167,397
96,T91,T91,Bernhard Langer,65,"7' 6""",2586.0,345
97,T91,T91,Carl Paulson,101,"7' 6""",4735.417,628
98,T91,T91,Tom Pernice Jr.,105,"7' 6""",4615.167,618
99,T91,T91,Carl Pettersson,80,"7' 6""",3782.167,504
100,T91,T91,Dicky Pride,73,"7' 6""",3076.25,412
101,T91,T91,John Rollins,89,"7' 6""",3285.25,440
102,T91,T91,Garrett Willis,97,"7' 6""",4703.0,630
103,T91,T91,Tiger Woods,74,"7' 6""",2785.083,373
104,T105,T105,Chris Anderson,96,"7' 5""",3973.833,533
105,T105,T105,Stuart Appleby,90,"7' 5""",3717.167,499
106,T105,T105,Aaron Baddeley,71,"7' 5""",3092.5,419
107,T105,T105,Doug Barron,90,"7' 5""",4122.667,558
108,T105,T105,Olin Browne,113,"7' 5""",4832.917,648
109,T105,T105,Darren Clarke,61,"7' 5""",2024.1670000000001,272
110,T105,T105,Fred Funk,112,"7' 5""",4430.833,599
111,T105,T105,Brent Geiberger,51,"7' 5""",2310.0,313
112,T105,T105,Donnie Hammond,92,"7' 5""",3907.583,528
113,T105,T105,Kent Jones,74,"7' 5""",3193.0,430
114,T105,T105,J.L. Lewis,99,"7' 5""",3746.75,504
115,T105,T105,Davis Love III,85,"7' 5""",2838.583,383
116,T105,T105,John Maginnes,87,"7' 5""",3442.917,464
117,T105,T105,John Morgan,81,"7' 5""",3471.583,469
118,T105,T105,Nick Price,65,"7' 5""",2472.917,332
119,T105,T105,John Riegger,55,"7' 5""",2237.667,303
120,T105,T105,John Senden,111,"7' 5""",4558.25,612
121,T122,T122,Aaron Barber,94,"7' 4""",3933.667,535
122,T122,T122,Rich Beem,80,"7' 4""",2750.5,373
123,T122,T122,Notah Begay III,92,"7' 4""",3993.917,542
124,T122,T122,Jason Buha,61,"7' 4""",2487.583,341
125,T122,T122,Jonathan Byrd,101,"7' 4""",4040.75,548
126,T122,T122,Alex Cejka,98,"7' 4""",3571.667,487
127,T122,T122,Dudley Hart,66,"7' 4""",2748.667,375
128,T122,T122,Brian Henninger,56,"7' 4""",2558.5,350
129,T122,T122,Jeff Maggert,81,"7' 4""",3381.167,462
130,T122,T122,Rocco Mediate,80,"7' 4""",2931.167,398
131,T122,T122,Deane Pappas,75,"7' 4""",3548.417,483
132,T122,T122,David Peoples,96,"7' 4""",4063.667,554
133,T122,T122,Gene Sauers,87,"7' 4""",3430.333,468
134,T122,T122,Patrick Sheehan,101,"7' 4""",4713.333,640
135,T122,T122,Darron Stiles,93,"7' 4""",3686.583,504
136,T122,T122,Kevin Sutherland,97,"7' 4""",3416.083,464
137,T122,T122,Vance Veazey,66,"7' 4""",2584.333,353
138,T122,T122,Scott Verplank,97,"7' 4""",3986.417,546
139,T140,T140,Bob Burns,88,"7' 3""",3221.5,445
140,T140,T140,Stewart Cink,104,"7' 3""",4555.75,630
141,T140,T140,Harrison Frazar,88,"7' 3""",3448.167,478
142,T140,T140,Brandt Jobe,77,"7' 3""",3242.917,446
143,T140,T140,Skip Kendall,110,"7' 3""",4833.75,666
144,T140,T140,Matt Kuchar,63,"7' 3""",2697.417,373
145,T140,T140,Justin Leonard,80,"7' 3""",3291.5,454
146,T140,T140,Frank Lickliter II,94,"7' 3""",3824.667,528
147,T140,T140,Peter Lonard,96,"7' 3""",3550.917,491
148,T140,T140,Rory Sabbatini,95,"7' 3""",3738.667,517
149,T140,T140,Kenneth Staton,59,"7' 3""",2199.167,304
150,T140,T140,"Dave Stockton, Jr.",79,"7' 3""",3148.5,435
151,T140,T140,Esteban Toledo,109,"7' 3""",4701.167,651
152,T140,T140,Ty Tryon,52,"7' 3""",2117.667,292
153,T140,T140,Kaname Yokoo,56,"7' 3""",2171.5,299
154,T155,T155,Pat Bates,111,"7' 2""",4557.583,634
155,T155,T155,Jason Caron,74,"7' 2""",3028.417,421
156,T155,T155,Jim Carter,95,"7' 2""",4065.917,565
157,T155,T155,Ernie Els,65,"7' 2""",2013.4170000000001,280
158,T155,T155,Retief Goosen,69,"7' 2""",2140.333,300
159,T155,T155,David Gossett,92,"7' 2""",4022.5,559
160,T155,T155,Scott Laycock,71,"7' 2""",2933.25,410
161,T155,T155,Andy Miller,75,"7' 2""",3248.917,453
162,T155,T155,Craig Perks,82,"7' 2""",3299.0,463
163,T155,T155,Chris Riley,96,"7' 2""",3974.0,554
164,T155,T155,Brent Schwarzrock,60,"7' 2""",2425.833,338
165,T155,T155,Joey Sindelar,93,"7' 2""",3684.583,516
166,T167,T167,John Daly,56,"7' 1""",2086.25,294
