,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Darren Clarke,61,"27' 10""",8153.1669999999995,293
1,2,2,Billy Mayfair,105,"27' 6""",18848.917,686
2,T3,T3,Len Mattiace,94,"27' 3""",15127.0,555
3,T3,T3,Jesper Parnevik,102,"27' 3""",17702.667,650
4,5,5,Scott McCarron,86,"27' 0""",12052.0,447
5,6,6,Brent Geiberger,51,"26' 10""",9496.417,354
6,T7,T7,Matt Gogel,77,"26' 8""",12227.667,458
7,T7,T7,Spike McRoy,103,"26' 8""",19769.5,741
8,T7,T7,John Senden,111,"26' 8""",21432.167,803
9,10,10,Jason Gore,83,"26' 7""",12969.5,488
10,T11,T11,Jeff Brehaut,110,"26' 6""",21332.5,804
11,T11,T11,Tom Byrum,97,"26' 6""",15675.083,591
12,T11,T11,Brad Elder,51,"26' 6""",8821.417,333
13,T11,T11,Mike Grob,83,"26' 6""",16009.917,605
14,T11,T11,Esteban Toledo,109,"26' 6""",19155.75,723
15,T16,T16,Dan Forsman,98,"26' 5""",19015.75,720
16,T16,T16,Tom Pernice Jr.,105,"26' 5""",17407.25,658
17,T18,T18,Olin Browne,113,"26' 4""",19667.833,747
18,T18,T18,Jason Buha,61,"26' 4""",10758.083,409
19,T18,T18,Geoff Ogilvy,86,"26' 4""",13439.583,511
20,T21,T21,Fred Couples,71,"26' 3""",8560.083,326
21,T21,T21,Jonathan Kaye,91,"26' 3""",15155.083,578
22,T21,T21,Andy Miller,75,"26' 3""",12063.833,459
23,T21,T21,David Peoples,96,"26' 3""",18769.667,714
24,T25,T25,Brian Bateman,70,"26' 2""",12506.0,478
25,T25,T25,David Frost,80,"26' 2""",14689.333,562
26,T25,T25,Jay Haas,89,"26' 2""",13997.0,535
27,T28,T28,Briny Baird,113,"26' 1""",21891.917,840
28,T28,T28,J.J. Henry,100,"26' 1""",20296.083,777
29,T28,T28,Charles Howell III,120,"26' 1""",19205.667,737
30,T31,T31,Jonathan Byrd,101,"26' 0""",15050.417,578
31,T31,T31,Ben Crane,94,"26' 0""",15200.25,585
32,T31,T31,Ben Curtis,69,"26' 0""",12185.833,469
33,T31,T31,Loren Roberts,87,"26' 0""",13409.75,516
34,T35,T35,Jason Caron,74,"25' 11""",12500.25,482
35,T35,T35,Steve Flesch,110,"25' 11""",19342.917,747
36,T35,T35,Matt Kuchar,63,"25' 11""",11108.083,428
37,T35,T35,Mark Wilson,82,"25' 11""",14270.667,551
38,T39,T39,Tim Herron,102,"25' 10""",17245.917,667
39,T39,T39,Brandt Jobe,77,"25' 10""",13670.5,530
40,T39,T39,"Dave Stockton, Jr.",79,"25' 10""",11886.833,460
41,T42,T42,Paul Azinger,73,"25' 9""",12623.417,491
42,T42,T42,Todd Fischer,97,"25' 9""",15725.333,610
43,T42,T42,Dicky Pride,73,"25' 9""",12224.75,474
44,T42,T42,Brett Quigley,92,"25' 9""",15490.833,602
45,T42,T42,John Rollins,89,"25' 9""",10416.25,404
46,T42,T42,Heath Slocum,101,"25' 9""",19092.417,741
47,T48,T48,Steven Alker,87,"25' 8""",14241.417,555
48,T48,T48,Aaron Baddeley,71,"25' 8""",10443.75,407
49,T48,T48,Ernie Els,65,"25' 8""",8564.5,334
50,T48,T48,Deane Pappas,75,"25' 8""",12078.417,471
51,T52,T52,Peter Jacobsen,75,"25' 7""",12781.917,499
52,T52,T52,Kent Jones,74,"25' 7""",13119.333,512
53,T52,T52,Hank Kuehne,73,"25' 7""",12551.0,491
54,T52,T52,Tim Petrovic,108,"25' 7""",17125.0,669
55,T52,T52,Duffy Waldorf,90,"25' 7""",14562.417,569
56,T57,T57,Greg Chalmers,98,"25' 6""",15898.5,624
57,T57,T57,K.J. Choi,112,"25' 6""",17342.417,679
58,T57,T57,Jerry Kelly,108,"25' 6""",16893.75,663
59,T57,T57,Neal Lancaster,110,"25' 6""",20423.917,801
60,T57,T57,Shaun Micheel,97,"25' 6""",18241.417,716
61,T57,T57,Carl Pettersson,80,"25' 6""",13214.167,518
62,T57,T57,Dean Wilson,82,"25' 6""",13758.75,540
63,T64,T64,Donnie Hammond,92,"25' 5""",16162.75,635
64,T64,T64,Kaname Yokoo,56,"25' 5""",8668.333,341
65,T66,T66,Brian Henninger,56,"25' 4""",9887.583,390
66,T66,T66,Andrew Magee,91,"25' 4""",16155.083,637
67,T66,T66,Nick Price,65,"25' 4""",9293.833,367
68,T66,T66,Mike Sposa,72,"25' 4""",12353.0,488
69,T66,T66,Tiger Woods,74,"25' 4""",10179.75,402
70,T71,T71,Stephen Ames,91,"25' 3""",16302.917,645
71,T71,T71,Chris Anderson,96,"25' 3""",14917.167,590
72,T71,T71,Michael Clark II,54,"25' 3""",10077.667,399
73,T71,T71,Scott Laycock,71,"25' 3""",10725.333,425
74,T71,T71,Justin Leonard,80,"25' 3""",11826.25,468
75,T71,T71,Craig Perks,82,"25' 3""",11709.0,463
76,T71,T71,Brent Schwarzrock,60,"25' 3""",9886.417,391
77,T71,T71,Chris Smith,92,"25' 3""",15895.0,630
78,T71,T71,Kenneth Staton,59,"25' 3""",11069.75,438
79,T71,T71,David Sutherland,77,"25' 3""",13003.417,515
80,T81,T81,Stuart Appleby,90,"25' 2""",12569.917,499
81,T81,T81,Bob Estes,92,"25' 2""",14402.5,572
82,T81,T81,Dudley Hart,66,"25' 2""",10548.583,419
83,T81,T81,Richard Johnson,89,"25' 2""",15150.917,603
84,T81,T81,Thomas Levet,85,"25' 2""",14704.75,585
85,T81,T81,Paul Stankowski,67,"25' 2""",11460.75,456
86,T81,T81,David Toms,90,"25' 2""",12655.583,503
87,T88,T88,Aaron Barber,94,"25' 1""",16121.583,643
88,T88,T88,Jim Carter,95,"25' 1""",16137.75,644
89,T88,T88,Brad Faxon,97,"25' 1""",13451.25,537
90,T88,T88,Bernhard Langer,65,"25' 1""",8778.417,350
91,T88,T88,Peter Lonard,96,"25' 1""",14248.583,568
