,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Craig Perks,82,69.09,110,76
1,2,2,John Rollins,89,64.55,110,71
2,3,3,Aaron Baddeley,71,64.04,89,57
3,4,4,Andy Miller,75,63.55,107,68
4,5,5,Chris DiMarco,98,63.27,147,93
5,6,6,Tom Pernice Jr.,105,62.9,124,78
6,7,7,Scott McCarron,86,61.4,114,70
7,8,8,John Huston,76,61.29,124,76
8,9,9,Paul Stankowski,67,60.19,108,65
9,10,10,Kent Jones,74,59.66,119,71
10,11,11,Michael Clark II,54,59.55,89,53
11,12,12,Steve Stricker,59,59.46,74,44
12,13,13,Tim Herron,102,59.18,147,87
13,14,14,Scott Laycock,71,59.09,110,65
14,15,15,Todd Fischer,97,58.96,134,79
15,16,16,Olin Browne,113,58.71,155,91
16,17,17,"Dave Stockton, Jr.",79,58.59,99,58
17,18,18,Carl Pettersson,80,58.57,140,82
18,19,19,Len Mattiace,94,58.14,129,75
19,20,20,Paul Goydos,86,58.11,148,86
20,21,21,Darren Clarke,61,57.81,64,37
21,22,22,Kaname Yokoo,56,57.75,71,41
22,23,23,Steven Alker,87,57.69,104,60
23,24,24,David Frost,80,57.63,118,68
24,T25,T25,Stephen Ames,91,57.53,146,84
25,T25,T25,Dan Forsman,98,57.53,146,84
26,27,27,Woody Austin,107,57.46,181,104
27,28,28,Garrett Willis,97,57.14,168,96
28,29,29,Shigeki Maruyama,87,57.04,135,77
29,30,30,Donnie Hammond,92,56.94,144,82
30,31,31,Ben Curtis,69,56.84,95,54
31,32,32,Arron Oberholser,80,56.62,136,77
32,33,33,Jay Haas,89,56.59,129,73
33,34,34,Tiger Woods,74,56.57,99,56
34,35,35,Phil Mickelson,87,56.52,92,52
35,T36,T36,Peter Lonard,96,56.45,124,70
36,T36,T36,Ty Tryon,52,56.45,62,35
37,38,38,Rod Pampling,87,56.39,133,75
38,39,39,Esteban Toledo,109,56.33,158,89
39,40,40,Jonathan Kaye,91,56.3,119,67
40,41,41,Matt Kuchar,63,56.25,80,45
41,42,42,Brad Elder,51,56.14,57,32
42,43,43,Mike Sposa,72,55.88,102,57
43,44,44,Hidemichi Tanaka,112,55.85,188,105
44,45,45,Steve Flesch,110,55.75,174,97
45,T46,T46,Greg Chalmers,98,55.63,142,79
46,T46,T46,Stewart Cink,104,55.63,160,89
47,48,48,Geoff Ogilvy,86,55.56,108,60
48,49,49,Heath Slocum,101,55.48,146,81
49,50,50,Glen Hnatiuk,92,55.41,148,82
50,51,51,Chris Riley,96,55.38,130,72
51,52,52,Bernhard Langer,65,55.13,78,43
52,53,53,David Gossett,92,54.94,162,89
53,T54,T54,Jesper Parnevik,102,54.93,142,78
54,T54,T54,Kenny Perry,98,54.93,142,78
55,56,56,Stuart Appleby,90,54.81,135,74
56,57,57,J.L. Lewis,99,54.79,146,80
57,58,58,Brad Faxon,97,54.78,115,63
58,59,59,J.P. Hayes,79,54.69,128,70
59,60,60,Dean Wilson,82,54.68,139,76
60,61,61,Mike Weir,80,54.63,108,59
61,62,62,Aaron Barber,94,54.61,152,83
62,63,63,John Senden,111,54.59,196,107
63,64,64,Jerry Kelly,108,54.55,154,84
64,65,65,Retief Goosen,69,54.35,92,50
65,66,66,Kirk Triplett,92,54.29,140,76
66,67,67,Luke Donald,88,54.25,153,83
67,68,68,Notah Begay III,92,54.17,144,78
68,T69,T69,Mark Calcavecchia,84,54.14,157,85
69,T69,T69,Patrick Sheehan,101,54.14,181,98
70,71,71,Tim Petrovic,108,54.03,124,67
71,72,72,Jason Gore,83,54.0,100,54
72,73,73,Jeff Maggert,81,53.91,128,69
73,74,74,David Toms,90,53.78,119,64
74,75,75,Robert Allenby,87,53.68,136,73
75,76,76,Mark Brooks,90,53.66,123,66
76,77,77,David Peoples,96,53.57,140,75
77,T78,T78,Jeff Brehaut,110,53.49,172,92
78,T78,T78,Cameron Yancey,58,53.49,86,46
79,80,80,Tom Byrum,97,53.47,101,54
80,81,81,Brian Henninger,56,53.42,73,39
81,82,82,Mike Heinen,89,53.38,133,71
82,83,83,Carl Paulson,101,53.25,169,90
83,84,84,Richard Johnson,89,53.19,141,75
84,85,85,Jim Carter,95,53.02,149,79
85,86,86,Nick Price,65,52.94,85,45
86,87,87,Brian Gay,100,52.82,142,75
87,88,88,Billy Andrade,100,52.7,148,78
88,89,89,Brenden Pappas,105,52.69,167,88
89,90,90,Dicky Pride,73,52.54,118,62
90,91,91,Akio Sadakata,83,52.5,120,63
91,92,92,Mark O'Meara,69,52.46,61,32
92,93,93,Rich Beem,80,52.43,103,54
93,94,94,Vijay Singh,106,52.41,166,87
94,95,95,Scott Verplank,97,52.35,170,89
95,96,96,Hank Kuehne,73,52.34,107,56
96,97,97,Ben Crane,94,52.24,134,70
97,98,98,Paul Azinger,73,52.17,92,48
98,99,99,Ernie Els,65,52.05,73,38
99,100,100,Joel Edwards,60,52.0,100,52
100,101,101,Deane Pappas,75,51.97,127,66
101,102,102,Brandt Jobe,77,51.94,129,67
102,T103,T103,Charles Howell III,120,51.92,156,81
103,T103,T103,Neal Lancaster,110,51.92,156,81
104,105,105,Chris Anderson,96,51.91,131,68
105,T106,T106,Cliff Kresge,102,51.88,160,83
106,T106,T106,Jeff Sluman,106,51.88,160,83
107,108,108,Pat Perez,95,51.82,137,71
108,109,109,Hal Sutton,81,51.8,139,72
109,110,110,Joe Durant,96,51.79,168,87
110,111,111,Loren Roberts,87,51.75,114,59
111,112,112,Justin Leonard,80,51.69,118,61
112,113,113,Darron Stiles,93,51.52,165,85
113,114,114,Craig Barlow,95,51.35,148,76
114,115,115,Cameron Beckman,86,51.32,152,78
115,116,116,Jim Furyk,104,51.23,162,83
116,117,117,Fred Funk,112,51.22,164,84
117,118,118,Robert Gamez,114,51.12,178,91
118,119,119,Matt Gogel,77,51.06,94,48
119,120,120,David Sutherland,77,50.94,106,54
120,121,121,Kevin Sutherland,97,50.83,120,61
121,122,122,Steve Lowery,86,50.76,132,67
122,123,123,Fred Couples,71,50.72,69,35
123,T124,T124,Steve Allan,53,50.7,71,36
124,T124,T124,Billy Mayfair,105,50.7,142,72
125,126,126,José Coceres,62,50.55,91,46
126,127,127,Brian Bateman,70,50.49,103,52
127,128,128,Duffy Waldorf,90,50.42,119,60
128,129,129,Harrison Frazar,88,50.35,141,71
129,130,130,Spike McRoy,103,50.29,173,87
130,131,131,Skip Kendall,110,50.27,183,92
131,T132,T132,Thomas Levet,85,50.0,128,64
132,T132,T132,Frank Lickliter II,94,50.0,126,63
133,134,134,Kenichi Kuboya,91,49.61,129,64
134,135,135,Briny Baird,113,49.49,196,97
135,136,136,Ian Leggatt,71,49.48,97,48
136,137,137,John Daly,56,49.43,87,43
137,138,138,Jason Buha,61,49.38,81,40
138,139,139,K.J. Choi,112,49.3,142,70
139,T140,T140,Jonathan Byrd,101,49.21,126,62
140,T140,T140,Chris Smith,92,49.21,126,62
141,142,142,Chad Campbell,105,48.95,190,93
142,143,143,Glen Day,103,48.82,170,83
143,144,144,Rocco Mediate,80,48.74,119,58
144,145,145,Adam Scott,52,48.57,70,34
145,146,146,Vance Veazey,66,48.48,99,48
146,147,147,Alex Cejka,98,48.46,130,63
147,148,148,Brett Quigley,92,48.28,116,56
148,149,149,Todd Barranger,78,48.25,114,55
149,150,150,Marco Dawson,86,48.08,104,50
150,151,151,John Maginnes,87,48.06,129,62
151,152,152,Robert Damron,96,47.97,148,71
152,153,153,Corey Pavin,88,47.75,111,53
153,154,154,Rory Sabbatini,95,47.58,124,59
154,155,155,Tom Lehman,87,47.47,99,47
155,156,156,Tim Clark,79,47.24,127,60
156,157,157,Brent Schwarzrock,60,47.12,104,49
157,158,158,Davis Love III,85,47.1,138,65
158,159,159,Lee Janzen,83,46.88,96,45
159,160,160,Per-Ulrik Johansson,96,46.84,158,74
160,161,161,Gene Sauers,87,46.73,107,50
161,162,162,Anthony Painter,87,46.72,122,57
162,163,163,J.J. Henry,100,46.71,167,78
163,164,164,Tommy Armour III,66,46.67,90,42
164,T165,T165,John Riegger,55,46.59,88,41
165,T165,T165,Kenneth Staton,59,46.59,88,41
