,Putting_from_4_RANK THIS WEEK,Putting_from_4_RANK LAST WEEK,Putting_from_4_PLAYER NAME,Putting_from_4_ROUNDS,Putting_from_4_% MADE,Putting_from_4_ATTEMPTS,Putting_from_4_PUTTS MADE
0,1,1,Ty Tryon,52,98.75,80,79
1,2,2,John Rollins,89,98.43,127,125
2,3,3,Jason Gore,83,97.96,147,144
3,4,4,Mark Calcavecchia,84,97.35,151,147
4,5,5,Loren Roberts,87,97.27,110,107
5,6,6,Andy Miller,75,97.22,144,140
6,7,7,Vijay Singh,106,97.06,170,165
7,T8,T8,Hal Sutton,81,96.9,129,125
8,T8,T8,Tiger Woods,74,96.9,129,125
9,10,10,Len Mattiace,94,96.82,157,152
10,11,11,J.P. Hayes,79,96.69,151,146
11,12,12,Luke Donald,88,96.64,149,144
12,T13,T13,Joel Edwards,60,96.61,118,114
13,T13,T13,Brandt Jobe,77,96.61,118,114
14,15,15,Paul Goydos,86,96.58,146,141
15,16,16,Darron Stiles,93,96.5,143,138
16,17,17,Brenden Pappas,105,96.45,197,190
17,18,18,Matt Gogel,77,96.38,138,133
18,19,19,Retief Goosen,69,96.3,81,78
19,20,20,Jesper Parnevik,102,96.11,180,173
20,21,21,Glen Day,103,96.09,179,172
21,22,22,Steve Allan,53,96.04,101,97
22,23,23,Shaun Micheel,97,96.0,175,168
23,24,24,Ben Crane,94,95.98,174,167
24,25,25,"Dave Stockton, Jr.",79,95.95,148,142
25,T26,T26,Chris DiMarco,98,95.93,123,118
26,T26,T26,Scott Laycock,71,95.93,123,118
27,T26,T26,Andrew Magee,91,95.93,172,165
28,29,29,Dicky Pride,73,95.89,146,140
29,30,30,Phil Mickelson,87,95.79,95,91
30,31,31,Heath Slocum,101,95.73,211,202
31,32,32,Fred Funk,112,95.7,186,178
32,33,33,Bob Estes,92,95.65,138,132
33,34,34,Dan Forsman,98,95.48,199,190
34,35,35,Brad Faxon,97,95.42,153,146
35,36,36,Arron Oberholser,80,95.29,170,162
36,T37,T37,Hank Kuehne,73,95.21,146,139
37,T37,T37,Scott Verplank,97,95.21,167,159
38,T39,T39,Jeff Sluman,106,95.15,165,157
39,T39,T39,Garrett Willis,97,95.15,206,196
40,41,41,Jim Furyk,104,95.14,144,137
41,42,42,Dean Wilson,82,95.12,164,156
42,43,43,Robert Damron,96,95.11,184,175
43,44,44,John Riegger,55,95.1,102,97
44,T45,T45,Brent Geiberger,51,94.94,79,75
45,T45,T45,Tim Herron,102,94.94,178,169
46,47,47,Cliff Kresge,102,94.92,177,168
47,48,48,Jay Williamson,93,94.89,176,167
48,49,49,Glen Hnatiuk,92,94.77,172,163
49,50,50,Jeff Maggert,81,94.74,152,144
50,51,51,Steve Flesch,110,94.66,262,248
51,52,52,Greg Chalmers,98,94.61,167,158
52,53,53,Skip Kendall,110,94.59,185,175
53,54,54,Carl Paulson,101,94.58,203,192
54,55,55,Bob Burns,88,94.56,147,139
55,56,56,Brian Gay,100,94.55,165,156
56,T57,T57,Justin Leonard,80,94.5,109,103
57,T57,T57,Paul Stankowski,67,94.5,109,103
58,T59,T59,Stuart Appleby,90,94.48,145,137
59,T59,T59,Richard Johnson,89,94.48,181,171
60,61,61,Mike Weir,80,94.44,126,119
61,62,62,Craig Barlow,95,94.41,179,169
62,63,63,Kevin Sutherland,97,94.38,160,151
63,64,64,Bob Tway,89,94.34,159,150
64,65,65,Bernhard Langer,65,94.32,88,83
65,66,66,Stephen Ames,91,94.3,193,182
66,67,67,Kaname Yokoo,56,94.29,105,99
67,68,68,Tom Byrum,97,94.27,157,148
68,T69,T69,J.L. Lewis,99,94.25,174,164
69,T69,T69,Tim Petrovic,108,94.25,174,164
70,71,71,Peter Jacobsen,75,94.12,136,128
71,72,72,Brett Quigley,92,93.98,166,156
72,73,73,Geoff Ogilvy,86,93.94,165,155
73,74,74,Vance Veazey,66,93.91,115,108
74,75,75,Hidemichi Tanaka,112,93.9,213,200
75,76,76,Tom Pernice Jr.,105,93.89,180,169
76,77,77,Kenichi Kuboya,91,93.87,163,153
77,78,78,Jay Haas,89,93.8,129,121
78,T79,T79,Brian Henninger,56,93.75,112,105
79,T79,T79,Carl Pettersson,80,93.75,144,135
80,81,81,Aaron Barber,94,93.6,172,161
81,82,82,Kirk Triplett,92,93.57,171,160
82,T83,T83,Aaron Baddeley,71,93.55,124,116
83,T83,T83,Jeff Brehaut,110,93.55,186,174
84,T83,T83,Scott McCarron,86,93.55,124,116
85,86,86,Chad Campbell,105,93.53,170,159
86,87,87,Briny Baird,113,93.52,216,202
87,88,88,Doug Barron,90,93.51,154,144
88,T89,T89,Michael Clark II,54,93.48,92,86
89,T89,T89,Shigeki Maruyama,87,93.48,138,129
90,91,91,Cameron Yancey,58,93.44,122,114
91,T92,T92,Todd Fischer,97,93.33,180,168
92,T92,T92,Peter Lonard,96,93.33,165,154
93,94,94,Craig Perks,82,93.28,134,125
94,95,95,Rory Sabbatini,95,93.27,208,194
95,96,96,Rod Pampling,87,93.24,148,138
96,97,97,Jerry Kelly,108,93.18,176,164
97,98,98,John Huston,76,93.15,146,136
98,99,99,David Frost,80,93.13,131,122
99,100,100,Mike Sposa,72,93.1,145,135
100,101,101,Nick Price,65,92.93,99,92
101,102,102,Mike Grob,83,92.86,154,143
102,103,103,Frank Lickliter II,94,92.82,181,168
103,104,104,Darren Clarke,61,92.71,96,89
104,T105,T105,Tommy Armour III,66,92.68,123,114
105,T105,T105,Fred Couples,71,92.68,82,76
106,107,107,John Maginnes,87,92.65,136,126
107,T108,T108,Carlos Franco,99,92.59,162,150
108,T108,T108,Kenneth Staton,59,92.59,135,125
109,110,110,Brian Bateman,70,92.56,121,112
110,111,111,Charles Howell III,120,92.55,188,174
111,112,112,Akio Sadakata,83,92.53,174,161
