,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,1,1,Ben Crane,27,62
1,T2,T2,Brad Faxon,27,60
2,T2,T2,David Frost,26,60
3,4,4,Brad Elder,20,59
4,T5,T5,Tom Byrum,31,58
5,T5,T5,Matt Gogel,25,58
6,T5,T5,Paul Goydos,25,58
7,T5,T5,Jay Haas,25,58
8,T5,T5,Geoff Ogilvy,26,58
9,T5,T5,Brett Quigley,27,58
10,T11,T11,Billy Andrade,29,57
11,T11,T11,Stuart Appleby,27,57
12,T11,T11,Fred Couples,18,57
13,T11,T11,Paul Gow,21,57
14,T11,T11,Peter Jacobsen,22,57
15,T11,T11,Scott McCarron,27,57
16,T11,T11,Pat Perez,33,57
17,T11,T11,Tim Petrovic,32,57
18,T11,T11,Loren Roberts,24,57
19,T11,T11,Kirk Triplett,25,57
20,T21,T21,Stephen Ames,27,56
21,T21,T21,Briny Baird,33,56
22,T21,T21,Cameron Beckman,26,56
23,T21,T21,Greg Chalmers,32,56
24,T21,T21,Darren Clarke,16,56
25,T21,T21,Chris DiMarco,27,56
26,T21,T21,Robert Gamez,31,56
27,T21,T21,Brian Gay,34,56
28,T21,T21,Jason Gore,30,56
29,T21,T21,J.P. Hayes,25,56
30,T21,T21,Mike Heinen,29,56
31,T21,T21,Tim Herron,29,56
32,T21,T21,Charles Howell III,31,56
33,T21,T21,Kenichi Kuboya,31,56
34,T21,T21,Billy Mayfair,31,56
35,T21,T21,Anthony Painter,31,56
36,T21,T21,Brenden Pappas,33,56
37,T21,T21,John Rollins,27,56
38,T21,T21,Rory Sabbatini,27,56
39,T21,T21,Akio Sadakata,29,56
40,T21,T21,Mike Sposa,25,56
41,T21,T21,David Toms,26,56
42,T21,T21,Dean Wilson,27,56
43,T44,T44,Robert Allenby,24,55
44,T44,T44,Chris Anderson,31,55
45,T44,T44,Woody Austin,31,55
46,T44,T44,Aaron Baddeley,20,55
47,T44,T44,Jonathan Byrd,29,55
48,T44,T44,Michael Clark II,21,55
49,T44,T44,Tim Clark,25,55
50,T44,T44,Robert Damron,32,55
51,T44,T44,Todd Fischer,32,55
52,T44,T44,Steve Flesch,33,55
53,T44,T44,Jim Furyk,27,55
54,T44,T44,John Huston,23,55
55,T44,T44,Hank Kuehne,23,55
56,T44,T44,Andrew Magee,26,55
57,T44,T44,Phil Mickelson,23,55
58,T44,T44,Andy Miller,25,55
59,T44,T44,Deane Pappas,24,55
60,T44,T44,Jesper Parnevik,31,55
61,T44,T44,Tom Pernice Jr.,31,55
62,T44,T44,Carl Pettersson,26,55
63,T44,T44,Dicky Pride,23,55
64,T44,T44,Chris Riley,29,55
65,T44,T44,Heath Slocum,32,55
66,T44,T44,Paul Stankowski,21,55
67,T44,T44,Bob Tway,26,55
68,T44,T44,Mike Weir,21,55
69,T44,T44,Garrett Willis,32,55
70,T44,T44,Tiger Woods,18,55
71,T44,T44,Cameron Yancey,23,55
72,T73,T73,Craig Barlow,29,54
73,T73,T73,Olin Browne,34,54
74,T73,T73,Chad Campbell,27,54
75,T73,T73,Alex Cejka,30,54
76,T73,T73,Stewart Cink,28,54
77,T73,T73,Glen Day,31,54
78,T73,T73,Fred Funk,33,54
79,T73,T73,Sergio Garcia,20,54
80,T73,T73,Lee Janzen,25,54
81,T73,T73,Richard Johnson,28,54
82,T73,T73,Kent Jones,23,54
83,T73,T73,Jerry Kelly,30,54
84,T73,T73,Skip Kendall,30,54
85,T73,T73,Bernhard Langer,21,54
86,T73,T73,Justin Leonard,23,54
87,T73,T73,J.L. Lewis,31,54
88,T73,T73,Jeff Maggert,24,54
89,T73,T73,Shigeki Maruyama,28,54
90,T73,T73,Spike McRoy,35,54
91,T73,T73,Mark O'Meara,25,54
92,T73,T73,Carl Paulson,32,54
93,T73,T73,Darron Stiles,29,54
94,T73,T73,Hal Sutton,24,54
95,T73,T73,Hidemichi Tanaka,30,54
96,T73,T73,Duffy Waldorf,25,54
97,T98,T98,Tommy Armour III,23,53
98,T98,T98,Doug Barron,32,53
99,T98,T98,Brian Bateman,26,53
100,T98,T98,Notah Begay III,30,53
101,T98,T98,Jay Don Blake,27,53
102,T98,T98,Jeff Brehaut,32,53
103,T98,T98,Mark Calcavecchia,24,53
104,T98,T98,K.J. Choi,32,53
105,T98,T98,Luke Donald,27,53
106,T98,T98,Dan Forsman,27,53
107,T98,T98,Carlos Franco,30,53
108,T98,T98,Brent Geiberger,16,53
109,T98,T98,Tom Gillis,25,53
110,T98,T98,Mike Grob,27,53
111,T98,T98,Dudley Hart,22,53
112,T98,T98,Matt Kuchar,23,53
113,T98,T98,Scott Laycock,25,53
114,T98,T98,Frank Lickliter II,30,53
115,T98,T98,Peter Lonard,26,53
116,T98,T98,Steve Lowery,29,53
117,T98,T98,Len Mattiace,27,53
118,T98,T98,Shaun Micheel,28,53
119,T98,T98,John Morgan,29,53
120,T98,T98,Craig Perks,28,53
121,T98,T98,Kenny Perry,26,53
122,T98,T98,John Senden,33,53
123,T98,T98,Vijay Singh,27,53
124,T98,T98,Jeff Sluman,31,53
125,T98,T98,"Dave Stockton, Jr.",31,53
126,T98,T98,Kevin Sutherland,27,53
127,T98,T98,Ty Tryon,21,53
128,T129,T129,Aaron Barber,32,52
129,T129,T129,Rich Beem,26,52
130,T129,T129,Jason Buha,25,52
131,T129,T129,Bob Burns,28,52
132,T129,T129,Jason Caron,29,52
133,T129,T129,Jim Carter,33,52
134,T129,T129,Ben Curtis,21,52
135,T129,T129,Marco Dawson,31,52
136,T129,T129,Joel Edwards,23,52
137,T129,T129,Bob Estes,25,52
138,T129,T129,Mathew Goggin,28,52
139,T129,T129,David Gossett,28,52
140,T129,T129,Donnie Hammond,27,52
141,T129,T129,Brian Henninger,17,52
142,T129,T129,J.J. Henry,31,52
143,T129,T129,Brandt Jobe,22,52
144,T129,T129,Jeff Klein,25,52
145,T129,T129,Cliff Kresge,32,52
146,T129,T129,Thomas Levet,26,52
147,T129,T129,Rod Pampling,27,52
148,T129,T129,David Peoples,30,52
149,T129,T129,Nick Price,17,52
150,T129,T129,Patrick Sheehan,32,52
151,T129,T129,Chris Smith,30,52
152,T129,T129,Esteban Toledo,35,52
153,T129,T129,Scott Verplank,26,52
154,T155,T155,Steve Allan,18,51
155,T155,T155,Paul Azinger,26,51
156,T155,T155,Todd Barranger,31,51
157,T155,T155,Pat Bates,35,51
158,T155,T155,John Daly,22,51
159,T155,T155,Ernie Els,17,51
160,T155,T155,Per-Ulrik Johansson,31,51
161,T155,T155,Jonathan Kaye,27,51
162,T155,T155,Tom Lehman,25,51
163,T155,T155,Davis Love III,23,51
164,T155,T155,John Maginnes,29,51
165,T155,T155,Arron Oberholser,25,51
166,T155,T155,Corey Pavin,26,51
167,T155,T155,Brent Schwarzrock,20,51
168,T155,T155,Adam Scott,14,51
169,T155,T155,David Sutherland,25,51
170,T155,T155,Kaname Yokoo,22,51
171,T172,T172,Gavin Coles,28,50
172,T172,T172,Joe Durant,28,50
173,T172,T172,Harrison Frazar,27,50
174,T172,T172,Retief Goosen,19,50
175,T172,T172,Rocco Mediate,24,50
176,T172,T172,John Riegger,17,50
177,T172,T172,Kenneth Staton,22,50
178,T172,T172,Steve Stricker,21,50
179,T172,T172,Vance Veazey,26,50
180,T172,T172,Jay Williamson,31,50
181,T172,T172,Mark Wilson,30,50
182,T183,T183,Steven Alker,30,49
183,T183,T183,Neal Lancaster,35,49
184,T183,T183,Gene Sauers,30,49
185,T186,T186,Mark Brooks,31,48
186,T186,T186,Glen Hnatiuk,29,48
187,T186,T186,Joey Sindelar,29,48
188,T189,T189,José Coceres,21,47
189,T189,T189,Ian Leggatt,26,47
