,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,David Frost,80,31.91,94,30
1,2,2,Brad Elder,51,27.66,47,13
2,3,3,Peter Jacobsen,75,23.47,98,23
3,4,4,Mike Weir,80,23.33,60,14
4,5,5,Justin Leonard,80,21.92,73,16
5,6,6,Chris DiMarco,98,21.57,102,22
6,7,7,Stuart Appleby,90,21.36,103,22
7,8,8,Bob Burns,88,21.05,95,20
8,9,9,Geoff Ogilvy,86,20.24,84,17
9,T10,T10,Brian Gay,100,20.0,110,22
10,T10,T10,Jason Gore,83,20.0,90,18
11,12,12,Thomas Levet,85,19.82,111,22
12,13,13,Aaron Baddeley,71,19.44,72,14
13,14,14,Brad Faxon,97,19.33,119,23
14,15,15,Tim Petrovic,108,18.98,137,26
15,16,16,Ernie Els,65,18.97,58,11
16,17,17,Kevin Sutherland,97,18.89,90,17
17,T18,T18,Brent Geiberger,51,18.64,59,11
18,T18,T18,Andrew Magee,91,18.64,118,22
19,T20,T20,Rich Beem,80,18.31,71,13
20,T20,T20,Fred Couples,71,18.31,71,13
21,22,22,Paul Goydos,86,18.18,88,16
22,23,23,John Rollins,89,18.06,72,13
23,24,24,Chad Campbell,105,17.97,128,23
24,25,25,Tim Clark,79,17.89,95,17
25,26,26,Patrick Sheehan,101,17.76,152,27
26,27,27,Kenneth Staton,59,17.39,69,12
27,28,28,Carl Pettersson,80,17.2,93,16
28,29,29,Joey Sindelar,93,16.92,130,22
29,30,30,Vance Veazey,66,16.87,83,14
30,31,31,Mike Sposa,72,16.84,95,16
31,T32,T32,Frank Lickliter II,94,16.67,96,16
32,T32,T32,Davis Love III,85,16.67,90,15
33,34,34,John Senden,111,16.54,133,22
34,35,35,Stewart Cink,104,16.41,128,21
35,36,36,Kirk Triplett,92,16.3,92,15
36,37,37,Shigeki Maruyama,87,16.22,111,18
37,38,38,J.P. Hayes,79,16.19,105,17
38,39,39,Steve Lowery,86,16.16,99,16
39,40,40,Cameron Yancey,58,16.13,62,10
40,41,41,Jesper Parnevik,102,16.1,118,19
41,42,42,Spike McRoy,103,16.06,137,22
42,43,43,David Gossett,92,15.97,119,19
43,T44,T44,Robert Allenby,87,15.91,88,14
44,T44,T44,Scott McCarron,86,15.91,88,14
45,T44,T44,Loren Roberts,87,15.91,88,14
46,47,47,David Peoples,96,15.87,126,20
47,T48,T48,Matt Gogel,77,15.79,95,15
48,T48,T48,Bob Tway,89,15.79,133,21
49,50,50,Tim Herron,102,15.7,121,19
50,T51,T51,Woody Austin,107,15.63,128,20
51,T51,T51,Notah Begay III,92,15.63,128,20
52,T51,T51,Shaun Micheel,97,15.63,128,20
53,T51,T51,Esteban Toledo,109,15.63,128,20
54,55,55,Dudley Hart,66,15.58,77,12
55,56,56,Kenichi Kuboya,91,15.45,123,19
56,T57,T57,Michael Clark II,54,15.38,91,14
57,T57,T57,John Daly,56,15.38,65,10
58,T57,T57,Scott Verplank,97,15.38,117,18
59,60,60,Jim Furyk,104,15.24,105,16
60,T61,T61,Jay Don Blake,77,15.22,92,14
61,T61,T61,Joel Edwards,60,15.22,92,14
62,T63,T63,Jonathan Byrd,101,15.18,112,17
63,T63,T63,Jim Carter,95,15.18,112,17
64,65,65,Garrett Willis,97,15.15,99,15
65,66,66,Chris Riley,96,15.12,86,13
66,67,67,Billy Andrade,100,15.0,140,21
67,68,68,Dean Wilson,82,14.95,107,16
68,69,69,Jerry Kelly,108,14.91,114,17
69,70,70,Marco Dawson,86,14.77,88,13
70,71,71,Tiger Woods,74,14.71,68,10
71,72,72,Tommy Armour III,66,14.67,75,11
72,T73,T73,John Huston,76,14.58,96,14
73,T73,T73,John Morgan,81,14.58,96,14
74,75,75,Mark Brooks,90,14.56,103,15
75,76,76,Darren Clarke,61,14.55,55,8
76,77,77,Brett Quigley,92,14.53,117,17
77,78,78,Alex Cejka,98,14.41,111,16
78,79,79,Carl Paulson,101,14.39,139,20
79,80,80,Glen Day,103,14.38,146,21
80,T81,T81,Tom Byrum,97,14.29,105,15
81,T81,T81,Luke Donald,88,14.29,105,15
82,T81,T81,Steve Stricker,59,14.29,56,8
83,84,84,Doug Barron,90,14.17,120,17
84,85,85,Cameron Beckman,86,14.16,113,16
85,86,86,Fred Funk,112,14.06,128,18
86,87,87,Tom Pernice Jr.,105,13.95,129,18
87,88,88,Jay Haas,89,13.91,115,16
88,T89,T89,Brian Henninger,56,13.89,72,10
89,T89,T89,Scott Laycock,71,13.89,72,10
90,91,91,Craig Perks,82,13.86,101,14
91,92,92,Todd Barranger,78,13.79,87,12
92,T93,T93,Charles Howell III,120,13.74,131,18
93,T93,T93,Skip Kendall,110,13.74,131,18
94,T95,T95,Carlos Franco,99,13.51,148,20
95,T95,T95,Paul Gow,62,13.51,74,10
96,97,97,Richard Johnson,89,13.45,119,16
97,98,98,Duffy Waldorf,90,13.39,127,17
98,T99,T99,Mike Heinen,89,13.33,135,18
99,T99,T99,Billy Mayfair,105,13.33,120,16
100,T99,T99,Rory Sabbatini,95,13.33,105,14
101,102,102,John Riegger,55,13.25,83,11
102,103,103,Mark O'Meara,69,13.24,68,9
103,T104,T104,Jeff Maggert,81,13.21,106,14
104,T104,T104,Darron Stiles,93,13.21,106,14
105,106,106,Ben Curtis,69,13.13,99,13
106,107,107,Corey Pavin,88,13.1,84,11
107,108,108,Greg Chalmers,98,13.08,107,14
108,T109,T109,Briny Baird,113,13.04,161,21
109,T109,T109,Phil Mickelson,87,13.04,69,9
110,111,111,Hank Kuehne,73,12.94,85,11
111,112,112,Kent Jones,74,12.87,101,13
112,113,113,Pat Perez,95,12.84,109,14
113,114,114,John Maginnes,87,12.82,78,10
114,115,115,Brenden Pappas,105,12.78,133,17
115,116,116,Rocco Mediate,80,12.77,94,12
116,117,117,Dan Forsman,98,12.7,126,16
117,118,118,Hidemichi Tanaka,112,12.67,150,19
118,T119,T119,Stephen Ames,91,12.5,120,15
119,T119,T119,Heath Slocum,101,12.5,144,18
