,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Lee Janzen,83,2.22,54,12.0
1,2,2,Ben Crane,94,2.0,65,13.0
2,3,3,Andrew Magee,91,1.75,80,14.0
3,4,4,Brad Faxon,97,1.74,92,16.0
4,5,5,Cameron Beckman,86,1.69,89,15.0
5,6,6,Davis Love III,85,1.64,61,10.0
6,7,7,Robert Damron,96,1.6,100,16.0
7,8,8,Tom Lehman,87,1.59,63,10.0
8,9,9,Vijay Singh,106,1.56,90,14.0
9,10,10,Brian Gay,100,1.54,91,14.0
10,11,11,Deane Pappas,75,1.52,46,7.0
11,12,12,Mike Sposa,72,1.5,60,9.0
12,13,13,Peter Jacobsen,75,1.49,67,10.0
13,14,14,Kent Jones,74,1.47,75,11.0
14,T15,T15,Mark Calcavecchia,84,1.45,69,10.0
15,T15,T15,Jay Haas,89,1.45,76,11.0
16,T17,T17,Fred Couples,71,1.43,42,6.0
17,T17,T17,Jesper Parnevik,102,1.43,63,9.0
18,T17,T17,Tim Petrovic,108,1.43,105,15.0
19,T20,T20,Robert Gamez,114,1.41,85,12.0
20,T20,T20,Jason Gore,83,1.41,71,10.0
21,22,22,Ben Curtis,69,1.38,65,9.0
22,23,23,Brett Quigley,92,1.36,66,9.0
23,24,24,Carlos Franco,99,1.33,90,12.0
24,25,25,Briny Baird,113,1.32,106,14.0
25,T26,T26,Tommy Armour III,66,1.31,61,8.0
26,T26,T26,John Rollins,89,1.31,61,8.0
27,T28,T28,Jason Buha,61,1.3,54,7.0
28,T28,T28,David Frost,80,1.3,92,12.0
29,T28,T28,Geoff Ogilvy,86,1.3,77,10.0
30,T31,T31,Skip Kendall,110,1.29,85,11.0
31,T31,T31,Mike Weir,80,1.29,62,8.0
32,33,33,Mark O'Meara,69,1.28,39,5.0
33,34,34,Bernhard Langer,65,1.25,48,6.0
34,T35,T35,Chris DiMarco,98,1.23,73,9.0
35,T35,T35,Matt Gogel,77,1.23,57,7.0
36,T37,T37,Darren Clarke,61,1.22,41,5.0
37,T37,T37,Brent Geiberger,51,1.22,49,6.0
38,T37,T37,Thomas Levet,85,1.22,82,10.0
39,T40,T40,Tom Byrum,97,1.21,99,12.0
40,T40,T40,Scott Laycock,71,1.21,58,7.0
41,42,42,Aaron Baddeley,71,1.19,59,7.0
42,T43,T43,Kenichi Kuboya,91,1.18,76,9.0
43,T43,T43,Shigeki Maruyama,87,1.18,76,9.0
44,T43,T43,Hidemichi Tanaka,112,1.18,110,13.0
45,T46,T46,Donnie Hammond,92,1.15,96,11.0
46,T46,T46,Billy Mayfair,105,1.15,96,11.0
47,T46,T46,Brenden Pappas,105,1.15,104,12.0
48,49,49,Paul Stankowski,67,1.14,44,5.0
49,T50,T50,Jim Carter,95,1.13,80,9.0
50,T50,T50,J.P. Hayes,79,1.13,71,8.0
51,T50,T50,Richard Johnson,89,1.13,80,9.0
52,T50,T50,Phil Mickelson,87,1.13,53,6.0
53,54,54,Jerry Kelly,108,1.12,98,11.0
54,T55,T55,Jonathan Byrd,101,1.11,72,8.0
55,T55,T55,Rod Pampling,87,1.11,72,8.0
56,T55,T55,Kenny Perry,98,1.11,81,9.0
57,T55,T55,Jay Williamson,93,1.11,81,9.0
58,T55,T55,Dean Wilson,82,1.11,63,7.0
59,T60,T60,Jonathan Kaye,91,1.1,91,10.0
60,T60,T60,Corey Pavin,88,1.1,73,8.0
61,62,62,Scott McCarron,86,1.09,55,6.0
62,63,63,Patrick Sheehan,101,1.06,104,11.0
63,T64,T64,Jim Furyk,104,1.05,86,9.0
64,T64,T64,Rory Sabbatini,95,1.05,76,8.0
65,66,66,Scott Verplank,97,1.04,77,8.0
66,T67,T67,Chad Campbell,105,1.03,97,10.0
67,T67,T67,John Senden,111,1.03,107,11.0
68,69,69,J.J. Henry,100,1.02,118,12.0
69,70,70,Loren Roberts,87,1.01,69,7.0
70,71,71,José Coceres,62,1.0,50,5.0
71,T72,T72,Mike Grob,83,0.99,81,8.0
72,T72,T72,Tom Pernice Jr.,105,0.99,91,9.0
73,T74,T74,Olin Browne,113,0.98,112,11.0
74,T74,T74,Matt Kuchar,63,0.98,61,6.0
75,76,76,Shaun Micheel,97,0.97,93,9.0
76,T77,T77,Tim Clark,79,0.95,63,6.0
77,T77,T77,Tim Herron,102,0.95,74,7.0
78,T77,T77,Jeff Klein,60,0.95,42,4.0
79,80,80,Bob Tway,89,0.94,106,10.0
80,81,81,Vance Veazey,66,0.93,54,5.0
81,T82,T82,Stephen Ames,91,0.92,76,7.0
82,T82,T82,Kirk Triplett,92,0.92,76,7.0
83,T84,T84,Len Mattiace,94,0.91,66,6.0
84,T84,T84,Anthony Painter,87,0.91,66,6.0
85,T86,T86,Steven Alker,87,0.9,78,7.0
86,T86,T86,Paul Gow,62,0.9,67,6.0
87,T86,T86,Brandt Jobe,77,0.9,78,7.0
88,T89,T89,Todd Barranger,78,0.89,45,4.0
89,T89,T89,Bob Burns,88,0.89,56,5.0
90,T91,T91,Mark Brooks,90,0.88,68,6.0
91,T91,T91,Mike Heinen,89,0.88,102,9.0
92,T91,T91,Hank Kuehne,73,0.88,57,5.0
93,T91,T91,Steve Lowery,86,0.88,68,6.0
94,95,95,Jay Don Blake,77,0.87,69,6.0
95,T96,T96,Chris Anderson,96,0.86,70,6.0
96,T96,T96,Stewart Cink,104,0.86,93,8.0
97,T96,T96,Todd Fischer,97,0.86,70,6.0
98,T99,T99,Akio Sadakata,83,0.85,71,6.0
99,T99,T99,David Sutherland,77,0.85,59,5.0
100,T99,T99,Tiger Woods,74,0.85,47,4.0
101,T102,T102,Steve Allan,53,0.83,60,5.0
102,T102,T102,Glen Day,103,0.83,84,7.0
103,T102,T102,Hal Sutton,81,0.83,72,6.0
104,T105,T105,Stuart Appleby,90,0.82,61,5.0
105,T105,T105,Retief Goosen,69,0.82,49,4.0
106,T105,T105,Arron Oberholser,80,0.82,73,6.0
107,108,108,Frank Lickliter II,94,0.81,86,7.0
108,T109,T109,Harrison Frazar,88,0.8,87,7.0
109,T109,T109,Carl Paulson,101,0.8,113,9.0
110,T111,T111,Spike McRoy,103,0.79,101,8.0
111,T111,T111,Jeff Sluman,106,0.79,101,8.0
112,T113,T113,Notah Begay III,92,0.78,64,5.0
113,T113,T113,Joe Durant,96,0.78,90,7.0
114,T113,T113,David Peoples,96,0.78,102,8.0
115,T113,T113,Darron Stiles,93,0.78,64,5.0
116,117,117,Brian Bateman,70,0.77,65,5.0
117,T118,T118,Aaron Barber,94,0.76,79,6.0
118,T118,T118,Per-Ulrik Johansson,96,0.76,105,8.0
119,120,120,Carl Pettersson,80,0.75,67,5.0
120,T121,T121,Nick Price,65,0.74,54,4.0
121,T121,T121,Duffy Waldorf,90,0.74,81,6.0
122,T123,T123,Steve Flesch,110,0.73,110,8.0
123,T123,T123,Dudley Hart,66,0.73,55,4.0
124,T123,T123,Glen Hnatiuk,92,0.73,82,6.0
125,T123,T123,Gene Sauers,87,0.73,96,7.0
126,127,127,Paul Azinger,73,0.72,69,5.0
127,T128,T128,Jason Caron,74,0.71,70,5.0
128,T128,T128,K.J. Choi,112,0.71,99,7.0
129,T128,T128,Tom Gillis,71,0.71,84,6.0
130,T128,T128,Chris Smith,92,0.71,84,6.0
131,132,132,John Maginnes,87,0.7,71,5.0
132,133,133,Heath Slocum,101,0.69,101,7.0
133,T134,T134,Dan Forsman,98,0.68,88,6.0
134,T134,T134,Justin Leonard,80,0.68,59,4.0
135,136,136,"Dave Stockton, Jr.",79,0.67,75,5.0
136,137,137,Esteban Toledo,109,0.65,92,6.0
137,T138,T138,Craig Barlow,95,0.64,94,6.0
138,T138,T138,Brad Elder,51,0.64,47,3.0
139,T138,T138,Ty Tryon,52,0.64,47,3.0
140,T141,T141,Neal Lancaster,110,0.63,111,7.0
141,T141,T141,David Toms,90,0.63,63,4.0
142,T143,T143,Marco Dawson,86,0.61,66,4.0
143,T143,T143,Peter Lonard,96,0.61,82,5.0
144,T143,T143,Adam Scott,52,0.61,33,2.0
145,T146,T146,Michael Clark II,54,0.58,52,3.0
146,T146,T146,Paul Goydos,86,0.58,69,4.0
147,T146,T146,Craig Perks,82,0.58,52,3.0
148,149,149,Doug Barron,90,0.57,87,5.0
149,T150,T150,Billy Andrade,100,0.56,89,5.0
150,T150,T150,J.L. Lewis,99,0.56,89,5.0
151,T150,T150,Jeff Maggert,81,0.56,72,4.0
152,T150,T150,John Morgan,81,0.56,89,5.0
153,154,154,Cliff Kresge,102,0.55,91,5.0
154,155,155,John Daly,56,0.54,37,2.0
155,156,156,Greg Chalmers,98,0.52,77,4.0
156,T157,T157,Pat Bates,111,0.51,98,5.0
157,T157,T157,Fred Funk,112,0.51,98,5.0
158,T159,T159,Alex Cejka,98,0.49,82,4.0
159,T159,T159,Charles Howell III,120,0.49,81,4.0
160,161,161,Robert Allenby,87,0.48,63,3.0
161,T162,T162,Brent Schwarzrock,60,0.47,43,2.0
162,T162,T162,Kaname Yokoo,56,0.47,43,2.0
163,164,164,David Gossett,92,0.46,87,4.0
164,T165,T165,Woody Austin,107,0.45,89,4.0
165,T165,T165,Kenneth Staton,59,0.45,66,3.0
166,T165,T165,Mark Wilson,82,0.45,67,3.0
167,T168,T168,Pat Perez,95,0.44,68,3.0
168,T168,T168,Steve Stricker,59,0.44,45,2.0
169,T168,T168,Cameron Yancey,58,0.44,45,2.0
170,T171,T171,Joel Edwards,60,0.43,69,3.0
171,T171,T171,Ernie Els,65,0.43,46,2.0
172,T171,T171,John Huston,76,0.43,69,3.0
173,T171,T171,Joey Sindelar,93,0.43,93,4.0
174,T171,T171,Kevin Sutherland,97,0.43,69,3.0
175,176,176,Mathew Goggin,90,0.42,71,3.0
