,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,,Dean Wilson,0.43,1,234
1,2,,Scott Laycock,0.56,1,180
2,3,,Arron Oberholser,0.74,2,270
3,4,,Chris DiMarco,0.79,3,378
4,5,,Paul Stankowski,0.93,2,216
5,6,,Greg Chalmers,0.98,3,306
6,7,,Paul Azinger,1.01,2,198
7,T8,,Brian Gay,1.11,3,270
8,T8,,John Riegger,1.11,2,180
9,T8,,Kaname Yokoo,1.11,1,90
10,11,,J.P. Hayes,1.19,3,252
11,T12,,Paul Gow,1.23,2,162
12,T12,,Jay Haas,1.23,4,324
13,T14,,Deane Pappas,1.28,3,234
14,T14,,Dicky Pride,1.28,3,234
15,T16,,Jim Furyk,1.39,6,432
16,T16,,Richard Johnson,1.39,4,288
17,T16,,Kent Jones,1.39,3,216
18,T16,,Loren Roberts,1.39,5,360
19,T20,,Stewart Cink,1.52,6,396
20,T20,,Matt Gogel,1.52,3,198
21,22,,Mike Weir,1.54,5,324
22,23,,John Daly,1.59,2,126
23,24,,John Huston,1.74,5,288
24,25,,Scott Verplank,1.77,7,396
25,26,,Ernie Els,1.85,5,270
26,27,,Glen Day,1.94,7,360
27,28,,Bob Tway,1.96,6,306
28,T29,,Mark Brooks,1.98,5,252
29,T29,,Bob Burns,1.98,5,252
30,T29,,Scott McCarron,1.98,5,252
31,T32,,Skip Kendall,2.08,9,432
32,T32,,Justin Leonard,2.08,6,288
33,T32,,Steve Stricker,2.08,3,144
34,T35,,Jonathan Byrd,2.12,8,378
35,T35,,Brad Faxon,2.12,8,378
36,T35,,Dan Forsman,2.12,8,378
37,T38,,Corey Pavin,2.16,7,324
38,T38,,David Peoples,2.16,7,324
39,T38,,Esteban Toledo,2.16,7,324
40,T41,,Notah Begay III,2.22,6,270
41,T41,,Michael Clark II,2.22,2,90
42,T41,,Todd Fischer,2.22,6,270
43,T41,,David Frost,2.22,6,270
44,T41,,Tom Gillis,2.22,4,180
45,T41,,Cameron Yancey,2.22,2,90
46,47,,Craig Perks,2.31,5,216
47,48,,Ben Crane,2.34,8,342
48,T49,,Steve Allan,2.38,3,126
49,T49,,Aaron Barber,2.38,6,252
50,T49,,Olin Browne,2.38,9,378
51,T49,,Jason Caron,2.38,3,126
52,T49,,Peter Jacobsen,2.38,6,252
53,54,,Hal Sutton,2.43,7,288
54,55,,Davis Love III,2.47,8,324
55,56,,Brian Henninger,2.53,5,198
56,57,,Dudley Hart,2.56,6,234
57,T58,,Geoff Ogilvy,2.59,7,270
58,T58,,Rod Pampling,2.59,7,270
59,60,,Joey Sindelar,2.61,8,306
