,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,1,1,David Frost,80,30,548,5.5
1,2,2,Patrick Sheehan,101,26,640,4.1
2,3,3,Tim Petrovic,108,25,613,4.1
3,T4,T4,Chad Campbell,105,23,530,4.3
4,T4,T4,Brad Faxon,97,23,526,4.4
5,T4,T4,Peter Jacobsen,75,23,414,5.6
6,T7,T7,Stuart Appleby,90,22,499,4.4
7,T7,T7,Thomas Levet,85,22,451,4.9
8,T9,T9,Billy Andrade,100,21,621,3.4
9,T9,T9,Glen Day,103,21,638,3.3
10,T9,T9,Robert Gamez,114,21,674,3.1
11,T9,T9,Brian Gay,100,21,598,3.5
12,T9,T9,Andrew Magee,91,21,525,4.0
13,T9,T9,Spike McRoy,103,21,565,3.7
14,T9,T9,John Senden,111,21,612,3.4
15,T9,T9,Joey Sindelar,93,21,516,4.1
16,T17,T17,Woody Austin,107,20,606,3.3
17,T17,T17,Notah Begay III,92,20,542,3.7
18,T17,T17,Bob Burns,88,20,445,4.5
19,T17,T17,Chris DiMarco,98,20,522,3.8
20,T17,T17,Carlos Franco,99,20,553,3.6
21,T17,T17,Shaun Micheel,97,20,509,3.9
22,T17,T17,Carl Paulson,101,20,628,3.2
23,T17,T17,Esteban Toledo,109,20,651,3.1
24,T17,T17,Bob Tway,89,20,503,4.0
25,T26,T26,Stewart Cink,104,19,630,3.0
26,T26,T26,Tim Herron,102,19,609,3.1
27,T26,T26,Kenichi Kuboya,91,19,550,3.5
28,T26,T26,Jesper Parnevik,102,19,533,3.6
29,T26,T26,David Peoples,96,19,554,3.4
30,T26,T26,Hidemichi Tanaka,112,19,668,2.8
31,T32,T32,Briny Baird,113,18,602,3.0
32,T32,T32,David Gossett,92,18,559,3.2
33,T32,T32,Skip Kendall,110,18,666,2.7
34,T32,T32,Shigeki Maruyama,87,18,471,3.8
35,T32,T32,Scott Verplank,97,18,546,3.3
36,T37,T37,Doug Barron,90,17,558,3.0
37,T37,T37,Jim Carter,95,17,565,3.0
38,T37,T37,Jason Gore,83,17,491,3.5
39,T37,T37,Mike Heinen,89,17,503,3.4
40,T37,T37,Charles Howell III,120,17,589,2.9
41,T37,T37,Jerry Kelly,108,17,565,3.0
42,T37,T37,Geoff Ogilvy,86,17,500,3.4
43,T37,T37,Brenden Pappas,105,17,606,2.8
44,T37,T37,Tom Pernice Jr.,105,17,618,2.8
45,T37,T37,Heath Slocum,101,17,602,2.8
46,T37,T37,Kevin Sutherland,97,17,464,3.7
47,T48,T48,Jonathan Byrd,101,16,548,2.9
48,T48,T48,Fred Funk,112,16,599,2.7
49,T48,T48,Jim Furyk,104,16,532,3.0
50,T48,T48,Paul Goydos,86,16,562,2.8
51,T48,T48,J.P. Hayes,79,16,464,3.4
52,T48,T48,Glen Hnatiuk,92,16,544,2.9
53,T48,T48,Richard Johnson,89,16,523,3.1
54,T48,T48,Justin Leonard,80,16,454,3.5
55,T48,T48,Frank Lickliter II,94,16,528,3.0
56,T48,T48,Steve Lowery,86,16,438,3.7
57,T48,T48,Billy Mayfair,105,16,571,2.8
58,T48,T48,Carl Pettersson,80,16,504,3.2
59,T48,T48,Brett Quigley,92,16,538,3.0
60,T48,T48,Mike Sposa,72,16,448,3.6
61,T62,T62,Stephen Ames,91,15,563,2.7
62,T62,T62,Cameron Beckman,86,15,522,2.9
63,T62,T62,Jeff Brehaut,110,15,596,2.5
64,T62,T62,Tim Clark,79,15,417,3.6
65,T62,T62,Luke Donald,88,15,512,2.9
66,T62,T62,Joe Durant,96,15,488,3.1
67,T62,T62,Matt Gogel,77,15,453,3.3
68,T62,T62,J.J. Henry,100,15,537,2.8
69,T62,T62,Akio Sadakata,83,15,437,3.4
70,T62,T62,Kirk Triplett,92,15,499,3.0
71,T62,T62,Duffy Waldorf,90,15,469,3.2
72,T62,T62,Dean Wilson,82,15,518,2.9
73,T74,T74,Robert Allenby,87,14,405,3.5
74,T74,T74,Aaron Baddeley,71,14,419,3.3
75,T74,T74,Aaron Barber,94,14,535,2.6
76,T74,T74,Pat Bates,111,14,634,2.2
77,T74,T74,Jay Don Blake,77,14,378,3.7
