,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,David Sutherland,77,0.93,68,73
1,2,2,Todd Barranger,78,0.92,69,75
2,3,3,Darron Stiles,93,0.87,78,90
3,4,4,Ty Tryon,52,0.86,43,50
4,T5,T5,Sergio Garcia,62,0.84,48,57
5,T5,T5,Akio Sadakata,83,0.84,68,81
6,T5,T5,Brent Schwarzrock,60,0.84,49,58
7,8,8,David Gossett,92,0.83,76,92
8,9,9,Kenneth Staton,59,0.81,46,57
9,10,10,Robert Allenby,87,0.8,64,80
10,T11,T11,Rich Beem,80,0.78,60,77
11,T11,T11,Jeff Klein,60,0.78,45,58
12,13,13,José Coceres,62,0.77,48,62
13,T14,T14,Mathew Goggin,90,0.76,65,86
14,T14,T14,John Morgan,81,0.76,60,79
15,T14,T14,Craig Perks,82,0.76,60,79
16,T14,T14,Adam Scott,52,0.76,35,46
17,T18,T18,Mike Heinen,89,0.75,66,88
18,T18,T18,Chris Smith,92,0.75,69,92
19,20,20,John Senden,111,0.74,79,107
20,T21,T21,J.L. Lewis,99,0.73,71,97
21,T21,T21,Mark O'Meara,69,0.73,49,67
22,T21,T21,Rory Sabbatini,95,0.73,68,93
23,24,24,Joe Durant,96,0.72,69,96
24,T25,T25,Woody Austin,107,0.71,74,104
25,T25,T25,Alex Cejka,98,0.71,65,91
26,T25,T25,Thomas Levet,85,0.71,59,83
27,T28,T28,Doug Barron,90,0.7,62,88
28,T28,T28,Jason Caron,74,0.7,50,71
29,T28,T28,John Daly,56,0.7,39,56
30,31,31,Steve Lowery,86,0.69,55,80
31,T32,T32,Jason Buha,61,0.67,39,58
32,T32,T32,Carlos Franco,99,0.67,65,97
33,T32,T32,Gene Sauers,87,0.67,57,85
34,T35,T35,Cameron Beckman,86,0.66,55,83
35,T35,T35,Jonathan Kaye,91,0.66,58,88
36,T35,T35,Matt Kuchar,63,0.66,40,61
37,T35,T35,Ian Leggatt,71,0.66,45,68
38,T35,T35,Garrett Willis,97,0.66,63,96
39,T40,T40,Marco Dawson,86,0.65,55,84
40,T40,T40,Tom Lehman,87,0.65,53,82
41,T40,T40,Anthony Painter,87,0.65,55,85
42,T40,T40,Heath Slocum,101,0.65,64,98
43,T44,T44,Bob Burns,88,0.64,54,84
