,Average_Putting_Distance_-_All_3_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_3_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_3_putts_PLAYER NAME,Average_Putting_Distance_-_All_3_putts_ROUNDS,Average_Putting_Distance_-_All_3_putts_AVG,Average_Putting_Distance_-_All_3_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_3_putts_TOTAL PUTTS
0,1,1,Nick Price,65,"53' 6""",1069.5,20
1,2,2,Kirk Triplett,92,"48' 1""",1825.6670000000001,38
2,3,3,Brett Quigley,92,"47' 10""",1435.6670000000001,30
3,4,4,Jim Furyk,104,"47' 8""",810.6669999999999,17
4,T5,T5,Steve Allan,53,"47' 6""",902.4169999999999,19
5,T5,T5,Skip Kendall,110,"47' 6""",1473.5829999999999,31
6,7,7,Brad Elder,51,"47' 5""",1043.417,22
7,T8,T8,Matt Gogel,77,"47' 2""",1556.1670000000001,33
8,T8,T8,Hal Sutton,81,"47' 2""",1321.0829999999999,28
9,10,10,Hank Kuehne,73,"45' 8""",1825.25,40
10,11,11,David Frost,80,"45' 7""",1002.5830000000001,22
11,12,12,Davis Love III,85,"45' 6""",1000.5830000000001,22
12,13,13,Brent Geiberger,51,"45' 4""",771.1669999999999,17
13,14,14,Dean Wilson,82,"45' 2""",1356.0829999999999,30
14,15,15,Mike Weir,80,"45' 1""",1441.5,32
15,16,16,Pat Bates,111,"44' 11""",2109.833,47
16,17,17,Hidemichi Tanaka,112,"44' 10""",1838.5,41
17,18,18,Brandt Jobe,77,"44' 8""",1740.4170000000001,39
18,T19,T19,Jim Carter,95,"44' 7""",2184.667,49
19,T19,T19,Scott McCarron,86,"44' 7""",1024.667,23
20,21,21,Dicky Pride,73,"44' 6""",934.9169999999999,21
21,T22,T22,J.J. Henry,100,"44' 5""",2045.0,46
22,T22,T22,Len Mattiace,94,"44' 5""",888.3330000000001,20
23,24,24,Charles Howell III,120,"44' 2""",1855.3329999999999,42
24,25,25,Ian Leggatt,71,"43' 11""",1581.0,36
25,26,26,Andrew Magee,91,"43' 7""",1786.8329999999999,41
26,27,27,Loren Roberts,87,"43' 6""",695.4169999999999,16
27,28,28,Cameron Beckman,86,"43' 5""",1824.75,42
28,29,29,Steven Alker,87,"43' 4""",1429.4170000000001,33
29,T30,T30,Todd Fischer,97,"43' 3""",1471.4170000000001,34
30,T30,T30,Carlos Franco,99,"43' 3""",2117.667,49
31,T30,T30,Vijay Singh,106,"43' 3""",1643.3329999999999,38
32,T33,T33,Jerry Kelly,108,"43' 2""",2072.583,48
33,T33,T33,Corey Pavin,88,"43' 2""",1078.25,25
34,T33,T33,David Peoples,96,"43' 2""",1899.4170000000001,44
35,T33,T33,John Senden,111,"43' 2""",2677.417,62
36,T37,T37,Chris DiMarco,98,"43' 1""",990.0,23
37,T37,T37,Chris Riley,96,"43' 1""",1377.75,32
38,T39,T39,Billy Andrade,100,"42' 9""",1922.75,45
39,T39,T39,Vance Veazey,66,"42' 9""",1325.5829999999999,31
40,41,41,Tommy Armour III,66,"42' 8""",1322.6670000000001,31
41,T42,T42,Olin Browne,113,"42' 7""",1661.9170000000001,39
42,T42,T42,Jeff Sluman,106,"42' 7""",1915.4170000000001,45
43,44,44,Mike Heinen,89,"42' 6""",2296.333,54
44,45,45,Fred Funk,112,"42' 5""",1867.4170000000001,44
45,46,46,Mike Sposa,72,"42' 3""",1437.25,34
46,T47,T47,Paul Goydos,86,"42' 2""",1602.9170000000001,38
47,T47,T47,Shigeki Maruyama,87,"42' 2""",1139.0,27
48,49,49,Kaname Yokoo,56,"42' 0""",840.1669999999999,20
49,50,50,Geoff Ogilvy,86,"41' 11""",1299.667,31
50,T51,T51,Glen Day,103,"41' 10""",1422.3329999999999,34
51,T51,T51,Darron Stiles,93,"41' 10""",2215.75,53
52,53,53,K.J. Choi,112,"41' 9""",1920.4170000000001,46
53,T54,T54,Marco Dawson,86,"41' 8""",1709.0,41
54,T54,T54,Justin Leonard,80,"41' 8""",875.3330000000001,21
55,T56,T56,Steve Stricker,59,"41' 7""",1163.833,28
56,T56,T56,Tiger Woods,74,"41' 7""",1039.167,25
57,T58,T58,Chad Campbell,105,"41' 6""",1535.8329999999999,37
58,T58,T58,Greg Chalmers,98,"41' 6""",1161.667,28
59,60,60,Dan Forsman,98,"41' 5""",1905.3329999999999,46
60,T61,T61,Bernhard Langer,65,"41' 4""",785.4169999999999,19
61,T61,T61,Deane Pappas,75,"41' 4""",1034.083,25
62,63,63,Tim Herron,102,"41' 2""",1524.25,37
63,64,64,Jason Caron,74,"41' 1""",1727.0,42
64,T65,T65,Brad Faxon,97,"41' 0""",1474.75,36
65,T65,T65,Brian Gay,100,"41' 0""",1556.5829999999999,38
66,T65,T65,Rod Pampling,87,"41' 0""",1106.083,27
67,T65,T65,Heath Slocum,101,"41' 0""",2295.167,56
68,69,69,Stewart Cink,104,"40' 11""",1186.25,29
69,T70,T70,Kent Jones,74,"40' 10""",1183.667,29
70,T70,T70,Kenny Perry,98,"40' 10""",1470.1670000000001,36
71,72,72,Richard Johnson,89,"40' 9""",1018.0,25
72,73,73,Bob Tway,89,"40' 8""",1259.75,31
73,T74,T74,Alex Cejka,98,"40' 7""",1745.3329999999999,43
74,T74,T74,Chris Smith,92,"40' 7""",1828.0,45
75,T74,T74,Kenneth Staton,59,"40' 7""",1624.5829999999999,40
76,T74,T74,Garrett Willis,97,"40' 7""",2274.083,56
77,78,78,Tom Pernice Jr.,105,"40' 6""",1660.0,41
78,T79,T79,Doug Barron,90,"40' 5""",2182.083,54
79,T79,T79,Jason Buha,61,"40' 5""",1172.75,29
80,T79,T79,Tom Lehman,87,"40' 5""",1535.3329999999999,38
81,T82,T82,Ernie Els,65,"40' 4""",766.8330000000001,19
82,T82,T82,Thomas Levet,85,"40' 4""",1856.6670000000001,46
83,T82,T82,Brent Schwarzrock,60,"40' 4""",1654.5,41
84,T85,T85,Darren Clarke,61,"40' 3""",724.0830000000001,18
85,T85,T85,Jay Haas,89,"40' 3""",965.75,24
86,T87,T87,Tom Byrum,97,"40' 2""",1446.25,36
87,T87,T87,J.P. Hayes,79,"40' 2""",883.9169999999999,22
88,T87,T87,Spike McRoy,103,"40' 2""",1966.6670000000001,49
89,90,90,Jeff Brehaut,110,"40' 1""",2445.75,61
90,91,91,Matt Kuchar,63,"40' 0""",1359.0829999999999,34
91,92,92,Mathew Goggin,90,"39' 11""",1996.3329999999999,50
92,93,93,Esteban Toledo,109,"39' 10""",2271.083,57
93,94,94,Joey Sindelar,93,"39' 9""",1272.667,32
94,95,95,David Sutherland,77,"39' 8""",2140.917,54
95,T96,T96,Briny Baird,113,"39' 7""",2372.833,60
96,T96,T96,J.L. Lewis,99,"39' 7""",2297.0,58
97,98,98,Luke Donald,88,"39' 6""",1105.083,28
98,T99,T99,Joe Durant,96,"39' 5""",2205.25,56
99,T99,T99,Glen Hnatiuk,92,"39' 5""",1814.25,46
100,T99,T99,Arron Oberholser,80,"39' 5""",1341.4170000000001,34
101,T99,T99,Gene Sauers,87,"39' 5""",1775.3329999999999,45
102,T103,T103,Stuart Appleby,90,"39' 4""",1416.3329999999999,36
103,T103,T103,Jay Don Blake,77,"39' 4""",1061.667,27
104,105,105,John Rollins,89,"39' 3""",1059.75,27
105,106,106,Tim Petrovic,108,"39' 2""",1293.583,33
106,T107,T107,David Gossett,92,"39' 1""",2576.75,66
107,T107,T107,Brian Henninger,56,"39' 1""",664.4169999999999,17
108,T107,T107,Kevin Sutherland,97,"39' 1""",1249.917,32
109,T107,T107,David Toms,90,"39' 1""",1328.1670000000001,34
110,T111,T111,Craig Barlow,95,"39' 0""",1949.5829999999999,50
111,T111,T111,Steve Flesch,110,"39' 0""",1793.8329999999999,46
112,T111,T111,Jonathan Kaye,91,"39' 0""",1676.3329999999999,43
113,114,114,Bob Estes,92,"38' 11""",973.5,25
114,115,115,Notah Begay III,92,"38' 10""",1745.9170000000001,45
115,116,116,Aaron Baddeley,71,"38' 9""",736.75,19
116,T117,T117,Ben Crane,94,"38' 8""",1159.333,30
117,T117,T117,Robert Gamez,114,"38' 8""",1970.1670000000001,51
118,T117,T117,Shaun Micheel,97,"38' 8""",1738.6670000000001,45
119,T120,T120,Bob Burns,88,"38' 7""",1544.9170000000001,40
120,T120,T120,John Maginnes,87,"38' 7""",1467.5,38
121,T122,T122,Robert Allenby,87,"38' 6""",1500.6670000000001,39
122,T122,T122,Stephen Ames,91,"38' 6""",1576.9170000000001,41
123,T122,T122,Mark O'Meara,69,"38' 6""",1348.5829999999999,35
124,T125,T125,Anthony Painter,87,"38' 3""",1835.5829999999999,48
125,T125,T125,John Riegger,55,"38' 3""",765.0,20
126,127,127,Paul Gow,62,"38' 2""",1222.583,32
127,T128,T128,Robert Damron,96,"38' 1""",1563.0,41
128,T128,T128,Jeff Klein,60,"38' 1""",1676.4170000000001,44
129,T128,T128,Phil Mickelson,87,"38' 1""",952.5,25
130,T128,T128,Andy Miller,75,"38' 1""",1332.5829999999999,35
131,132,132,Chris Anderson,96,"37' 11""",1439.3329999999999,38
132,T133,T133,Donnie Hammond,92,"37' 10""",1361.25,36
133,T133,T133,Duffy Waldorf,90,"37' 10""",1475.5829999999999,39
134,T135,T135,Mike Grob,83,"37' 9""",1435.9170000000001,38
135,T135,T135,Jay Williamson,93,"37' 9""",1508.3329999999999,40
136,T135,T135,Mark Wilson,82,"37' 9""",1586.3329999999999,42
137,138,138,Rory Sabbatini,95,"37' 8""",2034.75,54
138,T139,T139,Rich Beem,80,"37' 6""",1426.4170000000001,38
139,T139,T139,Mark Brooks,90,"37' 6""",1125.083,30
140,T139,T139,Kenichi Kuboya,91,"37' 6""",1613.8329999999999,43
141,142,142,Carl Pettersson,80,"37' 5""",1346.4170000000001,36
142,T143,T143,Brian Bateman,70,"37' 4""",1308.083,35
143,T143,T143,John Morgan,81,"37' 4""",1941.0829999999999,52
144,145,145,Steve Lowery,86,"37' 2""",1486.6670000000001,40
145,T146,T146,Jonathan Byrd,101,"37' 1""",1596.3329999999999,43
146,T146,T146,Harrison Frazar,88,"37' 1""",1334.8329999999999,36
147,T146,T146,Retief Goosen,69,"37' 1""",778.0,21
148,T149,T149,Rocco Mediate,80,"37' 0""",1074.167,29
149,T149,T149,Paul Stankowski,67,"37' 0""",1258.75,34
150,T149,T149,Ty Tryon,52,"37' 0""",1258.167,34
151,T152,T152,Paul Azinger,73,"36' 11""",1071.667,29
152,T152,T152,Ben Curtis,69,"36' 11""",1218.417,33
153,T152,T152,Akio Sadakata,83,"36' 11""",2069.0,56
154,155,155,Adam Scott,52,"36' 10""",699.5830000000001,19
155,156,156,Aaron Barber,94,"36' 9""",1396.8329999999999,38
156,157,157,Scott Verplank,97,"36' 7""",877.75,24
157,T158,T158,Todd Barranger,78,"36' 6""",1863.4170000000001,51
158,T158,T158,Tim Clark,79,"36' 6""",1023.0830000000001,28
159,160,160,Cameron Yancey,58,"36' 5""",1055.667,29
160,T161,T161,Per-Ulrik Johansson,96,"36' 4""",1887.6670000000001,52
161,T161,T161,Jesper Parnevik,102,"36' 4""",836.5,23
162,T161,T161,Patrick Sheehan,101,"36' 4""",1671.5,46
163,T164,T164,José Coceres,62,"36' 2""",1266.917,35
164,T164,T164,Jason Gore,83,"36' 2""",1628.75,45
165,166,166,Fred Couples,71,"36' 1""",541.75,15
166,167,167,Peter Jacobsen,75,"35' 11""",932.8330000000001,26
167,168,168,Woody Austin,107,"35' 10""",2008.4170000000001,56
168,169,169,John Huston,76,"35' 9""",930.1669999999999,26
169,170,170,Sergio Garcia,62,"35' 8""",892.5,25
170,171,171,Joel Edwards,60,"35' 5""",778.25,22
171,T172,T172,John Daly,56,"35' 4""",883.75,25
172,T172,T172,Carl Paulson,101,"35' 4""",1908.6670000000001,54
173,174,174,"Dave Stockton, Jr.",79,"35' 2""",1196.5,34
174,175,175,Pat Perez,95,"35' 1""",1649.3329999999999,47
175,176,176,Lee Janzen,83,"34' 11""",873.25,25
176,177,177,Dudley Hart,66,"34' 9""",764.0830000000001,22
177,178,178,Billy Mayfair,105,"34' 6""",1793.75,52
178,T179,T179,Peter Lonard,96,"34' 3""",1060.583,31
179,T179,T179,Jeff Maggert,81,"34' 3""",1335.4170000000001,39
180,181,181,Neal Lancaster,110,"34' 0""",1632.1670000000001,48
181,182,182,Scott Laycock,71,"33' 11""",1051.917,31
182,183,183,Gavin Coles,69,"33' 8""",1177.167,35
183,184,184,Brenden Pappas,105,"33' 6""",1339.1670000000001,40
184,185,185,Michael Clark II,54,"33' 4""",1033.417,31
185,186,186,Cliff Kresge,102,"32' 8""",1405.3329999999999,43
186,187,187,Mark Calcavecchia,84,"32' 4""",1292.667,40
187,188,188,Craig Perks,82,"32' 3""",1259.333,39
188,189,189,Frank Lickliter II,94,"32' 2""",1254.833,39
189,190,190,Tom Gillis,71,"28' 5""",1109.667,39
