,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,David Frost,80,32.5,80,26
1,2,2,Brad Elder,51,27.5,40,11
2,3,3,Peter Jacobsen,75,23.6,89,21
3,4,4,Mike Weir,80,21.05,57,12
4,5,5,Thomas Levet,85,20.83,96,20
5,6,6,Brad Faxon,97,20.39,103,21
6,7,7,John Rollins,89,20.34,59,12
7,8,8,Justin Leonard,80,20.0,65,13
8,9,9,Kevin Sutherland,97,19.54,87,17
9,10,10,Paul Goydos,86,19.18,73,14
10,11,11,Brent Geiberger,51,19.15,47,9
11,12,12,Bob Burns,88,18.99,79,15
12,13,13,Jason Gore,83,18.75,80,15
13,14,14,Robert Allenby,87,18.42,76,14
14,T15,T15,Stuart Appleby,90,18.18,88,16
15,T15,T15,Geoff Ogilvy,86,18.18,77,14
16,17,17,Brian Gay,100,18.09,94,17
17,18,18,Kenneth Staton,59,17.86,56,10
18,19,19,Tim Petrovic,108,17.8,118,21
19,20,20,Andrew Magee,91,17.65,102,18
20,T21,T21,Fred Couples,71,17.46,63,11
21,T21,T21,Vance Veazey,66,17.46,63,11
22,23,23,Cameron Yancey,58,17.31,52,9
23,24,24,J.P. Hayes,79,17.2,93,16
24,25,25,Chris DiMarco,98,17.07,82,14
25,26,26,Ernie Els,65,16.95,59,10
26,T27,T27,Woody Austin,107,16.38,116,19
27,T27,T27,Chad Campbell,105,16.38,116,19
28,T27,T27,Shaun Micheel,97,16.38,116,19
29,30,30,Scott Verplank,97,16.33,98,16
30,31,31,Luke Donald,88,16.28,86,14
31,32,32,Michael Clark II,54,16.25,80,13
32,33,33,Esteban Toledo,109,16.24,117,19
33,34,34,Doug Barron,90,16.19,105,17
34,35,35,Kirk Triplett,92,16.09,87,14
35,36,36,John Senden,111,15.97,119,19
36,37,37,John Huston,76,15.91,88,14
37,38,38,Tiger Woods,74,15.87,63,10
38,T39,T39,Jay Don Blake,77,15.79,76,12
39,T39,T39,Scott McCarron,86,15.79,76,12
40,41,41,Steve Lowery,86,15.73,89,14
41,42,42,Jesper Parnevik,102,15.69,102,16
42,43,43,Marco Dawson,86,15.58,77,12
43,44,44,John Daly,56,15.52,58,9
44,45,45,Frank Lickliter II,94,15.48,84,13
45,T46,T46,Mark Brooks,90,15.38,91,14
46,T46,T46,Patrick Sheehan,101,15.38,130,20
47,48,48,Tim Clark,79,15.29,85,13
48,49,49,Aaron Baddeley,71,15.25,59,9
49,50,50,Tim Herron,102,15.24,105,16
50,51,51,Jonathan Byrd,101,15.0,100,15
51,52,52,Stewart Cink,104,14.91,114,17
52,53,53,Hank Kuehne,73,14.86,74,11
53,T54,T54,Matt Gogel,77,14.81,81,12
54,T54,T54,Loren Roberts,87,14.81,81,12
55,56,56,Bob Tway,89,14.78,115,17
56,57,57,Ben Curtis,69,14.77,88,13
57,58,58,Carl Pettersson,80,14.67,75,11
58,59,59,Carl Paulson,101,14.63,123,18
59,60,60,Steve Stricker,59,14.58,48,7
60,61,61,Notah Begay III,92,14.55,110,16
61,62,62,David Peoples,96,14.53,117,17
62,63,63,Dudley Hart,66,14.49,69,10
63,64,64,Chris Riley,96,14.47,76,11
64,T65,T65,Jerry Kelly,108,14.43,97,14
65,T65,T65,Shigeki Maruyama,87,14.43,97,14
66,T67,T67,Cameron Beckman,86,14.29,98,14
67,T67,T67,Rich Beem,80,14.29,56,8
68,T67,T67,Glen Day,103,14.29,126,18
69,T67,T67,Brian Henninger,56,14.29,63,9
70,T67,T67,Mike Sposa,72,14.29,84,12
71,T67,T67,Garrett Willis,97,14.29,84,12
72,73,73,Carlos Franco,99,14.18,134,19
73,74,74,Spike McRoy,103,14.17,120,17
74,75,75,Joey Sindelar,93,14.16,113,16
75,76,76,David Gossett,92,14.14,99,14
76,77,77,Jeff Maggert,81,14.13,92,13
77,T78,T78,Peter Lonard,96,14.12,85,12
78,T78,T78,Rocco Mediate,80,14.12,85,12
79,80,80,Fred Funk,112,13.91,115,16
80,81,81,Jim Carter,95,13.86,101,14
81,T82,T82,Bernhard Langer,65,13.79,58,8
82,T82,T82,Tom Pernice Jr.,105,13.79,116,16
83,84,84,Billy Mayfair,105,13.73,102,14
84,85,85,Billy Andrade,100,13.71,124,17
85,86,86,Brenden Pappas,105,13.68,117,16
86,87,87,Paul Gow,62,13.64,66,9
87,88,88,Charles Howell III,120,13.56,118,16
88,89,89,J.L. Lewis,99,13.54,96,13
89,90,90,Pat Perez,95,13.48,89,12
90,91,91,John Morgan,81,13.41,82,11
91,92,92,Kenichi Kuboya,91,13.39,112,15
