,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Nick Price,65,"55' 4""",12.623,19
1,2,2,Kirk Triplett,92,"50' 10""",20.143,33
2,3,3,Hank Kuehne,73,"50' 7""",19.435,32
3,4,4,Todd Fischer,97,"49' 9""",15.526,26
4,5,5,Brad Elder,51,"49' 6""",10.69,18
5,6,6,Brett Quigley,92,"49' 4""",17.172,29
6,7,7,Matt Gogel,77,"49' 1""",17.090999999999998,29
7,8,8,Davis Love III,85,"48' 3""",11.572000000000001,20
8,9,9,Vance Veazey,66,"48' 1""",12.698,22
9,10,10,Jim Furyk,104,"47' 8""",9.728,17
10,11,11,Skip Kendall,110,"47' 7""",15.408,27
11,12,12,David Frost,80,"47' 4""",11.927,21
12,13,13,Hal Sutton,81,"47' 2""",15.853,28
13,14,14,Len Mattiace,94,"47' 0""",9.02,16
14,15,15,Geoff Ogilvy,86,"46' 11""",14.628,26
15,16,16,Brent Geiberger,51,"46' 7""",8.948,16
16,17,17,Steve Allan,53,"46' 3""",9.998,18
17,18,18,Scott McCarron,86,"46' 1""",10.507,19
18,T19,T19,Charles Howell III,120,"46' 0""",21.513,39
19,T19,T19,Mike Weir,80,"46' 0""",15.998,29
20,21,21,Shigeki Maruyama,87,"45' 11""",12.669,23
21,22,22,Olin Browne,113,"45' 9""",19.218,35
22,23,23,Jim Carter,95,"45' 8""",24.679000000000002,45
23,T24,T24,Pat Bates,111,"45' 4""",25.038,46
24,T24,T24,John Senden,111,"45' 4""",30.438000000000002,56
25,T26,T26,Brandt Jobe,77,"45' 2""",20.585,38
26,T26,T26,Hidemichi Tanaka,112,"45' 2""",21.124000000000002,39
27,28,28,Dicky Pride,73,"45' 1""",10.27,19
28,29,29,Glen Day,103,"44' 11""",16.177,30
29,T30,T30,Carlos Franco,99,"44' 10""",24.764,46
30,T30,T30,Dean Wilson,82,"44' 10""",15.597999999999999,29
31,T32,T32,Jason Caron,74,"44' 9""",18.254,34
32,T32,T32,Greg Chalmers,98,"44' 9""",13.433,25
33,34,34,Chris DiMarco,98,"44' 8""",11.790999999999999,22
34,35,35,Ian Leggatt,71,"44' 6""",18.158,34
35,T36,T36,J.J. Henry,100,"44' 5""",24.54,46
36,T36,T36,Jerry Kelly,108,"44' 5""",23.456,44
37,T38,T38,Jason Buha,61,"44' 4""",12.239,23
38,T38,T38,Chris Riley,96,"44' 4""",14.886,28
39,T38,T38,Vijay Singh,106,"44' 4""",19.166,36
40,T41,T41,Cameron Beckman,86,"44' 0""",19.518,37
41,T41,T41,John Maginnes,87,"44' 0""",16.357,31
42,T43,T43,Mike Sposa,72,"43' 11""",16.872,32
43,T43,T43,Garrett Willis,97,"43' 11""",25.833000000000002,49
44,T45,T45,Stewart Cink,104,"43' 9""",13.652000000000001,26
45,T45,T45,Steve Stricker,59,"43' 9""",13.644,26
46,47,47,Darron Stiles,93,"43' 8""",26.182,50
47,T48,T48,Steven Alker,87,"43' 6""",16.692999999999998,32
48,T48,T48,Loren Roberts,87,"43' 6""",8.345,16
49,T50,T50,Brian Gay,100,"43' 5""",16.662,32
50,T50,T50,Andrew Magee,91,"43' 5""",20.848000000000003,40
51,T50,T50,Kenneth Staton,59,"43' 5""",17.191,33
52,53,53,Jeff Sluman,106,"43' 4""",21.845,42
53,54,54,Billy Andrade,100,"43' 3""",21.794,42
54,T55,T55,Bernhard Langer,65,"43' 2""",8.808,17
55,T55,T55,Corey Pavin,88,"43' 2""",12.939,25
56,57,57,J.L. Lewis,99,"43' 1""",26.343000000000004,51
57,T58,T58,Deane Pappas,75,"43' 0""",11.877,23
58,T58,T58,Kaname Yokoo,56,"43' 0""",8.774,17
59,60,60,David Peoples,96,"42' 11""",21.645,42
60,T61,T61,Chad Campbell,105,"42' 10""",17.988,35
61,T61,T61,Steve Flesch,110,"42' 10""",20.039,39
62,T61,T61,Fred Funk,112,"42' 10""",22.088,43
63,T64,T64,Justin Leonard,80,"42' 8""",9.222000000000001,18
64,T64,T64,Bob Tway,89,"42' 8""",14.325999999999999,28
65,66,66,Mike Heinen,89,"42' 7""",25.56,50
66,T67,T67,Dan Forsman,98,"42' 6""",20.912,41
67,T67,T67,Thomas Levet,85,"42' 6""",21.412,42
68,T69,T69,Ernie Els,65,"42' 5""",9.152999999999999,18
69,T69,T69,Matt Kuchar,63,"42' 5""",15.767999999999999,31
70,T71,T71,Heath Slocum,101,"42' 3""",26.38,52
71,T71,T71,Kevin Sutherland,97,"42' 3""",14.187999999999999,28
72,73,73,Brad Faxon,97,"42' 2""",17.213,34
73,74,74,Darren Clarke,61,"42' 1""",8.587,17
74,T75,T75,Jeff Brehaut,110,"42' 0""",27.738000000000003,55
75,T75,T75,Ben Crane,94,"42' 0""",13.613,27
76,T75,T75,John Daly,56,"42' 0""",10.08,20
77,T75,T75,David Sutherland,77,"42' 0""",24.206999999999997,48
78,T79,T79,Paul Goydos,86,"41' 10""",17.555,35
79,T79,T79,Kenny Perry,98,"41' 10""",16.061,32
80,T81,T81,Alex Cejka,98,"41' 9""",19.54,39
81,T81,T81,Andy Miller,75,"41' 9""",14.524000000000001,29
82,T81,T81,Brent Schwarzrock,60,"41' 9""",19.548,39
83,T84,T84,Marco Dawson,86,"41' 8""",19.980999999999998,40
84,T84,T84,Richard Johnson,89,"41' 8""",11.493,23
85,T84,T84,Rod Pampling,87,"41' 8""",12.49,25
86,T87,T87,Tom Byrum,97,"41' 7""",16.961,34
87,T87,T87,Tim Herron,102,"41' 7""",17.469,35
88,T87,T87,Tom Pernice Jr.,105,"41' 7""",18.445999999999998,37
89,T87,T87,Rory Sabbatini,95,"41' 7""",22.436999999999998,45
