,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,1,Darren Clarke,61,"25' 4""",9187.083,363
1,2,2,Billy Mayfair,105,"25' 1""",20977.167,836
2,3,3,Scott McCarron,86,"24' 11""",13801.25,553
3,4,4,Dan Forsman,98,"24' 10""",20575.583,829
4,5,5,Len Mattiace,94,"24' 8""",17173.583,697
5,6,6,Brent Geiberger,51,"24' 7""",10931.75,444
6,7,7,John Senden,111,"24' 6""",23534.667,961
7,T8,T8,Brad Elder,51,"24' 5""",10085.417,413
8,T8,T8,Matt Gogel,77,"24' 5""",14044.0,575
9,T8,T8,Charles Howell III,120,"24' 5""",21457.0,879
10,T8,T8,Geoff Ogilvy,86,"24' 5""",15387.667,630
11,T8,T8,David Peoples,96,"24' 5""",20475.333,839
12,T13,T13,Briny Baird,113,"24' 4""",24207.417,996
13,T13,T13,Olin Browne,113,"24' 4""",22377.25,920
14,T13,T13,Jesper Parnevik,102,"24' 4""",19859.75,816
15,16,16,Jeff Brehaut,110,"24' 3""",23414.5,964
16,17,17,Brian Bateman,70,"24' 2""",14116.083,584
17,T18,T18,Jason Buha,61,"24' 1""",12384.75,514
18,T18,T18,Mike Grob,83,"24' 1""",18489.333,768
19,T18,T18,Jay Haas,89,"24' 1""",15644.25,649
20,T18,T18,Brandt Jobe,77,"24' 1""",15478.0,642
21,T18,T18,Spike McRoy,103,"24' 1""",22081.583,917
22,T18,T18,Brett Quigley,92,"24' 1""",17901.917,744
23,T24,T24,Fred Couples,71,"24' 0""",9702.583,404
24,T24,T24,J.J. Henry,100,"24' 0""",23046.333,960
25,T24,T24,Jonathan Kaye,91,"24' 0""",16916.833,706
26,T24,T24,Esteban Toledo,109,"24' 0""",21714.167,906
27,T28,T28,Jason Caron,74,"23' 11""",14538.667,608
28,T28,T28,David Frost,80,"23' 11""",16815.333,702
29,T28,T28,Kent Jones,74,"23' 11""",14825.583,619
30,T31,T31,Tom Byrum,97,"23' 10""",17706.167,743
31,T31,T31,K.J. Choi,112,"23' 10""",19609.5,823
32,T31,T31,Ben Crane,94,"23' 10""",17431.75,731
33,T31,T31,Jerry Kelly,108,"23' 10""",18674.167,783
34,T31,T31,Matt Kuchar,63,"23' 10""",12744.25,535
35,T31,T31,Hank Kuehne,73,"23' 10""",14594.667,612
36,T37,T37,Steve Flesch,110,"23' 9""",21706.167,914
37,T37,T37,Tim Herron,102,"23' 9""",19782.083,832
38,T37,T37,Andrew Magee,91,"23' 9""",18023.0,758
39,T37,T37,Tom Pernice Jr.,105,"23' 9""",19382.5,815
40,T37,T37,Heath Slocum,101,"23' 9""",22010.417,926
41,T42,T42,Jason Gore,83,"23' 8""",15542.417,657
42,T42,T42,Andy Miller,75,"23' 8""",14317.833,604
43,T42,T42,Duffy Waldorf,90,"23' 8""",16431.5,695
44,T45,T45,Stephen Ames,91,"23' 7""",18299.75,777
45,T45,T45,Jonathan Byrd,101,"23' 7""",16896.167,716
46,T45,T45,Ernie Els,65,"23' 7""",9554.917,405
47,T45,T45,Neal Lancaster,110,"23' 7""",22873.417,970
48,T45,T45,Paul Stankowski,67,"23' 7""",13177.75,559
49,T45,T45,David Toms,90,"23' 7""",14166.083,601
50,T45,T45,Dean Wilson,82,"23' 7""",15586.75,662
51,T45,T45,Mark Wilson,82,"23' 7""",16487.833,699
52,53,53,Loren Roberts,87,"23' 6""",14923.083,635
53,T54,T54,Stuart Appleby,90,"23' 5""",14400.75,615
