,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
0,T1,,Briny Baird,113,37,602,6.1
1,T1,,Robert Damron,96,37,579,6.4
2,3,,Billy Mayfair,105,34,571,6.0
3,T4,,Charles Howell III,120,33,589,5.6
4,T4,,Tim Petrovic,108,33,613,5.4
5,T6,,Ben Crane,94,32,548,5.8
6,T6,,J.J. Henry,100,32,537,6.0
7,T6,,Brett Quigley,92,32,547,5.9
8,T9,,Steve Flesch,110,30,648,4.6
9,T9,,Carlos Franco,99,30,553,5.4
10,T9,,David Frost,80,30,555,5.4
11,T9,,Loren Roberts,87,30,461,6.5
12,T9,,Hidemichi Tanaka,112,30,668,4.5
13,T14,,Brad Faxon,97,29,526,5.5
14,T14,,Brian Gay,100,29,598,4.8
15,T16,,Todd Fischer,97,28,588,4.8
16,T16,,Robert Gamez,114,28,674,4.2
17,T18,,Cameron Beckman,86,27,522,5.2
18,T18,,Skip Kendall,110,27,666,4.1
19,T18,,Andrew Magee,91,27,525,5.1
20,T18,,Carl Paulson,101,27,628,4.3
21,T18,,Jeff Sluman,106,27,559,4.8
22,T23,,Glen Day,103,26,647,4.0
23,T23,,Geoff Ogilvy,86,26,500,5.2
24,T23,,Jesper Parnevik,102,26,533,4.9
25,T23,,Patrick Sheehan,101,26,646,4.0
26,T27,,Chris Anderson,96,25,533,4.7
27,T27,,Greg Chalmers,98,25,636,3.9
28,T27,,Jim Furyk,104,25,532,4.7
29,T27,,Mike Heinen,89,25,503,5.0
30,T27,,Jerry Kelly,108,25,572,4.4
31,T27,,Spike McRoy,103,25,565,4.4
32,T27,,Shaun Micheel,97,25,509,4.9
33,T27,,Vijay Singh,106,25,579,4.3
34,T27,,Bob Tway,89,25,503,5.0
35,T36,,Billy Andrade,100,24,621,3.9
36,T36,,Tom Byrum,97,24,547,4.4
37,T36,,Chad Campbell,105,24,530,4.5
38,T36,,Matt Gogel,77,24,453,5.3
39,T36,,Jay Haas,89,24,506,4.7
40,T36,,Peter Jacobsen,75,24,414,5.8
41,T36,,Brenden Pappas,105,24,612,3.9
42,T36,,Heath Slocum,101,24,602,4.0
43,T44,,Stephen Ames,91,23,562,4.1
44,T44,,Jeff Brehaut,110,23,604,3.8
45,T44,,Olin Browne,113,23,648,3.5
46,T44,,Anthony Painter,87,23,511,4.5
47,T44,,Tom Pernice Jr.,105,23,618,3.7
48,T44,,Kirk Triplett,92,23,505,4.6
49,T44,,Garrett Willis,97,23,634,3.6
50,T51,,K.J. Choi,112,22,541,4.1
51,T51,,Marco Dawson,86,22,439,5.0
52,T51,,Richard Johnson,89,22,529,4.2
53,T51,,Corey Pavin,88,22,531,4.1
54,T55,,Craig Barlow,95,21,575,3.7
55,T55,,Jonathan Byrd,101,21,548,3.8
56,T55,,Jim Carter,95,21,565,3.7
57,T55,,Paul Gow,62,21,384,5.5
58,T55,,Donnie Hammond,92,21,537,3.9
59,T55,,Tim Herron,102,21,609,3.4
60,T55,,Lee Janzen,83,21,382,5.5
61,T55,,Kenichi Kuboya,91,21,557,3.8
62,T55,,John Senden,111,21,612,3.4
63,T55,,Mike Sposa,72,21,448,4.7
64,T55,,Esteban Toledo,109,21,651,3.2
65,T55,,Dean Wilson,82,21,518,4.1
66,T67,,Jay Don Blake,77,20,386,5.2
67,T67,,Joe Durant,96,20,488,4.1
68,T67,,Fred Funk,112,20,599,3.3
69,T67,,Mike Grob,83,20,434,4.6
70,T67,,John Maginnes,87,20,464,4.3
71,T67,,Gene Sauers,87,20,468,4.3
72,T67,,Chris Smith,92,20,463,4.3
73,T74,,Chris DiMarco,98,19,522,3.6
74,T74,,Brad Elder,51,19,288,6.6
75,T74,,Jason Gore,83,19,491,3.9
76,T74,,Paul Goydos,86,19,562,3.4
77,T74,,David Peoples,96,19,561,3.4
78,T74,,John Rollins,89,19,443,4.3
79,T74,,Rory Sabbatini,95,19,517,3.7
80,T74,,David Sutherland,77,19,400,4.8
81,T82,,Pat Bates,111,18,639,2.8
82,T82,,Jason Caron,74,18,421,4.3
83,T82,,Luke Donald,88,18,512,3.5
84,T82,,Dan Forsman,98,18,534,3.4
85,T82,,David Gossett,92,18,559,3.2
86,T82,,Per-Ulrik Johansson,96,18,561,3.2
87,T82,,Kent Jones,74,18,430,4.2
88,T82,,Neal Lancaster,110,18,634,2.8
89,T82,,Shigeki Maruyama,87,18,471,3.8
90,T82,,John Morgan,81,18,469,3.8
91,T82,,Pat Perez,95,18,532,3.4
92,T82,,Hal Sutton,81,18,443,4.1
93,T82,,David Toms,90,18,420,4.3
94,T95,,Tommy Armour III,66,17,379,4.5
95,T95,,Alex Cejka,98,17,487,3.5
96,T95,,Stewart Cink,104,17,630,2.7
97,T95,,Mathew Goggin,90,17,456,3.7
98,T95,,J.P. Hayes,79,17,464,3.7
99,T95,,Jonathan Kaye,91,17,457,3.7
100,T95,,Tom Lehman,87,17,364,4.7
101,T95,,J.L. Lewis,99,17,504,3.4
102,T95,,Deane Pappas,75,17,483,3.5
103,T95,,Kenny Perry,98,17,470,3.6
104,T95,,Chris Riley,96,17,554,3.1
105,T95,,Akio Sadakata,83,17,446,3.8
106,T107,,Woody Austin,107,16,609,2.6
107,T107,,Aaron Barber,94,16,535,3.0
108,T107,,Notah Begay III,92,16,542,3.0
109,T107,,Ben Curtis,69,16,397,4.0
110,T107,,Brandt Jobe,77,16,446,3.6
111,T107,,Jeff Klein,60,16,321,5.0
112,T107,,Hank Kuehne,73,16,446,3.6
113,T107,,Thomas Levet,85,16,451,3.5
114,T107,,Frank Lickliter II,94,16,528,3.0
115,T107,,Arron Oberholser,80,16,524,3.1
116,T107,,Kevin Sutherland,97,16,474,3.4
117,T107,,Scott Verplank,97,16,546,2.9
118,T107,,Duffy Waldorf,90,16,469,3.4
119,T120,,Steven Alker,87,15,490,3.1
120,T120,,Paul Azinger,73,15,413,3.6
121,T120,,Aaron Baddeley,71,15,419,3.6
122,T120,,Jason Buha,61,15,341,4.4
123,T120,,Michael Clark II,54,15,315,4.8
124,T120,,Harrison Frazar,88,15,478,3.1
125,T120,,Cliff Kresge,102,15,563,2.7
126,T120,,Matt Kuchar,63,15,373,4.0
127,T120,,Bernhard Langer,65,15,345,4.3
128,T120,,Justin Leonard,80,15,454,3.3
129,T120,,Davis Love III,85,15,382,3.9
130,T120,,Len Mattiace,94,15,521,2.9
131,T120,,Phil Mickelson,87,15,388,3.9
132,T120,,Mark O'Meara,69,15,295,5.1
133,T120,,Dicky Pride,73,15,419,3.6
134,T120,,Mike Weir,80,15,379,4.0
135,T136,,Brian Bateman,70,14,393,3.6
136,T136,,Mark Brooks,90,14,511,2.7
137,T136,,Mark Calcavecchia,84,14,507,2.8
138,T136,,Tom Gillis,71,14,381,3.7
139,T136,,Glen Hnatiuk,92,14,544,2.6
140,T136,,Peter Lonard,96,14,491,2.9
141,T136,,Rod Pampling,87,14,499,2.8
142,T136,,Nick Price,65,14,332,4.2
143,T136,,"Dave Stockton, Jr.",79,14,443,3.2
144,T136,,Vance Veazey,66,14,353,4.0
145,T146,,Todd Barranger,78,13,465,2.8
146,T146,,Bob Burns,88,13,445,2.9
147,T146,,Joel Edwards,60,13,380,3.4
148,T146,,Bob Estes,92,13,499,2.6
149,T146,,Dudley Hart,66,13,375,3.5
150,T146,,Scott McCarron,86,13,434,3.0
151,T146,,Darron Stiles,93,13,504,2.6
152,T146,,Cameron Yancey,58,13,338,3.8
153,T154,,Fred Couples,71,12,305,3.9
154,T154,,Brent Geiberger,51,12,313,3.8
155,T154,,John Huston,76,12,454,2.6
156,T154,,Jeff Maggert,81,12,462,2.6
157,T154,,Andy Miller,75,12,453,2.6
158,T154,,Paul Stankowski,67,12,380,3.2
159,T154,,Jay Williamson,93,12,555,2.2
160,T154,,Mark Wilson,82,12,472,2.5
161,T162,,Robert Allenby,87,11,405,2.7
162,T162,,Stuart Appleby,90,11,499,2.2
163,T162,,Doug Barron,90,11,558,2.0
164,T162,,Rich Beem,80,11,373,2.9
165,T162,,Tim Clark,79,11,417,2.6
166,T162,,José Coceres,62,11,356,3.1
167,T162,,Scott Laycock,71,11,410,2.7
168,T162,,Steve Lowery,86,11,438,2.5
169,T162,,Rocco Mediate,80,11,405,2.7
170,T162,,Carl Pettersson,80,11,504,2.2
171,T162,,Joey Sindelar,93,11,516,2.1
172,T162,,Kenneth Staton,59,11,304,3.6
173,T162,,Ty Tryon,52,11,292,3.8
174,T175,,Steve Allan,53,10,313,3.2
175,T175,,John Daly,56,10,303,3.3
176,T175,,Ernie Els,65,10,280,3.6
177,T175,,Sergio Garcia,62,10,235,4.3
178,T175,,Tiger Woods,74,10,373,2.7
179,T180,,Retief Goosen,69,9,300,3.0
180,T180,,Craig Perks,82,9,463,1.9
181,T180,,John Riegger,55,9,305,3.0
182,T183,,Darren Clarke,61,8,272,2.9
183,T183,,Brent Schwarzrock,60,8,342,2.3
184,T183,,Steve Stricker,59,8,405,2.0
185,T186,,Brian Henninger,56,7,350,2.0
186,T186,,Kaname Yokoo,56,7,299,2.3
187,T188,,Gavin Coles,69,6,379,1.6
188,T188,,Ian Leggatt,71,6,367,1.6
189,T188,,Adam Scott,52,6,243,2.5
