,Putting_from_3_RANK THIS WEEK,Putting_from_3_RANK LAST WEEK,Putting_from_3_PLAYER NAME,Putting_from_3_ROUNDS,Putting_from_3_% MADE,Putting_from_3_ATTEMPTS,Putting_from_3_PUTTS MADE
0,T1,T1,Tim Clark,79,100.0,556,556
1,T1,T1,Bob Estes,92,100.0,723,723
2,T1,T1,Brad Faxon,97,100.0,673,673
3,T1,T1,Tom Lehman,87,100.0,620,620
4,T5,T5,Billy Andrade,100,99.88,821,820
5,T5,T5,Tim Herron,102,99.88,802,801
6,T7,T7,Jerry Kelly,108,99.87,797,796
7,T7,T7,Vijay Singh,106,99.87,750,749
8,9,9,Loren Roberts,87,99.84,641,640
9,10,10,Ian Leggatt,71,99.83,605,604
10,11,11,Jason Buha,61,99.8,505,504
11,12,12,Tiger Woods,74,99.79,473,472
12,T13,T13,Steve Allan,53,99.78,465,464
13,T13,T13,Robert Gamez,114,99.78,914,912
14,T13,T13,Retief Goosen,69,99.78,460,459
15,T16,T16,Fred Couples,71,99.76,411,410
16,T16,T16,Per-Ulrik Johansson,96,99.76,826,824
17,18,18,Chad Campbell,105,99.75,807,805
18,T19,T19,Chris Smith,92,99.74,775,773
19,T19,T19,Scott Verplank,97,99.74,781,779
20,21,21,Darren Clarke,61,99.71,343,342
21,22,22,Chris Riley,96,99.7,672,670
22,T23,T23,Jay Haas,89,99.69,649,647
23,T23,T23,Brandt Jobe,77,99.69,648,646
24,T23,T23,Rod Pampling,87,99.69,652,650
25,T23,T23,Kevin Sutherland,97,99.69,650,648
26,T23,T23,Hidemichi Tanaka,112,99.69,972,969
27,T28,T28,Glen Day,103,99.68,928,925
28,T28,T28,J.J. Henry,100,99.68,950,947
29,T30,T30,Olin Browne,113,99.67,912,909
30,T30,T30,John Senden,111,99.67,920,917
31,32,32,Lee Janzen,83,99.65,575,573
32,T33,T33,K.J. Choi,112,99.64,824,821
33,T33,T33,Stewart Cink,104,99.64,843,840
34,T33,T33,Robert Damron,96,99.64,823,820
35,T33,T33,Brenden Pappas,105,99.64,829,826
36,T33,T33,Dicky Pride,73,99.64,557,555
37,38,38,Greg Chalmers,98,99.63,816,813
38,39,39,Dan Forsman,98,99.62,788,785
39,T40,T40,Jim Furyk,104,99.61,779,776
40,T40,T40,Kenichi Kuboya,91,99.61,760,757
41,T42,T42,Luke Donald,88,99.6,742,739
42,T42,T42,Harrison Frazar,88,99.6,759,756
43,T42,T42,Corey Pavin,88,99.6,743,740
44,T45,T45,Briny Baird,113,99.58,947,943
45,T45,T45,Richard Johnson,89,99.58,722,719
46,T47,T47,Alex Cejka,98,99.57,690,687
47,T47,T47,Marco Dawson,86,99.57,697,694
48,T47,T47,Skip Kendall,110,99.57,920,916
49,T47,T47,Bernhard Langer,65,99.57,470,468
50,T47,T47,Kenny Perry,98,99.57,695,692
51,T52,T52,Brent Geiberger,51,99.56,454,452
52,T52,T52,Peter Lonard,96,99.56,679,676
53,T52,T52,Kirk Triplett,92,99.56,684,681
54,T55,T55,Ben Crane,94,99.55,663,660
55,T55,T55,Hal Sutton,81,99.55,662,659
56,57,57,Joey Sindelar,93,99.54,877,873
57,T58,T58,Todd Barranger,78,99.53,632,629
58,T58,T58,Brad Elder,51,99.53,422,420
59,T58,T58,Ernie Els,65,99.53,426,424
60,T58,T58,Fred Funk,112,99.53,859,855
61,T58,T58,Steve Lowery,86,99.53,638,635
62,T58,T58,David Peoples,96,99.53,852,848
63,T64,T64,Kent Jones,74,99.51,611,608
64,T64,T64,Jeff Sluman,106,99.51,814,810
65,T64,T64,"Dave Stockton, Jr.",79,99.51,608,605
66,T67,T67,Ben Curtis,69,99.5,601,598
67,T67,T67,Joel Edwards,60,99.5,597,594
68,T69,T69,Jay Don Blake,77,99.49,591,588
69,T69,T69,Hank Kuehne,73,99.49,593,590
70,T69,T69,Davis Love III,85,99.49,586,583
71,T72,T72,José Coceres,62,99.48,577,574
72,T72,T72,Matt Gogel,77,99.48,580,577
73,T74,T74,Cameron Beckman,86,99.46,737,733
74,T74,T74,Mark Brooks,90,99.46,738,734
75,T76,T76,Paul Gow,62,99.45,549,546
76,T76,T76,John Rollins,89,99.45,544,541
77,T76,T76,Esteban Toledo,109,99.45,913,908
78,T79,T79,Tom Byrum,97,99.44,718,714
79,T79,T79,Scott McCarron,86,99.44,538,535
80,T79,T79,Paul Stankowski,67,99.44,533,530
81,T82,T82,Chris DiMarco,98,99.43,698,694
82,T82,T82,Thomas Levet,85,99.43,703,699
83,T82,T82,Len Mattiace,94,99.43,699,695
84,T82,T82,Phil Mickelson,87,99.43,527,524
85,T86,T86,Glen Hnatiuk,92,99.42,868,863
86,T86,T86,Jeff Klein,60,99.42,517,514
87,88,88,Paul Goydos,86,99.41,673,669
88,T89,T89,Tom Pernice Jr.,105,99.4,830,825
89,T89,T89,Carl Pettersson,80,99.4,665,661
90,T89,T89,Dean Wilson,82,99.4,668,664
91,T92,T92,Brian Henninger,56,99.39,490,487
92,T92,T92,David Sutherland,77,99.39,659,655
93,T92,T92,Mike Weir,80,99.39,494,491
94,95,95,Todd Fischer,97,99.37,797,792
95,T96,T96,Stuart Appleby,90,99.36,624,620
96,T96,T96,Paul Azinger,73,99.36,624,620
97,T96,T96,Jason Caron,74,99.36,622,618
98,T96,T96,Rocco Mediate,80,99.36,624,620
99,T96,T96,Deane Pappas,75,99.36,622,618
100,T96,T96,Nick Price,65,99.36,471,468
101,T96,T96,Bob Tway,89,99.36,779,774
102,T96,T96,Garrett Willis,97,99.36,787,782
103,104,104,Mike Heinen,89,99.35,768,763
104,T105,T105,Justin Leonard,80,99.34,610,606
105,T105,T105,Kaname Yokoo,56,99.34,455,452
106,107,107,Mathew Goggin,90,99.33,746,741
107,T108,T108,Chris Anderson,96,99.32,735,730
108,T108,T108,David Frost,80,99.32,735,730
109,T108,T108,Arron Oberholser,80,99.32,734,729
110,T111,T111,Joe Durant,96,99.31,866,860
111,T111,T111,Charles Howell III,120,99.31,868,862
112,T113,T113,Jonathan Byrd,101,99.3,714,709
113,T113,T113,Billy Mayfair,105,99.3,855,849
114,115,115,Shaun Micheel,97,99.29,847,841
115,T116,T116,Tommy Armour III,66,99.28,555,551
116,T116,T116,Scott Laycock,71,99.28,558,554
117,118,118,Craig Barlow,95,99.27,822,816
118,T119,T119,Bob Burns,88,99.25,666,661
119,T119,T119,Carlos Franco,99,99.25,930,923
120,T121,T121,Donnie Hammond,92,99.24,787,781
121,T121,T121,Dudley Hart,66,99.24,529,525
122,T123,T123,Notah Begay III,92,99.23,778,772
123,T123,T123,Jason Gore,83,99.23,646,641
124,T123,T123,Shigeki Maruyama,87,99.23,647,642
125,T123,T123,Patrick Sheehan,101,99.23,908,901
126,127,127,Brent Schwarzrock,60,99.22,510,506
127,T128,T128,Michael Clark II,54,99.21,506,502
128,T128,T128,Jesper Parnevik,102,99.21,763,757
129,T128,T128,Heath Slocum,101,99.21,890,883
130,131,131,Jeff Maggert,81,99.2,622,617
131,T132,T132,J.P. Hayes,79,99.19,616,611
132,T132,T132,Tim Petrovic,108,99.19,867,860
133,134,134,Frank Lickliter II,94,99.18,728,722
134,T135,T135,Brian Bateman,70,99.17,600,595
135,T135,T135,Mike Grob,83,99.17,723,717
136,T137,T137,David Toms,90,99.16,594,589
137,T137,T137,Duffy Waldorf,90,99.16,718,712
138,T139,T139,Anthony Painter,87,99.14,694,688
139,T139,T139,Carl Paulson,101,99.14,927,919
140,141,141,Andy Miller,75,99.13,575,570
141,142,142,Adam Scott,52,99.12,341,338
142,143,143,Darron Stiles,93,99.11,672,666
143,T144,T144,Aaron Baddeley,71,99.07,536,531
144,T144,T144,Pat Bates,111,99.07,970,961
145,T144,T144,Matt Kuchar,63,99.07,538,533
146,147,147,Stephen Ames,91,99.06,748,741
147,T148,T148,Geoff Ogilvy,86,99.04,626,620
148,T148,T148,Kenneth Staton,59,99.04,520,515
149,T148,T148,Ty Tryon,52,99.04,416,412
150,T151,T151,John Maginnes,87,99.03,724,717
151,T151,T151,Steve Stricker,59,99.03,517,512
152,T151,T151,Mark Wilson,82,99.03,721,714
153,T154,T154,Aaron Barber,94,99.02,818,810
154,T154,T154,Craig Perks,82,99.02,612,606
155,156,156,J.L. Lewis,99,99.01,708,701
156,157,157,Doug Barron,90,98.98,782,774
157,158,158,Cliff Kresge,102,98.97,773,765
158,T159,T159,Tom Gillis,71,98.96,577,571
159,T159,T159,Pat Perez,95,98.96,673,666
160,T161,T161,Steve Flesch,110,98.95,860,851
161,T161,T161,Andrew Magee,91,98.95,762,754
162,T161,T161,John Riegger,55,98.95,474,469
163,T164,T164,Jeff Brehaut,110,98.94,947,937
164,T164,T164,David Gossett,92,98.94,853,844
165,166,166,Rory Sabbatini,95,98.91,640,633
166,167,167,Jim Carter,95,98.89,814,805
167,T168,T168,Woody Austin,107,98.87,796,787
168,T168,T168,Jonathan Kaye,91,98.87,707,699
169,T168,T168,Akio Sadakata,83,98.87,619,612
170,171,171,John Huston,76,98.85,611,604
171,172,172,John Morgan,81,98.83,684,676
172,173,173,Mark O'Meara,69,98.81,419,414
