,GIR_Putting_-_10-15_RANK THIS WEEK,GIR_Putting_-_10-15_RANK LAST WEEK,GIR_Putting_-_10-15_PLAYER NAME,GIR_Putting_-_10-15_ROUNDS,GIR_Putting_-_10-15_%,GIR_Putting_-_10-15_ATTEMPTS,GIR_Putting_-_10-15_PUTTS MADE
0,1,1,Duffy Waldorf,90,40.14,142,57
1,2,2,Carl Pettersson,80,38.76,129,50
2,3,3,Mark Wilson,82,38.53,109,42
3,4,4,Brenden Pappas,105,38.22,157,60
4,5,5,Paul Goydos,86,37.96,137,52
5,6,6,Loren Roberts,87,37.38,107,40
6,7,7,Brian Henninger,56,37.36,91,34
7,8,8,Craig Perks,82,36.97,119,44
8,9,9,Olin Browne,113,36.93,176,65
9,10,10,Steve Lowery,86,36.89,122,45
10,11,11,Mike Grob,83,36.64,131,48
11,12,12,Bob Estes,92,36.57,134,49
12,13,13,Nick Price,65,36.49,74,27
13,14,14,Jason Gore,83,36.45,107,39
14,T15,T15,Brad Faxon,97,36.36,132,48
15,T15,T15,Adam Scott,52,36.36,66,24
16,17,17,Tom Pernice Jr.,105,36.18,152,55
17,18,18,David Frost,80,36.0,150,54
18,19,19,Kaname Yokoo,56,35.44,79,28
19,20,20,Phil Mickelson,87,35.34,116,41
20,21,21,Todd Fischer,97,35.25,139,49
21,22,22,Deane Pappas,75,35.24,105,37
22,23,23,Kenny Perry,98,35.22,159,56
23,T24,T24,Fred Couples,71,35.14,74,26
24,T24,T24,Brent Geiberger,51,35.14,74,26
25,T24,T24,David Toms,90,35.14,111,39
26,27,27,Scott McCarron,86,34.91,106,37
27,28,28,Bob Tway,89,34.87,152,53
28,29,29,Tiger Woods,74,34.65,101,35
29,T30,T30,Jay Haas,89,34.62,104,36
30,T30,T30,Geoff Ogilvy,86,34.62,104,36
31,32,32,Chris Anderson,96,34.51,142,49
32,33,33,Stephen Ames,91,34.46,148,51
33,34,34,Kirk Triplett,92,34.21,152,52
34,35,35,Tom Byrum,97,34.06,138,47
35,36,36,Bernhard Langer,65,33.75,80,27
36,37,37,Steve Stricker,59,33.72,86,29
37,38,38,Tim Petrovic,108,33.54,158,53
38,T39,T39,Rocco Mediate,80,33.33,135,45
39,T39,T39,Chris Smith,92,33.33,147,49
40,T39,T39,"Dave Stockton, Jr.",79,33.33,93,31
41,42,42,Dudley Hart,66,33.0,100,33
42,43,43,Jason Caron,74,32.98,94,31
43,44,44,Hal Sutton,81,32.81,128,42
44,45,45,Darren Clarke,61,32.79,61,20
45,46,46,Brandt Jobe,77,32.69,104,34
46,47,47,Doug Barron,90,32.64,144,47
47,48,48,Steve Flesch,110,32.47,154,50
48,49,49,Paul Gow,62,32.41,108,35
49,T50,T50,Tim Herron,102,32.35,170,55
50,T50,T50,Ty Tryon,52,32.35,68,22
51,52,52,Billy Mayfair,105,32.23,121,39
52,53,53,Hank Kuehne,73,32.17,115,37
53,T54,T54,Mark Calcavecchia,84,32.12,137,44
54,T54,T54,Brett Quigley,92,32.12,137,44
55,T56,T56,Brian Bateman,70,32.11,109,35
56,T56,T56,Andy Miller,75,32.11,109,35
57,58,58,Justin Leonard,80,32.06,131,42
58,T59,T59,Jay Don Blake,77,32.0,100,32
59,T59,T59,Jim Furyk,104,32.0,150,48
60,61,61,Michael Clark II,54,31.96,97,31
61,62,62,Cameron Beckman,86,31.88,160,51
62,63,63,Heath Slocum,101,31.82,176,56
63,64,64,Scott Laycock,71,31.73,104,33
64,65,65,Billy Andrade,100,31.58,171,54
