,Putting_from_5_RANK THIS WEEK,Putting_from_5_RANK LAST WEEK,Putting_from_5_PLAYER NAME,Putting_from_5_ROUNDS,Putting_from_5_% MADE,Putting_from_5_ATTEMPTS,Putting_from_5_PUTTS MADE
0,1,1,Joel Edwards,60,93.51,77,72
1,2,2,Ben Crane,94,93.04,115,107
2,3,3,Kent Jones,74,92.86,84,78
3,4,4,Nick Price,65,90.77,65,59
4,5,5,Brent Geiberger,51,90.32,62,56
5,6,6,Chris Riley,96,90.2,102,92
6,T7,T7,Robert Allenby,87,90.11,91,82
7,T7,T7,Rod Pampling,87,90.11,91,82
8,9,9,Cliff Kresge,102,89.83,118,106
9,10,10,Stewart Cink,104,89.66,116,104
10,11,11,Mike Weir,80,89.53,86,77
11,12,12,Brian Henninger,56,89.23,65,58
12,13,13,Geoff Ogilvy,86,89.11,101,90
13,14,14,Dan Forsman,98,89.09,110,98
14,15,15,Marco Dawson,86,89.01,91,81
15,16,16,Brenden Pappas,105,88.81,134,119
16,17,17,Cameron Yancey,58,88.75,80,71
17,18,18,Jeff Maggert,81,88.7,115,102
18,19,19,Arron Oberholser,80,88.42,95,84
19,20,20,Steve Allan,53,88.41,69,61
20,T21,T21,Jason Buha,61,88.24,68,60
21,T21,T21,Alex Cejka,98,88.24,102,90
22,23,23,Deane Pappas,75,88.17,93,82
23,T24,T24,Tim Clark,79,88.0,125,110
24,T24,T24,Tiger Woods,74,88.0,75,66
25,26,26,Jesper Parnevik,102,87.9,124,109
26,27,27,Brad Elder,51,87.88,66,58
27,28,28,Donnie Hammond,92,87.72,114,100
28,29,29,Paul Stankowski,67,87.65,81,71
29,30,30,Len Mattiace,94,87.63,97,85
30,31,31,Tom Byrum,97,87.5,104,91
31,32,32,Tommy Armour III,66,87.36,87,76
32,33,33,David Peoples,96,87.27,110,96
33,34,34,Rich Beem,80,87.23,94,82
34,35,35,Neal Lancaster,110,87.2,125,109
35,36,36,Dudley Hart,66,87.18,78,68
36,37,37,Jim Carter,95,87.12,132,115
37,38,38,Bob Estes,92,87.06,85,74
38,39,39,Carl Pettersson,80,86.73,98,85
39,40,40,Paul Goydos,86,86.72,128,111
