,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Steve Stricker,52.08,75,144
1,2,2,Chris Riley,50.0,153,306
2,3,3,Paul Goydos,47.39,145,306
3,4,4,Brent Geiberger,46.67,84,180
4,5,5,Greg Chalmers,45.42,139,306
5,6,6,Garrett Willis,45.32,155,342
6,7,7,Deane Pappas,45.24,114,252
7,8,8,Brian Gay,44.79,129,288
8,9,9,Mark Calcavecchia,44.75,145,324
9,10,10,Stewart Cink,44.7,177,396
10,T11,T11,Aaron Baddeley,44.44,120,270
11,T11,T11,Mark O'Meara,44.44,88,198
12,13,13,Stuart Appleby,44.12,135,306
13,14,14,Tim Petrovic,43.61,157,360
14,15,15,Justin Leonard,43.4,125,288
15,16,16,Chris DiMarco,43.39,164,378
16,T17,T17,Robert Gamez,43.33,195,450
17,T17,T17,Len Mattiace,43.33,156,360
18,19,19,Billy Andrade,43.12,163,378
19,20,20,Steve Allan,43.06,62,144
20,T21,T21,Steven Alker,42.86,108,252
21,T21,T21,Brad Faxon,42.86,162,378
22,23,23,Todd Fischer,42.71,123,288
23,T24,T24,Jonathan Byrd,42.59,161,378
24,T24,T24,Brad Elder,42.59,46,108
25,26,26,Stephen Ames,42.4,145,342
26,27,27,J.P. Hayes,42.22,114,270
27,28,28,Matt Gogel,42.13,91,216
28,T29,T29,Scott Laycock,41.92,83,198
29,T29,T29,Scott Verplank,41.92,166,396
30,31,31,Andy Miller,41.88,98,234
31,T32,T32,Skip Kendall,41.67,180,432
32,T32,T32,Shigeki Maruyama,41.67,120,288
33,T32,T32,Geoff Ogilvy,41.67,120,288
34,35,35,Tim Herron,41.53,157,378
35,T36,T36,Aaron Barber,41.48,112,270
36,T36,T36,Carl Pettersson,41.48,112,270
37,38,38,Dudley Hart,41.45,97,234
38,39,39,Brian Henninger,41.41,82,198
39,40,40,Jim Carter,41.32,119,288
40,41,41,Jason Gore,41.27,104,252
41,42,42,Ben Crane,41.23,141,342
42,43,43,Jim Furyk,41.2,178,432
43,44,44,John Maginnes,41.11,111,270
44,45,45,Kenny Perry,40.82,169,414
45,T46,T46,Scott McCarron,40.74,110,270
46,T46,T46,Nick Price,40.74,110,270
47,48,48,Fred Couples,40.63,117,288
48,49,49,Darren Clarke,40.6,95,234
49,50,50,Peter Lonard,40.56,146,360
50,51,51,Tiger Woods,40.52,124,306
51,52,52,Bob Estes,40.48,153,378
52,T53,T53,Tommy Armour III,40.28,87,216
53,T53,T53,Notah Begay III,40.28,116,288
54,T53,T53,Jason Caron,40.28,58,144
55,T53,T53,David Frost,40.28,116,288
56,T53,T53,Tom Pernice Jr.,40.28,145,360
57,58,58,Cameron Beckman,40.2,123,306
58,59,59,Matt Kuchar,40.12,65,162
59,60,60,Rod Pampling,40.0,108,270
60,61,61,Luke Donald,39.87,122,306
61,T62,T62,Craig Perks,39.74,93,234
62,T62,T62,Hidemichi Tanaka,39.74,186,468
63,T64,T64,Alex Cejka,39.72,143,360
64,T64,T64,Carl Paulson,39.72,143,360
65,T64,T64,Rory Sabbatini,39.72,143,360
66,67,67,Gavin Coles,39.68,50,126
67,68,68,Jeff Maggert,39.58,114,288
68,69,69,Vijay Singh,39.56,178,450
69,70,70,Pat Perez,39.54,121,306
70,T71,T71,Per-Ulrik Johansson,39.51,128,324
71,T71,T71,Jonathan Kaye,39.51,128,324
72,T73,T73,Brian Bateman,39.44,71,180
73,T73,T73,Pat Bates,39.44,142,360
74,T75,T75,Rich Beem,39.29,99,252
75,T75,T75,Gene Sauers,39.29,99,252
76,T77,T77,Robert Damron,39.22,120,306
77,T77,T77,Lee Janzen,39.22,120,306
78,79,79,Brett Quigley,39.2,127,324
79,80,80,Jeff Sluman,39.15,148,378
80,81,81,Steve Flesch,39.14,155,396
81,T82,T82,Robert Allenby,38.89,126,324
82,T82,T82,Jay Don Blake,38.89,91,234
83,T82,T82,Jeff Klein,38.89,42,108
84,T82,T82,Phil Mickelson,38.89,126,324
85,T82,T82,Anthony Painter,38.89,91,234
86,T82,T82,Corey Pavin,38.89,133,342
87,T82,T82,Esteban Toledo,38.89,140,360
88,89,89,Chad Campbell,38.66,167,432
89,90,90,J.L. Lewis,38.58,125,324
90,91,91,Arron Oberholser,38.54,111,288
91,92,92,Mark Brooks,38.49,97,252
92,93,93,Doug Barron,38.46,90,234
93,94,94,Bernhard Langer,38.43,83,216
94,95,95,Peter Jacobsen,38.15,103,270
95,T96,T96,Woody Austin,38.13,151,396
96,T96,T96,Olin Browne,38.13,151,396
97,98,98,Loren Roberts,38.06,137,360
98,99,99,Steve Lowery,38.03,89,234
99,T100,T100,Patrick Sheehan,37.96,123,324
100,T100,T100,Cameron Yancey,37.96,41,108
101,102,102,John Rollins,37.91,116,306
102,103,103,Charles Howell III,37.9,191,504
103,T104,T104,Richard Johnson,37.85,109,288
104,T104,T104,Hal Sutton,37.85,109,288
105,106,106,Kevin Sutherland,37.83,143,378
106,107,107,Kenichi Kuboya,37.78,102,270
107,108,108,Hank Kuehne,37.7,95,252
108,T109,T109,David Gossett,37.65,122,324
109,T109,T109,Darron Stiles,37.65,122,324
110,111,111,Brandt Jobe,37.58,115,306
111,T112,T112,Glen Day,37.57,142,378
112,T112,T112,Billy Mayfair,37.57,142,378
113,T114,T114,Brenden Pappas,37.5,135,360
114,T114,T114,Mike Sposa,37.5,81,216
115,T116,T116,Craig Barlow,37.35,121,324
116,T116,T116,Duffy Waldorf,37.35,121,324
117,118,118,Bob Burns,37.3,94,252
118,T119,T119,Chris Anderson,37.04,120,324
119,T119,T119,Retief Goosen,37.04,100,270
120,T119,T119,Donnie Hammond,37.04,120,324
121,122,122,David Peoples,36.94,133,360
122,T123,T123,Joey Sindelar,36.93,113,306
123,T123,T123,Jay Williamson,36.93,113,306
124,125,125,Cliff Kresge,36.84,126,342
125,126,126,Frank Lickliter II,36.81,106,288
126,127,127,Dicky Pride,36.75,86,234
127,128,128,Mike Weir,36.73,119,324
128,129,129,Dean Wilson,36.51,92,252
129,130,130,Jerry Kelly,36.47,151,414
130,131,131,Tom Byrum,36.42,118,324
131,132,132,Tom Gillis,36.36,72,198
132,133,133,Andrew Magee,36.26,124,342
133,T134,T134,Ben Curtis,36.11,91,252
134,T134,T134,Mike Heinen,36.11,104,288
135,136,136,Kirk Triplett,35.98,136,378
136,137,137,Joe Durant,35.96,123,342
137,138,138,Kent Jones,35.9,84,234
138,139,139,Paul Gow,35.86,71,198
139,140,140,Glen Hnatiuk,35.76,103,288
140,141,141,K.J. Choi,35.75,148,414
141,142,142,Harrison Frazar,35.62,109,306
142,143,143,Ernie Els,35.56,96,270
143,144,144,Fred Funk,35.51,147,414
144,145,145,Heath Slocum,35.49,115,324
145,146,146,Spike McRoy,35.42,102,288
146,147,147,Tom Lehman,35.29,108,306
147,148,148,Jesper Parnevik,35.19,133,378
148,149,149,Marco Dawson,35.04,82,234
149,150,150,Adam Scott,35.0,63,180
150,151,151,Rocco Mediate,34.97,107,306
151,152,152,John Riegger,34.85,69,198
152,T153,T153,John Huston,34.72,100,288
153,T153,T153,Paul Stankowski,34.72,75,216
154,155,155,Jason Buha,34.26,37,108
155,156,156,John Morgan,34.19,80,234
156,157,157,Neal Lancaster,34.13,129,378
157,158,158,Vance Veazey,34.03,49,144
158,159,159,Mathew Goggin,33.99,104,306
159,160,160,Jay Haas,33.95,110,324
160,T161,T161,Carlos Franco,33.89,122,360
161,T161,T161,Shaun Micheel,33.89,122,360
162,T163,T163,José Coceres,33.84,67,198
163,T163,T163,Sergio Garcia,33.84,67,198
164,165,165,Chris Smith,33.66,103,306
165,166,166,J.J. Henry,33.64,109,324
166,167,167,Dan Forsman,33.6,127,378
167,168,168,Jeff Brehaut,33.59,133,396
168,T169,T169,Brent Schwarzrock,33.33,66,198
169,T169,T169,Mark Wilson,33.33,66,198
170,171,171,"Dave Stockton, Jr.",32.72,53,162
171,172,172,Briny Baird,32.61,135,414
172,173,173,Mike Grob,32.29,93,288
173,174,174,Bob Tway,32.1,104,324
174,175,175,Paul Azinger,31.82,63,198
175,176,176,Joel Edwards,31.75,40,126
176,177,177,Davis Love III,31.48,102,324
177,178,178,David Toms,31.05,95,306
178,179,179,John Senden,30.95,117,378
179,180,180,Tim Clark,30.74,83,270
180,181,181,Kenneth Staton,30.56,44,144
181,182,182,David Sutherland,30.34,71,234
182,183,183,Todd Barranger,30.25,49,162
183,T184,T184,Michael Clark II,30.16,38,126
184,T184,T184,Kaname Yokoo,30.16,38,126
185,186,186,Ian Leggatt,29.29,58,198
186,187,187,John Daly,29.17,42,144
187,188,188,Akio Sadakata,28.97,73,252
188,189,189,Ty Tryon,28.7,31,108
189,190,190,Thomas Levet,25.82,79,306
