,3-Putt_Avoidance_-_15-20_RANK THIS WEEK,3-Putt_Avoidance_-_15-20_RANK LAST WEEK,3-Putt_Avoidance_-_15-20_PLAYER NAME,3-Putt_Avoidance_-_15-20_ROUNDS,3-Putt_Avoidance_-_15-20_%,3-Putt_Avoidance_-_15-20_TOTAL 3 PUTTS,3-Putt_Avoidance_-_15-20_ATTEMPTS,3-Putt_Avoidance_-_15-20_2 PUTT OR BETTER %
0,T1,T1,Aaron Baddeley,71,0.0,,109,100.0
1,T1,T1,Mark Calcavecchia,84,0.0,,134,100.0
2,T1,T1,Darren Clarke,61,0.0,,60,100.0
3,T1,T1,Ben Crane,94,0.0,,147,100.0
4,T1,T1,Chris DiMarco,98,0.0,,151,100.0
5,T1,T1,Brad Elder,51,0.0,,90,100.0
6,T1,T1,Jim Furyk,104,0.0,,159,100.0
7,T1,T1,Mike Grob,83,0.0,,138,100.0
8,T1,T1,Skip Kendall,110,0.0,,156,100.0
9,T1,T1,Matt Kuchar,63,0.0,,111,100.0
10,T1,T1,Justin Leonard,80,0.0,,99,100.0
11,T1,T1,J.L. Lewis,99,0.0,,143,100.0
12,T1,T1,Len Mattiace,94,0.0,,138,100.0
13,T1,T1,Scott McCarron,86,0.0,,89,100.0
14,T1,T1,Rod Pampling,87,0.0,,113,100.0
15,T1,T1,Mike Sposa,72,0.0,,129,100.0
16,T1,T1,Darron Stiles,93,0.0,,130,100.0
17,T1,T1,Kevin Sutherland,97,0.0,,136,100.0
18,T1,T1,Hidemichi Tanaka,112,0.0,,209,100.0
19,T1,T1,Ty Tryon,52,0.0,,73,100.0
20,T1,T1,Vance Veazey,66,0.0,,102,100.0
21,T1,T1,Dean Wilson,82,0.0,,142,100.0
22,23,23,Olin Browne,113,0.57,1.0,175,99.4
23,T24,T24,Steve Flesch,110,0.6,1.0,167,99.4
24,T24,T24,Tom Pernice Jr.,105,0.6,1.0,166,99.4
25,T26,T26,Greg Chalmers,98,0.61,1.0,165,99.3
26,T26,T26,Dan Forsman,98,0.61,1.0,165,99.3
27,28,28,Mike Heinen,89,0.62,1.0,162,99.3
28,T29,T29,Per-Ulrik Johansson,96,0.63,1.0,160,99.3
29,T29,T29,Kirk Triplett,92,0.63,1.0,159,99.3
30,31,31,Scott Verplank,97,0.64,1.0,157,99.3
31,T32,T32,Luke Donald,88,0.65,1.0,154,99.3
32,T32,T32,Brett Quigley,92,0.65,1.0,153,99.3
33,34,34,Todd Fischer,97,0.66,1.0,152,99.3
34,35,35,Chris Anderson,96,0.67,1.0,149,99.3
35,T36,T36,Steven Alker,87,0.68,1.0,147,99.3
36,T36,T36,Tom Byrum,97,0.68,1.0,148,99.3
37,T36,T36,Brad Faxon,97,0.68,1.0,147,99.3
38,T36,T36,Jerry Kelly,108,0.68,1.0,148,99.3
39,40,40,Notah Begay III,92,0.69,1.0,144,99.3
40,41,41,Joey Sindelar,93,0.7,1.0,142,99.3
41,42,42,Bob Burns,88,0.72,1.0,139,99.2
42,43,43,Mark Brooks,90,0.73,1.0,137,99.2
43,T44,T44,Thomas Levet,85,0.74,1.0,136,99.2
44,T44,T44,Kenny Perry,98,0.74,1.0,136,99.2
45,T44,T44,Bob Tway,89,0.74,1.0,136,99.2
46,47,47,David Frost,80,0.76,1.0,131,99.2
47,T48,T48,Shigeki Maruyama,87,0.78,1.0,128,99.2
48,T48,T48,Jesper Parnevik,102,0.78,1.0,128,99.2
49,50,50,Jay Haas,89,0.79,1.0,127,99.2
50,51,51,Andy Miller,75,0.8,1.0,125,99.2
51,T52,T52,Jeff Maggert,81,0.81,1.0,123,99.1
52,T52,T52,Gene Sauers,87,0.81,1.0,124,99.1
53,T54,T54,Tim Clark,79,0.82,1.0,122,99.1
54,T54,T54,Joel Edwards,60,0.82,1.0,122,99.1
55,56,56,Jonathan Kaye,91,0.83,1.0,120,99.1
56,57,57,John Rollins,89,0.88,1.0,113,99.1
57,T58,T58,Brian Henninger,56,0.91,1.0,110,99.0
58,T58,T58,Lee Janzen,83,0.91,1.0,110,99.0
59,60,60,Rich Beem,80,0.92,1.0,109,99.0
60,61,61,Tiger Woods,74,0.96,1.0,104,99.0
61,62,62,Steve Stricker,59,1.04,1.0,96,98.9
62,63,63,Retief Goosen,69,1.06,1.0,94,98.9
63,64,64,Neal Lancaster,110,1.08,2.0,186,98.9
64,T65,T65,Glen Day,103,1.09,2.0,184,98.9
65,T65,T65,Mike Weir,80,1.09,1.0,92,98.9
66,T67,T67,Jeff Brehaut,110,1.1,2.0,181,98.9
67,T67,T67,Joe Durant,96,1.1,2.0,181,98.9
68,T67,T67,Jay Williamson,93,1.1,2.0,182,98.9
69,T70,T70,Steve Allan,53,1.11,1.0,90,98.8
70,T70,T70,Tommy Armour III,66,1.11,1.0,90,98.8
71,72,72,Chad Campbell,105,1.12,2.0,178,98.8
72,73,73,Kaname Yokoo,56,1.14,1.0,88,98.8
73,74,74,Dudley Hart,66,1.15,1.0,87,98.8
74,75,75,Nick Price,65,1.18,1.0,85,98.8
75,T76,T76,Robert Gamez,114,1.2,2.0,166,98.8
76,T76,T76,David Peoples,96,1.2,2.0,167,98.8
77,78,78,Paul Goydos,86,1.23,2.0,163,98.7
78,79,79,Carlos Franco,99,1.29,2.0,155,98.7
79,80,80,Chris Riley,96,1.31,2.0,153,98.6
80,T81,T81,Jim Carter,95,1.33,2.0,150,98.6
81,T81,T81,Fred Couples,71,1.33,1.0,75,98.6
82,83,83,Billy Andrade,100,1.36,2.0,147,98.6
83,84,84,John Riegger,55,1.37,1.0,73,98.6
