,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
43,44,44,Jay Williamson,93,34.67,225,78
44,45,45,David Toms,90,34.64,153,53
45,46,46,Brandt Jobe,77,34.62,156,54
46,47,47,Mike Grob,83,34.54,194,67
47,48,48,Doug Barron,90,34.53,223,77
48,49,49,Tom Byrum,97,34.42,215,74
49,50,50,Billy Andrade,100,34.4,250,86
50,51,51,Deane Pappas,75,34.36,163,56
51,52,52,Jason Gore,83,34.34,166,57
52,53,53,Darren Clarke,61,34.31,102,35
53,54,54,Cameron Beckman,86,34.25,219,75
54,55,55,Dean Wilson,82,34.12,170,58
55,56,56,Jonathan Byrd,101,34.04,188,64
56,57,57,Gavin Coles,69,33.99,153,52
57,58,58,Paul Stankowski,67,33.93,168,57
58,59,59,Brett Quigley,92,33.85,195,66
59,60,60,Geoff Ogilvy,86,33.73,166,56
60,61,61,Brent Geiberger,51,33.64,107,36
61,62,62,Jason Caron,74,33.55,152,51
62,63,63,Garrett Willis,97,33.46,254,85
63,T64,T64,Steve Flesch,110,33.33,222,74
64,T64,T64,Dudley Hart,66,33.33,141,47
65,T64,T64,Dicky Pride,73,33.33,141,47
66,T64,T64,Adam Scott,52,33.33,93,31
67,68,68,John Huston,76,33.17,208,69
68,69,69,Robert Allenby,87,33.1,142,47
69,70,70,Ben Crane,94,33.01,206,68
70,T71,T71,Kenichi Kuboya,91,32.91,234,77
71,T71,T71,Len Mattiace,94,32.91,158,52
72,73,73,Scott Laycock,71,32.89,149,49
73,T74,T74,Jim Furyk,104,32.65,196,64
74,T74,T74,Jeff Maggert,81,32.65,196,64
75,76,76,Rory Sabbatini,95,32.58,178,58
76,T77,T77,Justin Leonard,80,32.57,175,57
77,T77,T77,Rocco Mediate,80,32.57,175,57
78,T77,T77,Hal Sutton,81,32.57,175,57
79,80,80,Brent Schwarzrock,60,32.56,129,42
80,81,81,Jason Buha,61,32.35,136,44
81,82,82,David Peoples,96,32.34,235,76
82,83,83,Heath Slocum,101,32.26,248,80
83,84,84,Anthony Painter,87,32.14,196,63
84,85,85,Stuart Appleby,90,32.12,193,62
85,86,86,Woody Austin,107,32.08,240,77
86,87,87,Dan Forsman,98,32.06,209,67
87,88,88,Cameron Yancey,58,32.0,125,40
88,89,89,Scott Verplank,97,31.98,222,71
89,T90,T90,Andrew Magee,91,31.88,207,66
90,T90,T90,Rod Pampling,87,31.88,207,66
91,92,92,Nick Price,65,31.86,113,36
92,93,93,K.J. Choi,112,31.72,227,72
93,94,94,Cliff Kresge,102,31.68,202,64
94,95,95,Shigeki Maruyama,87,31.67,180,57
95,96,96,Ben Curtis,69,31.48,162,51
96,T97,T97,Lee Janzen,83,31.45,159,50
97,T97,T97,Spike McRoy,103,31.45,248,78
98,T99,T99,Alex Cejka,98,31.4,172,54
99,T99,T99,Ty Tryon,52,31.4,121,38
100,101,101,Esteban Toledo,109,31.35,252,79
101,102,102,Rich Beem,80,31.25,160,50
102,103,103,David Gossett,92,31.11,225,70
103,104,104,Chris Riley,96,31.07,177,55
104,105,105,J.J. Henry,100,30.94,223,69
105,T106,T106,Vijay Singh,106,30.93,194,60
106,T106,T106,David Sutherland,77,30.93,194,60
107,108,108,Paul Azinger,73,30.92,152,47
108,109,109,Hank Kuehne,73,30.9,178,55
109,110,110,John Daly,56,30.89,123,38
110,111,111,Robert Gamez,114,30.83,266,82
111,112,112,Aaron Baddeley,71,30.71,140,43
112,113,113,Frank Lickliter II,94,30.63,222,68
113,114,114,Kent Jones,74,30.56,180,55
114,T115,T115,Tom Gillis,71,30.54,167,51
115,T115,T115,Per-Ulrik Johansson,96,30.54,203,62
116,117,117,Matt Gogel,77,30.52,154,47
117,118,118,John Rollins,89,30.26,152,46
118,119,119,Todd Barranger,78,30.19,159,48
119,120,120,Richard Johnson,89,30.15,199,60
120,121,121,John Senden,111,30.13,239,72
121,122,122,Glen Day,103,29.96,257,77
122,T123,T123,Sergio Garcia,62,29.91,107,32
123,T123,T123,Chris Smith,92,29.91,214,64
124,125,125,Mike Sposa,72,29.76,168,50
125,126,126,Marco Dawson,86,29.73,185,55
126,127,127,Brian Gay,100,29.67,209,62
127,T128,T128,Tom Lehman,87,29.61,179,53
128,T128,T128,Joey Sindelar,93,29.61,233,69
129,130,130,Thomas Levet,85,29.59,196,58
130,131,131,Tim Clark,79,29.48,173,51
131,132,132,Darron Stiles,93,29.47,190,56
132,133,133,Steve Allan,53,29.46,129,38
133,134,134,Jim Carter,95,29.44,214,63
134,135,135,Jay Don Blake,77,29.41,136,40
135,T136,T136,Craig Barlow,95,29.38,211,62
136,T136,T136,Donnie Hammond,92,29.38,211,62
137,138,138,Peter Lonard,96,29.33,208,61
138,139,139,Jesper Parnevik,102,29.27,205,60
139,140,140,J.P. Hayes,79,29.19,185,54
140,141,141,John Morgan,81,29.15,199,58
141,142,142,Mike Heinen,89,29.11,237,69
142,143,143,Aaron Barber,94,28.87,239,69
143,144,144,Skip Kendall,110,28.8,250,72
144,145,145,Notah Begay III,92,28.72,195,56
145,146,146,Akio Sadakata,83,28.57,196,56
146,147,147,Corey Pavin,88,28.49,186,53
147,148,148,Brad Elder,51,28.45,116,33
148,149,149,Mathew Goggin,90,28.42,190,54
149,150,150,Peter Jacobsen,75,28.4,162,46
150,151,151,Briny Baird,113,28.28,244,69
151,152,152,Jonathan Kaye,91,28.26,184,52
152,153,153,Davis Love III,85,28.19,149,42
153,154,154,Matt Kuchar,63,28.17,142,40
154,155,155,Fred Funk,112,28.14,263,74
155,156,156,Pat Bates,111,28.13,288,81
156,T157,T157,Jeff Klein,60,28.06,139,39
157,T157,T157,Arron Oberholser,80,28.06,196,55
158,159,159,Joel Edwards,60,28.0,150,42
159,160,160,Hidemichi Tanaka,112,27.92,265,74
160,161,161,Shaun Micheel,97,27.78,216,60
161,162,162,Joe Durant,96,27.75,227,63
162,163,163,Harrison Frazar,88,27.65,217,60
163,164,164,Carl Paulson,101,27.62,239,66
164,165,165,Chad Campbell,105,27.6,221,61
165,166,166,John Riegger,55,27.46,142,39
166,167,167,Patrick Sheehan,101,27.39,230,63
167,168,168,Jeff Sluman,106,27.31,249,68
168,169,169,Glen Hnatiuk,92,27.27,242,66
169,170,170,John Maginnes,87,27.23,191,52
170,171,171,Michael Clark II,54,27.21,147,40
171,172,172,Luke Donald,88,27.18,195,53
172,173,173,Jerry Kelly,108,27.09,203,55
173,174,174,Kenneth Staton,59,27.08,144,39
174,175,175,Ian Leggatt,71,26.92,156,42
175,176,176,J.L. Lewis,99,26.83,205,55
176,177,177,Neal Lancaster,110,26.56,256,68
177,178,178,Chris DiMarco,98,26.55,177,47
178,T179,T179,Tommy Armour III,66,26.42,159,42
179,T179,T179,Mark O'Meara,69,26.42,106,28
180,181,181,José Coceres,62,26.32,152,40
181,182,182,Jeff Brehaut,110,26.29,213,56
182,183,183,Bob Burns,88,25.99,177,46
183,184,184,Gene Sauers,87,25.85,205,53
184,185,185,Robert Damron,96,25.6,207,53
185,186,186,Kevin Sutherland,97,25.29,174,44
186,187,187,Carlos Franco,99,24.89,237,59
187,188,188,Ernie Els,65,23.48,115,27
188,189,189,Vance Veazey,66,23.08,156,36
189,190,190,Mark Brooks,90,21.05,171,36
