,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Aaron Baddeley,27.26,518,19
1,2,2,David Frost,27.83,668,24
2,3,3,Deane Pappas,27.91,642,23
3,T4,T4,Paul Goydos,28.13,675,24
4,T4,T4,Nick Price,28.13,450,16
5,6,6,Loren Roberts,28.22,649,23
6,7,7,John Huston,28.23,621,22
7,8,8,Jason Gore,28.24,819,29
8,9,9,Mike Weir,28.26,537,19
9,10,10,Justin Leonard,28.33,595,21
10,11,11,Jim Furyk,28.38,738,26
11,12,12,Bernhard Langer,28.4,568,20
12,13,13,Fred Couples,28.41,483,17
13,14,14,Tom Pernice Jr.,28.43,853,30
14,15,15,Kevin Sutherland,28.46,740,26
15,16,16,Chris Riley,28.48,769,27
16,17,17,Phil Mickelson,28.52,599,21
17,18,18,Jim Carter,28.59,915,32
18,19,19,Doug Barron,28.61,887,31
19,20,20,Billy Andrade,28.62,830,29
20,T21,T21,Todd Barranger,28.63,859,30
21,T21,T21,Anthony Painter,28.63,859,30
22,23,23,Paul Azinger,28.64,716,25
23,T24,T24,Greg Chalmers,28.67,860,30
24,T24,T24,Kenichi Kuboya,28.67,860,30
25,T24,T24,Pat Perez,28.67,860,30
26,T27,T27,Chris DiMarco,28.68,717,25
27,T27,T27,Brad Elder,28.68,545,19
28,T27,T27,Andy Miller,28.68,717,25
29,T27,T27,Scott Verplank,28.68,717,25
30,T27,T27,Garrett Willis,28.68,889,31
31,32,32,Stewart Cink,28.7,775,27
32,T33,T33,Todd Fischer,28.71,890,31
33,T33,T33,Billy Mayfair,28.71,890,31
34,T33,T33,Patrick Sheehan,28.71,890,31
35,36,36,Charles Howell III,28.72,833,29
36,37,37,Brett Quigley,28.73,747,26
37,T38,T38,Rocco Mediate,28.74,661,23
38,T38,T38,Carl Paulson,28.74,891,31
39,T40,T40,Mark Calcavecchia,28.75,690,24
40,T40,T40,Brent Geiberger,28.75,460,16
41,T42,T42,Brian Henninger,28.76,489,17
42,T42,T42,Jerry Kelly,28.76,834,29
43,44,44,Rory Sabbatini,28.77,748,26
44,T45,T45,Pat Bates,28.79,979,34
45,T45,T45,Lee Janzen,28.79,691,24
46,47,47,Olin Browne,28.82,951,33
47,48,48,Jay Haas,28.83,663,23
48,T49,T49,Ben Crane,28.88,751,26
49,T49,T49,Matt Gogel,28.88,693,24
50,T51,T51,Glen Day,28.9,867,30
51,T51,T51,Jesper Parnevik,28.9,867,30
52,53,53,Rod Pampling,28.92,752,26
53,T54,T54,Craig Barlow,28.93,810,28
54,T54,T54,Luke Donald,28.93,781,27
55,T54,T54,Richard Johnson,28.93,810,28
56,57,57,Cliff Kresge,28.94,897,31
57,T58,T58,Geoff Ogilvy,28.96,724,25
58,T58,T58,Corey Pavin,28.96,695,24
59,T58,T58,Carl Pettersson,28.96,724,25
60,T58,T58,Kirk Triplett,28.96,695,24
61,62,62,Fred Funk,28.97,898,31
62,T63,T63,Tim Clark,29.0,696,24
63,T63,T63,Harrison Frazar,29.0,754,26
64,T63,T63,Mike Sposa,29.0,696,24
65,T66,T66,Chris Anderson,29.03,900,31
66,T66,T66,Jonathan Byrd,29.03,842,29
67,T66,T66,Tom Byrum,29.03,900,31
68,T66,T66,Robert Damron,29.03,929,32
69,T66,T66,Skip Kendall,29.03,871,30
70,T71,T71,Len Mattiace,29.04,755,26
71,T71,T71,Craig Perks,29.04,784,27
72,73,73,José Coceres,29.05,610,21
73,74,74,Gavin Coles,29.07,785,27
74,T75,T75,Bob Estes,29.08,698,24
75,T75,T75,Bob Tway,29.08,727,25
76,T77,T77,Dicky Pride,29.09,669,23
77,T77,T77,David Toms,29.09,669,23
78,79,79,Frank Lickliter II,29.1,844,29
79,T80,T80,Brad Faxon,29.12,757,26
80,T80,T80,John Rollins,29.12,757,26
81,T80,T80,Vance Veazey,29.12,757,26
82,83,83,Jeff Maggert,29.13,699,24
83,T84,T84,Darren Clarke,29.14,408,14
84,T84,T84,Davis Love III,29.14,612,21
85,T86,T86,Stephen Ames,29.16,729,25
86,T86,T86,Brenden Pappas,29.16,933,32
87,88,88,Shigeki Maruyama,29.19,788,27
88,T89,T89,Mark Brooks,29.2,876,30
89,T89,T89,Scott McCarron,29.2,730,25
90,T89,T89,Ty Tryon,29.2,584,20
91,92,92,Joey Sindelar,29.21,818,28
92,T93,T93,Joel Edwards,29.22,672,23
93,T93,T93,Donnie Hammond,29.22,789,27
94,T95,T95,Tim Petrovic,29.23,906,31
95,T95,T95,Jeff Sluman,29.23,877,30
96,T97,T97,Arron Oberholser,29.24,731,25
97,T97,T97,Tiger Woods,29.24,497,17
98,T99,T99,Tim Herron,29.25,819,28
99,T99,T99,Scott Laycock,29.25,702,24
100,101,101,Neal Lancaster,29.26,995,34
101,T102,T102,Marco Dawson,29.27,878,30
102,T102,T102,Brian Gay,29.27,966,33
103,T102,T102,Brandt Jobe,29.27,644,22
104,T105,T105,Retief Goosen,29.29,498,17
105,T105,T105,Duffy Waldorf,29.29,703,24
106,T107,T107,Hidemichi Tanaka,29.3,879,30
107,T107,T107,Jay Williamson,29.3,879,30
108,T109,T109,Steve Flesch,29.31,938,32
109,T109,T109,Gene Sauers,29.31,850,29
110,T111,T111,Jason Caron,29.32,821,28
111,T111,T111,Matt Kuchar,29.32,645,22
112,T111,T111,Darron Stiles,29.32,821,28
113,T114,T114,Robert Gamez,29.35,910,31
114,T114,T114,Mike Grob,29.35,763,26
115,T114,T114,Spike McRoy,29.35,998,34
116,117,117,Cameron Yancey,29.36,646,22
117,118,118,Dean Wilson,29.37,793,27
118,119,119,Brian Bateman,29.38,705,24
119,120,120,Akio Sadakata,29.39,823,28
120,121,121,J.L. Lewis,29.4,882,30
121,T122,T122,Notah Begay III,29.41,853,29
122,T122,T122,John Senden,29.41,941,32
123,124,124,Sergio Garcia,29.44,530,18
124,T125,T125,Cameron Beckman,29.46,707,24
125,T125,T125,John Morgan,29.46,825,28
126,T127,T127,David Peoples,29.47,884,30
127,T127,T127,"Dave Stockton, Jr.",29.47,884,30
128,T129,T129,Steven Alker,29.48,855,29
129,T129,T129,Heath Slocum,29.48,914,31
130,131,131,Hank Kuehne,29.5,649,22
131,T132,T132,Carlos Franco,29.52,856,29
132,T132,T132,Andrew Magee,29.52,738,25
133,T132,T132,Kenneth Staton,29.52,620,21
134,135,135,Ian Leggatt,29.54,709,24
135,136,136,Steve Stricker,29.55,591,20
136,137,137,K.J. Choi,29.57,887,30
137,138,138,Vijay Singh,29.58,769,26
138,139,139,Jay Don Blake,29.62,770,26
139,140,140,Woody Austin,29.63,889,30
140,141,141,Stuart Appleby,29.64,741,25
141,T142,T142,Jonathan Kaye,29.65,771,26
142,T142,T142,Esteban Toledo,29.65,1008,34
143,T144,T144,Briny Baird,29.66,949,32
144,T144,T144,Aaron Barber,29.66,949,32
145,146,146,Mark Wilson,29.69,861,29
146,147,147,Steve Lowery,29.7,802,27
147,148,148,Paul Gow,29.71,624,21
148,T149,T149,J.P. Hayes,29.72,743,25
149,T149,T149,John Maginnes,29.72,862,29
150,T151,T151,Per-Ulrik Johansson,29.74,922,31
151,T151,T151,Shaun Micheel,29.74,803,27
152,153,153,Tom Gillis,29.75,714,24
153,154,154,Steve Allan,29.76,506,17
154,155,155,John Daly,29.77,655,22
155,156,156,Rich Beem,29.83,716,24
156,157,157,Glen Hnatiuk,29.89,837,28
157,158,158,Paul Stankowski,29.9,628,21
158,159,159,Tommy Armour III,29.91,658,22
159,160,160,Jeff Klein,29.92,718,24
160,T161,T161,Brent Schwarzrock,29.95,569,19
161,T161,T161,Kaname Yokoo,29.95,629,21
162,T163,T163,Alex Cejka,30.0,780,26
163,T163,T163,Kenny Perry,30.0,750,25
164,165,165,Peter Jacobsen,30.05,661,22
165,166,166,Dudley Hart,30.1,632,21
166,T167,T167,Jeff Brehaut,30.13,934,31
167,T167,T167,Mark O'Meara,30.13,693,23
168,T169,T169,Robert Allenby,30.14,663,22
169,T169,T169,Ben Curtis,30.14,633,21
170,171,171,Dan Forsman,30.15,814,27
171,172,172,Chad Campbell,30.19,785,26
172,173,173,Ernie Els,30.2,453,15
173,174,174,Hal Sutton,30.21,725,24
174,175,175,J.J. Henry,30.23,907,30
175,176,176,Peter Lonard,30.24,756,25
176,177,177,David Gossett,30.25,847,28
177,178,178,Bob Burns,30.26,817,27
178,179,179,Kent Jones,30.27,666,22
179,180,180,Michael Clark II,30.29,636,21
180,181,181,Adam Scott,30.31,394,13
181,182,182,Thomas Levet,30.32,758,25
182,183,183,Joe Durant,30.39,851,28
183,184,184,Tom Lehman,30.43,700,23
184,185,185,Jason Buha,30.46,731,24
185,186,186,Chris Smith,30.47,914,30
186,187,187,David Sutherland,30.5,732,24
187,188,188,Mike Heinen,30.64,858,28
188,189,189,John Riegger,30.88,494,16
189,190,190,Mathew Goggin,31.22,843,27
