,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,,Steven Alker,87,0.0,,291,100.0
1,T1,,Steve Allan,53,0.0,,170,100.0
2,T1,,Stephen Ames,91,0.0,,289,100.0
3,T1,,Chris Anderson,96,0.0,,283,100.0
4,T1,,Billy Andrade,100,0.0,,311,100.0
5,T1,,Tommy Armour III,66,0.0,,215,100.0
6,T1,,Paul Azinger,73,0.0,,235,100.0
7,T1,,Todd Barranger,78,0.0,,277,100.0
8,T1,,Brian Bateman,70,0.0,,218,100.0
9,T1,,Cameron Beckman,86,0.0,,268,100.0
10,T1,,Notah Begay III,92,0.0,,302,100.0
11,T1,,Jay Don Blake,77,0.0,,215,100.0
12,T1,,Mark Brooks,90,0.0,,307,100.0
13,T1,,Jason Buha,61,0.0,,181,100.0
14,T1,,Bob Burns,88,0.0,,241,100.0
15,T1,,Jonathan Byrd,101,0.0,,307,100.0
16,T1,,Tom Byrum,97,0.0,,271,100.0
17,T1,,Chad Campbell,105,0.0,,260,100.0
18,T1,,Jason Caron,74,0.0,,249,100.0
19,T1,,Jim Carter,95,0.0,,300,100.0
20,T1,,Greg Chalmers,98,0.0,,323,100.0
21,T1,,K.J. Choi,112,0.0,,293,100.0
22,T1,,Stewart Cink,104,0.0,,338,100.0
23,T1,,Michael Clark II,54,0.0,,152,100.0
24,T1,,Tim Clark,79,0.0,,225,100.0
25,T1,,Darren Clarke,61,0.0,,134,100.0
26,T1,,Fred Couples,71,0.0,,158,100.0
27,T1,,Ben Curtis,69,0.0,,201,100.0
28,T1,,John Daly,56,0.0,,170,100.0
29,T1,,Marco Dawson,86,0.0,,242,100.0
30,T1,,Glen Day,103,0.0,,334,100.0
31,T1,,Chris DiMarco,98,0.0,,265,100.0
32,T1,,Luke Donald,88,0.0,,260,100.0
33,T1,,Joe Durant,96,0.0,,267,100.0
34,T1,,Joel Edwards,60,0.0,,192,100.0
35,T1,,Brad Elder,51,0.0,,144,100.0
36,T1,,Brad Faxon,97,0.0,,251,100.0
37,T1,,Steve Flesch,110,0.0,,348,100.0
38,T1,,Dan Forsman,98,0.0,,256,100.0
39,T1,,Carlos Franco,99,0.0,,302,100.0
40,T1,,David Frost,80,0.0,,271,100.0
41,T1,,Fred Funk,112,0.0,,334,100.0
42,T1,,Jim Furyk,104,0.0,,274,100.0
43,T1,,Robert Gamez,114,0.0,,375,100.0
44,T1,,Sergio Garcia,62,0.0,,136,100.0
45,T1,,Brian Gay,100,0.0,,327,100.0
46,T1,,Brent Geiberger,51,0.0,,164,100.0
47,T1,,Mathew Goggin,90,0.0,,254,100.0
48,T1,,Retief Goosen,69,0.0,,157,100.0
49,T1,,Paul Gow,62,0.0,,200,100.0
50,T1,,Paul Goydos,86,0.0,,277,100.0
51,T1,,Jay Haas,89,0.0,,244,100.0
52,T1,,Dudley Hart,66,0.0,,199,100.0
53,T1,,Mike Heinen,89,0.0,,261,100.0
54,T1,,Brian Henninger,56,0.0,,191,100.0
55,T1,,J.J. Henry,100,0.0,,278,100.0
56,T1,,Tim Herron,102,0.0,,310,100.0
57,T1,,Glen Hnatiuk,92,0.0,,298,100.0
58,T1,,John Huston,76,0.0,,232,100.0
59,T1,,Brandt Jobe,77,0.0,,234,100.0
60,T1,,Richard Johnson,89,0.0,,285,100.0
61,T1,,Kent Jones,74,0.0,,212,100.0
62,T1,,Skip Kendall,110,0.0,,365,100.0
63,T1,,Jeff Klein,60,0.0,,178,100.0
64,T1,,Cliff Kresge,102,0.0,,289,100.0
65,T1,,Kenichi Kuboya,91,0.0,,283,100.0
66,T1,,Matt Kuchar,63,0.0,,209,100.0
67,T1,,Hank Kuehne,73,0.0,,233,100.0
68,T1,,Bernhard Langer,65,0.0,,178,100.0
69,T1,,Scott Laycock,71,0.0,,205,100.0
70,T1,,Ian Leggatt,71,0.0,,222,100.0
71,T1,,Tom Lehman,87,0.0,,195,100.0
72,T1,,Justin Leonard,80,0.0,,244,100.0
73,T1,,J.L. Lewis,99,0.0,,265,100.0
74,T1,,Frank Lickliter II,94,0.0,,290,100.0
75,T1,,Peter Lonard,96,0.0,,257,100.0
76,T1,,Davis Love III,85,0.0,,200,100.0
77,T1,,Steve Lowery,86,0.0,,228,100.0
78,T1,,Andrew Magee,91,0.0,,292,100.0
79,T1,,Len Mattiace,94,0.0,,280,100.0
80,T1,,Scott McCarron,86,0.0,,211,100.0
81,T1,,Spike McRoy,103,0.0,,283,100.0
82,T1,,Rocco Mediate,80,0.0,,215,100.0
83,T1,,Shaun Micheel,97,0.0,,271,100.0
84,T1,,John Morgan,81,0.0,,260,100.0
85,T1,,Mark O'Meara,69,0.0,,179,100.0
86,T1,,Arron Oberholser,80,0.0,,277,100.0
87,T1,,Geoff Ogilvy,86,0.0,,265,100.0
88,T1,,Rod Pampling,87,0.0,,262,100.0
89,T1,,Jesper Parnevik,102,0.0,,270,100.0
90,T1,,Carl Paulson,101,0.0,,361,100.0
91,T1,,Corey Pavin,88,0.0,,306,100.0
92,T1,,Pat Perez,95,0.0,,277,100.0
93,T1,,Tom Pernice Jr.,105,0.0,,312,100.0
94,T1,,Kenny Perry,98,0.0,,230,100.0
95,T1,,Tim Petrovic,108,0.0,,334,100.0
96,T1,,Nick Price,65,0.0,,181,100.0
97,T1,,Dicky Pride,73,0.0,,218,100.0
98,T1,,Chris Riley,96,0.0,,297,100.0
99,T1,,John Rollins,89,0.0,,238,100.0
100,T1,,Rory Sabbatini,95,0.0,,287,100.0
101,T1,,Gene Sauers,87,0.0,,290,100.0
102,T1,,Brent Schwarzrock,60,0.0,,186,100.0
103,T1,,Adam Scott,52,0.0,,140,100.0
104,T1,,John Senden,111,0.0,,308,100.0
105,T1,,Patrick Sheehan,101,0.0,,358,100.0
106,T1,,Joey Sindelar,93,0.0,,290,100.0
107,T1,,Vijay Singh,106,0.0,,315,100.0
108,T1,,Heath Slocum,101,0.0,,316,100.0
109,T1,,Jeff Sluman,106,0.0,,278,100.0
110,T1,,Chris Smith,92,0.0,,243,100.0
111,T1,,Mike Sposa,72,0.0,,243,100.0
112,T1,,Kenneth Staton,59,0.0,,174,100.0
113,T1,,Darron Stiles,93,0.0,,248,100.0
114,T1,,"Dave Stockton, Jr.",79,0.0,,234,100.0
115,T1,,Steve Stricker,59,0.0,,249,100.0
116,T1,,David Sutherland,77,0.0,,230,100.0
117,T1,,Hal Sutton,81,0.0,,215,100.0
118,T1,,Esteban Toledo,109,0.0,,355,100.0
119,T1,,David Toms,90,0.0,,216,100.0
120,T1,,Ty Tryon,52,0.0,,162,100.0
121,T1,,Bob Tway,89,0.0,,255,100.0
122,T1,,Vance Veazey,66,0.0,,204,100.0
123,T1,,Scott Verplank,97,0.0,,282,100.0
124,T1,,Mike Weir,80,0.0,,191,100.0
125,T1,,Garrett Willis,97,0.0,,333,100.0
126,T1,,Dean Wilson,82,0.0,,270,100.0
127,T1,,Tiger Woods,74,0.0,,197,100.0
128,T1,,Cameron Yancey,58,0.0,,184,100.0
129,T1,,Kaname Yokoo,56,0.0,,160,100.0
130,131,,Neal Lancaster,110,0.27,1.0,370,99.7
131,T132,,Pat Bates,111,0.28,1.0,351,99.7
132,T132,,Hidemichi Tanaka,112,0.28,1.0,351,99.7
133,134,,Olin Browne,113,0.29,1.0,339,99.7
134,T135,,Jeff Brehaut,110,0.31,1.0,326,99.6
135,T135,,David Gossett,92,0.31,1.0,322,99.6
136,T135,,Jerry Kelly,108,0.31,1.0,318,99.6
137,T138,,Craig Barlow,95,0.32,1.0,317,99.6
138,T138,,Per-Ulrik Johansson,96,0.32,1.0,316,99.6
139,T138,,Jay Williamson,93,0.32,1.0,311,99.6
140,T141,,Robert Damron,96,0.33,1.0,300,99.6
141,T141,,David Peoples,96,0.33,1.0,304,99.6
