,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,David Frost,80,20.77,775,161
1,2,2,Paul Goydos,86,20.62,737,152
2,3,3,Brad Faxon,97,20.49,776,159
3,4,4,Billy Andrade,100,19.62,887,174
4,5,5,Tom Byrum,97,19.49,826,161
5,6,6,Stewart Cink,104,19.39,851,165
6,7,7,Ben Crane,94,19.27,799,154
7,8,8,Paul Gow,62,19.0,579,110
8,9,9,John Huston,76,18.97,680,129
9,10,10,Scott McCarron,86,18.93,597,113
10,11,11,Bob Estes,92,18.92,724,137
11,12,12,Tim Petrovic,108,18.83,892,168
12,13,13,Brian Gay,100,18.78,804,151
13,14,14,Mike Weir,80,18.75,544,102
14,15,15,Jay Haas,89,18.72,705,132
15,T16,T16,Fred Couples,71,18.69,428,80
16,T16,T16,Carl Pettersson,80,18.69,701,131
17,18,18,Geoff Ogilvy,86,18.6,699,130
18,19,19,Greg Chalmers,98,18.59,866,161
19,20,20,Brett Quigley,92,18.58,818,152
20,21,21,Stuart Appleby,90,18.56,679,126
21,22,22,Jim Furyk,104,18.55,771,143
22,23,23,Cameron Beckman,86,18.46,780,144
23,24,24,Tiger Woods,74,18.43,521,96
24,25,25,Bob Tway,89,18.22,818,149
25,T26,T26,Chris DiMarco,98,18.14,711,129
26,T26,T26,Loren Roberts,87,18.14,656,119
27,28,28,Glen Day,103,18.12,938,170
28,29,29,Dean Wilson,82,18.07,714,129
29,30,30,J.P. Hayes,79,18.03,649,117
30,31,31,Duffy Waldorf,90,18.02,766,138
31,32,32,Doug Barron,90,17.97,790,142
32,33,33,Phil Mickelson,87,17.92,547,98
33,34,34,Steve Lowery,86,17.89,665,119
34,35,35,Tom Pernice Jr.,105,17.84,897,160
35,36,36,Bernhard Langer,65,17.83,471,84
36,37,37,Chris Riley,96,17.81,657,117
37,38,38,Pat Perez,95,17.76,760,135
38,39,39,Justin Leonard,80,17.74,592,105
39,T40,T40,Darren Clarke,61,17.71,401,71
40,T40,T40,Matt Gogel,77,17.71,638,113
41,42,42,Jason Gore,83,17.65,714,126
42,43,43,Kirk Triplett,92,17.64,788,139
43,44,44,Aaron Baddeley,71,17.51,554,97
44,45,45,Todd Fischer,97,17.48,824,144
45,T46,T46,Robert Gamez,114,17.45,974,170
46,T46,T46,Brian Henninger,56,17.45,533,93
47,48,48,Mike Sposa,72,17.44,671,117
48,49,49,Kenichi Kuboya,91,17.4,822,143
49,50,50,Jonathan Byrd,101,17.37,754,131
50,51,51,Andrew Magee,91,17.31,826,143
51,T52,T52,Tim Herron,102,17.28,897,155
52,T52,T52,Peter Jacobsen,75,17.28,648,112
53,54,54,Stephen Ames,91,17.27,863,149
54,55,55,Charles Howell III,120,17.25,951,164
55,56,56,Mark Calcavecchia,84,17.24,644,111
56,T57,T57,Chris Anderson,96,17.23,795,137
57,T57,T57,Kenny Perry,98,17.23,766,132
58,T57,T57,Scott Verplank,97,17.23,801,138
59,60,60,Garrett Willis,97,17.19,855,147
60,61,61,Billy Mayfair,105,17.18,908,156
61,T62,T62,Brent Geiberger,51,17.14,461,79
62,T62,T62,Brenden Pappas,105,17.14,945,162
63,64,64,Sergio Garcia,62,17.13,397,68
64,65,65,Robert Allenby,87,17.05,610,104
65,66,66,Andy Miller,75,17.02,658,112
66,67,67,Spike McRoy,103,16.99,977,166
67,T68,T68,Brad Elder,51,16.96,460,78
68,T68,T68,Mike Heinen,89,16.96,902,153
69,T68,T68,Anthony Painter,87,16.96,737,125
70,T68,T68,John Rollins,89,16.96,572,97
71,T68,T68,Vijay Singh,106,16.96,737,125
72,73,73,David Toms,90,16.95,649,110
73,74,74,Lee Janzen,83,16.94,608,103
74,75,75,Chad Campbell,105,16.92,857,145
75,76,76,Woody Austin,107,16.91,887,150
76,77,77,Tim Clark,79,16.77,632,106
77,78,78,Dudley Hart,66,16.76,531,89
78,79,79,Deane Pappas,75,16.75,621,104
79,T80,T80,Olin Browne,113,16.7,1006,168
80,T80,T80,Steve Stricker,59,16.7,485,81
81,82,82,Paul Stankowski,67,16.69,617,103
82,T83,T83,Brian Bateman,70,16.67,630,105
83,T83,T83,Corey Pavin,88,16.67,678,113
84,85,85,Skip Kendall,110,16.56,918,152
85,T86,T86,Rod Pampling,87,16.54,665,110
86,T86,T86,Craig Perks,82,16.54,647,107
87,88,88,Rory Sabbatini,95,16.53,708,117
88,89,89,"Dave Stockton, Jr.",79,16.47,662,109
89,90,90,Shigeki Maruyama,87,16.45,693,114
90,T91,T91,Jesper Parnevik,102,16.39,830,136
91,T91,T91,Cameron Yancey,58,16.39,476,78
92,93,93,Frank Lickliter II,94,16.36,764,125
93,94,94,Jeff Maggert,81,16.33,692,113
94,T95,T95,John Daly,56,16.32,435,71
95,T95,T95,John Riegger,55,16.32,478,78
96,T95,T95,Jeff Sluman,106,16.32,870,142
97,98,98,Richard Johnson,89,16.28,774,126
98,99,99,Hidemichi Tanaka,112,16.27,1045,170
99,100,100,Carl Paulson,101,16.26,941,153
100,101,101,Akio Sadakata,83,16.23,727,118
101,102,102,Tommy Armour III,66,16.18,581,94
102,103,103,Fred Funk,112,16.17,934,151
103,104,104,K.J. Choi,112,16.14,880,142
104,105,105,Retief Goosen,69,16.12,459,74
105,106,106,Patrick Sheehan,101,16.1,888,143
106,107,107,Craig Barlow,95,16.07,865,139
107,108,108,Robert Damron,96,16.06,828,133
108,109,109,David Peoples,96,16.05,922,148
109,110,110,Esteban Toledo,109,16.02,974,156
110,111,111,Alex Cejka,98,15.98,732,117
111,112,112,Mike Grob,83,15.93,797,127
112,113,113,Adam Scott,52,15.9,327,52
113,114,114,Dicky Pride,73,15.89,604,96
114,115,115,Heath Slocum,101,15.87,1008,160
115,T116,T116,Briny Baird,113,15.86,1072,170
116,T116,T116,Aaron Barber,94,15.86,845,134
117,118,118,Scott Laycock,71,15.79,570,90
118,119,119,Tom Gillis,71,15.78,640,101
119,120,120,Tom Lehman,87,15.76,660,104
120,T121,T121,John Morgan,81,15.71,713,112
121,T121,T121,Jay Williamson,93,15.71,840,132
122,123,123,Hank Kuehne,73,15.66,677,106
123,124,124,Kaname Yokoo,56,15.65,492,77
124,T125,T125,Davis Love III,85,15.61,583,91
125,T125,T125,Brent Schwarzrock,60,15.61,519,81
126,127,127,Len Mattiace,94,15.57,713,111
127,128,128,Hal Sutton,81,15.56,726,113
128,129,129,Jerry Kelly,108,15.53,837,130
129,T130,T130,Michael Clark II,54,15.51,548,85
130,T130,T130,Mark O'Meara,69,15.51,432,67
131,132,132,Rich Beem,80,15.5,587,91
132,T133,T133,Todd Barranger,78,15.47,627,97
133,T133,T133,Steve Flesch,110,15.47,950,147
134,135,135,David Gossett,92,15.46,854,132
135,136,136,Marco Dawson,86,15.43,713,110
136,137,137,Rocco Mediate,80,15.42,629,97
137,T138,T138,Kent Jones,74,15.41,662,102
138,T138,T138,Darron Stiles,93,15.41,714,110
139,T140,T140,Dan Forsman,98,15.38,910,140
140,T140,T140,Carlos Franco,99,15.38,930,143
141,142,142,Mark Wilson,82,15.37,722,111
142,143,143,Ty Tryon,52,15.35,430,66
143,144,144,Chris Smith,92,15.32,842,129
144,145,145,Ben Curtis,69,15.3,621,95
145,146,146,Nick Price,65,15.29,471,72
146,147,147,Peter Lonard,96,15.25,741,113
147,148,148,Paul Azinger,73,15.2,658,100
148,T149,T149,Pat Bates,111,15.14,1004,152
149,T149,T149,Notah Begay III,92,15.14,799,121
150,T149,T149,Luke Donald,88,15.14,773,117
151,T152,T152,Jay Don Blake,77,15.08,610,92
152,T152,T152,Jeff Klein,60,15.08,524,79
153,154,154,Steven Alker,87,15.06,737,111
154,155,155,Per-Ulrik Johansson,96,15.05,844,127
155,156,156,Thomas Levet,85,15.03,772,116
156,T157,T157,Steve Allan,53,14.95,495,74
157,T157,T157,Joel Edwards,60,14.95,622,93
158,T159,T159,Ernie Els,65,14.93,422,63
159,T159,T159,Shaun Micheel,97,14.93,904,135
160,161,161,Gavin Coles,69,14.89,571,85
161,162,162,David Sutherland,77,14.87,679,101
162,163,163,Joe Durant,96,14.86,868,129
163,164,164,Joey Sindelar,93,14.84,856,127
164,165,165,Vance Veazey,66,14.81,574,85
165,166,166,Jason Caron,74,14.77,643,95
166,167,167,Matt Kuchar,63,14.71,578,85
167,168,168,Bob Burns,88,14.68,681,100
168,T169,T169,Brandt Jobe,77,14.64,683,100
169,T169,T169,Cliff Kresge,102,14.64,806,118
170,171,171,J.L. Lewis,99,14.58,789,115
171,172,172,Jim Carter,95,14.47,850,123
172,173,173,Jason Buha,61,14.44,540,78
173,T174,T174,Jonathan Kaye,91,14.29,749,107
174,T174,T174,John Maginnes,87,14.29,693,99
175,T174,T174,Kevin Sutherland,97,14.29,686,98
176,177,177,John Senden,111,14.26,1010,144
177,178,178,J.J. Henry,100,14.24,997,142
178,T179,T179,Harrison Frazar,88,14.14,806,114
179,T179,T179,Mathew Goggin,90,14.14,785,111
180,T181,T181,José Coceres,62,14.13,538,76
181,T181,T181,Donnie Hammond,92,14.13,828,117
182,183,183,Arron Oberholser,80,13.87,750,104
183,184,184,Neal Lancaster,110,13.75,1004,138
184,185,185,Gene Sauers,87,13.72,751,103
