,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Stewart Cink,27.3,737,27
1,2,2,Aaron Baddeley,27.72,499,18
2,3,3,Tiger Woods,27.82,473,17
3,T4,T4,Ernie Els,27.93,419,15
4,T4,T4,John Riegger,27.93,391,14
5,6,6,Stuart Appleby,27.96,699,25
6,7,7,Dudley Hart,28.06,477,17
7,T8,T8,Scott McCarron,28.12,703,25
8,T8,T8,Vijay Singh,28.12,731,26
9,10,10,Mark Calcavecchia,28.17,648,23
10,11,11,Chris Riley,28.19,761,27
11,T12,T12,Woody Austin,28.24,819,29
12,T12,T12,Brian Gay,28.24,932,33
13,T14,T14,Nick Price,28.25,452,16
14,T14,T14,Steve Stricker,28.25,565,20
15,16,16,Jason Buha,28.26,650,23
16,17,17,Tim Petrovic,28.29,877,31
17,T18,T18,John Maginnes,28.31,821,29
18,T18,T18,Len Mattiace,28.31,736,26
19,T18,T18,Rod Pampling,28.31,736,26
20,T21,T21,Jay Haas,28.35,652,23
21,T21,T21,Brian Henninger,28.35,482,17
22,23,23,Greg Chalmers,28.37,851,30
23,T24,T24,Justin Leonard,28.38,596,21
24,T24,T24,Adam Scott,28.38,369,13
25,T26,T26,Hank Kuehne,28.41,625,22
26,T26,T26,Dean Wilson,28.41,767,27
27,28,28,John Rollins,28.42,739,26
28,29,29,Paul Gow,28.43,597,21
29,30,30,Frank Lickliter II,28.44,768,27
30,31,31,Pat Perez,28.45,825,29
31,32,32,Tim Clark,28.46,683,24
32,T33,T33,Billy Andrade,28.48,826,29
33,T33,T33,Phil Mickelson,28.48,598,21
34,T35,T35,Matt Gogel,28.5,684,24
35,T35,T35,Tom Pernice Jr.,28.5,855,30
36,37,37,Dicky Pride,28.52,656,23
37,T38,T38,Alex Cejka,28.54,742,26
38,T38,T38,Tim Herron,28.54,799,28
39,T40,T40,J.P. Hayes,28.56,714,25
40,T40,T40,Scott Verplank,28.56,714,25
41,42,42,Shigeki Maruyama,28.58,743,26
42,43,43,Kent Jones,28.59,629,22
43,44,44,Mark Brooks,28.61,801,28
44,T45,T45,Scott Laycock,28.65,659,23
