,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
55,T52,T52,Scott Verplank,93,0.8,20,16.0
56,T57,T57,Jess Daley,76,0.8079999999999999,26,21.0
57,T57,T57,Pat Perez,89,0.8079999999999999,26,21.0
58,T57,T57,Kenny Perry,98,0.8079999999999999,26,21.0
59,60,60,Jeff Sluman,118,0.809,47,38.0
60,61,61,Blaine McCallister,75,0.81,21,17.0
61,T62,T62,Justin Leonard,97,0.813,32,26.0
62,T62,T62,Hidemichi Tanaka,104,0.813,32,26.0
63,T64,T64,Brandt Jobe,94,0.815,27,22.0
64,T64,T64,Kaname Yokoo,74,0.815,27,22.0
65,66,66,Michael Muehr,73,0.816,38,31.0
66,T67,T67,Olin Browne,107,0.818,33,27.0
67,T67,T67,Brian Gay,117,0.818,44,36.0
68,T67,T67,Tom Lehman,78,0.818,11,9.0
69,T67,T67,Matt Peterson,80,0.818,33,27.0
70,T67,T67,Loren Roberts,93,0.818,33,27.0
71,T67,T67,Rory Sabbatini,69,0.818,22,18.0
72,73,73,Tim Clark,76,0.826,23,19.0
73,T74,T74,Kevin Sutherland,96,0.8290000000000001,35,29.0
74,T74,T74,Duffy Waldorf,90,0.8290000000000001,35,29.0
75,T76,T76,Pat Bates,94,0.833,30,25.0
76,T76,T76,Per-Ulrik Johansson,87,0.833,30,25.0
77,T78,T78,Jim Furyk,88,0.8420000000000001,19,16.0
78,T78,T78,Bernhard Langer,55,0.8420000000000001,19,16.0
79,80,80,Bryce Molder,65,0.843,51,43.0
80,81,81,Tommy Armour III,82,0.8440000000000001,32,27.0
81,T82,T82,J.J. Henry,112,0.852,27,23.0
82,T82,T82,Glen Hnatiuk,95,0.852,27,23.0
83,84,84,Scott McCarron,106,0.8540000000000001,41,35.0
84,T85,T85,David Frost,90,0.857,42,36.0
85,T85,T85,John Riegger,88,0.857,21,18.0
86,87,87,Brad Lardon,59,0.8640000000000001,22,19.0
87,T88,T88,Bob Burns,99,0.867,30,26.0
88,T88,T88,Lee Janzen,101,0.867,30,26.0
89,90,90,Jay Don Blake,107,0.868,38,33.0
90,91,91,John Huston,99,0.87,23,20.0
91,T92,T92,Davis Love III,92,0.871,31,27.0
92,T92,T92,Andrew Magee,91,0.871,31,27.0
93,T94,T94,Woody Austin,102,0.875,32,28.0
94,T94,T94,David Gossett,95,0.875,24,21.0
95,T94,T94,Pete Jordan,78,0.875,32,28.0
96,T94,T94,Shigeki Maruyama,87,0.875,24,21.0
97,98,98,Steve Pate,64,0.88,25,22.0
98,99,99,Bradley Hughes,60,0.882,17,15.0
99,100,100,Steve Flesch,110,0.889,27,24.0
100,T101,T101,Bart Bryant,69,0.893,28,25.0
101,T101,T101,David Peoples,105,0.893,28,25.0
102,103,103,Heath Slocum,96,0.897,29,26.0
103,104,104,Deane Pappas,90,0.907,43,39.0
104,T105,T105,Steve Jones,71,0.909,22,20.0
105,T105,T105,David Morland IV,58,0.909,22,20.0
106,T105,T105,Craig Perks,91,0.909,33,30.0
107,108,108,Notah Begay III,76,0.9129999999999999,23,21.0
108,109,109,Jay Williamson,91,0.914,35,32.0
109,T110,T110,Brian Bateman,94,0.917,36,33.0
110,T110,T110,Jesper Parnevik,85,0.917,24,22.0
111,112,112,Ian Leggatt,97,0.919,37,34.0
112,113,113,Rod Pampling,98,0.92,25,23.0
113,T114,T114,Chris DiMarco,111,0.9229999999999999,26,24.0
114,T114,T114,Phil Mickelson,97,0.9229999999999999,26,24.0
115,116,116,Skip Kendall,103,0.927,41,38.0
116,117,117,Joel Edwards,101,0.929,28,26.0
117,118,118,Jonathan Kaye,83,0.935,31,29.0
118,T119,T119,Retief Goosen,56,0.938,16,15.0
119,T119,T119,Charles Howell III,118,0.938,16,15.0
120,T119,T119,J.L. Lewis,98,0.938,32,30.0
121,T119,T119,Rocco Mediate,79,0.938,16,15.0
122,123,123,Dennis Paulson,89,0.9390000000000001,33,31.0
123,T124,T124,"David Berganio, Jr.",80,0.941,17,16.0
124,T124,T124,Vijay Singh,102,0.941,17,16.0
125,T124,T124,Bo Van Pelt,78,0.941,34,32.0
126,T127,T127,Robert Allenby,96,0.943,35,33.0
127,T127,T127,Scott Simpson,61,0.943,35,33.0
128,129,129,Paul Claxton,83,0.946,37,35.0
129,130,130,Geoff Ogilvy,90,0.9470000000000001,38,36.0
130,131,131,Craig Stadler,72,0.955,22,21.0
131,132,132,Ernie Els,68,0.9570000000000001,23,22.0
132,133,133,Corey Pavin,78,0.958,24,23.0
133,T134,T134,Matt Gogel,79,0.96,25,24.0
134,T134,T134,Jay Haas,83,0.96,25,24.0
135,136,136,Brenden Pappas,62,0.9620000000000001,26,25.0
136,T137,T137,Dudley Hart,88,0.963,27,26.0
137,T137,T137,Dicky Pride,51,0.963,27,26.0
138,139,139,Brad Faxon,93,0.966,29,28.0
139,140,140,Tripp Isenhour,68,0.968,31,30.0
140,T141,T141,Jeff Gove,89,0.971,35,34.0
141,T141,T141,J.P. Hayes,78,0.971,34,33.0
142,T143,T143,Edward Fryatt,94,0.9740000000000001,39,38.0
143,T143,T143,Kent Jones,105,0.9740000000000001,39,38.0
144,T143,T143,John Rollins,124,0.9740000000000001,39,38.0
145,T146,T146,Cameron Beckman,87,1.0,30,30.0
146,T146,T146,Jonathan Byrd,96,1.0,36,36.0
147,T146,T146,Mark Calcavecchia,84,1.0,23,23.0
148,T146,T146,Chad Campbell,111,1.0,32,32.0
149,T146,T146,Robert Damron,85,1.0,35,35.0
150,T146,T146,Glen Day,107,1.0,34,34.0
151,T146,T146,Brent Geiberger,95,1.0,34,34.0
152,T146,T146,Mathew Goggin,64,1.0,31,31.0
153,T146,T146,Eduardo Herrera,59,1.0,34,34.0
154,T146,T146,Tim Herron,102,1.0,25,25.0
155,T146,T146,Scott Hoch,71,1.0,24,24.0
156,T146,T146,Neal Lancaster,101,1.0,34,34.0
157,T146,T146,Frank Lickliter II,94,1.0,22,22.0
158,T146,T146,Tom Pernice Jr.,101,1.0,35,35.0
159,T146,T146,Grant Waite,98,1.0,51,51.0
160,161,161,Frank Nobilo,94,1.025,40,41.0
161,162,162,Steve Allan,93,1.026,38,39.0
162,163,163,Tom Scherrer,98,1.032,31,32.0
163,164,164,Harrison Frazar,88,1.033,30,31.0
164,165,165,Paul Stankowski,100,1.034,29,30.0
165,T166,T166,Billy Mayfair,99,1.036,28,29.0
166,T166,T166,Brian Watts,58,1.036,28,29.0
167,168,168,Mike Hulbert,55,1.038,26,27.0
168,169,169,Esteban Toledo,106,1.04,25,26.0
169,T170,T170,Joe Ogilvie,50,1.042,24,25.0
170,T170,T170,Tim Petrovic,92,1.042,24,25.0
171,172,172,Scott Dunlap,74,1.043,23,24.0
172,T173,T173,Russ Cochran,68,1.048,21,22.0
173,T173,T173,Paul Goydos,66,1.048,21,22.0
174,175,175,Jerry Smith,91,1.051,39,41.0
175,176,176,Robert Gamez,69,1.053,19,20.0
176,177,177,Garrett Willis,80,1.056,36,38.0
177,T178,T178,Fred Couples,64,1.0590000000000002,17,18.0
178,T178,T178,Jeff Maggert,83,1.0590000000000002,17,18.0
179,180,180,Steve Elkington,82,1.069,29,31.0
180,181,181,Shaun Micheel,100,1.071,28,30.0
181,182,182,Miguel Angel Jiménez,60,1.077,26,28.0
182,183,183,Stuart Appleby,97,1.08,25,27.0
183,184,184,K.J. Choi,93,1.088,34,37.0
184,185,185,John Senden,96,1.095,21,23.0
185,186,186,Richard Zokol,53,1.103,39,43.0
186,187,187,Greg Chalmers,94,1.104,48,53.0
187,188,188,Dan Forsman,83,1.111,18,20.0
188,189,189,John Daly,62,1.12,25,28.0
189,190,190,Brandel Chamblee,85,1.121,33,37.0
190,191,191,Jason Hill,59,1.125,16,18.0
191,192,192,Bob Heintz,68,1.128,39,44.0
192,193,193,Tommy Tolles,64,1.129,31,35.0
193,T194,T194,Jeff Brehaut,87,1.1320000000000001,38,43.0
194,T194,T194,Brett Wetterich,89,1.1320000000000001,38,43.0
195,196,196,Mark O'Meara,68,1.133,15,17.0
196,T197,T197,Kenneth Staton,104,1.143,28,32.0
197,T197,T197,Boo Weekley,57,1.143,14,16.0
198,199,199,Rich Beem,99,1.1540000000000001,26,30.0
199,200,200,Paul Gow,99,1.162,37,43.0
200,201,201,Stephen Gangluff,75,1.2309999999999999,39,48.0
201,202,202,Robin Freeman,79,1.3330000000000002,27,36.0
