,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
67,68,68,Len Mattiace,106,65.93,60,91
68,69,69,Loren Roberts,93,65.91,58,88
69,70,70,Chris Riley,104,65.82,52,79
70,71,71,Jonathan Kaye,83,65.71,46,70
71,T72,T72,Ian Leggatt,97,65.63,42,64
72,T72,T72,Justin Leonard,97,65.63,42,64
73,T74,T74,Eduardo Herrera,59,65.45,36,55
74,T74,T74,Mike Weir,94,65.45,36,55
75,76,76,David Peoples,105,65.28,47,72
76,77,77,Russ Cochran,68,65.08,41,63
77,78,78,Chad Campbell,111,64.94,50,77
78,T79,T79,Bob Estes,93,64.91,37,57
79,T79,T79,Lee Janzen,101,64.91,37,57
80,T81,T81,Woody Austin,102,64.71,55,85
81,T81,T81,Vijay Singh,102,64.71,44,68
82,T81,T81,Tiger Woods,69,64.71,22,34
83,84,84,Briny Baird,110,64.63,53,82
84,85,85,Hidemichi Tanaka,104,64.62,42,65
85,T86,T86,David Duval,78,64.58,31,48
86,T86,T86,Brian Watts,58,64.58,31,48
87,T88,T88,K.J. Choi,93,64.52,40,62
88,T88,T88,Matt Kuchar,82,64.52,40,62
89,T88,T88,Tom Lehman,78,64.52,20,31
90,T91,T91,José Coceres,51,64.29,36,56
91,T91,T91,Fred Funk,106,64.29,45,70
92,93,93,John Cook,85,64.15,34,53
93,94,94,Dicky Pride,51,64.1,25,39
94,95,95,Ben Crane,91,64.0,48,75
95,96,96,John Rollins,124,63.95,55,86
96,T97,T97,Jeff Brehaut,87,63.93,39,61
97,T97,T97,Greg Chalmers,94,63.93,39,61
98,T97,T97,Duffy Waldorf,90,63.93,39,61
99,100,100,Brian Bateman,94,63.92,62,97
100,101,101,Bart Bryant,69,63.83,30,47
101,T102,T102,Craig Parry,69,63.64,35,55
102,T102,T102,Jerry Smith,91,63.64,49,77
103,T102,T102,Bob Tway,103,63.64,49,77
104,T105,T105,Billy Andrade,100,63.51,47,74
105,T105,T105,Frank Nobilo,94,63.51,47,74
106,107,107,Jay Haas,83,63.33,38,60
107,108,108,Brandel Chamblee,85,63.29,50,79
108,109,109,Michael Clark II,97,63.16,48,76
109,110,110,Robert Gamez,69,63.08,41,65
110,111,111,Olin Browne,107,62.82,49,78
111,112,112,John Daly,62,62.5,20,32
112,113,113,Shigeki Maruyama,87,62.26,33,53
113,114,114,Lee Porter,91,62.07,54,87
114,115,115,Mathew Goggin,64,62.0,31,50
115,116,116,Tom Pernice Jr.,101,61.97,44,71
116,117,117,Jonathan Byrd,96,61.9,52,84
117,T118,T118,Matt Peterson,80,61.76,42,68
118,T118,T118,Hal Sutton,74,61.76,21,34
119,120,120,Kirk Triplett,84,61.7,29,47
120,121,121,Brent Geiberger,95,61.54,48,78
121,122,122,Steve Flesch,110,61.43,43,70
122,123,123,Brett Quigley,93,61.33,46,75
123,124,124,Franklin Langham,72,61.19,41,67
124,125,125,Scott Dunlap,74,61.02,36,59
125,126,126,Heath Slocum,96,60.94,39,64
126,127,127,Rory Sabbatini,69,60.87,28,46
127,128,128,Notah Begay III,76,60.78,31,51
128,T129,T129,Per-Ulrik Johansson,87,60.61,40,66
129,T129,T129,Greg Kraft,86,60.61,40,66
130,131,131,Charles Howell III,118,60.49,49,81
131,T132,T132,Robert Damron,85,60.32,38,63
132,T132,T132,Kaname Yokoo,74,60.32,38,63
133,134,134,Edward Fryatt,94,60.27,44,73
134,135,135,Jay Don Blake,107,60.24,50,83
135,T136,T136,Tommy Armour III,82,60.0,30,50
136,T136,T136,Jeff Maggert,83,60.0,30,50
137,T136,T136,Geoff Ogilvy,90,60.0,42,70
138,T136,T136,Pat Perez,89,60.0,36,60
139,140,140,Kenneth Staton,104,59.78,55,92
140,141,141,"David Berganio, Jr.",80,59.65,34,57
141,142,142,Kent Jones,105,59.57,56,94
142,143,143,Glen Day,107,59.46,44,74
143,144,144,Harrison Frazar,88,59.32,35,59
144,145,145,J.J. Henry,112,59.21,45,76
145,146,146,Dudley Hart,88,59.02,36,61
146,147,147,Steve Jones,71,58.97,23,39
147,148,148,Phil Tataurangi,88,58.93,33,56
148,149,149,Bob Heintz,68,58.82,30,51
149,T150,T150,Fulton Allem,64,58.7,27,46
150,T150,T150,Paul Goydos,66,58.7,27,46
151,T150,T150,Brad Lardon,59,58.7,27,46
152,T153,T153,Brad Elder,76,58.62,34,58
153,T153,T153,John Senden,96,58.62,34,58
154,T153,T153,David Toms,106,58.62,34,58
155,156,156,Jesper Parnevik,85,58.54,24,41
156,157,157,Jess Daley,76,58.44,45,77
157,158,158,Boo Weekley,57,58.33,28,48
158,T159,T159,Brandt Jobe,94,57.89,44,76
159,T159,T159,Michael Long,71,57.89,33,57
160,161,161,Steve Elkington,82,57.69,30,52
161,162,162,Jeff Gove,89,57.63,34,59
162,163,163,Pete Jordan,78,57.38,35,61
163,164,164,Chris DiMarco,111,56.94,41,72
164,165,165,Brian Henninger,66,56.86,29,51
165,166,166,Kevin Sutherland,96,56.82,25,44
166,167,167,Kenny Perry,98,56.72,38,67
167,168,168,Michael Allen,76,56.45,35,62
168,T169,T169,Joe Durant,87,56.41,22,39
169,T169,T169,Steve Lowery,98,56.41,44,78
170,171,171,Steve Allan,93,56.0,42,75
171,172,172,Robin Freeman,79,55.93,33,59
172,173,173,Rich Beem,99,55.84,43,77
173,174,174,J.L. Lewis,98,55.71,39,70
174,T175,T175,Mark Calcavecchia,84,55.56,25,45
175,T175,T175,Donnie Hammond,60,55.56,25,45
176,177,177,Paul Stankowski,100,55.29,47,85
177,178,178,Corey Pavin,78,55.22,37,67
178,179,179,Frank Lickliter II,94,55.17,32,58
179,180,180,Garrett Willis,80,55.13,43,78
180,181,181,Gary Nicklaus,66,55.1,27,49
181,182,182,Chris Smith,103,55.0,33,60
182,183,183,Paul Claxton,83,54.84,34,62
183,184,184,Tommy Tolles,64,54.72,29,53
184,185,185,Tripp Isenhour,68,54.55,30,55
185,186,186,Brenden Pappas,62,54.39,31,57
186,187,187,Paul Gow,99,53.49,46,86
187,188,188,Sergio Garcia,79,53.42,39,73
188,189,189,Jason Hill,59,53.33,24,45
189,190,190,Deane Pappas,90,52.78,38,72
190,191,191,Rocco Mediate,79,52.5,21,40
191,192,192,Craig Stadler,72,52.27,23,44
192,193,193,Bo Van Pelt,78,52.24,35,67
193,194,194,J.P. Hayes,78,51.85,28,54
194,195,195,Joey Sindelar,104,51.56,33,64
195,196,196,Joe Ogilvie,50,51.11,23,45
196,197,197,Blaine McCallister,75,51.02,25,49
197,198,198,John Huston,99,50.0,26,52
198,199,199,Fred Couples,64,48.78,20,41
199,200,200,Brett Wetterich,89,48.33,29,60
200,201,201,Spike McRoy,69,46.15,24,52
201,202,202,Bradley Hughes,60,41.46,17,41
