,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
0,1,1,Dennis Paulson,89,"6' 0""",1182.417,197,112
1,2,2,Jeff Sluman,118,"6' 4""",1387.8329999999999,219,30
2,T3,T3,Craig Barlow,62,"6' 6""",924.6669999999999,142,114
3,T3,T3,Jerry Kelly,99,"6' 6""",1260.917,195,6
4,T5,T5,Nick Price,69,"6' 7""",836.75,127,4
5,T5,T5,Steve Stricker,68,"6' 7""",760.9169999999999,116,92
6,7,7,Shaun Micheel,100,"6' 8""",1391.1670000000001,209,72
7,T8,T8,Tim Herron,102,"6' 9""",1267.833,187,45
8,T8,T8,Mark O'Meara,68,"6' 9""",612.5830000000001,91,82
9,T10,T10,Jim Carter,98,"6' 10""",1249.083,182,15
10,T10,T10,Jim Furyk,88,"6' 10""",765.9169999999999,112,7
11,T10,T10,Davis Love III,92,"6' 10""",1291.167,189,31
12,T10,T10,Rod Pampling,98,"6' 10""",1251.333,184,11
13,T14,T14,Glen Hnatiuk,95,"6' 11""",1433.5,207,8
14,T14,T14,John Huston,99,"6' 11""",1108.0,160,35
15,T14,T14,Tom Scherrer,98,"6' 11""",1306.833,189,130
16,T17,T17,Mark Brooks,97,"7' 0""",1477.3329999999999,212,96
17,T17,T17,John Cook,85,"7' 0""",830.75,119,102
18,T17,T17,Steve Elkington,82,"7' 0""",1169.333,168,52
19,T17,T17,Sergio Garcia,79,"7' 0""",970.5830000000001,139,134
20,T17,T17,Jonathan Kaye,83,"7' 0""",1496.75,213,27
21,T17,T17,Matt Kuchar,82,"7' 0""",1147.25,164,54
22,T17,T17,Ian Leggatt,97,"7' 0""",1382.9170000000001,197,153
23,T17,T17,Andrew Magee,91,"7' 0""",1163.333,166,62
24,T17,T17,Bob Tway,103,"7' 0""",1345.5,192,31
25,T26,T26,Pat Bates,94,"7' 1""",1445.3329999999999,204,68
26,T26,T26,Tom Byrum,77,"7' 1""",972.8330000000001,138,3
27,T26,T26,Brian Gay,117,"7' 1""",1494.0,211,33
28,T26,T26,Scott Hoch,71,"7' 1""",890.0,126,28
29,T26,T26,Mike Sposa,111,"7' 1""",1678.3329999999999,238,13
30,T26,T26,David Toms,106,"7' 1""",1410.5829999999999,199,51
31,T32,T32,Stephen Ames,89,"7' 2""",1166.25,162,21
32,T32,T32,J.P. Hayes,78,"7' 2""",1051.167,146,64
