,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
119,T119,T119,Robert Gamez,69,52.63,10,19
120,121,121,John Rollins,124,52.5,21,40
121,122,122,Tom Scherrer,98,52.38,11,21
122,123,123,Kaname Yokoo,74,52.17,12,23
123,T124,T124,Paul Goydos,66,51.85,14,27
124,T124,T124,J.L. Lewis,98,51.85,14,27
125,T126,T126,J.J. Henry,112,51.72,15,29
126,T126,T126,Jay Williamson,91,51.72,15,29
127,128,128,Jerry Smith,91,51.61,16,31
128,T129,T129,Michael Allen,76,50.0,8,16
129,T129,T129,Chris DiMarco,111,50.0,16,32
130,T129,T129,Fred Funk,106,50.0,16,32
131,T129,T129,Jeff Gove,89,50.0,10,20
132,T129,T129,Per-Ulrik Johansson,87,50.0,12,24
133,T129,T129,Brad Lardon,59,50.0,7,14
134,T129,T129,Frank Nobilo,94,50.0,14,28
135,T129,T129,Brenden Pappas,62,50.0,12,24
136,T129,T129,Jesper Parnevik,85,50.0,9,18
137,T129,T129,Tim Petrovic,92,50.0,10,20
138,T129,T129,John Riegger,88,50.0,9,18
139,T129,T129,Steve Stricker,68,50.0,8,16
140,T129,T129,Hal Sutton,74,50.0,8,16
141,T142,T142,Sergio Garcia,79,48.48,16,33
142,T142,T142,Loren Roberts,93,48.48,16,33
143,T144,T144,Jonathan Byrd,96,48.39,15,31
144,T144,T144,Phil Mickelson,97,48.39,15,31
145,146,146,Charles Howell III,118,48.28,14,29
146,147,147,Kenny Perry,98,48.15,13,27
147,T148,T148,Olin Browne,107,48.0,12,25
148,T148,T148,Mark Calcavecchia,84,48.0,12,25
149,150,150,Michael Clark II,97,47.83,11,23
150,T151,T151,Brad Elder,76,47.62,10,21
151,T151,T151,Matt Peterson,80,47.62,10,21
152,153,153,Paul Claxton,83,47.37,9,19
153,154,154,Kent Jones,105,47.22,17,36
154,155,155,J.P. Hayes,78,47.06,8,17
155,156,156,Brian Henninger,66,46.67,7,15
156,T157,T157,Brent Geiberger,95,46.43,13,28
157,T157,T157,Bo Van Pelt,78,46.43,13,28
158,T159,T159,Mark O'Meara,68,46.15,6,13
159,T159,T159,Rory Sabbatini,69,46.15,6,13
160,T159,T159,Paul Stankowski,100,46.15,12,26
161,T162,T162,Brandt Jobe,94,45.71,16,35
162,T162,T162,Carl Paulson,84,45.71,16,35
163,164,164,Jason Hill,59,45.45,5,11
164,165,165,David Morland IV,58,45.0,9,20
165,166,166,Heath Slocum,96,44.83,13,29
166,167,167,Garrett Willis,80,44.74,17,38
167,168,168,Joey Sindelar,104,44.44,8,18
168,169,169,Brian Bateman,94,44.19,19,43
169,170,170,John Daly,62,43.75,7,16
170,T171,T171,Dicky Pride,51,42.86,6,14
171,T171,T171,Brett Wetterich,89,42.86,12,28
172,173,173,Robert Damron,85,42.31,11,26
173,174,174,Jay Don Blake,107,41.94,13,31
174,T175,T175,Mathew Goggin,64,41.67,5,12
175,T175,T175,John Huston,99,41.67,10,24
176,T175,T175,Greg Kraft,86,41.67,10,24
177,T175,T175,Spike McRoy,69,41.67,5,12
178,T175,T175,Lee Porter,91,41.67,10,24
179,180,180,Steve Allan,93,41.38,12,29
180,181,181,Tripp Isenhour,68,41.18,7,17
181,182,182,Robin Freeman,79,40.91,9,22
182,183,183,Bradley Hughes,60,40.0,8,20
183,184,184,Bob Tway,103,39.13,9,23
184,185,185,Duffy Waldorf,90,38.89,7,18
185,186,186,Bart Bryant,69,38.46,5,13
186,T187,T187,Fulton Allem,64,37.5,6,16
187,T187,T187,Stephen Ames,89,37.5,6,16
188,189,189,Brandel Chamblee,85,36.36,8,22
189,190,190,Steve Jones,71,35.29,6,17
190,191,191,Glen Day,107,34.62,9,26
191,192,192,Carlos Franco,107,34.29,12,35
192,193,193,Frank Lickliter II,94,33.33,7,21
193,194,194,Tommy Tolles,64,31.58,6,19
194,195,195,Corey Pavin,78,31.03,9,29
195,T196,T196,Fred Couples,64,30.77,4,13
196,T196,T196,Jess Daley,76,30.77,8,26
197,T196,T196,Blaine McCallister,75,30.77,4,13
198,199,199,Deane Pappas,90,30.3,10,33
199,200,200,John Senden,96,26.09,6,23
200,201,201,Joe Ogilvie,50,20.0,2,10
201,202,202,Chris Smith,103,15.0,3,20
