,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
44,T44,T44,Pat Perez,89,34.62,9,26
45,T44,T44,Kenny Perry,98,34.62,9,26
46,T47,T47,Tom Byrum,77,34.38,11,32
47,T47,T47,Justin Leonard,97,34.38,11,32
48,49,49,Michael Muehr,73,34.21,13,38
49,50,50,Jeff Sluman,118,34.04,16,47
50,T51,T51,Stephen Ames,89,33.33,7,21
51,T51,T51,Olin Browne,107,33.33,11,33
52,T51,T51,Bob Burns,99,33.33,10,30
53,T51,T51,Brad Elder,76,33.33,9,27
54,T51,T51,David Frost,90,33.33,14,42
55,T51,T51,Matt Peterson,80,33.33,11,33
56,T51,T51,John Riegger,88,33.33,7,21
57,58,58,Carlos Franco,107,32.43,12,37
58,59,59,Neal Lancaster,101,32.35,11,34
59,60,60,Fred Funk,106,32.26,10,31
60,T61,T61,Chris Smith,103,32.14,9,28
61,T61,T61,Brian Watts,58,32.14,9,28
62,T63,T63,David Duval,78,31.82,7,22
63,T63,T63,Brad Lardon,59,31.82,7,22
64,T65,T65,Sergio Garcia,79,31.58,6,19
65,T65,T65,Bernhard Langer,55,31.58,6,19
66,67,67,Bryce Molder,65,31.37,16,51
67,T68,T68,Woody Austin,102,31.25,10,32
68,T68,T68,Retief Goosen,56,31.25,5,16
69,T70,T70,Steve Lowery,98,31.03,9,29
70,T70,T70,Heath Slocum,96,31.03,9,29
71,T72,T72,Notah Begay III,76,30.43,7,23
72,T72,T72,Mark Calcavecchia,84,30.43,7,23
73,T72,T72,Scott Dunlap,74,30.43,7,23
74,T72,T72,Ernie Els,68,30.43,7,23
75,76,76,Brian Henninger,66,30.3,10,33
76,T77,T77,Per-Ulrik Johansson,87,30.0,9,30
77,T77,T77,Kirk Triplett,84,30.0,6,20
78,T79,T79,Glen Hnatiuk,95,29.63,8,27
79,T79,T79,Bob Tway,103,29.63,8,27
80,T79,T79,Kaname Yokoo,74,29.63,8,27
81,82,82,Brian Gay,117,29.55,13,44
82,T83,T83,Joe Durant,87,29.41,5,17
83,T83,T83,Vijay Singh,102,29.41,5,17
84,85,85,Skip Kendall,103,29.27,12,41
85,86,86,David Gossett,95,29.17,7,24
86,T87,T87,Mathew Goggin,64,29.03,9,31
87,T87,T87,Jonathan Kaye,83,29.03,9,31
88,T87,T87,Davis Love III,92,29.03,9,31
89,T90,T90,Bart Bryant,69,28.57,8,28
90,T90,T90,John Senden,96,28.57,6,21
91,T90,T90,Scott Simpson,61,28.57,10,35
92,93,93,Tommy Armour III,82,28.13,9,32
93,T94,T94,Tim Herron,102,28.0,7,25
94,T94,T94,Matt Kuchar,82,28.0,7,25
95,T94,T94,Craig Parry,69,28.0,7,25
96,T94,T94,Steve Pate,64,28.0,7,25
97,T94,T94,Joey Sindelar,104,28.0,7,25
98,99,99,Jonathan Byrd,96,27.78,10,36
99,100,100,Brad Faxon,93,27.59,8,29
100,T101,T101,Dennis Paulson,89,27.27,9,33
101,T101,T101,Craig Perks,91,27.27,9,33
102,T101,T101,Craig Stadler,72,27.27,6,22
103,104,104,Greg Chalmers,94,27.08,13,48
104,T105,T105,Paul Claxton,83,27.03,10,37
105,T105,T105,Ian Leggatt,97,27.03,10,37
106,107,107,Chris DiMarco,111,26.92,7,26
107,108,108,Pat Bates,94,26.67,8,30
108,T109,T109,Stewart Cink,92,26.47,9,34
109,T109,T109,Brent Geiberger,95,26.47,9,34
110,T111,T111,Robert Gamez,69,26.32,5,19
111,T111,T111,Geoff Ogilvy,90,26.32,10,38
112,113,113,John Huston,99,26.09,6,23
113,114,114,Dudley Hart,88,25.93,7,27
114,115,115,Kevin Sutherland,96,25.71,9,35
115,116,116,Deane Pappas,90,25.58,11,43
116,T117,T117,Joel Edwards,101,25.0,7,28
117,T117,T117,Scott Hoch,71,25.0,6,24
118,T117,T117,Pete Jordan,78,25.0,8,32
119,T117,T117,Jesper Parnevik,85,25.0,6,24
120,T117,T117,Hidemichi Tanaka,104,25.0,8,32
121,122,122,Paul Gow,99,24.32,9,37
122,123,123,Loren Roberts,93,24.24,8,33
123,124,124,Jay Haas,83,24.0,6,25
124,125,125,Blaine McCallister,75,23.81,5,21
125,126,126,Jay Don Blake,107,23.68,9,38
126,T127,T127,K.J. Choi,93,23.53,8,34
127,T127,T127,J.P. Hayes,78,23.53,8,34
128,T127,T127,Bradley Hughes,60,23.53,4,17
129,T127,T127,Jeff Maggert,83,23.53,4,17
130,T127,T127,Bo Van Pelt,78,23.53,8,34
131,T132,T132,Cameron Beckman,87,23.33,7,30
132,T132,T132,Harrison Frazar,88,23.33,7,30
133,T132,T132,Lee Janzen,101,23.33,7,30
134,T135,T135,Edward Fryatt,94,23.08,9,39
135,T135,T135,Bob Heintz,68,23.08,9,39
136,T135,T135,Kent Jones,105,23.08,9,39
137,T135,T135,Phil Mickelson,97,23.08,6,26
138,T135,T135,Nick Price,69,23.08,3,13
139,T140,T140,Robert Damron,85,22.86,8,35
140,T140,T140,Jeff Gove,89,22.86,8,35
141,T140,T140,Tom Pernice Jr.,101,22.86,8,35
142,T140,T140,Duffy Waldorf,90,22.86,8,35
143,T144,T144,Steve Jones,71,22.73,5,22
144,T144,T144,Frank Lickliter II,94,22.73,5,22
145,T144,T144,David Morland IV,58,22.73,5,22
146,T147,T147,Fulton Allem,64,22.22,4,18
147,T147,T147,J.J. Henry,112,22.22,6,27
148,T147,T147,Dicky Pride,51,22.22,6,27
149,T147,T147,Garrett Willis,80,22.22,8,36
150,T151,T151,Chad Campbell,111,21.88,7,32
151,T151,T151,J.L. Lewis,98,21.88,7,32
152,153,153,Grant Waite,98,21.57,11,51
153,T154,T154,Billy Mayfair,99,21.43,6,28
154,T154,T154,Shaun Micheel,100,21.43,6,28
155,T154,T154,David Peoples,105,21.43,6,28
156,157,157,Brandel Chamblee,85,21.21,7,33
157,T158,T158,Donnie Hammond,60,20.83,5,24
158,T158,T158,Shigeki Maruyama,87,20.83,5,24
159,T158,T158,Joe Ogilvie,50,20.83,5,24
160,T158,T158,Corey Pavin,78,20.83,5,24
161,162,162,John Rollins,124,20.51,8,39
162,T163,T163,Robert Allenby,96,20.0,7,35
163,T163,T163,Matt Gogel,79,20.0,5,25
164,T163,T163,Mark O'Meara,68,20.0,3,15
165,T163,T163,Esteban Toledo,106,20.0,5,25
166,167,167,Scott McCarron,106,19.51,8,41
167,168,168,Brian Bateman,94,19.44,7,36
168,169,169,Tommy Tolles,64,19.35,6,31
169,170,170,Rocco Mediate,79,18.75,3,16
170,T171,T171,Stephen Gangluff,75,17.95,7,39
171,T171,T171,Richard Zokol,53,17.95,7,39
172,T173,T173,Fred Couples,64,17.65,3,17
173,T173,T173,Glen Day,107,17.65,6,34
174,T173,T173,Eduardo Herrera,59,17.65,6,34
175,176,176,Steve Elkington,82,17.24,5,29
176,177,177,Tim Petrovic,92,16.67,4,24
177,178,178,Tom Scherrer,98,16.13,5,31
178,T179,T179,John Daly,62,16.0,4,25
179,T179,T179,Rod Pampling,98,16.0,4,25
180,T181,T181,Jeff Brehaut,87,15.79,6,38
181,T181,T181,Jim Furyk,88,15.79,3,19
182,T181,T181,Brett Wetterich,89,15.79,6,38
183,T184,T184,Rich Beem,99,15.38,4,26
184,T184,T184,Brenden Pappas,62,15.38,4,26
185,T186,T186,Paul Goydos,66,14.29,3,21
186,T186,T186,Kenneth Staton,104,14.29,4,28
187,T186,T186,Jay Williamson,91,14.29,5,35
188,189,189,Steve Allan,93,13.16,5,38
189,190,190,Tripp Isenhour,68,12.9,4,31
190,191,191,Jerry Smith,91,12.82,5,39
191,192,192,Frank Nobilo,94,12.5,5,40
192,193,193,"David Berganio, Jr.",80,11.76,2,17
193,T194,T194,Mike Hulbert,55,11.54,3,26
194,T194,T194,Miguel Angel Jiménez,60,11.54,3,26
195,T196,T196,Dan Forsman,83,11.11,2,18
196,T196,T196,Robin Freeman,79,11.11,3,27
197,198,198,Paul Stankowski,100,10.34,3,29
198,199,199,Russ Cochran,68,9.52,2,21
199,200,200,Stuart Appleby,97,8.0,2,25
200,201,201,Boo Weekley,57,7.14,1,14
201,202,202,Jason Hill,59,6.25,1,16
