,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Scott Verplank,93,"6' 4""",171.25,27,61
1,2,2,Paul Goydos,66,"7' 4""",213.333,29,138
2,3,3,Tom Byrum,77,"7' 6""",165.0,22,3
3,T4,T4,Paul Azinger,69,"7' 10""",132.917,17,125
4,T4,T4,Shaun Micheel,100,"7' 10""",351.0,45,72
5,6,6,Mark O'Meara,68,"8' 0""",127.833,16,82
6,7,7,John Cook,85,"8' 2""",163.833,20,102
7,8,8,Jeff Sluman,118,"8' 3""",305.33299999999997,37,30
8,9,9,Robert Damron,85,"8' 4""",376.417,45,141
9,T10,T10,Steve Elkington,82,"8' 5""",320.0,38,52
10,T10,T10,J.P. Hayes,78,"8' 5""",253.0,30,64
11,T10,T10,Jerry Kelly,99,"8' 5""",344.167,41,6
12,T13,T13,Greg Kraft,86,"8' 6""",322.08299999999997,38,63
13,T13,T13,Ian Leggatt,97,"8' 6""",289.33299999999997,34,153
14,15,15,Nick Price,69,"8' 7""",232.75,27,4
15,16,16,Geoff Ogilvy,90,"8' 8""",269.16700000000003,31,155
16,17,17,Billy Andrade,100,"8' 10""",469.333,53,75
17,T18,T18,Stephen Ames,89,"8' 11""",276.58299999999997,31,21
18,T18,T18,Craig Perks,91,"8' 11""",249.917,28,70
19,T20,T20,Tim Clark,76,"9' 0""",289.0,32,66
20,T20,T20,Justin Leonard,97,"9' 0""",331.5,37,37
21,T20,T20,Lee Porter,91,"9' 0""",430.5,48,73
22,T23,T23,Brandel Chamblee,85,"9' 1""",335.417,37,55
23,T23,T23,Tiger Woods,69,"9' 1""",218.0,24,1
24,T25,T25,Sergio Garcia,79,"9' 2""",201.833,22,134
25,T25,T25,Shigeki Maruyama,87,"9' 2""",267.0,29,85
26,T25,T25,Steve Stricker,68,"9' 2""",292.0,32,92
27,T28,T28,Steve Allan,93,"9' 3""",397.417,43,177
28,T28,T28,Woody Austin,102,"9' 3""",443.667,48,118
29,T28,T28,David Gossett,95,"9' 3""",287.83299999999997,31,67
30,T28,T28,Bob Heintz,68,"9' 3""",304.25,33,194
