,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,1,Dennis Paulson,89,"5' 2""",470.25,91,112
1,2,2,Craig Barlow,62,"6' 0""",388.417,65,114
2,T3,T3,Jerry Kelly,99,"6' 2""",540.0830000000001,87,6
3,T3,T3,Tom Scherrer,98,"6' 2""",508.5,83,130
4,T5,T5,Brad Faxon,93,"6' 3""",396.0,63,50
5,T5,T5,Jonathan Kaye,83,"6' 3""",486.167,78,27
6,T7,T7,Stuart Appleby,97,"6' 4""",499.833,79,129
7,T7,T7,Brian Gay,117,"6' 4""",533.5830000000001,84,33
8,T7,T7,José María Olazábal,71,"6' 4""",378.417,60,23
9,T10,T10,David Peoples,105,"6' 5""",553.75,86,42
10,T10,T10,Jeff Sluman,118,"6' 5""",626.3330000000001,97,30
11,T12,T12,John Cook,85,"6' 6""",392.417,60,102
12,T12,T12,Joe Durant,87,"6' 6""",298.16700000000003,46,86
13,T12,T12,Tim Herron,102,"6' 6""",501.417,77,45
14,T15,T15,Dan Forsman,83,"6' 7""",509.667,77,24
15,T15,T15,Rod Pampling,98,"6' 7""",532.0,81,11
16,T15,T15,Steve Stricker,68,"6' 7""",309.58299999999997,47,92
17,T15,T15,Esteban Toledo,106,"6' 7""",553.8330000000001,84,14
18,T19,T19,Jim Carter,98,"6' 8""",522.5830000000001,78,15
19,T19,T19,Nick Price,69,"6' 8""",407.417,61,4
20,T21,T21,Robert Allenby,96,"6' 9""",550.6669999999999,82,104
21,T21,T21,Pat Bates,94,"6' 9""",608.0830000000001,90,68
22,T21,T21,Retief Goosen,56,"6' 9""",317.0,47,58
23,T21,T21,Glen Hnatiuk,95,"6' 9""",572.3330000000001,85,8
24,T25,T25,Cameron Beckman,87,"6' 10""",489.417,72,36
25,T25,T25,José Coceres,51,"6' 10""",425.583,62,53
26,T25,T25,Luke Donald,106,"6' 10""",536.0,78,80
27,T25,T25,Shaun Micheel,100,"6' 10""",650.1669999999999,95,72
28,T25,T25,Bryce Molder,65,"6' 10""",457.167,67,151
29,T30,T30,David Frost,90,"6' 11""",484.833,70,88
30,T30,T30,Matt Gogel,79,"6' 11""",485.5,70,69
31,T30,T30,Lee Janzen,101,"6' 11""",483.083,70,180
32,T30,T30,Peter Lonard,93,"6' 11""",504.5,73,10
33,T30,T30,Phil Mickelson,97,"6' 11""",653.25,94,47
34,T35,T35,Michael Allen,76,"7' 0""",483.417,69,145
35,T35,T35,K.J. Choi,93,"7' 0""",580.0,83,90
36,T35,T35,Scott Dunlap,74,"7' 0""",506.583,72,198
37,T35,T35,Scott Hoch,71,"7' 0""",335.75,48,28
38,T35,T35,Davis Love III,92,"7' 0""",631.4169999999999,90,31
39,T35,T35,Bob Tway,103,"7' 0""",549.0830000000001,78,31
40,T41,T41,Bart Bryant,69,"7' 1""",411.833,58,94
41,T41,T41,Bob Estes,93,"7' 1""",451.583,64,97
42,T41,T41,Steve Jones,71,"7' 1""",311.16700000000003,44,157
43,T41,T41,Steve Lowery,98,"7' 1""",644.5830000000001,91,144
44,T41,T41,Andrew Magee,91,"7' 1""",542.3330000000001,77,62
45,T41,T41,Len Mattiace,106,"7' 1""",774.6669999999999,109,9
46,T41,T41,Joey Sindelar,104,"7' 1""",521.6669999999999,74,188
47,T48,T48,Stephen Ames,89,"7' 2""",492.75,69,21
48,T48,T48,Bob Burns,99,"7' 2""",633.9169999999999,88,19
49,T48,T48,John Daly,62,"7' 2""",335.917,47,189
50,T48,T48,Sergio Garcia,79,"7' 2""",587.3330000000001,82,134
51,T48,T48,Donnie Hammond,60,"7' 2""",352.0,49,142
52,T48,T48,Brian Henninger,66,"7' 2""",445.833,62,154
53,T48,T48,John Senden,96,"7' 2""",527.4169999999999,74,97
54,T48,T48,Garrett Willis,80,"7' 2""",693.3330000000001,97,193
55,T56,T56,Briny Baird,110,"7' 3""",688.25,95,90
56,T56,T56,Steve Elkington,82,"7' 3""",440.0,61,52
57,T56,T56,Dudley Hart,88,"7' 3""",513.0830000000001,71,87
58,T56,T56,Michael Muehr,73,"7' 3""",382.5,53,163
59,T60,T60,Greg Chalmers,94,"7' 4""",521.25,71,170
60,T60,T60,Brandel Chamblee,85,"7' 4""",681.1669999999999,93,55
61,T60,T60,David Duval,78,"7' 4""",460.083,63,147
62,T60,T60,Carlos Franco,107,"7' 4""",680.3330000000001,93,65
63,T60,T60,Fred Funk,106,"7' 4""",566.6669999999999,77,21
64,T60,T60,Steve Pate,64,"7' 4""",351.25,48,183
65,T60,T60,Boo Weekley,57,"7' 4""",408.833,56,191
66,T60,T60,Mike Weir,94,"7' 4""",511.417,70,152
67,T68,T68,Michael Clark II,97,"7' 5""",665.0,90,113
68,T68,T68,Tim Clark,76,"7' 5""",430.0,58,66
69,T68,T68,Matt Kuchar,82,"7' 5""",529.4169999999999,71,54
70,T68,T68,Neal Lancaster,101,"7' 5""",662.1669999999999,89,38
71,T68,T68,Mark O'Meara,68,"7' 5""",298.16700000000003,40,82
72,T68,T68,John Riegger,88,"7' 5""",592.3330000000001,80,49
73,T68,T68,Scott Simpson,61,"7' 5""",445.5,60,117
74,T68,T68,Grant Waite,98,"7' 5""",664.25,90,18
75,T76,T76,Stewart Cink,92,"7' 6""",427.917,57,78
76,T76,T76,Russ Cochran,68,"7' 6""",532.3330000000001,71,108
77,T76,T76,Chris DiMarco,111,"7' 6""",621.5,83,20
78,T76,T76,Peter Jacobsen,67,"7' 6""",412.083,55,26
79,T76,T76,Ian Leggatt,97,"7' 6""",646.9169999999999,86,153
80,T76,T76,Lee Porter,91,"7' 6""",715.3330000000001,95,73
81,T82,T82,Fulton Allem,64,"7' 7""",377.083,50,166
