,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
23,T22,T22,Shaun Micheel,100,"6' 8""",1.766,22,72
24,T22,T22,Loren Roberts,93,"6' 8""",2.009,25,12
25,T22,T22,Mike Sposa,111,"6' 8""",2.399,30,13
26,T27,T27,Billy Andrade,100,"6' 9""",2.2769999999999997,28,75
27,T27,T27,Jason Hill,59,"6' 9""",0.977,12,200
28,T27,T27,Kent Jones,105,"6' 9""",1.8519999999999999,23,123
29,T27,T27,David Peoples,105,"6' 9""",2.025,25,42
30,T31,T31,Rich Beem,99,"6' 10""",2.218,27,136
31,T31,T31,Andrew Magee,91,"6' 10""",1.883,23,62
32,T31,T31,David Morland IV,58,"6' 10""",1.8090000000000002,22,100
33,T34,T34,Jonathan Byrd,96,"6' 11""",2.167,26,93
34,T34,T34,Lee Porter,91,"6' 11""",2.5789999999999997,31,73
35,T34,T34,David Toms,106,"6' 11""",2.3930000000000002,29,51
36,T37,T37,Brandel Chamblee,85,"7' 0""",2.009,24,55
37,T37,T37,Jim Furyk,88,"7' 0""",1.169,14,7
38,T39,T39,John Daly,62,"7' 1""",1.357,16,189
39,T39,T39,Frank Nobilo,94,"7' 1""",2.627,31,127
40,T39,T39,Mark O'Meara,68,"7' 1""",0.51,6,82
41,T39,T39,Geoff Ogilvy,90,"7' 1""",2.7289999999999996,32,155
42,T39,T39,Dennis Paulson,89,"7' 1""",1.7,20,112
43,T44,T44,Craig Barlow,62,"7' 2""",1.886,22,114
44,T44,T44,Robert Damron,85,"7' 2""",2.9960000000000004,35,141
45,T44,T44,Pete Jordan,78,"7' 2""",2.056,24,173
46,T47,T47,Retief Goosen,56,"7' 4""",1.225,14,58
47,T47,T47,Franklin Langham,72,"7' 4""",2.2969999999999997,26,147
48,T47,T47,Ian Leggatt,97,"7' 4""",2.374,27,153
49,T47,T47,Tim Petrovic,92,"7' 4""",1.676,19,38
50,T51,T51,Tommy Armour III,82,"7' 5""",1.685,19,184
51,T51,T51,Pat Bates,94,"7' 5""",2.8369999999999997,32,68
52,T51,T51,Scott Dunlap,74,"7' 5""",1.511,17,198
53,T51,T51,Sergio Garcia,79,"7' 5""",0.977,11,134
54,T51,T51,Joey Sindelar,104,"7' 5""",1.959,22,188
55,T56,T56,Chris DiMarco,111,"7' 6""",2.343,26,20
56,T56,T56,Bob Estes,93,"7' 6""",2.24,25,97
57,T56,T56,J.P. Hayes,78,"7' 6""",1.7069999999999999,19,64
58,T56,T56,Brad Lardon,59,"7' 6""",1.354,15,201
59,T56,T56,Mike Weir,94,"7' 6""",1.98,22,152
60,T61,T61,Peter Jacobsen,67,"7' 8""",1.745,19,26
61,T61,T61,Gary Nicklaus,66,"7' 8""",1.661,18,185
62,T63,T63,Briny Baird,110,"7' 9""",2.522,27,90
63,T63,T63,José Coceres,51,"7' 9""",1.48,16,53
64,T63,T63,Carlos Franco,107,"7' 9""",2.224,24,65
65,T63,T63,Brian Gay,117,"7' 9""",1.858,20,33
66,T63,T63,Michael Long,71,"7' 9""",1.3030000000000002,14,175
67,T63,T63,Jeff Maggert,83,"7' 9""",1.666,18,74
68,T63,T63,Dicky Pride,51,"7' 9""",1.5830000000000002,17,196
69,T63,T63,Garrett Willis,80,"7' 9""",3.4560000000000004,37,193
70,T71,T71,Michael Allen,76,"7' 10""",2.164,23,145
71,T71,T71,David Frost,90,"7' 10""",2.736,29,88
72,T71,T71,Matt Kuchar,82,"7' 10""",1.78,19,54
73,T71,T71,Billy Mayfair,99,"7' 10""",2.171,23,57
74,T75,T75,David Gossett,95,"7' 11""",1.892,20,67
75,T75,T75,Shigeki Maruyama,87,"7' 11""",1.3359999999999999,14,85
76,T75,T75,Scott Simpson,61,"7' 11""",2.097,22,117
77,T78,T78,Skip Kendall,103,"8' 0""",2.592,27,16
78,T78,T78,Len Mattiace,106,"8' 0""",2.985,31,9
79,T80,T80,Rocco Mediate,79,"8' 1""",1.361,14,58
80,T80,T80,Tom Scherrer,98,"8' 1""",2.3209999999999997,24,130
81,T80,T80,John Senden,96,"8' 1""",2.824,29,97
82,T83,T83,Brian Bateman,94,"8' 2""",1.9509999999999998,20,149
83,T83,T83,Stephen Gangluff,75,"8' 2""",1.955,20,100
84,T83,T83,Paul Gow,99,"8' 2""",3.222,33,167
85,T83,T83,Jay Haas,83,"8' 2""",0.975,10,17
86,T83,T83,Justin Leonard,97,"8' 2""",2.5469999999999997,26,37
87,T83,T83,Esteban Toledo,106,"8' 2""",2.853,29,14
88,T89,T89,Steve Allan,93,"8' 3""",2.085,21,177
89,T89,T89,Spike McRoy,69,"8' 3""",2.084,21,160
90,T91,T91,J.J. Henry,112,"8' 4""",2.7939999999999996,28,156
91,T91,T91,Nick Price,69,"8' 4""",1.3019999999999998,13,4
92,T91,T91,Bob Tway,103,"8' 4""",1.791,18,31
93,T94,T94,Steve Flesch,110,"8' 5""",2.431,24,119
94,T94,T94,Robert Gamez,69,"8' 5""",2.516,25,121
95,T94,T94,Scott Hoch,71,"8' 5""",1.11,11,28
96,T94,T94,Matt Peterson,80,"8' 5""",2.529,25,76
97,T98,T98,Chad Campbell,111,"8' 6""",2.454,24,88
98,T98,T98,David Duval,78,"8' 6""",1.945,19,147
99,T98,T98,Dan Forsman,83,"8' 6""",2.5540000000000003,25,24
100,T98,T98,Carl Paulson,84,"8' 6""",2.7439999999999998,27,186
101,T98,T98,Pat Perez,89,"8' 6""",2.3569999999999998,23,46
102,103,103,Tom Pernice Jr.,101,"8' 7""",1.8619999999999999,18,105
103,T104,T104,Fred Funk,106,"8' 8""",1.867,18,21
104,T104,T104,Jerry Kelly,99,"8' 8""",2.612,25,6
105,T106,T106,Paul Azinger,69,"8' 9""",1.784,17,125
106,T106,T106,Steve Elkington,82,"8' 9""",2.521,24,52
107,T106,T106,Kenny Perry,98,"8' 9""",2.7239999999999998,26,99
108,T109,T109,Mike Hulbert,55,"8' 10""",1.588,15,164
109,T109,T109,Jonathan Kaye,83,"8' 10""",3.193,30,27
110,T109,T109,Corey Pavin,78,"8' 10""",1.795,17,115
111,T112,T112,Tom Byrum,77,"8' 11""",1.7180000000000002,16,3
112,T112,T112,Ernie Els,68,"8' 11""",1.5,14,29
113,T112,T112,Chris Smith,103,"8' 11""",2.461,23,182
114,T115,T115,Charles Howell III,118,"9' 0""",2.799,26,81
115,T115,T115,John Huston,99,"9' 0""",1.9409999999999998,18,35
116,T115,T115,Michael Muehr,73,"9' 0""",2.048,19,163
117,T118,T118,Jay Don Blake,107,"9' 1""",3.0380000000000003,28,79
118,T118,T118,Steve Lowery,98,"9' 1""",3.2760000000000002,30,144
119,T118,T118,Bob May,91,"9' 1""",2.845,26,56
120,T118,T118,Craig Parry,69,"9' 1""",2.622,24,119
121,T118,T118,Hal Sutton,74,"9' 1""",2.609,24,122
122,T123,T123,Stewart Cink,92,"9' 2""",2.2030000000000003,20,78
123,T123,T123,Bob Heintz,68,"9' 2""",2.094,19,194
124,T125,T125,K.J. Choi,93,"9' 3""",2.785,25,90
125,T125,T125,Jeff Gove,89,"9' 3""",3.562,32,133
126,T125,T125,Chris Riley,104,"9' 3""",2.898,26,2
127,T128,T128,Jeff Brehaut,87,"9' 4""",4.019,36,140
128,T128,T128,Tom Lehman,78,"9' 4""",1.344,12,169
129,T128,T128,John Rollins,124,"9' 4""",3.487,31,44
130,T128,T128,Kenneth Staton,104,"9' 4""",3.907,35,157
131,T128,T128,Duffy Waldorf,90,"9' 4""",2.577,23,77
132,T128,T128,Tiger Woods,69,"9' 4""",1.01,9,1
133,T134,T134,Fulton Allem,64,"9' 5""",2.477,22,166
134,T134,T134,Brad Elder,76,"9' 5""",3.161,28,168
135,T134,T134,Greg Kraft,86,"9' 5""",3.3939999999999997,30,63
136,T134,T134,Davis Love III,92,"9' 5""",2.6060000000000003,23,31
137,T134,T134,Deane Pappas,90,"9' 5""",1.6909999999999998,15,191
138,T139,T139,Scott McCarron,106,"9' 6""",3.302,29,159
139,T139,T139,Bryce Molder,65,"9' 6""",1.821,16,151
140,T141,T141,Ben Crane,91,"9' 7""",2.998,26,111
141,T141,T141,Steve Jones,71,"9' 7""",1.489,13,157
142,T141,T141,Brett Wetterich,89,"9' 7""",3.908,34,197
143,144,144,José María Olazábal,71,"9' 8""",2.197,19,23
144,T145,T145,Robin Freeman,79,"9' 9""",3.385,29,195
145,T145,T145,Jay Williamson,91,"9' 9""",2.565,22,103
146,T147,T147,Matt Gogel,79,"9' 10""",1.6540000000000001,14,69
147,T147,T147,Paul Stankowski,100,"9' 10""",2.8310000000000004,24,174
148,T147,T147,Kirk Triplett,84,"9' 10""",2.115,18,48
149,T150,T150,Paul Claxton,83,"9' 11""",3.4539999999999997,29,146
150,T150,T150,Fred Couples,64,"9' 11""",2.253,19,60
151,T150,T150,Joel Edwards,101,"9' 11""",3.569,30,5
152,T150,T150,Brett Quigley,93,"9' 11""",3.213,27,125
153,T154,T154,Brent Geiberger,95,"10' 0""",3.245,27,128
154,T154,T154,Joe Ogilvie,50,"10' 0""",1.92,16,172
155,T154,T154,Richard Zokol,53,"10' 0""",2.043,17,139
156,T157,T157,Jesper Parnevik,85,"10' 1""",2.291,19,131
157,T157,T157,Hidemichi Tanaka,104,"10' 1""",4.36,36,124
158,T159,T159,Mark Brooks,97,"10' 2""",2.189,18,96
159,T159,T159,Phil Mickelson,97,"10' 2""",4.274,35,47
160,161,161,Lee Janzen,101,"10' 3""",1.9680000000000002,16,180
161,162,162,Miguel Angel Jiménez,60,"10' 4""",2.6,21,106
162,163,163,Notah Begay III,76,"10' 6""",3.16,25,150
163,T164,T164,Mark Calcavecchia,84,"10' 7""",1.9069999999999998,15,176
164,T164,T164,Bo Van Pelt,78,"10' 7""",3.438,27,202
165,T166,T166,Michael Clark II,97,"10' 8""",4.0889999999999995,32,113
166,T166,T166,Boo Weekley,57,"10' 8""",2.425,19,191
167,T168,T168,Stephen Ames,89,"10' 11""",1.97,15,21
168,T168,T168,Cameron Beckman,87,"10' 11""",3.287,25,36
169,T168,T168,Paul Goydos,66,"10' 11""",1.706,13,138
170,T168,T168,Brandt Jobe,94,"10' 11""",4.074,31,161
171,T172,T172,Bradley Hughes,60,"11' 0""",1.722,13,190
172,T172,T172,J.L. Lewis,98,"11' 0""",4.078,31,71
173,T172,T172,Craig Perks,91,"11' 0""",2.112,16,70
174,175,175,Craig Stadler,72,"11' 1""",1.6,12,137
175,T176,T176,Bart Bryant,69,"11' 2""",2.537,19,94
176,T176,T176,Brad Faxon,93,"11' 2""",2.274,17,50
177,T176,T176,Kaname Yokoo,74,"11' 2""",3.764,28,162
178,179,179,Brenden Pappas,62,"11' 3""",2.3,17,199
179,T180,T180,Robert Allenby,96,"11' 4""",4.746,35,104
180,T180,T180,Dudley Hart,88,"11' 4""",2.7119999999999997,20,87
181,T180,T180,Eduardo Herrera,59,"11' 4""",2.449,18,187
182,183,183,Brian Henninger,66,"11' 7""",1.944,14,154
183,184,184,Peter Lonard,93,"11' 10""",2.41,17,10
184,185,185,Jerry Smith,91,"11' 11""",4.2780000000000005,30,165
185,T186,T186,John Riegger,88,"12' 0""",3.6069999999999998,25,49
186,T186,T186,Tommy Tolles,64,"12' 0""",3.877,27,178
187,188,188,"David Berganio, Jr.",80,"12' 1""",2.753,19,143
188,T189,T189,Harrison Frazar,88,"12' 2""",3.64,25,107
189,T189,T189,Brian Watts,58,"12' 2""",1.7480000000000002,12,83
190,191,191,Bob Burns,99,"12' 7""",3.778,25,19
191,192,192,Glen Day,107,"12' 9""",5.353,35,34
192,193,193,Grant Waite,98,"12' 11""",4.343999999999999,28,18
193,T194,T194,Olin Browne,107,"13' 1""",5.486000000000001,35,41
194,T194,T194,Rory Sabbatini,69,"13' 1""",3.6189999999999998,23,83
195,196,196,Russ Cochran,68,"14' 3""",3.253,19,108
196,197,197,Heath Slocum,96,"14' 11""",2.1519999999999997,12,116
197,198,198,Edward Fryatt,94,"15' 0""",3.9539999999999997,22,179
198,199,199,Vijay Singh,102,"15' 10""",3.4189999999999996,18,25
199,200,200,Blaine McCallister,75,"16' 3""",3.509,18,181
200,201,201,Mathew Goggin,64,"18' 5""",3.5389999999999997,16,109
201,202,202,Steve Pate,64,"19' 2""",3.687,16,183
