,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
0,1,1,Nick Price,69,0.337,95,32.0
1,2,2,David Morland IV,58,0.345,145,50.0
2,3,3,Chris Riley,104,0.34600000000000003,208,72.0
3,4,4,Tom Byrum,77,0.35100000000000003,154,54.0
4,5,5,Len Mattiace,106,0.35600000000000004,191,68.0
5,6,6,Matt Kuchar,82,0.36700000000000005,158,58.0
6,7,7,Peter Lonard,93,0.37,154,57.0
7,8,8,John Huston,99,0.37200000000000005,145,54.0
8,9,9,John Cook,85,0.38299999999999995,141,54.0
9,10,10,Loren Roberts,93,0.391,161,63.0
10,11,11,Stephen Ames,89,0.397,156,62.0
11,12,12,Olin Browne,107,0.39899999999999997,183,73.0
12,13,13,Corey Pavin,78,0.40399999999999997,161,65.0
13,14,14,Chris DiMarco,111,0.41100000000000003,168,69.0
14,T15,T15,J.L. Lewis,98,0.414,186,77.0
15,T15,T15,José María Olazábal,71,0.414,111,46.0
16,T17,T17,Jonathan Kaye,83,0.41600000000000004,178,74.0
17,T17,T17,Mark O'Meara,68,0.41600000000000004,101,42.0
18,19,19,Justin Leonard,97,0.419,124,52.0
19,20,20,Carlos Franco,107,0.424,203,86.0
20,21,21,Steve Stricker,68,0.426,122,52.0
21,22,22,Joel Edwards,101,0.42700000000000005,171,73.0
22,23,23,Jim Carter,98,0.428,173,74.0
23,T24,T24,Jay Don Blake,107,0.429,198,85.0
24,T24,T24,Tiger Woods,69,0.429,105,45.0
25,T26,T26,Craig Barlow,62,0.43,114,49.0
26,T26,T26,Bob Estes,93,0.43,93,40.0
27,T26,T26,Scott Hoch,71,0.43,114,49.0
28,T26,T26,Duffy Waldorf,90,0.43,193,83.0
29,30,30,Donnie Hammond,60,0.433,97,42.0
30,31,31,Mike Sposa,111,0.434,226,98.0
31,T32,T32,Brian Gay,117,0.435,207,90.0
32,T32,T32,Esteban Toledo,106,0.435,193,84.0
33,34,34,Bob Burns,99,0.436,195,85.0
34,35,35,David Peoples,105,0.43799999999999994,208,91.0
35,36,36,Jeff Maggert,83,0.441,143,63.0
36,37,37,Joe Durant,87,0.442,104,46.0
37,T38,T38,Lee Janzen,101,0.444,160,71.0
38,T38,T38,Frank Nobilo,94,0.444,171,76.0
39,40,40,Jerry Kelly,99,0.445,155,69.0
40,T41,T41,Tim Herron,102,0.446,204,91.0
41,T41,T41,Charles Howell III,118,0.446,175,78.0
42,T43,T43,Rod Pampling,98,0.447,190,85.0
43,T43,T43,Lee Porter,91,0.447,197,88.0
44,45,45,Luke Donald,106,0.449,187,84.0
45,46,46,Fred Funk,106,0.45,171,77.0
46,47,47,Skip Kendall,103,0.451,193,87.0
47,48,48,Craig Parry,69,0.45299999999999996,117,53.0
48,T49,T49,Tom Pernice Jr.,101,0.45399999999999996,207,94.0
49,T49,T49,John Rollins,124,0.45399999999999996,240,109.0
50,51,51,Steve Elkington,82,0.455,165,75.0
51,52,52,Michael Clark II,97,0.456,171,78.0
52,53,53,Matt Peterson,80,0.457,138,63.0
53,T54,T54,Brad Faxon,93,0.45799999999999996,142,65.0
54,T54,T54,Glen Hnatiuk,95,0.45799999999999996,153,70.0
55,T56,T56,Harrison Frazar,88,0.46,202,93.0
56,T56,T56,Steve Lowery,98,0.46,174,80.0
57,T56,T56,Andrew Magee,91,0.46,200,92.0
58,T59,T59,K.J. Choi,93,0.46299999999999997,164,76.0
59,T59,T59,John Riegger,88,0.46299999999999997,162,75.0
60,61,61,Kirk Triplett,84,0.46399999999999997,125,58.0
61,62,62,J.P. Hayes,78,0.466,146,68.0
62,T63,T63,José Coceres,51,0.467,75,35.0
63,T63,T63,Kent Jones,105,0.467,225,105.0
64,65,65,Brent Geiberger,95,0.469,162,76.0
65,66,66,Paul Claxton,83,0.47,202,95.0
66,67,67,Cameron Beckman,87,0.47100000000000003,153,72.0
67,T68,T68,Rich Beem,99,0.47200000000000003,180,85.0
68,T68,T68,Glen Day,107,0.47200000000000003,199,94.0
69,T68,T68,Retief Goosen,56,0.47200000000000003,53,25.0
70,T68,T68,Scott Verplank,93,0.47200000000000003,123,58.0
71,72,72,Greg Kraft,86,0.473,182,86.0
72,T73,T73,Hal Sutton,74,0.474,97,46.0
73,T73,T73,David Toms,106,0.474,152,72.0
74,T73,T73,Kaname Yokoo,74,0.474,173,82.0
75,T76,T76,Jess Daley,76,0.475,177,84.0
76,T76,T76,Brian Henninger,66,0.475,141,67.0
77,T78,T78,Tommy Armour III,82,0.47600000000000003,168,80.0
78,T78,T78,Brad Elder,76,0.47600000000000003,164,78.0
79,T78,T78,Kenny Perry,98,0.47600000000000003,164,78.0
80,T78,T78,Vijay Singh,102,0.47600000000000003,145,69.0
81,T82,T82,Jonathan Byrd,96,0.47700000000000004,222,106.0
82,T82,T82,Neal Lancaster,101,0.47700000000000004,214,102.0
83,T82,T82,Scott Simpson,61,0.47700000000000004,149,71.0
84,T85,T85,Stuart Appleby,97,0.479,163,78.0
85,T85,T85,John Senden,96,0.479,169,81.0
86,87,87,Paul Goydos,66,0.48,127,61.0
87,88,88,Spike McRoy,69,0.48200000000000004,137,66.0
88,T89,T89,Craig Perks,91,0.483,172,83.0
89,T89,T89,Rory Sabbatini,69,0.483,116,56.0
90,T89,T89,Bob Tway,103,0.483,147,71.0
91,T92,T92,Blaine McCallister,75,0.484,122,59.0
92,T92,T92,Carl Paulson,84,0.484,159,77.0
93,T94,T94,Billy Andrade,100,0.485,202,98.0
94,T94,T94,Briny Baird,110,0.485,194,94.0
95,96,96,Kevin Sutherland,96,0.48700000000000004,150,73.0
96,97,97,Bernhard Langer,55,0.488,80,39.0
97,T98,T98,Fulton Allem,64,0.489,131,64.0
98,T98,T98,Matt Gogel,79,0.489,137,67.0
99,T100,T100,Bob May,91,0.49,198,97.0
100,T100,T100,Phil Mickelson,97,0.49,149,73.0
101,102,102,Jim Furyk,88,0.491,114,56.0
102,T103,T103,Paul Azinger,69,0.49200000000000005,126,62.0
103,T103,T103,Tim Clark,76,0.49200000000000005,124,61.0
104,T103,T103,David Gossett,95,0.49200000000000005,177,87.0
105,T103,T103,Mike Hulbert,55,0.49200000000000005,122,60.0
106,T107,T107,Stewart Cink,92,0.493,140,69.0
107,T107,T107,Hidemichi Tanaka,104,0.493,205,101.0
108,109,109,Peter Jacobsen,67,0.495,103,51.0
109,110,110,Russ Cochran,68,0.496,127,63.0
110,T111,T111,Ben Crane,91,0.49700000000000005,187,93.0
111,T111,T111,Per-Ulrik Johansson,87,0.49700000000000005,173,86.0
112,T111,T111,Tim Petrovic,92,0.49700000000000005,171,85.0
113,T111,T111,Grant Waite,98,0.49700000000000005,195,97.0
114,T115,T115,Ernie Els,68,0.5,106,53.0
115,T115,T115,Steve Flesch,110,0.5,200,100.0
116,T115,T115,Jay Haas,83,0.5,142,71.0
117,T115,T115,Rocco Mediate,79,0.5,110,55.0
118,T115,T115,Tom Scherrer,98,0.5,194,97.0
119,T115,T115,Heath Slocum,96,0.5,192,96.0
120,T115,T115,Brian Watts,58,0.5,138,69.0
121,T122,T122,Robert Allenby,96,0.503,147,74.0
122,T122,T122,Mark Brooks,97,0.503,169,85.0
123,124,124,Tom Lehman,78,0.505,103,52.0
124,T125,T125,Michael Allen,76,0.507,207,105.0
125,T125,T125,Shigeki Maruyama,87,0.507,138,70.0
126,127,127,Pat Perez,89,0.508,189,96.0
127,128,128,Notah Begay III,76,0.509,163,83.0
128,T129,T129,Dan Forsman,83,0.511,135,69.0
129,T129,T129,Frank Lickliter II,94,0.511,139,71.0
130,T131,T131,Sergio Garcia,79,0.512,123,63.0
131,T131,T131,Craig Stadler,72,0.512,123,63.0
132,133,133,Michael Long,71,0.513,154,79.0
133,T134,T134,Pat Bates,94,0.514,146,75.0
134,T134,T134,Jesper Parnevik,85,0.514,144,74.0
135,T136,T136,Edward Fryatt,94,0.516,219,113.0
136,T136,T136,Joe Ogilvie,50,0.516,161,83.0
137,138,138,J.J. Henry,112,0.517,176,91.0
138,139,139,Chad Campbell,111,0.518,199,103.0
139,T140,T140,Davis Love III,92,0.521,165,86.0
140,T140,T140,Jay Williamson,91,0.521,167,87.0
141,T142,T142,Woody Austin,102,0.524,231,121.0
142,T142,T142,"David Berganio, Jr.",80,0.524,147,77.0
143,T142,T142,Geoff Ogilvy,90,0.524,185,97.0
144,145,145,Mark Calcavecchia,84,0.526,152,80.0
145,T146,T146,Brian Bateman,94,0.528,178,94.0
146,T146,T146,Jeff Sluman,118,0.528,161,85.0
147,T146,T146,Jerry Smith,91,0.528,180,95.0
148,149,149,Ian Leggatt,97,0.529,170,90.0
149,T150,T150,Bart Bryant,69,0.531,113,60.0
150,T150,T150,Paul Stankowski,100,0.531,226,120.0
151,T152,T152,Robin Freeman,79,0.532,173,92.0
152,T152,T152,Robert Gamez,69,0.532,124,66.0
153,T152,T152,Billy Mayfair,99,0.532,156,83.0
154,155,155,Jeff Gove,89,0.5329999999999999,195,104.0
155,156,156,Phil Tataurangi,88,0.534,178,95.0
156,T157,T157,John Daly,62,0.535,101,54.0
157,T157,T157,Eduardo Herrera,59,0.535,155,83.0
158,T157,T157,Pete Jordan,78,0.535,159,85.0
159,T157,T157,Scott McCarron,106,0.535,159,85.0
160,T161,T161,Jeff Brehaut,87,0.5379999999999999,160,86.0
161,T161,T161,David Frost,90,0.5379999999999999,156,84.0
162,T161,T161,Mathew Goggin,64,0.5379999999999999,145,78.0
163,164,164,Brandt Jobe,94,0.539,165,89.0
164,165,165,Stephen Gangluff,75,0.544,171,93.0
165,166,166,Tripp Isenhour,68,0.545,165,90.0
166,T167,T167,Dudley Hart,88,0.546,119,65.0
167,T167,T167,Joey Sindelar,104,0.546,185,101.0
168,T169,T169,Brandel Chamblee,85,0.5479999999999999,157,86.0
169,T169,T169,Shaun Micheel,100,0.5479999999999999,166,91.0
170,171,171,Tommy Tolles,64,0.55,160,88.0
171,172,172,Brett Quigley,93,0.552,221,122.0
172,173,173,Steve Pate,64,0.5539999999999999,112,62.0
173,T174,T174,Miguel Angel Jiménez,60,0.556,90,50.0
174,T174,T174,Deane Pappas,90,0.556,259,144.0
175,176,176,Steve Allan,93,0.557,174,97.0
176,177,177,Fred Couples,64,0.5579999999999999,113,63.0
177,178,178,David Duval,78,0.562,121,68.0
178,179,179,Bryce Molder,65,0.563,142,80.0
179,T180,T180,Dennis Paulson,89,0.568,185,105.0
180,T180,T180,Chris Smith,103,0.568,132,75.0
181,182,182,Mike Weir,94,0.57,114,65.0
182,183,183,Robert Damron,85,0.575,174,100.0
183,184,184,Kenneth Staton,104,0.5770000000000001,241,139.0
184,185,185,Jason Hill,59,0.583,127,74.0
185,186,186,Gary Nicklaus,66,0.584,154,90.0
186,T187,T187,Steve Jones,71,0.5870000000000001,126,74.0
187,T187,T187,Franklin Langham,72,0.5870000000000001,138,81.0
188,189,189,Richard Zokol,53,0.596,104,62.0
189,190,190,Michael Muehr,73,0.605,147,89.0
190,191,191,Paul Gow,99,0.607,191,116.0
191,192,192,Dicky Pride,51,0.612,116,71.0
192,193,193,Bo Van Pelt,78,0.635,167,106.0
193,194,194,Greg Chalmers,94,0.647,221,143.0
194,195,195,Brenden Pappas,62,0.649,154,100.0
195,196,196,Bradley Hughes,60,0.6509999999999999,109,71.0
196,197,197,Scott Dunlap,74,0.653,147,96.0
197,198,198,Garrett Willis,80,0.657,169,111.0
198,199,199,Bob Heintz,68,0.66,197,130.0
199,200,200,Brad Lardon,59,0.669,127,85.0
200,201,201,Boo Weekley,57,0.7040000000000001,125,88.0
201,202,202,Brett Wetterich,89,0.71,169,120.0
