,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Rory Sabbatini,69,0.214,14,3.0
1,2,2,Paul Azinger,69,0.25,12,3.0
2,3,3,Rich Beem,99,0.261,23,6.0
3,4,4,Len Mattiace,106,0.281,32,9.0
4,T5,T5,Harrison Frazar,88,0.28600000000000003,21,6.0
5,T5,T5,Kevin Sutherland,96,0.28600000000000003,14,4.0
6,7,7,Bob Estes,93,0.292,24,7.0
7,8,8,Tim Petrovic,92,0.304,23,7.0
8,9,9,Robert Gamez,69,0.308,13,4.0
9,10,10,Matt Gogel,79,0.316,19,6.0
10,T11,T11,Stewart Cink,92,0.33299999999999996,24,8.0
11,T11,T11,Chris DiMarco,111,0.33299999999999996,24,8.0
12,T11,T11,Bernhard Langer,55,0.33299999999999996,9,3.0
13,T11,T11,Pat Perez,89,0.33299999999999996,30,10.0
14,T11,T11,Tommy Tolles,64,0.33299999999999996,21,7.0
15,T11,T11,Scott Verplank,93,0.33299999999999996,18,6.0
16,17,17,Brett Quigley,93,0.34299999999999997,35,12.0
17,T18,T18,J.P. Hayes,78,0.348,23,8.0
18,T18,T18,Craig Perks,91,0.348,23,8.0
19,20,20,Ernie Els,68,0.35,20,7.0
20,21,21,Billy Andrade,100,0.35100000000000003,37,13.0
21,22,22,Tom Byrum,77,0.35700000000000004,14,5.0
22,T23,T23,Jeff Maggert,83,0.36,25,9.0
23,T23,T23,José María Olazábal,71,0.36,25,9.0
24,T25,T25,Fred Couples,64,0.364,11,4.0
25,T25,T25,Matt Kuchar,82,0.364,22,8.0
26,T27,T27,Shigeki Maruyama,87,0.368,19,7.0
27,T27,T27,Paul Stankowski,100,0.368,38,14.0
28,T29,T29,Brandel Chamblee,85,0.375,24,9.0
29,T29,T29,Joe Durant,87,0.375,16,6.0
30,T29,T29,Donnie Hammond,60,0.375,16,6.0
31,T29,T29,Tim Herron,102,0.375,24,9.0
32,T33,T33,Brad Faxon,93,0.381,21,8.0
33,T33,T33,Rod Pampling,98,0.381,21,8.0
34,T35,T35,Dan Forsman,83,0.385,13,5.0
35,T35,T35,Charles Howell III,118,0.385,26,10.0
36,T35,T35,Peter Jacobsen,67,0.385,13,5.0
37,T35,T35,Brad Lardon,59,0.385,13,5.0
38,T39,T39,Peter Lonard,93,0.389,18,7.0
39,T39,T39,Blaine McCallister,75,0.389,18,7.0
40,41,41,Steve Elkington,82,0.406,32,13.0
41,T42,T42,Kent Jones,105,0.40700000000000003,27,11.0
42,T42,T42,Ian Leggatt,97,0.40700000000000003,27,11.0
43,T44,T44,Per-Ulrik Johansson,87,0.409,22,9.0
44,T44,T44,Steve Stricker,68,0.409,22,9.0
45,T44,T44,Grant Waite,98,0.409,22,9.0
46,47,47,Michael Muehr,73,0.41200000000000003,17,7.0
47,48,48,Jonathan Kaye,83,0.419,31,13.0
48,49,49,Kaname Yokoo,74,0.42100000000000004,19,8.0
49,T50,T50,Neal Lancaster,101,0.423,26,11.0
50,T50,T50,Dennis Paulson,89,0.423,26,11.0
51,T52,T52,Scott Hoch,71,0.429,14,6.0
52,T52,T52,Brian Watts,58,0.429,14,6.0
53,54,54,Robert Allenby,96,0.433,30,13.0
54,55,55,David Frost,90,0.441,34,15.0
55,T56,T56,Edward Fryatt,94,0.444,27,12.0
56,T56,T56,Craig Parry,69,0.444,27,12.0
57,T56,T56,John Riegger,88,0.444,27,12.0
58,59,59,Mike Sposa,111,0.447,38,17.0
59,T60,T60,Craig Barlow,62,0.45,20,9.0
60,T60,T60,Heath Slocum,96,0.45,20,9.0
61,62,62,Chris Riley,104,0.452,31,14.0
62,T63,T63,Jim Carter,98,0.462,26,12.0
63,T63,T63,Steve Pate,64,0.462,13,6.0
64,T63,T63,Tiger Woods,69,0.462,13,6.0
65,66,66,Robert Damron,85,0.469,32,15.0
66,67,67,Dudley Hart,88,0.474,19,9.0
67,68,68,Mike Weir,94,0.47600000000000003,21,10.0
68,69,69,Jeff Sluman,118,0.48,25,12.0
69,70,70,Jerry Kelly,99,0.483,29,14.0
70,T71,T71,Paul Claxton,83,0.488,43,21.0
71,T71,T71,Brian Gay,117,0.488,43,21.0
72,T73,T73,Tommy Armour III,82,0.5,20,10.0
73,T73,T73,Greg Chalmers,94,0.5,42,21.0
74,T73,T73,John Cook,85,0.5,14,7.0
75,T73,T73,Sergio Garcia,79,0.5,14,7.0
76,T73,T73,Paul Gow,99,0.5,46,23.0
77,T73,T73,Billy Mayfair,99,0.5,26,13.0
78,T73,T73,Scott McCarron,106,0.5,24,12.0
79,T73,T73,Jerry Smith,91,0.5,32,16.0
80,T73,T73,David Toms,106,0.5,22,11.0
81,T73,T73,Richard Zokol,53,0.5,14,7.0
82,83,83,Olin Browne,107,0.514,35,18.0
83,84,84,Brad Elder,76,0.515,33,17.0
84,T85,T85,Joel Edwards,101,0.516,31,16.0
85,T85,T85,Frank Nobilo,94,0.516,31,16.0
86,T87,T87,David Peoples,105,0.517,29,15.0
87,T87,T87,Joey Sindelar,104,0.517,29,15.0
88,89,89,Matt Peterson,80,0.519,27,14.0
89,T90,T90,Mathew Goggin,64,0.522,23,12.0
90,T90,T90,Lee Janzen,101,0.522,23,12.0
91,T90,T90,Kenny Perry,98,0.522,23,12.0
92,93,93,Geoff Ogilvy,90,0.524,21,11.0
93,94,94,Skip Kendall,103,0.528,36,19.0
94,95,95,Phil Tataurangi,88,0.529,34,18.0
95,T96,T96,Woody Austin,102,0.531,32,17.0
96,T96,T96,John Rollins,124,0.531,32,17.0
97,98,98,Jeff Gove,89,0.5329999999999999,30,16.0
98,99,99,Lee Porter,91,0.535,43,23.0
99,T100,T100,Steve Allan,93,0.5379999999999999,26,14.0
100,T100,T100,Corey Pavin,78,0.5379999999999999,26,14.0
101,102,102,Glen Day,107,0.541,37,20.0
102,T103,T103,Bob Heintz,68,0.542,24,13.0
103,T103,T103,Vijay Singh,102,0.542,24,13.0
104,T103,T103,Bob Tway,103,0.542,24,13.0
105,T106,T106,José Coceres,51,0.545,11,6.0
106,T106,T106,Jay Haas,83,0.545,22,12.0
107,T106,T106,Mark O'Meara,68,0.545,11,6.0
108,109,109,Esteban Toledo,106,0.55,40,22.0
109,110,110,Robin Freeman,79,0.556,36,20.0
110,111,111,Briny Baird,110,0.5589999999999999,34,19.0
111,T112,T112,Jess Daley,76,0.56,25,14.0
112,T112,T112,Justin Leonard,97,0.56,25,14.0
113,114,114,Shaun Micheel,100,0.563,32,18.0
114,T115,T115,Stephen Ames,89,0.565,23,13.0
115,T115,T115,Mike Hulbert,55,0.565,23,13.0
116,117,117,Chris Smith,103,0.5670000000000001,30,17.0
117,T118,T118,Bart Bryant,69,0.5710000000000001,21,12.0
118,T118,T118,Pete Jordan,78,0.5710000000000001,28,16.0
119,T118,T118,Michael Long,71,0.5710000000000001,28,16.0
120,T121,T121,Stephen Gangluff,75,0.5770000000000001,26,15.0
121,T121,T121,Franklin Langham,72,0.5770000000000001,26,15.0
122,T123,T123,Fulton Allem,64,0.583,24,14.0
123,T123,T123,Tim Clark,76,0.583,24,14.0
124,T125,T125,Luke Donald,106,0.586,29,17.0
125,T125,T125,Steve Flesch,110,0.586,29,17.0
126,T125,T125,Phil Mickelson,97,0.586,29,17.0
127,128,128,Nick Price,69,0.591,22,13.0
128,129,129,Michael Allen,76,0.593,27,16.0
129,T130,T130,Dicky Pride,51,0.6,20,12.0
130,T130,T130,Hal Sutton,74,0.6,25,15.0
131,T132,T132,Jay Don Blake,107,0.606,33,20.0
132,T132,T132,Greg Kraft,86,0.606,33,20.0
133,134,134,Glen Hnatiuk,95,0.607,28,17.0
134,T135,T135,Loren Roberts,93,0.613,31,19.0
135,T135,T135,Tom Scherrer,98,0.613,31,19.0
136,137,137,Pat Bates,94,0.615,39,24.0
137,138,138,Eduardo Herrera,59,0.619,21,13.0
138,T139,T139,Hidemichi Tanaka,104,0.621,29,18.0
139,T139,T139,Duffy Waldorf,90,0.621,29,18.0
140,141,141,Paul Goydos,66,0.625,24,15.0
141,142,142,Bob Burns,99,0.63,27,17.0
142,143,143,Stuart Appleby,97,0.632,19,12.0
143,144,144,Brandt Jobe,94,0.633,30,19.0
144,145,145,Deane Pappas,90,0.639,36,23.0
145,T146,T146,Jeff Brehaut,87,0.64,25,16.0
146,T146,T146,Chad Campbell,111,0.64,25,16.0
147,148,148,J.J. Henry,112,0.643,28,18.0
148,149,149,Ben Crane,91,0.645,31,20.0
149,T150,T150,K.J. Choi,93,0.65,20,13.0
150,T150,T150,Brian Henninger,66,0.65,20,13.0
151,T150,T150,J.L. Lewis,98,0.65,20,13.0
152,153,153,Michael Clark II,97,0.652,23,15.0
153,154,154,Tom Pernice Jr.,101,0.654,26,17.0
154,155,155,John Senden,96,0.655,29,19.0
155,156,156,Scott Simpson,61,0.6559999999999999,32,21.0
156,T157,T157,Mark Brooks,97,0.667,21,14.0
157,T157,T157,John Huston,99,0.667,18,12.0
158,T157,T157,Tripp Isenhour,68,0.667,24,16.0
159,T157,T157,Bryce Molder,65,0.667,30,20.0
160,T157,T157,Carl Paulson,84,0.667,33,22.0
161,T157,T157,Kirk Triplett,84,0.667,21,14.0
162,163,163,Brenden Pappas,62,0.684,19,13.0
163,164,164,Carlos Franco,107,0.6859999999999999,35,24.0
164,T165,T165,"David Berganio, Jr.",80,0.688,16,11.0
165,T165,T165,David Gossett,95,0.688,16,11.0
166,T165,T165,Spike McRoy,69,0.688,16,11.0
167,T168,T168,John Daly,62,0.6920000000000001,13,9.0
168,T168,T168,Brent Geiberger,95,0.6920000000000001,26,18.0
169,T168,T168,Retief Goosen,56,0.6920000000000001,13,9.0
170,T168,T168,Tom Lehman,78,0.6920000000000001,13,9.0
171,172,172,Jay Williamson,91,0.696,23,16.0
172,T173,T173,Russ Cochran,68,0.7,10,7.0
173,T173,T173,David Morland IV,58,0.7,20,14.0
174,175,175,Gary Nicklaus,66,0.7140000000000001,21,15.0
175,176,176,Fred Funk,106,0.7190000000000001,32,23.0
176,177,177,Jason Hill,59,0.72,25,18.0
177,178,178,Cameron Beckman,87,0.722,18,13.0
178,179,179,Jim Furyk,88,0.727,11,8.0
179,180,180,Joe Ogilvie,50,0.733,15,11.0
180,181,181,Davis Love III,92,0.737,19,14.0
181,T182,T182,Mark Calcavecchia,84,0.75,12,9.0
182,T182,T182,Scott Dunlap,74,0.75,24,18.0
183,T182,T182,David Duval,78,0.75,20,15.0
184,T182,T182,Frank Lickliter II,94,0.75,20,15.0
185,T182,T182,Boo Weekley,57,0.75,16,12.0
186,187,187,Brett Wetterich,89,0.759,29,22.0
187,188,188,Craig Stadler,72,0.765,17,13.0
188,189,189,Bob May,91,0.767,30,23.0
189,190,190,Jonathan Byrd,96,0.778,27,21.0
190,191,191,Garrett Willis,80,0.7829999999999999,23,18.0
191,T192,T192,Miguel Angel Jiménez,60,0.7859999999999999,14,11.0
192,T192,T192,Andrew Magee,91,0.7859999999999999,14,11.0
193,194,194,Bradley Hughes,60,0.789,19,15.0
194,T195,T195,Brian Bateman,94,0.8,20,16.0
195,T195,T195,Rocco Mediate,79,0.8,20,16.0
196,197,197,Bo Van Pelt,78,0.8109999999999999,37,30.0
197,198,198,Notah Begay III,76,0.846,26,22.0
198,199,199,Steve Lowery,98,0.852,27,23.0
199,200,200,Kenneth Staton,104,0.862,29,25.0
200,201,201,Steve Jones,71,0.87,23,20.0
201,202,202,Jesper Parnevik,85,0.895,19,17.0
