,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,T1,T1,José Coceres,51,100.0,21,21
1,T1,T1,Retief Goosen,56,100.0,26,26
2,T1,T1,Scott Hoch,71,100.0,36,36
3,4,4,Jay Haas,83,96.67,29,30
4,5,5,Rocco Mediate,79,96.3,26,27
5,6,6,Steve Stricker,68,95.65,22,23
6,T7,T7,Mark Calcavecchia,84,95.24,20,21
7,T7,T7,Richard Zokol,53,95.24,20,21
8,9,9,Tim Petrovic,92,95.12,39,41
9,10,10,Joe Ogilvie,50,95.0,38,40
10,11,11,Mike Sposa,111,94.74,54,57
11,12,12,Craig Parry,69,93.75,30,32
12,13,13,Grant Waite,98,93.18,41,44
13,T14,T14,Spike McRoy,69,92.86,26,28
14,T14,T14,Phil Mickelson,97,92.86,52,56
15,16,16,Nick Price,69,92.59,25,27
16,17,17,Paul Goydos,66,92.5,37,40
17,T18,T18,Tommy Armour III,82,91.49,43,47
18,T18,T18,Joel Edwards,101,91.49,43,47
19,T18,T18,Dennis Paulson,89,91.49,43,47
20,21,21,Blaine McCallister,75,90.91,30,33
21,22,22,Loren Roberts,93,90.48,38,42
22,23,23,Shigeki Maruyama,87,90.32,28,31
23,T24,T24,Stephen Gangluff,75,90.0,36,40
24,T24,T24,Brandt Jobe,94,90.0,45,50
25,26,26,Bob Tway,103,89.8,44,49
26,T27,T27,David Duval,78,89.74,35,39
27,T27,T27,J.J. Henry,112,89.74,35,39
28,29,29,Billy Mayfair,99,89.66,26,29
29,30,30,Franklin Langham,72,89.58,43,48
30,T31,T31,Donnie Hammond,60,89.47,17,19
31,T31,T31,Rory Sabbatini,69,89.47,17,19
32,33,33,Jim Furyk,88,89.29,25,28
33,34,34,Bryce Molder,65,89.19,33,37
34,T35,T35,Esteban Toledo,106,89.13,41,46
35,T35,T35,Brett Wetterich,89,89.13,41,46
36,T37,T37,J.L. Lewis,98,88.89,48,54
37,T37,T37,John Senden,96,88.89,32,36
38,T37,T37,Phil Tataurangi,88,88.89,32,36
39,40,40,Pete Jordan,78,88.68,47,53
40,41,41,Andrew Magee,91,88.57,31,35
41,T42,T42,Jerry Kelly,99,88.37,38,43
42,T42,T42,Frank Nobilo,94,88.37,38,43
43,44,44,Matt Kuchar,82,88.24,30,34
44,45,45,Brad Faxon,93,87.88,29,33
45,T46,T46,Shaun Micheel,100,87.8,36,41
46,T46,T46,John Riegger,88,87.8,36,41
47,48,48,Carlos Franco,107,87.76,43,49
48,T49,T49,Steve Allan,93,87.5,35,40
49,T49,T49,Lee Janzen,101,87.5,35,40
50,T49,T49,Mark O'Meara,68,87.5,21,24
51,T49,T49,Tiger Woods,69,87.5,21,24
52,T53,T53,Bob Burns,99,87.23,41,47
53,T53,T53,Jonathan Byrd,96,87.23,41,47
54,T53,T53,Len Mattiace,106,87.23,41,47
55,T56,T56,Steve Elkington,82,87.18,34,39
56,T56,T56,Jeff Gove,89,87.18,34,39
57,T56,T56,Chris Smith,103,87.18,34,39
58,59,59,Chris DiMarco,111,86.96,40,46
59,60,60,Jeff Sluman,118,86.79,46,53
60,T61,T61,Steve Jones,71,86.67,26,30
61,T61,T61,Davis Love III,92,86.67,39,45
62,T63,T63,Jess Daley,76,86.49,32,37
63,T63,T63,Harrison Frazar,88,86.49,32,37
64,T65,T65,Brandel Chamblee,85,86.36,38,44
65,T65,T65,Fred Couples,64,86.36,19,22
66,T65,T65,John Huston,99,86.36,38,44
67,T65,T65,Steve Pate,64,86.36,19,22
68,69,69,Joey Sindelar,104,86.21,50,58
69,70,70,Fred Funk,106,86.0,43,50
70,71,71,Chris Riley,104,85.96,49,57
71,T72,T72,Jay Don Blake,107,85.71,42,49
72,T72,T72,Edward Fryatt,94,85.71,30,35
73,T72,T72,Greg Kraft,86,85.71,42,49
74,T72,T72,Vijay Singh,102,85.71,36,42
75,T76,T76,Michael Clark II,97,85.42,41,48
76,T76,T76,Jonathan Kaye,83,85.42,41,48
77,T78,T78,Billy Andrade,100,85.37,35,41
78,T78,T78,Tim Herron,102,85.37,35,41
79,T80,T80,Stewart Cink,92,85.29,29,34
80,T80,T80,Hal Sutton,74,85.29,29,34
81,82,82,David Toms,106,85.0,51,60
82,83,83,Rich Beem,99,84.91,45,53
83,84,84,Duffy Waldorf,90,84.78,39,46
84,T85,T85,Chad Campbell,111,84.62,44,52
85,T85,T85,Paul Stankowski,100,84.62,33,39
86,T85,T85,Bo Van Pelt,78,84.62,33,39
87,88,88,Mathew Goggin,64,84.38,27,32
88,T89,T89,Stephen Ames,89,84.21,32,38
89,T89,T89,Notah Begay III,76,84.21,32,38
90,T89,T89,Bob Estes,93,84.21,32,38
91,T89,T89,J.P. Hayes,78,84.21,32,38
92,93,93,Mike Hulbert,55,84.0,21,25
93,94,94,Jerry Smith,91,83.93,47,56
94,T95,T95,Greg Chalmers,94,83.87,26,31
95,T95,T95,Michael Long,71,83.87,26,31
96,97,97,Brent Geiberger,95,83.78,31,37
97,98,98,Jay Williamson,91,83.72,36,43
98,T99,T99,Michael Allen,76,83.33,30,36
99,T99,T99,Woody Austin,102,83.33,55,66
100,T99,T99,Paul Claxton,83,83.33,30,36
101,T99,T99,Garrett Willis,80,83.33,25,30
102,103,103,David Peoples,105,83.05,49,59
103,T104,T104,Briny Baird,110,82.93,34,41
104,T104,T104,Jeff Maggert,83,82.93,34,41
105,T104,T104,David Morland IV,58,82.93,34,41
106,T104,T104,Gary Nicklaus,66,82.93,34,41
107,T108,T108,Scott Simpson,61,82.76,24,29
108,T108,T108,Kenneth Staton,104,82.76,48,58
109,T110,T110,Brian Henninger,66,82.61,38,46
110,T110,T110,Tom Pernice Jr.,101,82.61,38,46
111,112,112,Scott McCarron,106,82.5,33,40
112,T113,T113,Brian Gay,117,82.35,42,51
