,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
48,T49,T49,Woody Austin,102,"8' 4""",1616.75,194
49,T49,T49,Bob Estes,93,"8' 4""",1058.75,127
50,T49,T49,Jonathan Kaye,83,"8' 4""",1331.6670000000001,160
51,T49,T49,John Senden,96,"8' 4""",1088.5,130
52,T53,T53,Stuart Appleby,97,"8' 5""",1040.417,124
53,T53,T53,Paul Azinger,69,"8' 5""",767.9169999999999,91
54,T53,T53,David Frost,90,"8' 5""",1296.0,154
55,T53,T53,Charles Howell III,118,"8' 5""",1332.6670000000001,159
56,T53,T53,J.L. Lewis,98,"8' 5""",1304.25,155
57,T53,T53,David Morland IV,58,"8' 5""",1088.917,129
58,T53,T53,Tom Scherrer,98,"8' 5""",1362.6670000000001,162
59,T53,T53,Kaname Yokoo,74,"8' 5""",973.9169999999999,116
60,T61,T61,David Duval,78,"8' 6""",984.9169999999999,116
61,T61,T61,Steve Flesch,110,"8' 6""",1265.583,149
62,T61,T61,Dudley Hart,88,"8' 6""",1097.667,129
63,T61,T61,Neal Lancaster,101,"8' 6""",1296.667,152
64,T61,T61,José María Olazábal,71,"8' 6""",938.3330000000001,110
65,T66,T66,Tim Clark,76,"8' 7""",976.75,114
66,T66,T66,Brian Gay,117,"8' 7""",1472.0829999999999,171
67,T66,T66,Shaun Micheel,100,"8' 7""",1312.1670000000001,153
68,T66,T66,Frank Nobilo,94,"8' 7""",1395.1670000000001,163
69,T66,T66,Chris Riley,104,"8' 7""",1530.0,179
70,T66,T66,Jerry Smith,91,"8' 7""",1505.5829999999999,175
71,T66,T66,Mike Weir,94,"8' 7""",978.75,114
72,T73,T73,Glen Day,107,"8' 8""",1709.3329999999999,198
73,T73,T73,Joe Durant,87,"8' 8""",860.6669999999999,99
74,T73,T73,Paul Gow,99,"8' 8""",1580.9170000000001,183
75,T73,T73,Paul Goydos,66,"8' 8""",1008.4169999999999,116
76,T73,T73,Michael Long,71,"8' 8""",1086.417,125
77,T78,T78,Briny Baird,110,"8' 9""",1453.1670000000001,166
78,T78,T78,Bob Burns,99,"8' 9""",1487.0,170
79,T78,T78,Fred Funk,106,"8' 9""",1405.6670000000001,160
80,T78,T78,Greg Kraft,86,"8' 9""",1409.0,161
81,T78,T78,Matt Kuchar,82,"8' 9""",1116.417,127
82,T78,T78,Craig Parry,69,"8' 9""",1134.667,130
83,T78,T78,Lee Porter,91,"8' 9""",1569.0,179
84,T78,T78,Rory Sabbatini,69,"8' 9""",745.4169999999999,85
85,T78,T78,Esteban Toledo,106,"8' 9""",1542.4170000000001,177
86,T87,T87,Carlos Franco,107,"8' 10""",1508.25,170
87,T87,T87,Robert Gamez,69,"8' 10""",1201.917,136
88,T87,T87,Shigeki Maruyama,87,"8' 10""",992.8330000000001,112
89,T87,T87,David Peoples,105,"8' 10""",1526.6670000000001,173
90,T91,T91,Pete Jordan,78,"8' 11""",1324.1670000000001,148
91,T91,T91,Ian Leggatt,97,"8' 11""",1356.1670000000001,152
92,T91,T91,Kenny Perry,98,"8' 11""",1272.833,143
93,T91,T91,Loren Roberts,93,"8' 11""",1530.0,172
94,T91,T91,Kirk Triplett,84,"8' 11""",942.1669999999999,106
95,T96,T96,Cameron Beckman,87,"9' 0""",1157.5,129
96,T96,T96,Jeff Brehaut,87,"9' 0""",1300.5,145
97,T96,T96,Brandel Chamblee,85,"9' 0""",1439.8329999999999,160
98,T96,T96,Stephen Gangluff,75,"9' 0""",1175.25,131
99,T96,T96,Per-Ulrik Johansson,87,"9' 0""",1152.417,128
100,T96,T96,Geoff Ogilvy,90,"9' 0""",1355.6670000000001,151
101,T96,T96,Corey Pavin,78,"9' 0""",1217.667,135
102,T96,T96,Pat Perez,89,"9' 0""",1278.083,142
103,T104,T104,Pat Bates,94,"9' 1""",1541.0829999999999,170
104,T104,T104,Stewart Cink,92,"9' 1""",1067.417,118
105,T104,T104,Jeff Gove,89,"9' 1""",1218.417,134
106,T104,T104,Skip Kendall,103,"9' 1""",1706.3329999999999,188
107,T104,T104,Andrew Magee,91,"9' 1""",1137.25,125
108,T104,T104,John Rollins,124,"9' 1""",1660.5,183
109,T110,T110,Billy Andrade,100,"9' 2""",1516.8329999999999,165
110,T110,T110,Chad Campbell,111,"9' 2""",1456.8329999999999,159
111,T110,T110,Retief Goosen,56,"9' 2""",758.6669999999999,83
112,T110,T110,David Gossett,95,"9' 2""",1380.5829999999999,150
113,T110,T110,J.J. Henry,112,"9' 2""",1342.8329999999999,146
114,T110,T110,Miguel Angel Jiménez,60,"9' 2""",709.0,77
115,T116,T116,Michael Allen,76,"9' 3""",1230.0,133
116,T116,T116,Jay Don Blake,107,"9' 3""",1676.6670000000001,181
117,T116,T116,Jonathan Byrd,96,"9' 3""",1500.0829999999999,162
118,T116,T116,Kent Jones,105,"9' 3""",1703.0829999999999,184
119,T116,T116,Tom Lehman,78,"9' 3""",611.75,66
120,T116,T116,Scott McCarron,106,"9' 3""",1391.75,150
121,T116,T116,Duffy Waldorf,90,"9' 3""",1326.0829999999999,144
122,T123,T123,Bernhard Langer,55,"9' 4""",627.6669999999999,67
123,T123,T123,Frank Lickliter II,94,"9' 4""",1056.083,113
124,T123,T123,Davis Love III,92,"9' 4""",1373.8329999999999,147
125,T123,T123,Jeff Maggert,83,"9' 4""",1141.25,122
126,T123,T123,Billy Mayfair,99,"9' 4""",1187.833,127
127,T123,T123,Blaine McCallister,75,"9' 4""",997.5830000000001,107
128,T123,T123,Hal Sutton,74,"9' 4""",973.5830000000001,104
129,T130,T130,Tommy Armour III,82,"9' 5""",1208.5,128
130,T130,T130,Brian Henninger,66,"9' 5""",1140.417,121
131,T130,T130,Franklin Langham,72,"9' 5""",1472.4170000000001,156
132,T130,T130,Scott Verplank,93,"9' 5""",1135.083,121
133,T134,T134,Steve Allan,93,"9' 6""",1402.0829999999999,148
134,T134,T134,Robert Damron,85,"9' 6""",1576.4170000000001,166
135,T136,T136,K.J. Choi,93,"9' 7""",1241.917,130
136,T136,T136,Paul Claxton,83,"9' 7""",1491.5,155
137,T136,T136,Robin Freeman,79,"9' 7""",1434.5,150
138,T136,T136,Jay Haas,83,"9' 7""",1164.333,121
139,T136,T136,Jason Hill,59,"9' 7""",1019.3330000000001,106
140,T136,T136,Carl Paulson,84,"9' 7""",1487.4170000000001,155
141,T136,T136,Craig Perks,91,"9' 7""",1316.1670000000001,137
142,T136,T136,Paul Stankowski,100,"9' 7""",1631.6670000000001,171
143,T144,T144,Spike McRoy,69,"9' 8""",1056.667,109
144,T144,T144,Kevin Sutherland,96,"9' 8""",953.1669999999999,99
145,T144,T144,Hidemichi Tanaka,104,"9' 8""",1463.0,152
146,T144,T144,Tommy Tolles,64,"9' 8""",1234.833,128
147,T148,T148,Olin Browne,107,"9' 9""",1785.5,183
148,T148,T148,Brent Geiberger,95,"9' 9""",1486.1670000000001,153
149,T148,T148,Lee Janzen,101,"9' 9""",1245.333,128
150,T151,T151,Fred Couples,64,"9' 10""",779.5830000000001,79
151,T151,T151,John Daly,62,"9' 10""",718.8330000000001,73
152,T151,T151,Brandt Jobe,94,"9' 10""",1668.0,169
153,T151,T151,Steve Jones,71,"9' 10""",977.3330000000001,99
154,T151,T151,Boo Weekley,57,"9' 10""",1025.167,104
155,T156,T156,Greg Chalmers,94,"9' 11""",1491.6670000000001,151
156,T156,T156,Bob May,91,"9' 11""",1462.5829999999999,147
157,T156,T156,Chris Smith,103,"9' 11""",1373.8329999999999,138
158,T156,T156,Kenneth Staton,104,"9' 11""",1852.6670000000001,187
159,T156,T156,Richard Zokol,53,"9' 11""",775.1669999999999,78
160,T161,T161,Mark O'Meara,68,"10' 0""",730.0830000000001,73
161,T161,T161,Phil Tataurangi,88,"10' 0""",1322.5829999999999,132
162,T161,T161,Brett Wetterich,89,"10' 0""",1490.75,149
163,T161,T161,Jay Williamson,91,"10' 0""",1451.0829999999999,145
164,T165,T165,Notah Begay III,76,"10' 1""",1271.75,126
165,T165,T165,Bart Bryant,69,"10' 1""",1106.917,110
166,T165,T165,Ben Crane,91,"10' 1""",1767.4170000000001,175
167,T165,T165,Harrison Frazar,88,"10' 1""",1225.75,122
168,T169,T169,Brian Bateman,94,"10' 2""",1733.3329999999999,171
169,T169,T169,Rich Beem,99,"10' 2""",1662.4170000000001,163
170,T169,T169,Steve Elkington,82,"10' 2""",1349.8329999999999,133
171,T169,T169,Mathew Goggin,64,"10' 2""",1198.083,118
172,T169,T169,Eduardo Herrera,59,"10' 2""",1305.5,128
173,T169,T169,Rocco Mediate,79,"10' 2""",954.25,94
174,T169,T169,Steve Pate,64,"10' 2""",853.3330000000001,84
175,T176,T176,Fulton Allem,64,"10' 3""",1143.917,112
176,T176,T176,Craig Stadler,72,"10' 3""",873.5,85
177,T178,T178,Scott Dunlap,74,"10' 4""",1265.167,122
178,T178,T178,Matt Peterson,80,"10' 4""",1504.5,146
179,T178,T178,Brett Quigley,93,"10' 4""",1734.75,168
180,T181,T181,Russ Cochran,68,"10' 5""",1233.167,118
181,T181,T181,Edward Fryatt,94,"10' 5""",1546.5829999999999,148
182,T181,T181,Tom Pernice Jr.,101,"10' 5""",1609.9170000000001,155
183,T181,T181,Heath Slocum,96,"10' 5""",1508.25,145
184,T185,T185,Bradley Hughes,60,"10' 6""",977.1669999999999,93
185,T185,T185,Scott Simpson,61,"10' 6""",1238.833,118
186,T187,T187,Brad Lardon,59,"10' 7""",1083.083,102
187,T187,T187,Jesper Parnevik,85,"10' 7""",924.0,87
188,T189,T189,Steve Lowery,98,"10' 8""",1804.1670000000001,169
189,T189,T189,Dicky Pride,51,"10' 8""",1023.0830000000001,96
190,T191,T191,Bryce Molder,65,"10' 9""",1492.0,139
191,T191,T191,Garrett Willis,80,"10' 9""",1479.3329999999999,138
192,T193,T193,Mark Calcavecchia,84,"10' 10""",952.75,88
193,T193,T193,Jess Daley,76,"10' 10""",1605.5,148
194,195,195,Joe Ogilvie,50,"11' 0""",1222.333,111
195,196,196,Brenden Pappas,62,"11' 1""",1210.083,109
196,197,197,Bo Van Pelt,78,"11' 3""",1677.0829999999999,149
197,198,198,Brad Elder,76,"11' 5""",1445.1670000000001,127
198,T199,T199,Bob Heintz,68,"11' 6""",1478.25,129
199,T199,T199,Tripp Isenhour,68,"11' 6""",1386.75,121
200,201,201,Gary Nicklaus,66,"11' 11""",1437.1670000000001,121
201,202,202,Deane Pappas,90,"12' 0""",1856.4170000000001,155
