,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,1,Brad Faxon,93,0.18899999999999997,53,10.0
1,2,2,Scott Hoch,71,0.19399999999999998,36,7.0
2,3,3,Rod Pampling,98,0.203,69,14.0
3,4,4,Jeff Sluman,118,0.213,80,17.0
4,5,5,Jerry Kelly,99,0.217,69,15.0
5,6,6,Skip Kendall,103,0.218,78,17.0
6,7,7,Michael Muehr,73,0.222,45,10.0
7,T8,T8,Scott McCarron,106,0.22899999999999998,70,16.0
8,T8,T8,Scott Simpson,61,0.22899999999999998,48,11.0
9,10,10,Ernie Els,68,0.231,39,9.0
10,11,11,Miguel Angel Jiménez,60,0.242,33,8.0
11,12,12,Nick Price,69,0.245,53,13.0
12,13,13,Mike Sposa,111,0.247,89,22.0
13,T14,T14,Glen Hnatiuk,95,0.25,68,17.0
14,T14,T14,Richard Zokol,53,0.25,32,8.0
15,T16,T16,Peter Jacobsen,67,0.255,47,12.0
16,T16,T16,Bryce Molder,65,0.255,51,13.0
17,T16,T16,José María Olazábal,71,0.255,51,13.0
18,19,19,Andrew Magee,91,0.258,62,16.0
19,T20,T20,Craig Barlow,62,0.259,54,14.0
20,T20,T20,Tim Petrovic,92,0.259,58,15.0
21,22,22,Mark O'Meara,68,0.265,34,9.0
22,T23,T23,Jim Carter,98,0.268,71,19.0
23,T23,T23,Stephen Gangluff,75,0.268,56,15.0
24,25,25,Joel Edwards,101,0.27,74,20.0
25,26,26,Dennis Paulson,89,0.271,70,19.0
26,27,27,Bernhard Langer,55,0.278,36,10.0
27,28,28,David Frost,90,0.27899999999999997,68,19.0
28,T29,T29,Robert Allenby,96,0.28300000000000003,60,17.0
29,T29,T29,Jim Furyk,88,0.28300000000000003,46,13.0
30,31,31,Brian Gay,117,0.284,67,19.0
31,T32,T32,Pat Bates,94,0.28600000000000003,77,22.0
32,T32,T32,Stewart Cink,92,0.28600000000000003,49,14.0
33,T32,T32,Dan Forsman,83,0.28600000000000003,63,18.0
34,35,35,Carl Paulson,84,0.29,69,20.0
35,36,36,Cameron Beckman,87,0.293,58,17.0
36,37,37,Bob May,91,0.294,68,20.0
37,38,38,Grant Waite,98,0.297,74,22.0
38,T39,T39,Phil Mickelson,97,0.299,77,23.0
39,T39,T39,Scott Verplank,93,0.299,67,20.0
40,41,41,Tom Scherrer,98,0.301,73,22.0
41,42,42,Ben Crane,91,0.307,75,23.0
42,T43,T43,Davis Love III,92,0.31,71,22.0
43,T43,T43,Shaun Micheel,100,0.31,71,22.0
44,45,45,Carlos Franco,107,0.311,74,23.0
45,T46,T46,Mike Hulbert,55,0.313,32,10.0
46,T46,T46,Jay Williamson,91,0.313,67,21.0
47,T48,T48,Tim Clark,76,0.314,51,16.0
48,T48,T48,Luke Donald,106,0.314,70,22.0
49,T48,T48,David Gossett,95,0.314,86,27.0
50,51,51,Lee Janzen,101,0.316,57,18.0
51,52,52,Russ Cochran,68,0.317,63,20.0
52,T53,T53,Billy Mayfair,99,0.318,66,21.0
53,T53,T53,Loren Roberts,93,0.318,88,28.0
54,T55,T55,Neal Lancaster,101,0.319,72,23.0
55,T55,T55,Len Mattiace,106,0.319,91,29.0
56,T57,T57,K.J. Choi,93,0.32299999999999995,62,20.0
57,T57,T57,Matt Kuchar,82,0.32299999999999995,62,20.0
58,T57,T57,Tom Lehman,78,0.32299999999999995,31,10.0
59,60,60,Tiger Woods,69,0.324,34,11.0
60,61,61,Paul Azinger,69,0.327,49,16.0
61,T62,T62,Ian Leggatt,97,0.32799999999999996,64,21.0
62,T62,T62,David Morland IV,58,0.32799999999999996,64,21.0
63,T62,T62,John Riegger,88,0.32799999999999996,61,20.0
64,T65,T65,Mark Brooks,97,0.32899999999999996,79,26.0
65,T65,T65,Chris Riley,104,0.32899999999999996,79,26.0
66,T67,T67,Tom Byrum,77,0.33299999999999996,51,17.0
67,T67,T67,Steve Pate,64,0.33299999999999996,39,13.0
68,T67,T67,Esteban Toledo,106,0.33299999999999996,81,27.0
69,T67,T67,Brian Watts,58,0.33299999999999996,48,16.0
70,71,71,Bob Tway,103,0.33799999999999997,77,26.0
71,T72,T72,Stephen Ames,89,0.33899999999999997,56,19.0
72,T72,T72,Craig Perks,91,0.33899999999999997,59,20.0
73,T74,T74,John Cook,85,0.34,53,18.0
74,T74,T74,Shigeki Maruyama,87,0.34,53,18.0
75,T76,T76,Briny Baird,110,0.341,82,28.0
76,T76,T76,Retief Goosen,56,0.341,41,14.0
77,T78,T78,Fred Funk,106,0.34299999999999997,70,24.0
78,T78,T78,Tim Herron,102,0.34299999999999997,70,24.0
79,T78,T78,Jonathan Kaye,83,0.34299999999999997,70,24.0
80,T81,T81,Greg Chalmers,94,0.344,61,21.0
