,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Craig Perks,91,84.62,11.0,13
1,2,2,Rory Sabbatini,69,83.33,5.0,6
2,T3,T3,Fred Couples,64,80.0,4.0,5
3,T3,T3,Jay Haas,83,80.0,4.0,5
4,T3,T3,John Riegger,88,80.0,8.0,10
5,6,6,Ernie Els,68,77.78,7.0,9
6,7,7,Brett Quigley,93,76.19,16.0,21
7,T8,T8,Mark Calcavecchia,84,75.0,3.0,4
8,T8,T8,Paul Goydos,66,75.0,6.0,8
9,T8,T8,Brian Henninger,66,75.0,6.0,8
10,T8,T8,Michael Muehr,73,75.0,3.0,4
11,T8,T8,Mark O'Meara,68,75.0,3.0,4
12,T8,T8,Tommy Tolles,64,75.0,9.0,12
13,T14,T14,Dudley Hart,88,72.73,8.0,11
14,T14,T14,Scott Simpson,61,72.73,8.0,11
15,T16,T16,Robert Allenby,96,71.43,10.0,14
16,T16,T16,K.J. Choi,93,71.43,5.0,7
17,T16,T16,Sergio Garcia,79,71.43,5.0,7
18,T16,T16,Brian Watts,58,71.43,5.0,7
19,20,20,Pat Perez,89,68.75,11.0,16
20,T21,T21,Dan Forsman,83,66.67,6.0,9
21,T21,T21,Jim Furyk,88,66.67,2.0,3
22,T21,T21,Robert Gamez,69,66.67,8.0,12
23,T21,T21,Matt Gogel,79,66.67,6.0,9
24,T21,T21,Neal Lancaster,101,66.67,10.0,15
25,T21,T21,Len Mattiace,106,66.67,8.0,12
26,T21,T21,Garrett Willis,80,66.67,2.0,3
27,T28,T28,Harrison Frazar,88,64.29,9.0,14
28,T28,T28,Rod Pampling,98,64.29,9.0,14
29,T30,T30,Woody Austin,102,62.5,10.0,16
30,T30,T30,John Cook,85,62.5,5.0,8
31,T30,T30,Glen Hnatiuk,95,62.5,10.0,16
32,T30,T30,Paul Stankowski,100,62.5,10.0,16
33,34,34,Tim Herron,102,61.54,8.0,13
34,T35,T35,Tom Byrum,77,60.0,3.0,5
35,T35,T35,Per-Ulrik Johansson,87,60.0,6.0,10
36,T35,T35,Davis Love III,92,60.0,6.0,10
37,T35,T35,Kenny Perry,98,60.0,6.0,10
38,T35,T35,Tim Petrovic,92,60.0,9.0,15
39,T40,T40,Joel Edwards,101,58.82,10.0,17
40,T40,T40,Steve Elkington,82,58.82,10.0,17
41,T40,T40,Vijay Singh,102,58.82,10.0,17
42,T43,T43,Jeff Brehaut,87,57.14,4.0,7
43,T43,T43,Kaname Yokoo,74,57.14,4.0,7
44,T45,T45,Billy Andrade,100,56.25,9.0,16
45,T45,T45,Rich Beem,99,56.25,9.0,16
46,T45,T45,Scott McCarron,106,56.25,9.0,16
47,T45,T45,David Peoples,105,56.25,9.0,16
48,T49,T49,Craig Barlow,62,55.56,5.0,9
49,T49,T49,Justin Leonard,97,55.56,5.0,9
50,T49,T49,Peter Lonard,93,55.56,5.0,9
51,T49,T49,Blaine McCallister,75,55.56,5.0,9
52,T53,T53,David Gossett,95,54.55,6.0,11
53,T53,T53,Shigeki Maruyama,87,54.55,6.0,11
