,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
37,T38,T38,Peter Lonard,93,61.11,11,18
38,T38,T38,Blaine McCallister,75,61.11,11,18
39,T38,T38,Scott Verplank,93,61.11,11,18
40,41,41,Brett Quigley,93,60.0,21,35
41,42,42,John Riegger,88,59.26,16,27
42,T43,T43,Matt Kuchar,82,59.09,13,22
43,T43,T43,Steve Stricker,68,59.09,13,22
44,T43,T43,Grant Waite,98,59.09,13,22
45,T46,T46,David Frost,90,58.82,20,34
46,T46,T46,Michael Muehr,73,58.82,10,17
47,48,48,Jonathan Kaye,83,58.06,18,31
48,T49,T49,Dudley Hart,88,57.89,11,19
49,T49,T49,Mike Sposa,111,57.89,22,38
50,T49,T49,Kaname Yokoo,74,57.89,11,19
51,T52,T52,Neal Lancaster,101,57.69,15,26
52,T52,T52,Dennis Paulson,89,57.69,15,26
53,T54,T54,Sergio Garcia,79,57.14,8,14
54,T54,T54,Scott Hoch,71,57.14,8,14
55,T54,T54,Mike Weir,94,57.14,12,21
56,T57,T57,Robert Allenby,96,56.67,17,30
57,T57,T57,Jeff Gove,89,56.67,17,30
58,59,59,Kenny Perry,98,56.52,13,23
59,T60,T60,Woody Austin,102,56.25,18,32
60,T60,T60,Joe Durant,87,56.25,9,16
61,T60,T60,Donnie Hammond,60,56.25,9,16
62,63,63,Jeff Sluman,118,56.0,14,25
63,T64,T64,Edward Fryatt,94,55.56,15,27
64,T64,T64,Kent Jones,105,55.56,15,27
65,T64,T64,Craig Parry,69,55.56,15,27
66,T67,T67,Tommy Armour III,82,55.0,11,20
67,T67,T67,Craig Barlow,62,55.0,11,20
68,69,69,Chris Riley,104,54.84,17,31
69,70,70,Greg Chalmers,94,54.76,23,42
70,T71,T71,José Coceres,51,54.55,6,11
71,T71,T71,Brad Elder,76,54.55,18,33
72,T71,T71,David Toms,106,54.55,12,22
73,74,74,Glen Day,107,54.05,20,37
74,T75,T75,Jim Carter,98,53.85,14,26
75,T75,T75,Steve Pate,64,53.85,7,13
76,T75,T75,Tiger Woods,69,53.85,7,13
77,78,78,Paul Claxton,83,53.49,23,43
78,79,79,John Rollins,124,53.13,17,32
79,80,80,Briny Baird,110,52.94,18,34
80,81,81,Paul Gow,99,52.17,24,46
81,T82,T82,Chad Campbell,111,52.0,13,25
82,T82,T82,Justin Leonard,97,52.0,13,25
83,T84,T84,Jerry Kelly,99,51.72,15,29
84,T84,T84,Phil Mickelson,97,51.72,15,29
85,T84,T84,Joey Sindelar,104,51.72,15,29
86,T87,T87,Joel Edwards,101,51.61,16,31
87,T87,T87,Frank Nobilo,94,51.61,16,31
88,89,89,Brian Gay,117,51.16,22,43
89,T90,T90,Steve Allan,93,50.0,13,26
90,T90,T90,John Cook,85,50.0,7,14
91,T90,T90,Robert Damron,85,50.0,16,32
92,T90,T90,Paul Goydos,66,50.0,12,24
93,T90,T90,Jay Haas,83,50.0,11,22
94,T90,T90,Bob Heintz,68,50.0,12,24
95,T90,T90,Skip Kendall,103,50.0,18,36
96,T90,T90,Franklin Langham,72,50.0,13,26
97,T90,T90,Michael Long,71,50.0,14,28
98,T90,T90,Scott McCarron,106,50.0,12,24
99,T90,T90,Heath Slocum,96,50.0,10,20
100,T90,T90,Bob Tway,103,50.0,12,24
101,T90,T90,Richard Zokol,53,50.0,7,14
102,103,103,Olin Browne,107,48.57,17,35
103,104,104,Ben Crane,91,48.39,15,31
104,105,105,David Peoples,105,48.28,14,29
105,T106,T106,Bob Burns,99,48.15,13,27
106,T106,T106,Matt Peterson,80,48.15,13,27
107,108,108,Jess Daley,76,48.0,12,25
108,T109,T109,Stephen Ames,89,47.83,11,23
109,T109,T109,Mathew Goggin,64,47.83,11,23
110,T109,T109,Mike Hulbert,55,47.83,11,23
111,T109,T109,Lee Janzen,101,47.83,11,23
112,T113,T113,Bart Bryant,69,47.62,10,21
113,T113,T113,Geoff Ogilvy,90,47.62,10,21
114,115,115,Esteban Toledo,106,47.5,19,40
115,116,116,Robin Freeman,79,47.22,17,36
116,117,117,Phil Tataurangi,88,47.06,16,34
117,T118,T118,Shaun Micheel,100,46.88,15,32
118,T118,T118,Jerry Smith,91,46.88,15,32
119,T120,T120,Brandt Jobe,94,46.67,14,30
120,T120,T120,Chris Smith,103,46.67,14,30
121,122,122,Lee Porter,91,46.51,20,43
122,123,123,Pete Jordan,78,46.43,13,28
123,T124,T124,Stephen Gangluff,75,46.15,12,26
124,T124,T124,Billy Mayfair,99,46.15,12,26
125,T124,T124,Corey Pavin,78,46.15,12,26
126,T124,T124,Tom Pernice Jr.,101,46.15,12,26
127,T128,T128,Tim Clark,76,45.83,11,24
128,T128,T128,Vijay Singh,102,45.83,11,24
129,T130,T130,Greg Kraft,86,45.45,15,33
130,T130,T130,Mark O'Meara,68,45.45,5,11
131,132,132,Tom Scherrer,98,45.16,14,31
132,133,133,Michael Allen,76,44.44,12,27
133,134,134,Hal Sutton,74,44.0,11,25
134,135,135,David Gossett,95,43.75,7,16
135,T136,T136,Carlos Franco,107,42.86,15,35
136,T136,T136,Eduardo Herrera,59,42.86,9,21
137,T136,T136,Glen Hnatiuk,95,42.86,12,28
138,T139,T139,Jay Don Blake,107,42.42,14,33
139,T139,T139,Carl Paulson,84,42.42,14,33
140,141,141,Loren Roberts,93,41.94,13,31
141,T142,T142,Fulton Allem,64,41.67,10,24
142,T142,T142,Tripp Isenhour,68,41.67,10,24
143,T144,T144,Luke Donald,106,41.38,12,29
144,T144,T144,Steve Flesch,110,41.38,12,29
145,T144,T144,Duffy Waldorf,90,41.38,12,29
146,147,147,Nick Price,69,40.91,9,22
147,T148,T148,K.J. Choi,93,40.0,8,20
148,T148,T148,J.L. Lewis,98,40.0,8,20
149,T148,T148,Bob May,91,40.0,12,30
150,T148,T148,David Morland IV,58,40.0,8,20
151,T148,T148,Dicky Pride,51,40.0,8,20
152,153,153,J.J. Henry,112,39.29,11,28
153,154,154,Michael Clark II,97,39.13,9,23
154,155,155,Deane Pappas,90,38.89,14,36
155,T156,T156,Pat Bates,94,38.46,15,39
156,T156,T156,Brent Geiberger,95,38.46,10,26
157,158,158,Mark Brooks,97,38.1,8,21
158,159,159,Hidemichi Tanaka,104,37.93,11,29
159,160,160,Scott Simpson,61,37.5,12,32
160,T161,T161,Stuart Appleby,97,36.84,7,19
161,T161,T161,Bradley Hughes,60,36.84,7,19
162,T163,T163,Jeff Brehaut,87,36.0,9,25
163,T163,T163,Jason Hill,59,36.0,9,25
164,T165,T165,Brian Henninger,66,35.0,7,20
165,T165,T165,Frank Lickliter II,94,35.0,7,20
166,T167,T167,Jay Williamson,91,34.78,8,23
167,T167,T167,Garrett Willis,80,34.78,8,23
168,169,169,John Senden,96,34.48,10,29
169,T170,T170,Cameron Beckman,87,33.33,6,18
170,T170,T170,Scott Dunlap,74,33.33,8,24
171,T170,T170,John Huston,99,33.33,6,18
172,T170,T170,Bryce Molder,65,33.33,10,30
173,T170,T170,Gary Nicklaus,66,33.33,7,21
174,T170,T170,Joe Ogilvie,50,33.33,5,15
175,T170,T170,Kirk Triplett,84,33.33,7,21
176,T177,T177,Brenden Pappas,62,31.58,6,19
177,T177,T177,Jesper Parnevik,85,31.58,6,19
178,T179,T179,"David Berganio, Jr.",80,31.25,5,16
179,T179,T179,Fred Funk,106,31.25,10,32
180,T179,T179,Spike McRoy,69,31.25,5,16
181,T179,T179,Boo Weekley,57,31.25,5,16
182,183,183,Brett Wetterich,89,31.03,9,29
183,T184,T184,John Daly,62,30.77,4,13
184,T184,T184,Retief Goosen,56,30.77,4,13
185,T184,T184,Tom Lehman,78,30.77,4,13
186,T187,T187,Brian Bateman,94,30.0,6,20
187,T187,T187,Russ Cochran,68,30.0,3,10
188,T187,T187,David Duval,78,30.0,6,20
189,190,190,Jonathan Byrd,96,29.63,8,27
190,191,191,Craig Stadler,72,29.41,5,17
191,192,192,Andrew Magee,91,28.57,4,14
192,193,193,Jim Furyk,88,27.27,3,11
193,194,194,Notah Begay III,76,26.92,7,26
194,195,195,Davis Love III,92,26.32,5,19
195,196,196,Steve Jones,71,26.09,6,23
196,T197,T197,Mark Calcavecchia,84,25.0,3,12
197,T197,T197,Rocco Mediate,79,25.0,5,20
198,199,199,Bo Van Pelt,78,24.32,9,37
199,200,200,Kenneth Staton,104,24.14,7,29
200,201,201,Steve Lowery,98,22.22,6,27
201,202,202,Miguel Angel Jiménez,60,21.43,3,14
