,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
0,T1,T1,Robert Gamez,69,100.0,3.0,3
1,T1,T1,J.J. Henry,112,100.0,1.0,1
2,T1,T1,Scott Hoch,71,100.0,1.0,1
3,T1,T1,Loren Roberts,93,100.0,1.0,1
4,T5,T5,Chad Campbell,111,80.0,4.0,5
5,T5,T5,Gary Nicklaus,66,80.0,4.0,5
6,T5,T5,Jesper Parnevik,85,80.0,4.0,5
7,T5,T5,Paul Stankowski,100,80.0,4.0,5
8,T5,T5,Phil Tataurangi,88,80.0,4.0,5
9,T10,T10,Olin Browne,107,75.0,3.0,4
10,T10,T10,Kirk Triplett,84,75.0,3.0,4
11,T10,T10,Richard Zokol,53,75.0,3.0,4
12,13,13,Hidemichi Tanaka,104,71.43,5.0,7
13,T14,T14,Paul Azinger,69,66.67,2.0,3
14,T14,T14,"David Berganio, Jr.",80,66.67,2.0,3
15,T14,T14,Fred Couples,64,66.67,2.0,3
16,T14,T14,Robin Freeman,79,66.67,4.0,6
17,T14,T14,Bob Heintz,68,66.67,4.0,6
18,T14,T14,Mark O'Meara,68,66.67,2.0,3
19,T14,T14,Steve Pate,64,66.67,2.0,3
20,T14,T14,Craig Stadler,72,66.67,4.0,6
21,T22,T22,José Coceres,51,60.0,3.0,5
22,T22,T22,Jess Daley,76,60.0,3.0,5
23,T22,T22,Chris DiMarco,111,60.0,3.0,5
24,T22,T22,Lee Janzen,101,60.0,3.0,5
25,T22,T22,Skip Kendall,103,60.0,6.0,10
26,T22,T22,Geoff Ogilvy,90,60.0,3.0,5
27,T22,T22,Craig Parry,69,60.0,3.0,5
28,T22,T22,Chris Riley,104,60.0,3.0,5
29,T22,T22,David Toms,106,60.0,3.0,5
30,T31,T31,Woody Austin,102,57.14,4.0,7
31,T31,T31,Michael Clark II,97,57.14,4.0,7
32,T31,T31,Scott Dunlap,74,57.14,4.0,7
