,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
0,1,1,Nick Price,69,"2' 11""",102.417,35,4
1,2,2,Paul Goydos,66,"3' 0""",130.333,43,138
2,3,3,Vijay Singh,102,"3' 2""",146.667,46,25
3,T4,T4,J.P. Hayes,78,"3' 3""",133.833,41,64
4,T4,T4,Andrew Magee,91,"3' 3""",140.083,43,62
5,T4,T4,Dennis Paulson,89,"3' 3""",216.667,66,112
6,T7,T7,Jonathan Kaye,83,"3' 4""",195.917,59,27
7,T7,T7,Matt Kuchar,82,"3' 4""",153.0,46,54
8,T7,T7,Justin Leonard,97,"3' 4""",171.333,51,37
9,T10,T10,Chad Campbell,111,"3' 5""",231.083,68,88
10,T10,T10,Stewart Cink,92,"3' 5""",168.333,49,78
11,T10,T10,Brad Faxon,93,"3' 5""",124.083,36,50
12,T10,T10,Brian Gay,117,"3' 5""",254.417,74,33
13,T10,T10,Franklin Langham,72,"3' 5""",179.583,53,147
14,T10,T10,Kirk Triplett,84,"3' 5""",130.083,38,48
15,T16,T16,Mark Brooks,97,"3' 6""",303.5,86,96
16,T16,T16,Paul Claxton,83,"3' 6""",172.0,49,146
17,T16,T16,Robert Damron,85,"3' 6""",173.167,50,141
18,T16,T16,Bradley Hughes,60,"3' 6""",132.417,38,190
19,T16,T16,Brett Quigley,93,"3' 6""",222.583,64,125
20,T21,T21,Brandel Chamblee,85,"3' 7""",284.16700000000003,80,55
21,T21,T21,Bob Estes,93,"3' 7""",140.75,39,97
22,T21,T21,Tripp Isenhour,68,"3' 7""",131.667,37,134
23,T21,T21,Lee Janzen,101,"3' 7""",163.083,46,180
24,T21,T21,Jerry Kelly,99,"3' 7""",186.75,52,6
25,T21,T21,Davis Love III,92,"3' 7""",192.5,54,31
26,T21,T21,Jeff Sluman,118,"3' 7""",253.083,70,30
27,T28,T28,Michael Allen,76,"3' 8""",190.0,52,145
28,T28,T28,Bart Bryant,69,"3' 8""",177.5,48,94
29,T28,T28,Rod Pampling,98,"3' 8""",196.167,54,11
30,T28,T28,Heath Slocum,96,"3' 8""",185.25,51,116
31,T28,T28,Tiger Woods,69,"3' 8""",116.083,32,1
32,T33,T33,Jay Don Blake,107,"3' 9""",255.583,68,79
33,T33,T33,Retief Goosen,56,"3' 9""",115.75,31,58
34,T33,T33,David Gossett,95,"3' 9""",204.583,55,67
35,T33,T33,Joey Sindelar,104,"3' 9""",237.667,63,188
36,T37,T37,Jeff Gove,89,"3' 10""",201.25,53,133
37,T37,T37,Glen Hnatiuk,95,"3' 10""",244.583,64,8
38,T37,T37,Brandt Jobe,94,"3' 10""",264.5,69,161
39,T37,T37,Rocco Mediate,79,"3' 10""",129.833,34,58
40,T37,T37,John Riegger,88,"3' 10""",190.083,50,49
41,T42,T42,Stephen Ames,89,"3' 11""",259.66700000000003,66,21
42,T42,T42,Russ Cochran,68,"3' 11""",169.083,43,108
43,T42,T42,Ben Crane,91,"3' 11""",237.25,60,111
44,T42,T42,David Duval,78,"3' 11""",207.5,53,147
45,T42,T42,Joel Edwards,101,"3' 11""",230.583,59,5
46,T42,T42,Brian Henninger,66,"3' 11""",179.5,46,154
47,T42,T42,Per-Ulrik Johansson,87,"3' 11""",168.667,43,43
48,T42,T42,Shaun Micheel,100,"3' 11""",298.41700000000003,77,72
49,T42,T42,Phil Mickelson,97,"3' 11""",253.833,65,47
50,T42,T42,Tommy Tolles,64,"3' 11""",196.417,50,178
51,T52,T52,Luke Donald,106,"4' 0""",285.16700000000003,72,80
52,T52,T52,Brad Elder,76,"4' 0""",182.333,46,168
53,T52,T52,Dan Forsman,83,"4' 0""",201.833,50,24
54,T52,T52,Jay Haas,83,"4' 0""",195.583,49,17
55,T52,T52,J.J. Henry,112,"4' 0""",221.75,55,156
56,T52,T52,Tim Herron,102,"4' 0""",234.667,59,45
57,T52,T52,Bryce Molder,65,"4' 0""",165.25,41,151
58,T52,T52,Brenden Pappas,62,"4' 0""",148.583,37,199
59,T60,T60,Tom Byrum,77,"4' 1""",123.167,30,3
60,T60,T60,Greg Chalmers,94,"4' 1""",223.917,55,170
61,T60,T60,Scott Dunlap,74,"4' 1""",175.667,43,198
62,T60,T60,Ernie Els,68,"4' 1""",122.75,30,29
63,T60,T60,Sergio Garcia,79,"4' 1""",145.917,36,134
64,T60,T60,Brent Geiberger,95,"4' 1""",244.167,60,128
65,T60,T60,Peter Jacobsen,67,"4' 1""",237.333,58,26
66,T60,T60,Bernhard Langer,55,"4' 1""",146.833,36,40
67,T60,T60,Geoff Ogilvy,90,"4' 1""",207.833,51,155
68,T60,T60,Pat Perez,89,"4' 1""",205.583,50,46
69,T60,T60,Kaname Yokoo,74,"4' 1""",147.583,36,162
70,T60,T60,Richard Zokol,53,"4' 1""",158.0,39,139
71,T72,T72,"David Berganio, Jr.",80,"4' 2""",231.25,55,143
72,T72,T72,John Cook,85,"4' 2""",120.417,29,102
73,T72,T72,Joe Durant,87,"4' 2""",184.667,44,86
74,T72,T72,Scott Hoch,71,"4' 2""",189.75,46,28
75,T72,T72,Charles Howell III,118,"4' 2""",325.91700000000003,79,81
76,T72,T72,Mike Hulbert,55,"4' 2""",148.5,36,164
77,T72,T72,Pete Jordan,78,"4' 2""",234.417,56,173
78,T72,T72,Steve Lowery,98,"4' 2""",229.083,55,144
79,T72,T72,Matt Peterson,80,"4' 2""",219.0,53,76
80,T72,T72,Chris Riley,104,"4' 2""",251.25,60,2
81,T72,T72,Duffy Waldorf,90,"4' 2""",240.25,58,77
82,T83,T83,Woody Austin,102,"4' 3""",339.0,80,118
83,T83,T83,Glen Day,107,"4' 3""",337.917,80,34
84,T83,T83,Carlos Franco,107,"4' 3""",283.75,67,65
85,T83,T83,Dudley Hart,88,"4' 3""",204.333,48,87
86,T83,T83,Peter Lonard,93,"4' 3""",203.333,48,10
87,T83,T83,David Morland IV,58,"4' 3""",199.833,47,100
88,T83,T83,Lee Porter,91,"4' 3""",220.833,52,73
89,T83,T83,Loren Roberts,93,"4' 3""",250.667,59,12
90,T83,T83,Steve Stricker,68,"4' 3""",149.333,35,92
91,T83,T83,Brian Watts,58,"4' 3""",147.417,35,83
92,T93,T93,Pat Bates,94,"4' 4""",289.08299999999997,67,68
93,T93,T93,Cameron Beckman,87,"4' 4""",179.333,41,36
94,T93,T93,Jonathan Byrd,96,"4' 4""",262.33299999999997,61,93
95,T93,T93,José Coceres,51,"4' 4""",125.5,29,53
96,T93,T93,Jim Furyk,88,"4' 4""",167.417,39,7
97,T93,T93,Bob Heintz,68,"4' 4""",239.167,55,194
98,T93,T93,Miguel Angel Jiménez,60,"4' 4""",134.833,31,106
99,T93,T93,Skip Kendall,103,"4' 4""",323.33299999999997,75,16
100,T93,T93,Neal Lancaster,101,"4' 4""",231.833,53,38
101,T93,T93,J.L. Lewis,98,"4' 4""",221.917,51,71
102,T93,T93,Jesper Parnevik,85,"4' 4""",120.5,28,131
103,T93,T93,David Peoples,105,"4' 4""",263.75,61,42
104,T93,T93,Mike Sposa,111,"4' 4""",331.25,77,13
105,T93,T93,Craig Stadler,72,"4' 4""",139.667,32,137
106,T93,T93,Phil Tataurangi,88,"4' 4""",262.75,61,131
107,T93,T93,Esteban Toledo,106,"4' 4""",270.0,62,14
108,T93,T93,Grant Waite,98,"4' 4""",260.58299999999997,60,18
109,T93,T93,Brett Wetterich,89,"4' 4""",272.5,63,197
110,T93,T93,Jay Williamson,91,"4' 4""",283.41700000000003,66,103
111,T112,T112,Steve Elkington,82,"4' 5""",238.083,54,52
112,T112,T112,Joe Ogilvie,50,"4' 5""",185.583,42,172
113,T112,T112,José María Olazábal,71,"4' 5""",155.417,35,23
114,T112,T112,Bob Tway,103,"4' 5""",395.083,89,31
115,T116,T116,Jim Carter,98,"4' 6""",304.33299999999997,68,15
116,T116,T116,Chris DiMarco,111,"4' 6""",266.91700000000003,59,20
117,T116,T116,Blaine McCallister,75,"4' 6""",210.167,47,181
118,T116,T116,Mark O'Meara,68,"4' 6""",163.083,36,82
119,T116,T116,Deane Pappas,90,"4' 6""",217.75,48,191
120,T116,T116,Dicky Pride,51,"4' 6""",172.417,38,196
121,T116,T116,John Senden,96,"4' 6""",266.08299999999997,59,97
122,T123,T123,Billy Andrade,100,"4' 7""",264.08299999999997,58,75
123,T123,T123,Tim Clark,76,"4' 7""",174.25,38,66
124,T123,T123,Steve Jones,71,"4' 7""",169.083,37,157
125,T123,T123,Kenny Perry,98,"4' 7""",262.66700000000003,57,99
126,T123,T123,Rory Sabbatini,69,"4' 7""",142.333,31,83
127,T128,T128,Edward Fryatt,94,"4' 8""",245.417,53,179
128,T128,T128,Robert Gamez,69,"4' 8""",278.75,60,121
129,T128,T128,Brad Lardon,59,"4' 8""",172.333,37,201
130,T128,T128,Ian Leggatt,97,"4' 8""",324.0,70,153
131,T128,T128,Shigeki Maruyama,87,"4' 8""",189.75,41,85
132,T128,T128,Steve Pate,64,"4' 8""",157.25,34,183
133,T134,T134,Robert Allenby,96,"4' 9""",249.917,53,104
134,T134,T134,Brian Bateman,94,"4' 9""",367.917,78,149
135,T134,T134,Jeff Brehaut,87,"4' 9""",291.58299999999997,61,140
136,T134,T134,Olin Browne,107,"4' 9""",305.5,64,41
137,T134,T134,Steve Flesch,110,"4' 9""",247.333,52,119
138,T134,T134,David Frost,90,"4' 9""",265.83299999999997,56,88
139,T134,T134,John Huston,99,"4' 9""",274.5,58,35
140,T134,T134,Michael Long,71,"4' 9""",243.583,51,175
141,T134,T134,Tom Scherrer,98,"4' 9""",271.33299999999997,57,130
142,T134,T134,Hidemichi Tanaka,104,"4' 9""",272.5,57,124
143,T134,T134,David Toms,106,"4' 9""",268.41700000000003,57,51
144,T145,T145,Rich Beem,99,"4' 10""",296.5,61,136
145,T145,T145,Notah Begay III,76,"4' 10""",216.333,45,150
146,T145,T145,K.J. Choi,93,"4' 10""",204.083,42,90
147,T145,T145,Stephen Gangluff,75,"4' 10""",276.16700000000003,57,100
148,T145,T145,Matt Gogel,79,"4' 10""",211.0,44,69
149,T145,T145,Kent Jones,105,"4' 10""",336.25,69,123
150,T145,T145,Len Mattiace,106,"4' 10""",364.5,76,9
151,T145,T145,Tim Petrovic,92,"4' 10""",214.083,44,38
152,T145,T145,Scott Simpson,61,"4' 10""",153.583,32,117
153,T154,T154,Stuart Appleby,97,"4' 11""",218.083,44,129
154,T154,T154,Craig Barlow,62,"4' 11""",201.0,41,114
155,T154,T154,Jess Daley,76,"4' 11""",244.583,50,94
156,T154,T154,Harrison Frazar,88,"4' 11""",205.0,42,107
157,T154,T154,Greg Kraft,86,"4' 11""",282.41700000000003,57,63
158,T154,T154,Gary Nicklaus,66,"4' 11""",214.833,44,185
159,T154,T154,Jerry Smith,91,"4' 11""",394.667,80,165
160,T154,T154,Kevin Sutherland,96,"4' 11""",178.0,36,110
161,T162,T162,Bob Burns,99,"5' 0""",319.91700000000003,64,19
162,T162,T162,Donnie Hammond,60,"5' 0""",145.083,29,142
163,T162,T162,Eduardo Herrera,59,"5' 0""",244.25,49,187
164,T162,T162,Michael Muehr,73,"5' 0""",265.0,53,163
165,T162,T162,Frank Nobilo,94,"5' 0""",321.5,64,127
166,T162,T162,Corey Pavin,78,"5' 0""",239.5,48,115
167,T162,T162,Tom Pernice Jr.,101,"5' 0""",335.167,67,105
168,T162,T162,Boo Weekley,57,"5' 0""",223.167,45,191
169,T170,T170,Bob May,91,"5' 1""",259.5,51,56
170,T170,T170,Scott McCarron,106,"5' 1""",197.417,39,159
171,T170,T170,Spike McRoy,69,"5' 1""",182.75,36,160
172,T170,T170,Carl Paulson,84,"5' 1""",292.58299999999997,58,186
173,T170,T170,John Rollins,124,"5' 1""",345.25,68,44
174,T170,T170,Mike Weir,94,"5' 1""",172.083,34,152
175,T176,T176,Mathew Goggin,64,"5' 2""",308.33299999999997,60,109
176,T176,T176,Frank Lickliter II,94,"5' 2""",232.417,45,171
177,T176,T176,Billy Mayfair,99,"5' 2""",257.5,50,57
178,T176,T176,Kenneth Staton,104,"5' 2""",382.667,74,157
179,180,180,Craig Perks,91,"5' 3""",239.75,46,70
180,T181,T181,Fulton Allem,64,"5' 4""",256.91700000000003,48,166
181,T181,T181,Fred Funk,106,"5' 4""",308.58299999999997,58,21
182,T183,T183,Paul Azinger,69,"5' 5""",174.083,32,125
183,T183,T183,Michael Clark II,97,"5' 5""",368.167,68,113
184,T183,T183,Fred Couples,64,"5' 5""",188.75,35,60
185,T183,T183,Jason Hill,59,"5' 5""",228.75,42,200
186,T183,T183,Craig Parry,69,"5' 5""",190.167,35,119
187,T183,T183,Chris Smith,103,"5' 5""",391.833,72,182
188,T183,T183,Paul Stankowski,100,"5' 5""",400.917,74,174
189,T183,T183,Hal Sutton,74,"5' 5""",216.333,40,122
190,T183,T183,Garrett Willis,80,"5' 5""",221.25,41,193
191,T192,T192,Steve Allan,93,"5' 6""",347.917,63,177
192,T192,T192,Jeff Maggert,83,"5' 6""",202.417,37,74
193,194,194,Robin Freeman,79,"5' 7""",367.25,66,195
194,195,195,Bo Van Pelt,78,"5' 8""",304.33299999999997,54,202
195,196,196,Scott Verplank,93,"5' 9""",270.16700000000003,47,61
196,T197,T197,Mark Calcavecchia,84,"5' 10""",204.333,35,176
197,T197,T197,Paul Gow,99,"5' 10""",372.083,64,167
