,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Fred Couples,54,4.42,292,66
1,2,2,Vijay Singh,112,4.45,574,129
2,3,3,Mike Weir,75,4.48,461,103
3,T4,T4,Ernie Els,62,4.49,256,57
4,T4,T4,Tiger Woods,78,4.49,400,89
5,6,6,John Daly,79,4.51,546,121
6,7,7,Adam Scott,55,4.52,303,67
7,8,8,Harrison Frazar,86,4.53,625,138
8,T9,T9,Davis Love III,85,4.54,477,105
9,T9,T9,Corey Pavin,83,4.54,518,114
10,T11,T11,Daniel Chopra,108,4.55,756,166
11,T11,T11,Ted Purdy,114,4.55,856,188
12,T13,T13,Jay Haas,84,4.56,538,118
13,T13,T13,Tag Ridings,53,4.56,442,97
14,T15,T15,Scott Hend,81,4.57,612,134
15,T15,T15,Phil Mickelson,83,4.57,411,90
16,T15,T15,Rod Pampling,98,4.57,768,168
17,T15,T15,John Senden,99,4.57,768,168
18,T19,T19,Stephen Ames,97,4.58,650,142
19,T19,T19,Cameron Beckman,99,4.58,683,149
20,T19,T19,K.J. Choi,83,4.58,628,137
21,T19,T19,Darren Clarke,54,4.58,307,67
22,T19,T19,Retief Goosen,56,4.58,334,73
23,T19,T19,Roger Tambellini,81,4.58,627,137
24,T25,T25,Tommy Armour III,87,4.59,670,146
25,T25,T25,Brian Bateman,84,4.59,634,138
26,T27,T27,Carlos Franco,99,4.6,856,186
27,T27,T27,Mike Heinen,53,4.6,497,108
28,T27,T27,Tim Herron,84,4.6,621,135
29,T27,T27,Geoff Ogilvy,91,4.6,649,141
30,T27,T27,Carl Pettersson,100,4.6,787,171
31,T32,T32,Rocco Mediate,53,4.61,470,102
32,T32,T32,Dennis Paulson,71,4.61,507,110
33,T32,T32,Grant Waite,79,4.61,636,138
34,T32,T32,Dean Wilson,99,4.61,843,183
35,T36,T36,Scott Hoch,52,4.62,356,77
36,T36,T36,Kevin Na,100,4.62,711,154
37,T36,T36,Justin Rose,77,4.62,633,137
38,T36,T36,Scott Verplank,92,4.62,614,133
39,T40,T40,Steve Flesch,109,4.63,815,176
40,T40,T40,J.L. Lewis,106,4.63,876,189
41,T40,T40,Chris Riley,78,4.63,528,114
42,T40,T40,Steve Stricker,81,4.63,676,146
43,T44,T44,Steve Allan,102,4.64,835,180
44,T44,T44,Danny Briggs,85,4.64,715,154
45,T44,T44,Stewart Cink,103,4.64,663,143
46,T44,T44,Sergio Garcia,65,4.64,339,73
47,T44,T44,Brian Gay,96,4.64,701,151
48,T44,T44,Matt Gogel,86,4.64,585,126
49,T44,T44,J.J. Henry,103,4.64,775,167
50,T44,T44,Charles Howell III,104,4.64,752,162
51,T44,T44,Lee Janzen,84,4.64,598,129
52,T44,T44,Brett Quigley,102,4.64,784,169
53,T44,T44,Loren Roberts,81,4.64,538,116
54,T44,T44,Joey Sindelar,100,4.64,779,168
55,T44,T44,Tommy Tolles,67,4.64,538,116
56,T44,T44,Bo Van Pelt,107,4.64,836,180
57,T58,T58,Olin Browne,92,4.65,725,156
58,T58,T58,Jonathan Byrd,85,4.65,567,122
59,T58,T58,Dudley Hart,60,4.65,456,98
60,T58,T58,Kent Jones,99,4.65,888,191
61,T58,T58,Matt Kuchar,83,4.65,698,150
62,T58,T58,Jeff Maggert,60,4.65,428,92
63,T58,T58,Jesper Parnevik,86,4.65,581,125
64,T58,T58,John Riegger,53,4.65,428,92
65,T58,T58,Kevin Sutherland,86,4.65,702,151
66,T67,T67,Woody Austin,94,4.66,829,178
67,T67,T67,Briny Baird,100,4.66,759,163
68,T67,T67,Rich Beem,81,4.66,662,142
69,T67,T67,Jason Bohn,98,4.66,880,189
70,T67,T67,José Coceres,68,4.66,471,101
71,T67,T67,Ben Curtis,56,4.66,415,89
72,T67,T67,Jay Delsing,76,4.66,597,128
73,T67,T67,Lucas Glover,95,4.66,801,172
74,T67,T67,Hank Kuehne,91,4.66,675,145
75,T67,T67,Tom Lehman,70,4.66,550,118
76,T67,T67,Peter Lonard,68,4.66,494,106
77,T67,T67,José María Olazábal,56,4.66,429,92
78,T67,T67,Tim Petrovic,111,4.66,838,180
79,T80,T80,Craig Barlow,80,4.67,621,133
80,T80,T80,Tom Carter,113,4.67,999,214
81,T80,T80,Chris Couch,55,4.67,467,100
82,T80,T80,Ben Crane,92,4.67,743,159
83,T80,T80,Chris DiMarco,105,4.67,762,163
