,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,68.2,682,10
1,T2,T2,Sergio Garcia,68.4,342,5
2,T2,T2,Scott Hoch,68.4,342,5
3,4,4,Notah Begay III,68.5,685,10
4,5,5,Shigeki Maruyama,68.8,688,10
5,6,6,Chris DiMarco,68.9,689,10
6,7,7,Mike Weir,69.0,966,14
7,8,8,Bernhard Langer,69.17,415,6
8,9,9,Loren Roberts,69.18,761,11
9,10,10,Phil Mickelson,69.36,763,11
10,11,11,Brian Bateman,69.38,902,13
11,12,12,Bo Van Pelt,69.43,972,14
12,13,13,Vijay Singh,69.55,765,11
13,14,14,Mark Calcavecchia,69.56,626,9
14,15,15,Geoff Ogilvy,69.6,1044,15
15,16,16,Daniel Chopra,69.69,1115,16
16,T17,T17,Danny Ellis,69.7,697,10
17,T17,T17,Jeff Sluman,69.7,697,10
18,19,19,Retief Goosen,69.75,558,8
19,20,20,Chris Riley,69.78,628,9
20,21,21,Tim Herron,69.79,977,14
21,22,22,Stewart Cink,69.85,908,13
22,T23,T23,Harrison Frazar,69.86,978,14
23,T23,T23,Jerry Kelly,69.86,978,14
24,T23,T23,Rocco Mediate,69.86,489,7
25,T23,T23,Scott Verplank,69.86,978,14
26,27,27,Jesper Parnevik,69.92,839,12
27,T28,T28,Stephen Ames,70.0,1190,17
28,T28,T28,Lee Janzen,70.0,770,11
29,T28,T28,Davis Love III,70.0,630,9
30,T28,T28,Shaun Micheel,70.0,700,10
31,T32,T32,Briny Baird,70.08,911,13
32,T32,T32,David Peoples,70.08,841,12
33,34,34,Michael Allen,70.1,701,10
34,35,35,Mark Wilson,70.11,631,9
35,T36,T36,Jason Bohn,70.13,1052,15
36,T36,T36,Omar Uresti,70.13,1052,15
37,38,38,Robert Gamez,70.14,982,14
38,39,39,Rod Pampling,70.15,912,13
39,40,40,Glen Day,70.2,1053,15
40,41,41,Hidemichi Tanaka,70.23,913,13
41,T42,T42,Tom Carter,70.25,1405,20
42,T42,T42,Justin Leonard,70.25,562,8
43,T42,T42,Patrick Sheehan,70.25,1124,16
44,45,45,Ernie Els,70.29,492,7
45,46,46,Alex Cejka,70.3,703,10
46,T47,T47,Scott McCarron,70.33,844,12
47,T47,T47,Kevin Na,70.33,1266,18
48,49,49,Joe Durant,70.36,985,14
49,T50,T50,Stephen Leaney,70.38,915,13
50,T50,T50,John Rollins,70.38,915,13
51,52,52,Joe Ogilvie,70.41,1197,17
52,53,53,Jeff Maggert,70.42,845,12
53,T54,T54,Paul Azinger,70.44,634,9
54,T54,T54,José Coceres,70.44,634,9
55,T54,T54,Luke Donald,70.44,634,9
56,T54,T54,Charles Howell III,70.44,1127,16
57,T58,T58,Matt Gogel,70.45,775,11
58,T58,T58,Jay Haas,70.45,775,11
59,60,60,John Daly,70.5,564,8
60,T61,T61,J.P. Hayes,70.54,917,13
61,T61,T61,Kirk Triplett,70.54,917,13
62,63,63,Corey Pavin,70.55,776,11
63,64,64,Ken Duke,70.57,988,14
64,65,65,Brian Gay,70.6,1059,15
65,T66,T66,Brad Faxon,70.62,918,13
66,T66,T66,Carlos Franco,70.62,918,13
67,T66,T66,Jonathan Kaye,70.62,918,13
68,T66,T66,Steve Lowery,70.62,918,13
69,T66,T66,Bob Tway,70.62,918,13
70,T71,T71,Todd Hamilton,70.63,1130,16
71,T71,T71,Adam Scott,70.63,565,8
72,T73,T73,Cameron Beckman,70.64,989,14
73,T73,T73,David Toms,70.64,777,11
74,75,75,Brett Quigley,70.65,1201,17
75,76,76,Joey Sindelar,70.67,848,12
76,T77,T77,John Senden,70.69,919,13
77,T77,T77,Chris Smith,70.69,1131,16
78,79,79,Steve Flesch,70.73,778,11
79,80,80,J.J. Henry,70.75,1132,16
80,81,81,Grant Waite,70.79,991,14
81,82,82,Tom Lehman,70.8,708,10
82,83,83,Neal Lancaster,70.81,1133,16
83,84,84,Brent Geiberger,70.83,850,12
84,T85,T85,Danny Briggs,70.85,921,13
85,T85,T85,Brian Kortan,70.85,921,13
86,87,87,Robert Damron,70.86,992,14
87,88,88,Dean Wilson,70.89,1347,19
88,T89,T89,Tommy Armour III,70.93,1064,15
89,T89,T89,Vaughn Taylor,70.93,993,14
90,91,91,Ted Purdy,70.94,1135,16
91,T92,T92,Olin Browne,71.0,994,14
92,T92,T92,Kris Cox,71.0,923,13
93,T92,T92,Todd Fischer,71.0,1136,16
94,T92,T92,Frank Lickliter II,71.0,923,13
95,T92,T92,Tag Ridings,71.0,639,9
96,T92,T92,John Riegger,71.0,639,9
97,T92,T92,Justin Rose,71.0,710,10
98,T92,T92,Steve Stricker,71.0,639,9
99,100,100,Jay Williamson,71.06,1279,18
100,T101,T101,Mark Hensby,71.07,995,14
101,T101,T101,Roger Tambellini,71.07,995,14
102,103,103,Tom Byrum,71.08,853,12
103,104,104,Craig Barlow,71.09,782,11
104,T105,T105,Dudley Hart,71.11,640,9
105,T105,T105,Hunter Mahan,71.11,1351,19
106,T107,T107,Billy Andrade,71.13,1067,15
107,T107,T107,Zach Johnson,71.13,1067,15
108,T107,T107,Richard Johnson,71.13,1138,16
109,T110,T110,Lucas Glover,71.18,1210,17
110,T110,T110,Hank Kuehne,71.18,1210,17
111,112,112,Arron Oberholser,71.2,712,10
112,T113,T113,Stuart Appleby,71.22,641,9
113,T113,T113,Fred Couples,71.22,641,9
114,115,115,Skip Kendall,71.23,926,13
115,T116,T116,Dan Olsen,71.25,855,12
116,T116,T116,Kevin Sutherland,71.25,855,12
117,T118,T118,Jason Dufner,71.27,1069,15
118,T118,T118,Matt Kuchar,71.27,784,11
119,120,120,Brenden Pappas,71.29,1212,17
120,121,121,Carl Pettersson,71.3,713,10
121,122,122,Ryan Palmer,71.31,1141,16
122,123,123,Jeff Brehaut,71.32,1355,19
123,124,124,Pat Bates,71.33,1070,15
124,125,125,D.J. Brigman,71.36,999,14
125,T126,T126,Robert Allenby,71.38,928,13
126,T126,T126,Darren Clarke,71.38,571,8
127,T126,T126,Ben Curtis,71.38,571,8
128,T126,T126,Duffy Waldorf,71.38,571,8
129,T130,T130,Jonathan Byrd,71.4,714,10
130,T130,T130,Russ Cochran,71.4,714,10
131,132,132,Billy Mayfair,71.42,1357,19
132,133,133,Craig Parry,71.43,500,7
133,134,134,Spike McRoy,71.44,1143,16
134,135,135,David Frost,71.5,1001,14
135,T136,T136,Craig Bowden,71.54,930,13
136,T136,T136,Steve Pate,71.54,930,13
137,T138,T138,Bart Bryant,71.55,787,11
138,T138,T138,K.J. Choi,71.55,787,11
139,T140,T140,Freddie Jacobson,71.62,931,13
140,T140,T140,J.L. Lewis,71.62,931,13
141,T140,T140,Roland Thatcher,71.62,931,13
142,143,143,Bob Estes,71.63,573,8
143,144,144,Rory Sabbatini,71.64,1003,14
144,T145,T145,Mathias Grönberg,71.67,1290,18
145,T145,T145,David Morland IV,71.67,1075,15
146,T145,T145,Andre Stolz,71.67,645,9
147,148,148,Heath Slocum,71.69,932,13
148,T149,T149,Greg Chalmers,71.73,789,11
149,T149,T149,Kenny Perry,71.73,789,11
150,T149,T149,Gene Sauers,71.73,1076,15
151,152,152,Steve Elkington,71.75,574,8
152,153,153,Steve Allan,71.82,1221,17
153,154,154,Len Mattiace,71.85,934,13
154,155,155,Woody Austin,71.86,1006,14
155,156,156,Tim Petrovic,71.87,1078,15
156,157,157,Pat Perez,71.88,1222,17
157,T158,T158,Niclas Fasth,71.89,647,9
158,T158,T158,Mike Heinen,71.89,647,9
159,T160,T160,Fred Funk,71.92,863,12
160,T160,T160,Dennis Paulson,71.92,863,12
161,162,162,Craig Perks,71.93,1007,14
162,T163,T163,David Branshaw,72.0,1080,15
163,T163,T163,Tim Clark,72.0,1080,15
164,T163,T163,John Cook,72.0,576,8
165,T163,T163,Ben Crane,72.0,1008,14
166,T163,T163,Jay Delsing,72.0,1008,14
167,T163,T163,Cliff Kresge,72.0,1296,18
168,T163,T163,Nick Price,72.0,648,9
169,170,170,Peter Lonard,72.08,937,13
