,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
170,171,171,Rich Barcelo,72.18,794,11
171,172,172,Scott Hend,72.21,1011,14
172,173,173,Chris Couch,72.23,939,13
173,T174,T174,Dan Forsman,72.27,795,11
174,T174,T174,Deane Pappas,72.27,795,11
175,176,176,Kent Jones,72.31,1157,16
176,T177,T177,Arjun Atwal,72.33,1302,18
177,T177,T177,Bob Burns,72.33,868,12
178,179,179,Esteban Toledo,72.39,1303,18
179,180,180,Mark O'Meara,72.45,797,11
180,181,181,Tom Pernice Jr.,72.46,942,13
181,T182,T182,Chad Campbell,72.5,1015,14
182,T182,T182,John Huston,72.5,725,10
183,T182,T182,José María Olazábal,72.5,580,8
184,185,185,Tripp Isenhour,72.89,656,9
185,T186,T186,Blaine McCallister,73.0,1022,14
186,T186,T186,Scott Simpson,73.0,730,10
187,188,188,Aaron Baddeley,73.06,1242,17
188,189,189,Mark Brooks,73.08,877,12
189,190,190,Guy Boros,73.1,731,10
190,191,191,Tommy Tolles,73.33,880,12
191,192,192,Hirofumi Miyase,73.6,736,10
192,193,193,Dicky Pride,73.7,737,10
193,194,194,Rich Beem,74.0,666,9
194,195,195,Kevin Muncrief,74.83,898,12
195,196,196,David Gossett,75.0,975,13
