,Back_9_Par_3_Scoring_Average_RANK THIS WEEK,Back_9_Par_3_Scoring_Average_RANK LAST WEEK,Back_9_Par_3_Scoring_Average_PLAYER NAME,Back_9_Par_3_Scoring_Average_ROUNDS,Back_9_Par_3_Scoring_Average_AVG,Back_9_Par_3_Scoring_Average_TOTAL STROKES,Back_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Jerry Kelly,113,2.92,652,223
1,T2,T2,Freddie Jacobson,83,2.95,484,164
2,T2,T2,Carl Pettersson,100,2.95,593,201
3,T4,T4,Carlos Franco,99,2.96,590,199
4,T4,T4,Jay Haas,84,2.96,473,160
5,T4,T4,Dudley Hart,60,2.96,335,113
6,T4,T4,Kirk Triplett,88,2.96,507,171
7,T8,T8,Pat Bates,99,2.97,592,199
8,T8,T8,Scott Hoch,52,2.97,279,94
9,T8,T8,Tom Pernice Jr.,103,2.97,596,201
10,T8,T8,Brett Quigley,102,2.97,592,199
11,T12,T12,Stephen Ames,97,2.98,573,192
12,T12,T12,David Branshaw,84,2.98,489,164
13,T12,T12,Frank Lickliter II,89,2.98,498,167
14,T15,T15,Luke Donald,72,2.99,434,145
15,T15,T15,Steve Flesch,109,2.99,622,208
16,T15,T15,Duffy Waldorf,79,2.99,451,151
17,T15,T15,Tiger Woods,78,2.99,418,140
18,T19,T19,Notah Begay III,71,3.0,402,134
19,T19,T19,Bart Bryant,73,3.0,420,140
20,T19,T19,Ernie Els,62,3.0,336,112
21,T19,T19,John Huston,62,3.0,330,110
22,T19,T19,Neal Lancaster,106,3.0,627,209
23,T19,T19,Davis Love III,85,3.0,447,149
24,T19,T19,Corey Pavin,83,3.0,483,161
25,T19,T19,Tag Ridings,53,3.0,309,103
26,T19,T19,Loren Roberts,81,3.0,495,165
27,T28,T28,Robert Allenby,93,3.01,529,176
28,T28,T28,Aaron Baddeley,87,3.01,515,171
29,T28,T28,Tom Byrum,83,3.01,509,169
30,T28,T28,Bob Estes,73,3.01,445,148
31,T28,T28,Robert Gamez,103,3.01,623,207
32,T28,T28,Bernhard Langer,59,3.01,349,116
33,T28,T28,Tom Lehman,70,3.01,400,133
34,T28,T28,Justin Leonard,90,3.01,505,168
35,T28,T28,Jesper Parnevik,86,3.01,539,179
36,T28,T28,Kenny Perry,79,3.01,463,154
37,T28,T28,Nick Price,51,3.01,301,100
38,T28,T28,Vijay Singh,112,3.01,654,217
39,T28,T28,David Toms,80,3.01,457,152
40,T28,T28,Mike Weir,75,3.01,442,147
41,T42,T42,Billy Andrade,104,3.02,638,211
42,T42,T42,Chad Campbell,100,3.02,567,188
43,T42,T42,Greg Chalmers,70,3.02,426,141
44,T42,T42,Daniel Chopra,108,3.02,640,212
45,T42,T42,Steve Elkington,64,3.02,372,123
46,T42,T42,Retief Goosen,56,3.02,338,112
47,T42,T42,Richard Johnson,102,3.02,632,209
48,T42,T42,Justin Rose,77,3.02,441,146
49,T42,T42,Patrick Sheehan,113,3.02,680,225
50,T42,T42,Scott Simpson,55,3.02,335,111
