,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Justin Rose,77,3.98,1498,376
1,T1,T1,Vijay Singh,112,3.98,2320,583
2,T3,T3,Olin Browne,92,4.0,1858,464
3,T3,T3,Joe Durant,85,4.0,1758,439
4,T3,T3,Jesper Parnevik,86,4.0,1794,448
5,T3,T3,Rory Sabbatini,89,4.0,1865,466
6,T3,T3,Kirk Triplett,88,4.0,1741,435
7,T8,T8,José Coceres,68,4.01,1385,345
8,T8,T8,Ernie Els,62,4.01,1303,325
9,T8,T8,Robert Gamez,103,4.01,2188,545
10,T8,T8,J.J. Henry,103,4.01,2184,544
11,T8,T8,Phil Mickelson,83,4.01,1655,413
12,T8,T8,Joe Ogilvie,104,4.01,2152,537
13,T8,T8,Jeff Sluman,98,4.01,2010,501
14,T8,T8,Scott Verplank,92,4.01,1938,483
15,T8,T8,Tiger Woods,78,4.01,1552,387
16,T17,T17,Craig Barlow,80,4.02,1622,403
17,T17,T17,Bart Bryant,73,4.02,1501,373
18,T17,T17,K.J. Choi,83,4.02,1714,426
19,T17,T17,Stewart Cink,103,4.02,2039,507
20,T17,T17,Jason Dufner,79,4.02,1687,420
21,T17,T17,Matt Gogel,86,4.02,1776,442
22,T17,T17,Retief Goosen,56,4.02,1162,289
23,T17,T17,Tom Lehman,70,4.02,1403,349
24,T17,T17,Geoff Ogilvy,91,4.02,1800,448
25,T17,T17,Loren Roberts,81,4.02,1666,414
26,T17,T17,John Senden,99,4.02,2065,514
27,T17,T17,Duffy Waldorf,79,4.02,1525,379
28,T29,T29,Stuart Appleby,84,4.03,1676,416
29,T29,T29,Mark Calcavecchia,79,4.03,1618,401
30,T29,T29,John Cook,57,4.03,1128,280
31,T29,T29,Luke Donald,72,4.03,1550,385
32,T29,T29,Carlos Franco,99,4.03,2065,513
33,T29,T29,Jerry Kelly,113,4.03,2308,572
34,T29,T29,Kevin Na,100,4.03,2023,502
35,T29,T29,Arron Oberholser,77,4.03,1522,378
36,T29,T29,Brenden Pappas,111,4.03,2279,565
37,T29,T29,Chris Riley,78,4.03,1578,392
38,T39,T39,Steve Allan,102,4.04,2103,521
39,T39,T39,Paul Azinger,75,4.04,1553,384
40,T39,T39,Briny Baird,100,4.04,2039,505
41,T39,T39,Notah Begay III,71,4.04,1447,358
42,T39,T39,Jason Bohn,98,4.04,2039,505
43,T39,T39,Tom Byrum,83,4.04,1790,443
44,T39,T39,Tim Clark,84,4.04,1824,451
45,T39,T39,Bob Estes,73,4.04,1500,371
46,T39,T39,Scott Hoch,52,4.04,1110,275
47,T39,T39,Zach Johnson,109,4.04,2313,572
48,T39,T39,José María Olazábal,56,4.04,1034,256
49,T39,T39,Ryan Palmer,103,4.04,2107,522
50,T39,T39,Tom Pernice Jr.,103,4.04,2075,514
51,T39,T39,Ted Purdy,114,4.04,2407,596
52,T39,T39,Adam Scott,55,4.04,1180,292
53,T39,T39,Joey Sindelar,100,4.04,2093,518
54,T39,T39,Bo Van Pelt,107,4.04,2237,554
55,T56,T56,Daniel Chopra,108,4.05,2284,564
56,T56,T56,Ben Crane,92,4.05,1980,489
57,T56,T56,John Daly,79,4.05,1699,420
58,T56,T56,Robert Damron,92,4.05,1933,477
59,T56,T56,Harrison Frazar,86,4.05,1692,418
60,T56,T56,Fred Funk,97,4.05,2086,515
61,T56,T56,Brian Gay,96,4.05,2032,502
62,T56,T56,Brent Geiberger,94,4.05,1943,480
63,T56,T56,Kent Jones,99,4.05,2043,505
64,T56,T56,Skip Kendall,99,4.05,2097,518
65,T56,T56,Hunter Mahan,94,4.05,2023,500
66,T56,T56,Billy Mayfair,109,4.05,2241,553
67,T56,T56,Scott McCarron,88,4.05,1758,434
68,T56,T56,David Peoples,82,4.05,1729,427
69,T56,T56,Pat Perez,102,4.05,2145,529
70,T56,T56,John Rollins,90,4.05,1820,449
71,T56,T56,Kevin Sutherland,86,4.05,1705,421
72,T56,T56,Vaughn Taylor,84,4.05,1750,432
73,T56,T56,Roland Thatcher,66,4.05,1413,349
74,T56,T56,Mark Wilson,62,4.05,1342,331
75,T76,T76,Robert Allenby,93,4.06,1884,464
76,T76,T76,Stephen Ames,97,4.06,2028,499
77,T76,T76,Woody Austin,94,4.06,1963,484
78,T76,T76,Cameron Beckman,99,4.06,2080,512
79,T76,T76,D.J. Brigman,79,4.06,1633,402
80,T76,T76,Greg Chalmers,70,4.06,1494,368
81,T76,T76,Kris Cox,73,4.06,1537,379
82,T76,T76,Chris DiMarco,105,4.06,2090,515
83,T76,T76,Lucas Glover,95,4.06,1969,485
84,T76,T76,Jay Haas,84,4.06,1669,411
85,T76,T76,Brian Kortan,65,4.06,1361,335
86,T76,T76,Neal Lancaster,106,4.06,2167,534
87,T76,T76,Frank Lickliter II,89,4.06,1883,464
88,T76,T76,Davis Love III,85,4.06,1627,401
89,T76,T76,Shigeki Maruyama,93,4.06,2008,495
90,T76,T76,Rod Pampling,98,4.06,2000,493
91,T76,T76,Tim Petrovic,111,4.06,2292,565
92,T76,T76,Heath Slocum,92,4.06,1931,476
93,T76,T76,Jay Williamson,100,4.06,2101,517
94,T95,T95,Tommy Armour III,87,4.07,1875,461
95,T95,T95,Pat Bates,99,4.07,2097,515
96,T95,T95,Bob Burns,88,4.07,1839,452
97,T95,T95,Glen Day,101,4.07,2095,515
98,T95,T95,Danny Ellis,81,4.07,1642,403
99,T95,T95,Brad Faxon,94,4.07,1939,476
100,T95,T95,Todd Fischer,104,4.07,2199,540
101,T95,T95,Sergio Garcia,65,4.07,1404,345
102,T95,T95,Mark Hensby,97,4.07,1992,490
103,T95,T95,Charles Howell III,104,4.07,2148,528
104,T95,T95,Lee Janzen,84,4.07,1736,427
105,T95,T95,J.L. Lewis,106,4.07,2249,552
106,T95,T95,Jeff Maggert,60,4.07,1307,321
107,T95,T95,Shaun Micheel,93,4.07,1984,487
108,T95,T95,Deane Pappas,72,4.07,1530,376
109,T95,T95,Craig Perks,75,4.07,1553,382
110,T95,T95,Kenny Perry,79,4.07,1642,403
111,T95,T95,Carl Pettersson,100,4.07,2030,499
112,T95,T95,Patrick Sheehan,113,4.07,2367,581
113,T95,T95,Chris Smith,105,4.07,2229,547
114,T95,T95,Steve Stricker,81,4.07,1637,402
115,T95,T95,David Toms,80,4.07,1616,397
116,T95,T95,Bob Tway,90,4.07,1859,457
117,T118,T118,Billy Andrade,104,4.08,2219,544
118,T118,T118,Rich Barcelo,67,4.08,1410,346
119,T118,T118,Brian Bateman,84,4.08,1717,421
120,T118,T118,Craig Bowden,83,4.08,1829,448
121,T118,T118,Jeff Brehaut,106,4.08,2220,544
122,T118,T118,Danny Briggs,85,4.08,1773,435
123,T118,T118,Jonathan Byrd,85,4.08,1797,440
124,T118,T118,Chad Campbell,100,4.08,1985,486
125,T118,T118,Russ Cochran,61,4.08,1337,328
126,T118,T118,Dan Forsman,79,4.08,1626,399
127,T118,T118,Dudley Hart,60,4.08,1286,315
128,T118,T118,John Huston,62,4.08,1199,294
129,T118,T118,Freddie Jacobson,83,4.08,1707,418
130,T118,T118,Justin Leonard,90,4.08,1847,453
131,T118,T118,Mark O'Meara,58,4.08,1237,303
132,T118,T118,Nick Price,51,4.08,1107,271
133,T118,T118,Brett Quigley,102,4.08,2087,511
134,T118,T118,Tag Ridings,53,4.08,1045,256
135,T118,T118,John Riegger,53,4.08,1125,276
136,T118,T118,Hidemichi Tanaka,89,4.08,1912,469
137,T118,T118,Omar Uresti,85,4.08,1841,451
138,T118,T118,Mike Weir,75,4.08,1574,386
139,T140,T140,Michael Allen,87,4.09,1835,449
140,T140,T140,Mark Brooks,72,4.09,1510,369
141,T140,T140,Darren Clarke,54,4.09,1087,266
142,T140,T140,Mathias Grönberg,91,4.09,1848,452
143,T140,T140,J.P. Hayes,79,4.09,1576,385
144,T140,T140,Tim Herron,84,4.09,1808,442
145,T140,T140,Hank Kuehne,91,4.09,1931,472
146,T140,T140,Andre Stolz,53,4.09,1150,281
147,T148,T148,Steve Flesch,109,4.1,2257,551
148,T148,T148,David Frost,78,4.1,1678,409
149,T148,T148,Todd Hamilton,92,4.1,1915,467
150,T148,T148,Jonathan Kaye,79,4.1,1655,404
151,T148,T148,Stephen Leaney,84,4.1,1600,390
152,T148,T148,Steve Lowery,91,4.1,1899,463
153,T148,T148,Len Mattiace,75,4.1,1616,394
154,T148,T148,Blaine McCallister,68,4.1,1483,362
155,T148,T148,Steve Pate,71,4.1,1467,358
156,T148,T148,Scott Simpson,55,4.1,1204,294
157,T158,T158,Guy Boros,64,4.11,1406,342
158,T158,T158,Alex Cejka,76,4.11,1541,375
159,T158,T158,Steve Elkington,64,4.11,1275,310
160,T158,T158,Tripp Isenhour,55,4.11,1148,279
161,T158,T158,Richard Johnson,102,4.11,2186,532
162,T158,T158,Matt Kuchar,83,4.11,1791,436
163,T158,T158,Spike McRoy,93,4.11,1944,473
164,T158,T158,Rocco Mediate,53,4.11,983,239
165,T158,T158,Corey Pavin,83,4.11,1718,418
166,T158,T158,Dean Wilson,99,4.11,2108,513
167,T168,T168,Tom Carter,113,4.12,2398,582
168,T168,T168,Fred Couples,54,4.12,1145,278
169,T168,T168,Jay Delsing,76,4.12,1568,381
170,T168,T168,Scott Hend,81,4.12,1774,431
171,T168,T168,David Morland IV,73,4.12,1585,385
172,T168,T168,Dan Olsen,75,4.12,1596,387
173,T168,T168,Dennis Paulson,71,4.12,1581,384
174,T168,T168,Gene Sauers,83,4.12,1736,421
175,T176,T176,Arjun Atwal,85,4.13,1817,440
176,T176,T176,Niclas Fasth,61,4.13,1288,312
177,T176,T176,Mike Heinen,53,4.13,1176,285
178,T176,T176,Bernhard Langer,59,4.13,1135,275
179,T176,T176,Peter Lonard,68,4.13,1457,353
180,T176,T176,Grant Waite,79,4.13,1665,403
181,T182,T182,Aaron Baddeley,87,4.14,1880,454
182,T182,T182,Rich Beem,81,4.14,1660,401
183,T182,T182,Ben Curtis,56,4.14,1150,278
184,T182,T182,Esteban Toledo,92,4.14,1971,476
185,T186,T186,David Branshaw,84,4.15,1794,432
186,T186,T186,Ken Duke,89,4.15,1922,463
187,T186,T186,Cliff Kresge,89,4.15,1895,457
188,T186,T186,Roger Tambellini,81,4.15,1719,414
189,T186,T186,Tommy Tolles,67,4.15,1472,355
190,T191,T191,Craig Parry,52,4.16,1091,262
191,T191,T191,Dicky Pride,66,4.16,1389,334
192,T193,T193,Chris Couch,55,4.21,1197,284
193,T193,T193,Hirofumi Miyase,65,4.21,1410,335
194,195,195,Kevin Muncrief,50,4.22,1134,269
195,196,196,David Gossett,57,4.26,1249,293
