,Front_9_Round_3_Scoring_Average_RANK THIS WEEK,Front_9_Round_3_Scoring_Average_RANK LAST WEEK,Front_9_Round_3_Scoring_Average_PLAYER NAME,Front_9_Round_3_Scoring_Average_AVG,Front_9_Round_3_Scoring_Average_TOTAL STROKES,Front_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,33.42,401,12
1,T2,T2,Mark Brooks,34.33,206,6
2,T2,T2,Phil Mickelson,34.33,618,18
3,4,4,Freddie Jacobson,34.41,585,17
4,5,5,Mark Wilson,34.42,413,12
5,6,6,Vijay Singh,34.48,931,27
6,T7,T7,Chris DiMarco,34.5,828,24
7,T7,T7,Brian Gay,34.5,552,16
8,T7,T7,Jay Haas,34.5,621,18
9,10,10,Tim Herron,34.53,587,17
10,11,11,Steve Stricker,34.54,449,13
11,12,12,John Cook,34.56,311,9
12,T13,T13,Stephen Ames,34.62,727,21
13,T13,T13,Bart Bryant,34.62,450,13
14,15,15,Ernie Els,34.64,485,14
15,16,16,Tiger Woods,34.67,624,18
16,17,17,Scott Verplank,34.68,763,22
17,18,18,Tim Clark,34.69,555,16
18,T19,T19,Tom Byrum,34.71,590,17
19,T19,T19,Joe Durant,34.71,590,17
20,T19,T19,Joe Ogilvie,34.71,729,21
21,T19,T19,Duffy Waldorf,34.71,486,14
22,T23,T23,Craig Barlow,34.73,521,15
23,T23,T23,Ted Purdy,34.73,764,22
24,25,25,Harrison Frazar,34.76,591,17
25,26,26,Mark Hensby,34.84,662,19
26,T27,T27,Stewart Cink,34.86,767,22
27,T27,T27,Matt Kuchar,34.86,488,14
28,T29,T29,Blaine McCallister,34.88,279,8
29,T29,T29,Kenny Perry,34.88,558,16
30,T31,T31,Darren Clarke,34.89,314,9
31,T31,T31,Dudley Hart,34.89,314,9
32,33,33,Adam Scott,34.91,384,11
33,T34,T34,Steve Elkington,34.92,419,12
34,T34,T34,Bernhard Langer,34.92,454,13
35,36,36,David Toms,34.93,524,15
36,T37,T37,Jonathan Byrd,34.94,559,16
37,T37,T37,Steve Lowery,34.94,629,18
38,T37,T37,Geoff Ogilvy,34.94,629,18
39,T37,T37,Dean Wilson,34.94,559,16
40,T41,T41,Rod Pampling,34.95,769,22
41,T41,T41,Tom Pernice Jr.,34.95,664,19
42,43,43,Bo Van Pelt,34.96,804,23
43,T44,T44,Stuart Appleby,35.0,560,16
44,T44,T44,Greg Chalmers,35.0,455,13
45,T44,T44,Dan Forsman,35.0,455,13
