,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Michael Allen,28,100.0,1.0
1,T1,T1,Billy Andrade,31,100.0,1.0
2,T1,T1,Tommy Armour III,28,100.0,1.0
3,T1,T1,Woody Austin,29,100.0,3.0
4,T1,T1,Craig Barlow,25,100.0,1.0
5,T1,T1,Notah Begay III,23,100.0,2.0
6,T1,T1,Danny Briggs,28,100.0,1.0
7,T1,T1,Bart Bryant,23,100.0,1.0
8,T1,T1,Jonathan Byrd,27,100.0,2.0
9,T1,T1,Fred Couples,16,100.0,3.0
10,T1,T1,Todd Fischer,33,100.0,1.0
11,T1,T1,Harrison Frazar,25,100.0,3.0
12,T1,T1,Brent Geiberger,31,100.0,1.0
13,T1,T1,Dudley Hart,23,100.0,2.0
14,T1,T1,Scott Hend,29,100.0,1.0
15,T1,T1,J.J. Henry,30,100.0,3.0
16,T1,T1,John Huston,20,100.0,1.0
17,T1,T1,Lee Janzen,25,100.0,1.0
18,T1,T1,Richard Johnson,32,100.0,1.0
19,T1,T1,Neal Lancaster,33,100.0,1.0
20,T1,T1,Peter Lonard,23,100.0,1.0
21,T1,T1,Craig Perks,27,100.0,1.0
22,T1,T1,Nick Price,15,100.0,1.0
23,T1,T1,Dicky Pride,23,100.0,1.0
24,T1,T1,Ted Purdy,35,100.0,2.0
25,T1,T1,John Riegger,17,100.0,1.0
26,T1,T1,Gene Sauers,30,100.0,1.0
27,T1,T1,Adam Scott,16,100.0,4.0
28,T1,T1,Patrick Sheehan,33,100.0,3.0
29,T1,T1,Andre Stolz,20,100.0,1.0
30,T1,T1,Steve Stricker,27,100.0,1.0
31,T1,T1,Roland Thatcher,23,100.0,1.0
32,T1,T1,Bo Van Pelt,30,100.0,1.0
33,T1,T1,Mike Weir,22,100.0,6.0
34,T1,T1,Mark Wilson,19,100.0,1.0
35,36,36,Vijay Singh,29,82.4,14.0
36,T37,T37,Stuart Appleby,25,80.0,4.0
37,T37,T37,K.J. Choi,24,80.0,4.0
38,T37,T37,David Toms,24,80.0,4.0
39,40,40,Ernie Els,16,77.8,7.0
40,T41,T41,Carlos Franco,27,75.0,3.0
41,T41,T41,Retief Goosen,16,75.0,6.0
42,T41,T41,Mark Hensby,29,75.0,6.0
43,T41,T41,Jeff Maggert,20,75.0,3.0
44,T41,T41,Arron Oberholser,23,75.0,3.0
45,T41,T41,Kenny Perry,23,75.0,3.0
46,T41,T41,Justin Rose,22,75.0,3.0
47,48,48,Tiger Woods,19,70.0,7.0
48,T49,T49,Robert Allenby,26,66.7,2.0
49,T49,T49,Chad Campbell,28,66.7,2.0
50,T49,T49,Alex Cejka,24,66.7,2.0
51,T49,T49,Ben Crane,27,66.7,2.0
52,T49,T49,Steve Flesch,31,66.7,2.0
53,T49,T49,Tim Herron,26,66.7,2.0
54,T49,T49,Charles Howell III,30,66.7,2.0
55,T49,T49,Hank Kuehne,30,66.7,2.0
56,T49,T49,Frank Lickliter II,27,66.7,2.0
57,T49,T49,Hunter Mahan,30,66.7,2.0
58,T49,T49,Tim Petrovic,32,66.7,2.0
59,T49,T49,Chris Riley,23,66.7,2.0
60,T49,T49,Rory Sabbatini,26,66.7,4.0
61,T49,T49,Jeff Sluman,28,66.7,2.0
62,T49,T49,Hidemichi Tanaka,27,66.7,2.0
63,T64,T64,Stewart Cink,28,62.5,5.0
64,T64,T64,Kirk Triplett,24,62.5,5.0
65,T64,T64,Scott Verplank,24,62.5,5.0
66,T67,T67,John Daly,22,60.0,3.0
67,T67,T67,Fred Funk,29,60.0,3.0
68,T67,T67,Davis Love III,24,60.0,3.0
69,T67,T67,Jesper Parnevik,24,60.0,3.0
70,71,71,Phil Mickelson,22,58.3,7.0
71,T72,T72,Stephen Ames,27,50.0,4.0
72,T72,T72,Briny Baird,30,50.0,2.0
73,T72,T72,Cameron Beckman,30,50.0,1.0
74,T72,T72,Jeff Brehaut,34,50.0,1.0
75,T72,T72,Tom Byrum,25,50.0,1.0
76,T72,T72,Joe Durant,26,50.0,1.0
77,T72,T72,Bob Estes,23,50.0,1.0
78,T72,T72,Todd Hamilton,27,50.0,2.0
79,T72,T72,Jerry Kelly,29,50.0,3.0
80,T72,T72,Bernhard Langer,15,50.0,1.0
81,T72,T72,Craig Parry,16,50.0,1.0
82,T72,T72,Pat Perez,32,50.0,1.0
83,T72,T72,Tom Pernice Jr.,31,50.0,4.0
84,T72,T72,Brett Quigley,31,50.0,1.0
85,T72,T72,John Rollins,29,50.0,1.0
86,T72,T72,John Senden,28,50.0,1.0
87,T72,T72,Joey Sindelar,31,50.0,2.0
88,T72,T72,Chris Smith,33,50.0,1.0
89,T72,T72,Vaughn Taylor,27,50.0,2.0
90,T72,T72,Duffy Waldorf,26,50.0,3.0
91,T92,T92,Chris DiMarco,27,42.9,3.0
92,T92,T92,Sergio Garcia,18,42.9,3.0
93,94,94,Tom Lehman,19,40.0,2.0
94,95,95,Jay Haas,23,37.5,3.0
95,T96,T96,Aaron Baddeley,27,33.3,1.0
96,T96,T96,Greg Chalmers,22,33.3,1.0
97,T96,T96,Daniel Chopra,33,33.3,1.0
98,T96,T96,Darren Clarke,16,33.3,2.0
99,T96,T96,José Coceres,20,33.3,1.0
100,T96,T96,Scott Hoch,17,33.3,1.0
101,T96,T96,Zach Johnson,30,33.3,2.0
102,T96,T96,Jonathan Kaye,25,33.3,1.0
103,T96,T96,Skip Kendall,29,33.3,1.0
104,T96,T96,Steve Lowery,28,33.3,1.0
105,T96,T96,Shigeki Maruyama,26,33.3,2.0
106,T96,T96,Scott McCarron,27,33.3,1.0
107,T96,T96,Kevin Na,32,33.3,1.0
108,T96,T96,Joe Ogilvie,32,33.3,2.0
109,T96,T96,Ryan Palmer,33,33.3,1.0
110,T96,T96,Heath Slocum,31,33.3,1.0
111,T112,T112,Steve Allan,33,25.0,1.0
112,T112,T112,Paul Azinger,23,25.0,1.0
113,T112,T112,Olin Browne,30,25.0,1.0
114,T112,T112,Tim Clark,26,25.0,1.0
115,T112,T112,Robert Gamez,31,25.0,1.0
116,T112,T112,Freddie Jacobson,24,25.0,1.0
117,T112,T112,Justin Leonard,25,25.0,1.0
118,T112,T112,Geoff Ogilvy,26,25.0,1.0
119,T112,T112,Rod Pampling,26,25.0,1.0
120,T121,T121,Luke Donald,21,20.0,1.0
121,T121,T121,Brian Gay,32,20.0,1.0
122,T121,T121,Loren Roberts,22,20.0,1.0
123,T124,T124,Brian Bateman,24,0.0,
124,T124,T124,Pat Bates,32,0.0,
125,T124,T124,Rich Beem,28,0.0,
126,T124,T124,Jason Bohn,29,0.0,
127,T124,T124,Guy Boros,24,0.0,
128,T124,T124,Craig Bowden,30,0.0,
129,T124,T124,D.J. Brigman,27,0.0,
