,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,68.08,817,12
1,2,2,Mark Brooks,68.33,410,6
2,T3,T3,Bart Bryant,69.15,899,13
3,T3,T3,Vijay Singh,69.15,1867,27
4,T5,T5,Tim Clark,69.19,1107,16
5,T5,T5,Brian Gay,69.19,1107,16
6,7,7,Duffy Waldorf,69.21,969,14
7,8,8,Dudley Hart,69.33,624,9
8,9,9,Ernie Els,69.43,972,14
9,10,10,David Toms,69.47,1042,15
10,11,11,Stephen Ames,69.48,1459,21
11,12,12,Tom Byrum,69.53,1182,17
12,13,13,Ted Purdy,69.59,1531,22
13,T14,T14,Phil Mickelson,69.61,1253,18
14,T14,T14,Tiger Woods,69.61,1253,18
15,T16,T16,John Cook,69.67,627,9
16,T16,T16,Mark Wilson,69.67,836,12
17,T18,T18,Stewart Cink,69.77,1535,22
18,T18,T18,Scott Verplank,69.77,1535,22
19,20,20,Kenny Perry,69.81,1117,16
20,21,21,Freddie Jacobson,69.82,1187,17
21,T22,T22,Jay Delsing,69.83,838,12
22,T22,T22,Jay Haas,69.83,1257,18
23,24,24,Steve Stricker,69.85,908,13
24,25,25,Tom Lehman,69.87,1048,15
25,T26,T26,Stuart Appleby,69.88,1118,16
26,T26,T26,Joe Durant,69.88,1188,17
27,T26,T26,Harrison Frazar,69.88,1188,17
28,29,29,Steve Allan,69.89,1258,18
29,30,30,Davis Love III,69.94,1189,17
30,31,31,Tom Pernice Jr.,69.95,1329,19
31,T32,T32,Chad Campbell,70.0,1400,20
32,T32,T32,Tim Herron,70.0,1190,17
33,34,34,Rod Pampling,70.05,1541,22
34,35,35,Bob Estes,70.08,911,13
35,36,36,Notah Begay III,70.09,771,11
36,T37,T37,Bo Van Pelt,70.13,1613,23
37,T37,T37,Dean Wilson,70.13,1122,16
38,39,39,Geoff Ogilvy,70.17,1263,18
39,40,40,John Huston,70.2,702,10
40,41,41,Matt Gogel,70.21,1334,19
41,42,42,Frank Lickliter II,70.22,1264,18
42,43,43,Joe Ogilvie,70.24,1475,21
43,44,44,Kevin Na,70.28,1265,18
44,T45,T45,Greg Chalmers,70.31,914,13
45,T45,T45,Arron Oberholser,70.31,1125,16
46,T45,T45,Justin Rose,70.31,1125,16
47,48,48,Ben Crane,70.32,1336,19
48,T49,T49,Woody Austin,70.33,1266,18
49,T49,T49,Steve Flesch,70.33,1688,24
50,T49,T49,Heath Slocum,70.33,1055,15
51,T49,T49,Mike Weir,70.33,1055,15
52,53,53,Adam Scott,70.36,774,11
53,T54,T54,Todd Fischer,70.42,1338,19
54,T54,T54,Mark Hensby,70.42,1338,19
55,56,56,Daniel Chopra,70.43,1479,21
56,57,57,Craig Barlow,70.47,1057,15
57,T58,T58,Olin Browne,70.5,1128,16
58,T58,T58,Steve Elkington,70.5,846,12
59,T58,T58,Fred Funk,70.5,1410,20
60,T58,T58,Hank Kuehne,70.5,1128,16
61,T62,T62,Sergio Garcia,70.53,1058,15
62,T62,T62,Jonathan Kaye,70.53,1058,15
63,64,64,José Coceres,70.54,917,13
64,65,65,Nick Price,70.55,776,11
65,66,66,Darren Clarke,70.56,635,9
66,67,67,Briny Baird,70.62,1483,21
67,68,68,Jerry Kelly,70.65,1837,26
68,69,69,John Senden,70.67,1484,21
69,70,70,Cameron Beckman,70.68,1343,19
70,T71,T71,Michael Allen,70.69,1131,16
71,T71,T71,Jonathan Byrd,70.69,1131,16
72,73,73,Pat Perez,70.7,1414,20
73,T74,T74,Kent Jones,70.71,1202,17
74,T74,T74,Matt Kuchar,70.71,990,14
75,76,76,Luke Donald,70.73,1061,15
76,77,77,Vaughn Taylor,70.75,1132,16
77,78,78,Scott McCarron,70.76,1203,17
78,T79,T79,Dan Forsman,70.77,920,13
79,T79,T79,David Frost,70.77,920,13
80,81,81,Loren Roberts,70.78,1274,18
81,T82,T82,Deane Pappas,70.79,991,14
82,T82,T82,Bob Tway,70.79,1345,19
83,84,84,Brett Quigley,70.8,1416,20
84,85,85,Carl Pettersson,70.81,1487,21
85,T86,T86,Ryan Palmer,70.83,1275,18
86,T86,T86,Steve Pate,70.83,850,12
87,88,88,Joey Sindelar,70.84,1346,19
88,89,89,Bernhard Langer,70.85,921,13
89,90,90,Rocco Mediate,70.88,567,8
90,91,91,Dan Olsen,70.9,709,10
91,92,92,Peter Lonard,70.91,780,11
92,T93,T93,Chris DiMarco,70.92,1702,24
93,T93,T93,Carlos Franco,70.92,1702,24
94,T95,T95,Stephen Leaney,70.93,1064,15
95,T95,T95,Dennis Paulson,70.93,1064,15
96,97,97,Lucas Glover,70.94,1206,17
97,T98,T98,Justin Leonard,70.95,1348,19
98,T98,T98,Jesper Parnevik,70.95,1348,19
99,T98,T98,Rory Sabbatini,70.95,1348,19
100,T101,T101,J.P. Hayes,71.0,852,12
101,T101,T101,Zach Johnson,71.0,1704,24
102,T101,T101,Jeff Maggert,71.0,781,11
103,T101,T101,Shaun Micheel,71.0,1420,20
104,T101,T101,Chris Smith,71.0,1420,20
105,T106,T106,Brent Geiberger,71.05,1350,19
