,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Carlos Franco,34.42,895,26
1,2,2,Zach Johnson,34.66,1005,29
2,3,3,Jesper Parnevik,34.67,832,24
3,4,4,José María Olazábal,34.69,555,16
4,5,5,Kirk Triplett,34.74,799,23
5,6,6,Freddie Jacobson,34.78,800,23
6,7,7,Vijay Singh,34.79,974,28
7,8,8,Geoff Ogilvy,34.84,871,25
8,T9,T9,Jay Haas,34.86,732,21
9,T9,T9,Chris Riley,34.86,732,21
10,11,11,Jerry Kelly,34.89,977,28
11,12,12,Scott Verplank,34.91,803,23
12,T13,T13,Ernie Els,34.93,524,15
13,T13,T13,Tom Pernice Jr.,34.93,1048,30
14,15,15,Phil Mickelson,34.95,734,21
15,T16,T16,Chris DiMarco,35.0,875,25
16,T16,T16,Deane Pappas,35.0,735,21
17,T16,T16,Brett Quigley,35.0,1050,30
18,19,19,Jeff Sluman,35.04,946,27
19,20,20,Briny Baird,35.07,982,28
20,21,21,Aaron Baddeley,35.08,912,26
21,T22,T22,Bart Bryant,35.09,772,22
22,T22,T22,Brenden Pappas,35.09,1158,33
23,T22,T22,Patrick Sheehan,35.09,1123,32
24,25,25,J.J. Henry,35.1,1053,30
25,T26,T26,Tom Lehman,35.11,632,18
26,T26,T26,John Senden,35.11,948,27
27,28,28,Mark O'Meara,35.12,597,17
28,T29,T29,K.J. Choi,35.13,808,23
29,T29,T29,Tim Petrovic,35.13,1089,31
30,31,31,Jeff Maggert,35.15,703,20
31,32,32,J.L. Lewis,35.16,1090,31
32,33,33,Robert Allenby,35.17,844,24
33,34,34,John Daly,35.18,774,22
34,T35,T35,Carl Pettersson,35.19,950,27
35,T35,T35,Loren Roberts,35.19,739,21
36,37,37,Tiger Woods,35.22,634,18
37,T38,T38,Frank Lickliter II,35.23,916,26
38,T38,T38,Joe Ogilvie,35.23,1092,31
39,40,40,Luke Donald,35.24,740,21
40,T41,T41,Joe Durant,35.27,917,26
41,T41,T41,Retief Goosen,35.27,529,15
42,43,43,Rory Sabbatini,35.28,882,25
43,T44,T44,Craig Barlow,35.29,847,24
44,T44,T44,Mike Weir,35.29,741,21
45,T46,T46,Stuart Appleby,35.3,812,23
46,T46,T46,Justin Leonard,35.3,812,23
47,T46,T46,Roland Thatcher,35.3,812,23
48,49,49,Charles Howell III,35.32,989,28
49,T50,T50,Joey Sindelar,35.33,1060,30
50,T50,T50,Bob Tway,35.33,848,24
51,52,52,Justin Rose,35.35,707,20
52,53,53,Corey Pavin,35.36,778,22
53,54,54,José Coceres,35.37,672,19
54,T55,T55,Tim Clark,35.38,920,26
55,T55,T55,Bo Van Pelt,35.38,1026,29
56,T57,T57,Robert Gamez,35.39,1097,31
57,T57,T57,Pat Perez,35.39,1097,31
58,T57,T57,Scott Simpson,35.39,637,18
59,60,60,Vaughn Taylor,35.42,921,26
60,61,61,Duffy Waldorf,35.43,815,23
61,T62,T62,Daniel Chopra,35.44,1134,32
62,T62,T62,David Peoples,35.44,886,25
63,64,64,Billy Andrade,35.45,1099,31
64,T65,T65,Stewart Cink,35.46,922,26
65,T65,T65,Harrison Frazar,35.46,851,24
66,T65,T65,Kevin Sutherland,35.46,851,24
67,T68,T68,John Huston,35.5,639,18
68,T68,T68,Shaun Micheel,35.5,923,26
69,T70,T70,Danny Briggs,35.52,959,27
70,T70,T70,Shigeki Maruyama,35.52,888,25
71,T70,T70,Billy Mayfair,35.52,1101,31
72,T70,T70,Hidemichi Tanaka,35.52,959,27
73,T74,T74,Stephen Ames,35.54,924,26
74,T74,T74,Jason Bohn,35.54,995,28
75,76,76,Olin Browne,35.55,1031,29
76,T77,T77,Ben Crane,35.56,960,27
77,T77,T77,Ryan Palmer,35.56,1138,32
78,T77,T77,Rod Pampling,35.56,889,25
79,T80,T80,Scott Hend,35.57,996,28
80,T80,T80,Heath Slocum,35.57,1067,30
81,82,82,Chris Smith,35.58,1174,33
82,83,83,Kenny Perry,35.59,783,22
83,T84,T84,Darren Clarke,35.6,534,15
84,T84,T84,Adam Scott,35.6,534,15
85,T86,T86,Woody Austin,35.62,1033,29
86,T86,T86,Cameron Beckman,35.62,1033,29
87,T86,T86,Dudley Hart,35.62,748,21
88,T89,T89,Todd Fischer,35.63,1140,32
89,T89,T89,Hunter Mahan,35.63,1069,30
90,T91,T91,Jason Dufner,35.64,998,28
91,T91,T91,Bernhard Langer,35.64,499,14
92,93,93,Mark Calcavecchia,35.65,820,23
93,94,94,Steve Allan,35.66,1141,32
94,T95,T95,Tommy Armour III,35.67,963,27
95,T95,T95,John Cook,35.67,642,18
96,T95,T95,Fred Couples,35.67,535,15
97,T95,T95,Lee Janzen,35.67,856,24
98,99,99,Danny Ellis,35.68,892,25
99,T100,T100,Chad Campbell,35.69,928,26
100,T100,T100,Steve Flesch,35.69,1035,29
101,T100,T100,Skip Kendall,35.69,1035,29
102,T100,T100,Cliff Kresge,35.69,1142,32
103,T100,T100,Scott McCarron,35.69,928,26
104,T105,T105,Pat Bates,35.71,1107,31
105,T105,T105,Mark Hensby,35.71,1000,28
106,T105,T105,Kent Jones,35.71,1107,31
107,T108,T108,Kris Cox,35.72,893,25
108,T108,T108,Ben Curtis,35.72,643,18
109,T110,T110,Notah Begay III,35.73,786,22
110,T110,T110,Kevin Na,35.73,1072,30
111,T112,T112,Mathias Grönberg,35.74,1108,31
112,T112,T112,Jonathan Kaye,35.74,822,23
113,T112,T112,Mark Wilson,35.74,679,19
114,T115,T115,Bob Burns,35.76,1037,29
115,T115,T115,Ken Duke,35.76,1037,29
116,T115,T115,Sergio Garcia,35.76,608,17
117,T118,T118,Craig Bowden,35.77,1073,30
118,T118,T118,J.P. Hayes,35.77,930,26
