,Tenth_Tee_Early_Round_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_5_Scoring_Average_AVG,Tenth_Tee_Early_Round_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Mark O'Meara,64.0,64,1
1,T2,T2,Stephen Ames,65.0,65,1
2,T2,T2,Joe Durant,65.0,65,1
3,T2,T2,Scott Verplank,65.0,65,1
4,5,5,Stephen Leaney,66.0,66,1
5,T6,T6,Bob Estes,67.0,67,1
6,T6,T6,Lee Janzen,67.0,67,1
7,T6,T6,Jerry Kelly,67.0,67,1
8,T6,T6,Mike Weir,67.0,67,1
9,10,10,Kevin Na,68.0,68,1
10,T11,T11,Steve Pate,69.0,69,1
11,T11,T11,John Senden,69.0,69,1
12,13,13,Chad Campbell,70.0,70,1
13,T14,T14,Scott McCarron,71.0,71,1
14,T14,T14,Kevin Sutherland,71.0,71,1
15,16,16,John Huston,72.0,72,1
16,17,17,Chris Couch,73.0,73,1
