,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Robert Allenby,67.0,268,4
1,T1,T1,Ben Curtis,67.0,67,1
2,T1,T1,Tiger Woods,67.0,134,2
3,T4,T4,Ernie Els,67.5,135,2
4,T4,T4,Deane Pappas,67.5,135,2
5,T4,T4,Vijay Singh,67.5,270,4
6,7,7,Danny Ellis,67.6,338,5
7,8,8,Phil Mickelson,67.67,406,6
8,9,9,Bob Burns,67.75,271,4
9,T10,T10,John Daly,68.0,68,1
10,T10,T10,Craig Parry,68.0,68,1
11,12,12,Charles Howell III,68.2,341,5
12,13,13,Jonathan Byrd,68.6,343,5
13,14,14,Tim Clark,68.83,413,6
14,15,15,Jerry Kelly,68.86,482,7
15,T16,T16,Stewart Cink,69.0,483,7
16,T16,T16,Fred Funk,69.0,69,1
17,T16,T16,Justin Leonard,69.0,345,5
18,T16,T16,José María Olazábal,69.0,207,3
19,T16,T16,Kenny Perry,69.0,138,2
20,T16,T16,Kirk Triplett,69.0,552,8
21,22,22,Kent Jones,69.13,553,8
22,T23,T23,Ben Crane,69.25,554,8
23,T23,T23,Zach Johnson,69.25,277,4
24,25,25,David Peoples,69.33,208,3
25,26,26,Geoff Ogilvy,69.4,694,10
26,T27,T27,Bart Bryant,69.5,278,4
27,T27,T27,Mark Calcavecchia,69.5,278,4
28,T27,T27,Steve Elkington,69.5,278,4
29,T30,T30,Stuart Appleby,69.67,209,3
30,T30,T30,José Coceres,69.67,209,3
31,T30,T30,Luke Donald,69.67,209,3
32,33,33,Robert Gamez,69.71,488,7
33,34,34,Len Mattiace,69.75,279,4
34,T35,T35,J.J. Henry,69.8,698,10
35,T35,T35,Hidemichi Tanaka,69.8,349,5
36,37,37,Dennis Paulson,69.83,419,6
37,T38,T38,Stephen Ames,69.86,489,7
38,T38,T38,Chris Riley,69.86,489,7
39,T40,T40,Paul Azinger,70.0,140,2
40,T40,T40,Craig Barlow,70.0,210,3
41,T40,T40,Greg Chalmers,70.0,210,3
42,T40,T40,Daniel Chopra,70.0,490,7
43,T40,T40,Darren Clarke,70.0,70,1
44,T40,T40,Bob Estes,70.0,280,4
45,T40,T40,Jonathan Kaye,70.0,280,4
46,T40,T40,Neal Lancaster,70.0,490,7
47,T40,T40,Rory Sabbatini,70.0,490,7
48,T40,T40,Scott Simpson,70.0,350,5
49,T40,T40,Roland Thatcher,70.0,70,1
50,51,51,Brent Geiberger,70.2,351,5
51,T52,T52,Matt Kuchar,70.25,281,4
52,T52,T52,Jeff Sluman,70.25,281,4
53,54,54,Todd Fischer,70.3,703,10
54,T55,T55,Woody Austin,70.33,422,6
55,T55,T55,Carlos Franco,70.33,422,6
56,T55,T55,Tom Lehman,70.33,422,6
57,58,58,Jesper Parnevik,70.4,352,5
58,59,59,Brian Kortan,70.43,493,7
59,60,60,Brenden Pappas,70.44,634,9
60,T61,T61,Craig Bowden,70.5,282,4
61,T61,T61,Chad Campbell,70.5,423,6
62,T61,T61,Russ Cochran,70.5,282,4
63,T61,T61,Tom Pernice Jr.,70.5,282,4
64,T61,T61,David Toms,70.5,282,4
65,66,66,Jason Bohn,70.56,635,9
66,67,67,Jay Williamson,70.57,494,7
67,T68,T68,Jay Haas,70.6,353,5
68,T68,T68,Carl Pettersson,70.6,353,5
69,70,70,Tim Petrovic,70.63,565,8
70,T71,T71,Ken Duke,70.67,424,6
71,T71,T71,Freddie Jacobson,70.67,424,6
72,73,73,Billy Mayfair,70.7,707,10
73,74,74,Patrick Sheehan,70.71,495,7
74,T75,T75,Skip Kendall,70.8,354,5
75,T75,T75,Ted Purdy,70.8,354,5
76,77,77,Loren Roberts,70.83,425,6
77,T78,T78,Briny Baird,70.86,496,7
78,T78,T78,J.P. Hayes,70.86,496,7
79,T78,T78,Mark Hensby,70.86,496,7
80,T78,T78,Vaughn Taylor,70.86,496,7
81,82,82,Chris Smith,70.88,567,8
82,83,83,Cameron Beckman,70.89,638,9
83,84,84,Pat Perez,70.94,1135,16
84,T85,T85,Arjun Atwal,71.0,568,8
85,T85,T85,Brian Bateman,71.0,355,5
86,T85,T85,K.J. Choi,71.0,71,1
87,T85,T85,Dudley Hart,71.0,213,3
88,T85,T85,John Huston,71.0,426,6
89,T85,T85,Richard Johnson,71.0,497,7
90,T85,T85,Jeff Maggert,71.0,213,3
91,T85,T85,Corey Pavin,71.0,426,6
92,T85,T85,Bob Tway,71.0,355,5
93,T85,T85,Scott Verplank,71.0,71,1
94,95,95,Mike Weir,71.11,640,9
95,T96,T96,Billy Andrade,71.13,569,8
96,T96,T96,Jeff Brehaut,71.13,569,8
97,98,98,Guy Boros,71.17,427,6
98,T99,T99,Arron Oberholser,71.25,285,4
99,T99,T99,Nick Price,71.25,285,4
100,101,101,Joe Ogilvie,71.3,713,10
101,T102,T102,Tommy Armour III,71.33,642,9
102,T102,T102,Kevin Sutherland,71.33,428,6
103,104,104,Steve Pate,71.4,357,5
104,105,105,Harrison Frazar,71.43,500,7
105,106,106,Roger Tambellini,71.44,643,9
106,107,107,Glen Day,71.45,786,11
107,T108,T108,David Branshaw,71.5,429,6
108,T108,T108,Steve Flesch,71.5,286,4
109,T108,T108,Scott Hend,71.5,429,6
110,T108,T108,Cliff Kresge,71.5,572,8
111,T108,T108,Hank Kuehne,71.5,858,12
112,T108,T108,J.L. Lewis,71.5,429,6
113,T108,T108,Davis Love III,71.5,286,4
114,T108,T108,Mark O'Meara,71.5,143,2
115,T108,T108,Brett Quigley,71.5,429,6
116,T108,T108,Justin Rose,71.5,286,4
117,T108,T108,Heath Slocum,71.5,429,6
118,T119,T119,John Cook,71.6,358,5
119,T119,T119,Mike Heinen,71.6,358,5
120,T119,T119,Tommy Tolles,71.6,358,5
121,T119,T119,Duffy Waldorf,71.6,358,5
122,123,123,Dean Wilson,71.64,788,11
123,T124,T124,Danny Briggs,71.71,502,7
124,T124,T124,Ryan Palmer,71.71,502,7
125,126,126,Mathias Grönberg,71.73,789,11
126,T127,T127,D.J. Brigman,71.75,861,12
127,T127,T127,Joe Durant,71.75,287,4
128,T127,T127,Tim Herron,71.75,287,4
129,T130,T130,Bernhard Langer,71.8,359,5
130,T130,T130,Gene Sauers,71.8,359,5
131,T130,T130,Steve Stricker,71.8,359,5
132,T130,T130,Omar Uresti,71.8,359,5
133,134,134,Rich Barcelo,71.86,503,7
134,135,135,Steve Allan,71.9,719,10
135,T136,T136,Tom Byrum,72.0,504,7
136,T136,T136,Jason Dufner,72.0,216,3
137,T136,T136,Lee Janzen,72.0,288,4
138,T136,T136,Scott McCarron,72.0,360,5
139,T136,T136,Rocco Mediate,72.0,72,1
140,141,141,Mark Wilson,72.14,505,7
141,T142,T142,Aaron Baddeley,72.17,433,6
142,T142,T142,Blaine McCallister,72.17,433,6
143,T144,T144,Jay Delsing,72.25,289,4
144,T144,T144,Lucas Glover,72.25,289,4
145,146,146,John Senden,72.29,506,7
146,T147,T147,Alex Cejka,72.33,217,3
147,T147,T147,Chris DiMarco,72.33,217,3
148,T147,T147,Brian Gay,72.33,434,6
149,T147,T147,Joey Sindelar,72.33,434,6
150,151,151,Steve Lowery,72.38,579,8
151,152,152,Bo Van Pelt,72.4,362,5
152,T153,T153,Robert Damron,72.5,435,6
153,T153,T153,Tripp Isenhour,72.5,145,2
154,155,155,Brad Faxon,72.57,508,7
155,156,156,David Morland IV,72.64,799,11
156,T157,T157,Rich Beem,72.67,218,3
157,T157,T157,John Rollins,72.67,436,6
158,T159,T159,Fred Couples,72.75,291,4
159,T159,T159,Kevin Na,72.75,873,12
160,T161,T161,Michael Allen,72.8,364,5
161,T161,T161,Dan Forsman,72.8,364,5
162,163,163,Tag Ridings,72.83,437,6
