,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Tag Ridings,34.25,274,8
1,2,2,Harrison Frazar,34.44,551,16
2,3,3,Bob Estes,34.69,451,13
3,4,4,Davis Love III,34.75,556,16
4,5,5,Ernie Els,34.79,487,14
5,6,6,Kent Jones,34.82,592,17
6,7,7,Retief Goosen,34.83,418,12
7,8,8,Fred Funk,34.9,698,20
8,9,9,Adam Scott,34.91,384,11
9,10,10,Arjun Atwal,34.92,419,12
10,11,11,Brenden Pappas,34.95,699,20
11,T12,T12,Joe Durant,35.0,560,16
12,T12,T12,Tim Herron,35.0,560,16
13,T12,T12,Craig Perks,35.0,350,10
14,15,15,Ryan Palmer,35.06,631,18
15,T16,T16,Darren Clarke,35.11,316,9
16,T16,T16,Todd Fischer,35.11,632,18
17,T16,T16,Jesper Parnevik,35.11,632,18
18,T16,T16,Vijay Singh,35.11,948,27
19,T20,T20,Olin Browne,35.13,527,15
20,T20,T20,Bo Van Pelt,35.13,808,23
21,22,22,Carl Pettersson,35.14,738,21
22,T23,T23,Woody Austin,35.17,633,18
23,T23,T23,David Branshaw,35.17,422,12
24,T23,T23,Rory Sabbatini,35.17,633,18
25,T23,T23,Tiger Woods,35.17,633,18
26,27,27,Jason Dufner,35.18,387,11
27,28,28,Loren Roberts,35.22,634,18
28,29,29,Pat Bates,35.24,599,17
29,30,30,Russ Cochran,35.25,282,8
30,T31,T31,Ted Purdy,35.27,776,22
31,T31,T31,Kevin Sutherland,35.27,529,15
32,33,33,Brent Geiberger,35.28,635,18
33,34,34,John Senden,35.3,706,20
34,35,35,Steve Stricker,35.31,459,13
35,T36,T36,Carlos Franco,35.33,848,24
36,T36,T36,David Morland IV,35.33,318,9
37,38,38,Notah Begay III,35.36,389,11
38,39,39,Joey Sindelar,35.37,672,19
39,T40,T40,Briny Baird,35.38,743,21
40,T40,T40,Steve Lowery,35.38,566,16
41,T42,T42,K.J. Choi,35.39,637,18
42,T42,T42,Phil Mickelson,35.39,637,18
43,44,44,Tom Byrum,35.41,602,17
44,45,45,Bart Bryant,35.42,425,12
45,T46,T46,Hunter Mahan,35.44,567,16
46,T46,T46,Kirk Triplett,35.44,638,18
47,T48,T48,Steve Allan,35.47,603,17
48,T48,T48,Tom Lehman,35.47,532,15
49,50,50,J.J. Henry,35.48,745,21
50,T51,T51,Tommy Armour III,35.5,568,16
51,T51,T51,Kenny Perry,35.5,568,16
52,T51,T51,Justin Rose,35.5,568,16
53,T51,T51,Duffy Waldorf,35.5,497,14
54,55,55,Jeff Sluman,35.52,746,21
55,56,56,Chris DiMarco,35.54,853,24
56,57,57,Tim Petrovic,35.55,782,22
57,58,58,Danny Briggs,35.57,498,14
58,59,59,Jerry Kelly,35.58,925,26
59,60,60,Scott Verplank,35.59,783,22
60,T61,T61,Jeff Brehaut,35.61,641,18
61,T61,T61,Brad Faxon,35.61,641,18
62,63,63,Rich Barcelo,35.63,285,8
63,64,64,Omar Uresti,35.64,499,14
64,65,65,Lee Janzen,35.65,606,17
65,T66,T66,John Cook,35.67,321,9
66,T66,T66,Luke Donald,35.67,535,15
67,T66,T66,Dudley Hart,35.67,321,9
68,T66,T66,Hank Kuehne,35.67,535,15
69,T66,T66,Kevin Muncrief,35.67,107,3
70,71,71,Stewart Cink,35.68,785,22
71,T72,T72,Stuart Appleby,35.69,571,16
72,T72,T72,Lucas Glover,35.69,571,16
73,74,74,Billy Andrade,35.7,714,20
74,75,75,Zach Johnson,35.71,857,24
75,T76,T76,Charles Howell III,35.73,786,22
76,T76,T76,Nick Price,35.73,393,11
77,78,78,Mark Hensby,35.74,679,19
78,T79,T79,Glen Day,35.76,608,17
79,T79,T79,Jay Williamson,35.76,608,17
80,81,81,David Frost,35.77,465,13
81,82,82,Geoff Ogilvy,35.78,644,18
82,83,83,Cameron Beckman,35.79,680,19
83,84,84,Scott Hoch,35.8,358,10
84,T85,T85,Stephen Ames,35.81,752,21
85,T85,T85,Tim Clark,35.81,573,16
86,T87,T87,Brian Bateman,35.82,609,17
87,T87,T87,Corey Pavin,35.82,609,17
88,89,89,Mark Brooks,35.83,215,6
89,T90,T90,Robert Allenby,35.85,717,20
90,T90,T90,Neal Lancaster,35.85,717,20
91,92,92,David Toms,35.87,538,15
92,93,93,Guy Boros,35.88,287,8
93,T94,T94,Shaun Micheel,35.89,682,19
94,T94,T94,Esteban Toledo,35.89,323,9
95,T96,T96,J.L. Lewis,35.9,754,21
96,T96,T96,Shigeki Maruyama,35.9,754,21
97,T96,T96,Steve Pate,35.9,359,10
98,99,99,Steve Elkington,35.91,395,11
99,100,100,Mark Wilson,35.92,431,12
100,T101,T101,John Rollins,35.93,539,15
101,T101,T101,Vaughn Taylor,35.93,539,15
102,103,103,Freddie Jacobson,35.94,611,17
103,T104,T104,Chad Campbell,35.95,719,20
