,Tenth_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_4_Scoring_Average_AVG,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Tag Ridings,61.0,61,1
1,2,2,Kenny Perry,64.0,64,1
2,T3,T3,Jonathan Byrd,66.0,66,1
3,T3,T3,David Frost,66.0,132,2
4,T3,T3,Skip Kendall,66.0,66,1
5,6,6,Briny Baird,66.5,133,2
6,T7,T7,Mark Calcavecchia,67.0,67,1
7,T7,T7,Ken Duke,67.0,67,1
8,T7,T7,Brent Geiberger,67.0,67,1
9,T7,T7,Retief Goosen,67.0,67,1
10,T11,T11,Danny Ellis,67.33,202,3
11,T11,T11,Zach Johnson,67.33,202,3
12,T13,T13,Woody Austin,68.0,68,1
13,T13,T13,Ben Curtis,68.0,68,1
14,T13,T13,Lucas Glover,68.0,136,2
15,T13,T13,David Morland IV,68.0,68,1
16,T13,T13,Esteban Toledo,68.0,68,1
17,T18,T18,Arjun Atwal,68.5,137,2
18,T18,T18,John Senden,68.5,137,2
19,T18,T18,Joey Sindelar,68.5,137,2
20,T18,T18,Scott Verplank,68.5,137,2
21,T22,T22,Stephen Ames,69.0,138,2
22,T22,T22,Paul Azinger,69.0,69,1
23,T22,T22,Craig Barlow,69.0,69,1
24,T22,T22,Jason Dufner,69.0,138,2
25,T22,T22,Tim Petrovic,69.0,207,3
26,T27,T27,Brenden Pappas,69.5,139,2
27,T27,T27,Carl Pettersson,69.5,139,2
28,T29,T29,Pat Bates,70.0,140,2
29,T29,T29,Chris Couch,70.0,70,1
30,T29,T29,Richard Johnson,70.0,70,1
31,T29,T29,Steve Lowery,70.0,70,1
32,T29,T29,Shigeki Maruyama,70.0,70,1
33,T29,T29,Scott McCarron,70.0,70,1
34,T29,T29,Arron Oberholser,70.0,70,1
35,T36,T36,Freddie Jacobson,70.5,282,4
36,T36,T36,Corey Pavin,70.5,141,2
37,38,38,Grant Waite,70.67,212,3
38,T39,T39,D.J. Brigman,71.0,71,1
39,T39,T39,Bob Burns,71.0,71,1
40,T39,T39,Ben Crane,71.0,71,1
41,T39,T39,Carlos Franco,71.0,142,2
42,T39,T39,Jay Haas,71.0,142,2
43,T39,T39,Lee Janzen,71.0,142,2
44,T39,T39,Jerry Kelly,71.0,142,2
45,T39,T39,Hank Kuehne,71.0,71,1
46,T39,T39,Tom Lehman,71.0,71,1
47,T39,T39,Billy Mayfair,71.0,71,1
48,T39,T39,Tom Pernice Jr.,71.0,142,2
49,T39,T39,Dicky Pride,71.0,71,1
50,T39,T39,Ted Purdy,71.0,71,1
51,T39,T39,Roland Thatcher,71.0,142,2
52,T53,T53,Danny Briggs,71.5,143,2
53,T53,T53,Fred Couples,71.5,143,2
54,T53,T53,Steve Elkington,71.5,143,2
55,T53,T53,J.J. Henry,71.5,143,2
56,T53,T53,Vaughn Taylor,71.5,143,2
57,T58,T58,Steve Allan,72.0,72,1
58,T58,T58,Billy Andrade,72.0,144,2
59,T58,T58,Aaron Baddeley,72.0,72,1
60,T58,T58,John Daly,72.0,216,3
61,T58,T58,Luke Donald,72.0,72,1
62,T58,T58,Fred Funk,72.0,72,1
63,T58,T58,Mike Heinen,72.0,144,2
64,T58,T58,Rod Pampling,72.0,72,1
65,T58,T58,Jesper Parnevik,72.0,144,2
66,T58,T58,Gene Sauers,72.0,72,1
67,T58,T58,Steve Stricker,72.0,144,2
68,T58,T58,Omar Uresti,72.0,72,1
69,T58,T58,Jay Williamson,72.0,72,1
70,71,71,Chad Campbell,72.33,217,3
71,72,72,Ryan Palmer,72.5,145,2
72,73,73,Daniel Chopra,72.67,218,3
73,T74,T74,Rich Barcelo,73.0,146,2
74,T74,T74,Olin Browne,73.0,73,1
75,T74,T74,K.J. Choi,73.0,146,2
76,T74,T74,Robert Damron,73.0,73,1
77,T74,T74,Jay Delsing,73.0,73,1
78,T74,T74,Todd Fischer,73.0,73,1
79,T74,T74,Robert Gamez,73.0,73,1
80,T74,T74,Scott Hend,73.0,73,1
81,T74,T74,Stephen Leaney,73.0,146,2
82,T74,T74,Kevin Na,73.0,146,2
83,T74,T74,Dan Olsen,73.0,73,1
84,T74,T74,Chris Smith,73.0,292,4
85,T74,T74,Mark Wilson,73.0,73,1
86,87,87,Roger Tambellini,73.33,220,3
87,T88,T88,David Gossett,73.5,147,2
88,T88,T88,Neal Lancaster,73.5,147,2
89,T88,T88,Frank Lickliter II,73.5,147,2
90,91,91,Jeff Brehaut,73.67,221,3
91,T92,T92,Brian Bateman,74.0,74,1
92,T92,T92,Mark Brooks,74.0,148,2
93,T92,T92,Tom Carter,74.0,222,3
94,T92,T92,Tripp Isenhour,74.0,74,1
95,T92,T92,Len Mattiace,74.0,74,1
96,T92,T92,Joe Ogilvie,74.0,74,1
97,T92,T92,José María Olazábal,74.0,74,1
98,T92,T92,Pat Perez,74.0,222,3
99,T92,T92,John Rollins,74.0,148,2
100,101,101,Charles Howell III,74.5,298,4
101,102,102,Deane Pappas,74.6,373,5
102,T103,T103,Kris Cox,75.0,225,3
103,T103,T103,Glen Day,75.0,75,1
104,T103,T103,Matt Kuchar,75.0,75,1
105,T103,T103,J.L. Lewis,75.0,75,1
106,T107,T107,Cliff Kresge,75.5,151,2
107,T107,T107,Dennis Paulson,75.5,151,2
108,T107,T107,Andre Stolz,75.5,151,2
109,110,110,Tommy Armour III,75.67,227,3
110,T111,T111,José Coceres,76.0,76,1
111,T111,T111,Brian Gay,76.0,76,1
112,T113,T113,Greg Chalmers,76.5,153,2
113,T113,T113,John Riegger,76.5,153,2
114,T115,T115,Matt Gogel,77.0,77,1
