,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,1,1,Bart Bryant,73,60
1,2,2,Robert Gamez,103,61
2,T3,T3,Michael Clark II,39,62
3,T3,T3,Ryan Palmer,103,62
4,T3,T3,John Senden,99,62
5,T6,T6,Billy Andrade,104,63
6,T6,T6,Jason Bohn,98,63
7,T6,T6,Glen Day,101,63
8,T6,T6,Joe Durant,85,63
9,T6,T6,Todd Fischer,104,63
10,T6,T6,Steve Flesch,109,63
11,T6,T6,Mark Hensby,97,63
12,T6,T6,J.L. Lewis,106,63
13,T6,T6,Frank Lickliter II,89,63
14,T6,T6,Davis Love III,85,63
15,T6,T6,Vijay Singh,112,63
16,T6,T6,Vaughn Taylor,84,63
17,T6,T6,David Toms,80,63
18,T6,T6,Kirk Triplett,88,63
19,T20,T20,Stephen Ames,97,64
20,T20,T20,Woody Austin,94,64
21,T20,T20,Craig Bowden,83,64
22,T20,T20,Olin Browne,92,64
23,T20,T20,Bob Burns,88,64
24,T20,T20,Stewart Cink,103,64
25,T20,T20,Tim Clark,84,64
26,T20,T20,Ben Crane,92,64
27,T20,T20,John Daly,79,64
28,T20,T20,Chris DiMarco,105,64
29,T20,T20,Ernie Els,62,64
30,T20,T20,Bob Estes,73,64
31,T20,T20,Harrison Frazar,86,64
32,T20,T20,Fred Funk,97,64
33,T20,T20,Matt Gogel,86,64
34,T20,T20,Retief Goosen,56,64
35,T20,T20,John Huston,62,64
36,T20,T20,Richard Johnson,102,64
37,T20,T20,Kent Jones,99,64
38,T20,T20,Jonathan Kaye,79,64
39,T20,T20,Joel Kribel,38,64
40,T20,T20,Tom Lehman,70,64
41,T20,T20,Justin Leonard,90,64
42,T20,T20,Kenny Perry,79,64
43,T20,T20,Brett Quigley,102,64
44,T20,T20,Loren Roberts,81,64
45,T20,T20,Rory Sabbatini,89,64
46,T20,T20,Gene Sauers,83,64
47,T48,T48,Pat Bates,99,65
48,T48,T48,Cameron Beckman,99,65
49,T48,T48,Jeff Brehaut,106,65
50,T48,T48,Danny Briggs,85,65
51,T48,T48,Jonathan Byrd,85,65
52,T48,T48,Mark Calcavecchia,79,65
53,T48,T48,Alex Cejka,76,65
54,T48,T48,Daniel Chopra,108,65
55,T48,T48,Robert Damron,92,65
56,T48,T48,Jay Delsing,76,65
57,T48,T48,Jason Dufner,79,65
58,T48,T48,Sergio Garcia,65,65
59,T48,T48,Brian Gay,96,65
60,T48,T48,Jay Haas,84,65
61,T48,T48,Bill Haas,38,65
62,T48,T48,Todd Hamilton,92,65
63,T48,T48,Dudley Hart,60,65
64,T48,T48,Mike Heinen,53,65
65,T48,T48,J.J. Henry,103,65
66,T48,T48,Tim Herron,84,65
67,T48,T48,Glen Hnatiuk,26,65
68,T48,T48,Charles Howell III,104,65
69,T48,T48,Miguel Angel Jiménez,23,65
70,T48,T48,Brandt Jobe,30,65
71,T48,T48,Jerry Kelly,113,65
72,T48,T48,Skip Kendall,99,65
73,T48,T48,Neal Lancaster,106,65
74,T48,T48,Bernhard Langer,59,65
75,T48,T48,Steve Lowery,91,65
76,T48,T48,Hunter Mahan,94,65
77,T48,T48,Billy Mayfair,109,65
78,T48,T48,Scott McCarron,88,65
79,T48,T48,Rocco Mediate,53,65
80,T48,T48,John Morgan,37,65
81,T48,T48,Kevin Na,100,65
82,T48,T48,Mark O'Meara,58,65
83,T48,T48,José María Olazábal,56,65
84,T48,T48,Jesper Parnevik,86,65
85,T48,T48,Craig Parry,52,65
86,T48,T48,Steve Pate,71,65
87,T48,T48,Craig Perks,75,65
88,T48,T48,Nick Price,51,65
89,T48,T48,Ted Purdy,114,65
90,T48,T48,Justin Rose,77,65
91,T48,T48,Adam Scott,55,65
92,T48,T48,Patrick Sheehan,113,65
93,T48,T48,Heath Slocum,92,65
94,T48,T48,Jeff Sluman,98,65
95,T48,T48,Chris Smith,105,65
96,T48,T48,Tommy Tolles,67,65
97,T48,T48,Omar Uresti,85,65
98,T48,T48,Tjaart van der Walt,35,65
99,T48,T48,Bo Van Pelt,107,65
100,T48,T48,Scott Verplank,92,65
101,T48,T48,Mike Weir,75,65
102,T48,T48,Tiger Woods,78,65
103,T104,T104,Robert Allenby,93,66
104,T104,T104,Stuart Appleby,84,66
105,T104,T104,Arjun Atwal,85,66
106,T104,T104,Paul Azinger,75,66
107,T104,T104,Aaron Baddeley,87,66
108,T104,T104,Briny Baird,100,66
109,T104,T104,Rich Barcelo,67,66
110,T104,T104,Craig Barlow,80,66
111,T104,T104,Notah Begay III,71,66
112,T104,T104,Thomas Bjørn,36,66
113,T104,T104,Brad Bryant,14,66
114,T104,T104,Ángel Cabrera,26,66
115,T104,T104,Chad Campbell,100,66
116,T104,T104,Paul Casey,32,66
117,T104,T104,K.J. Choi,83,66
118,T104,T104,Chris Couch,55,66
119,T104,T104,Ben Curtis,56,66
120,T104,T104,Marco Dawson,19,66
121,T104,T104,Kevin Durkin,8,66
122,T104,T104,Nick Flanagan,23,66
123,T104,T104,Carlos Franco,99,66
124,T104,T104,Robin Freeman,29,66
125,T104,T104,David Frost,78,66
126,T104,T104,Jim Furyk,44,66
127,T104,T104,"Jim Gallagher, Jr.",22,66
128,T104,T104,Brent Geiberger,94,66
129,T104,T104,Lucas Glover,95,66
130,T104,T104,Ken Green,37,66
131,T104,T104,Mathias Grönberg,91,66
132,T104,T104,Padraig Harrington,46,66
133,T104,T104,J.P. Hayes,79,66
134,T104,T104,Scott Hend,81,66
135,T104,T104,Brian Henninger,21,66
136,T104,T104,David Howell,10,66
137,T104,T104,Lee Janzen,84,66
138,T104,T104,Zach Johnson,109,66
139,T104,T104,Hank Kuehne,91,66
140,T104,T104,Stephen Leaney,84,66
141,T104,T104,Peter Lonard,68,66
142,T104,T104,Jeff Maggert,60,66
143,T104,T104,Shigeki Maruyama,93,66
144,T104,T104,Phil Mickelson,83,66
145,T104,T104,David Morland IV,73,66
146,T104,T104,Kevin Muncrief,50,66
147,T104,T104,Arron Oberholser,77,66
148,T104,T104,Joe Ogilvie,104,66
149,T104,T104,Geoff Ogilvy,91,66
150,T104,T104,Rod Pampling,98,66
151,T104,T104,Deane Pappas,72,66
152,T104,T104,Brenden Pappas,111,66
