,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Andre Stolz,67.0,67,1
1,2,2,Todd Fischer,67.6,338,5
2,3,3,Billy Andrade,67.83,407,6
3,T4,T4,J.P. Hayes,68.0,68,1
4,T4,T4,Omar Uresti,68.0,204,3
5,6,6,Ryan Palmer,68.57,480,7
6,7,7,Joe Durant,68.71,481,7
7,8,8,Rory Sabbatini,68.75,550,8
8,9,9,Bob Estes,68.8,344,5
9,10,10,Carlos Franco,68.83,413,6
10,T11,T11,Danny Briggs,69.0,207,3
11,T11,T11,Mark Brooks,69.0,69,1
12,T11,T11,Scott Hoch,69.0,345,5
13,T11,T11,Tom Lehman,69.0,483,7
14,T11,T11,Dan Olsen,69.0,69,1
15,T11,T11,Dicky Pride,69.0,69,1
16,T11,T11,Adam Scott,69.0,414,6
17,18,18,Jerry Kelly,69.06,1105,16
18,19,19,Robert Damron,69.17,415,6
19,20,20,Neal Lancaster,69.29,485,7
20,T21,T21,David Branshaw,69.5,139,2
21,T21,T21,Mathias Grönberg,69.5,139,2
22,23,23,Vijay Singh,69.57,1461,21
23,24,24,John Rollins,69.67,209,3
24,25,25,Frank Lickliter II,69.71,488,7
25,26,26,Heath Slocum,69.8,349,5
26,27,27,Bo Van Pelt,69.83,838,12
27,28,28,Ernie Els,69.92,839,12
28,T29,T29,Rich Barcelo,70.0,70,1
29,T29,T29,Stewart Cink,70.0,1120,16
30,T29,T29,Chris Couch,70.0,70,1
31,T29,T29,John Daly,70.0,350,5
32,T29,T29,Glen Day,70.0,210,3
33,T29,T29,Brent Geiberger,70.0,490,7
34,T29,T29,Retief Goosen,70.0,700,10
35,T29,T29,Mike Heinen,70.0,70,1
36,T29,T29,Richard Johnson,70.0,350,5
37,T29,T29,Kent Jones,70.0,420,6
38,T29,T29,Kenny Perry,70.0,630,9
39,40,40,Mark O'Meara,70.17,421,6
40,T41,T41,Jeff Brehaut,70.2,351,5
41,T41,T41,Lucas Glover,70.2,351,5
42,43,43,Kirk Triplett,70.21,983,14
43,44,44,Mark Hensby,70.23,913,13
44,T45,T45,Bart Bryant,70.25,281,4
45,T45,T45,Harrison Frazar,70.25,562,8
46,T45,T45,Hank Kuehne,70.25,562,8
47,T45,T45,Davis Love III,70.25,843,12
48,T49,T49,Tim Herron,70.29,492,7
49,T49,T49,Patrick Sheehan,70.29,492,7
50,51,51,Carl Pettersson,70.3,703,10
51,T52,T52,Arjun Atwal,70.33,211,3
52,T52,T52,Russ Cochran,70.33,211,3
53,T52,T52,Brenden Pappas,70.33,422,6
54,T55,T55,Woody Austin,70.5,564,8
55,T55,T55,Danny Ellis,70.5,141,2
56,T55,T55,Brad Faxon,70.5,564,8
57,T55,T55,Spike McRoy,70.5,141,2
58,T55,T55,Craig Parry,70.5,282,4
59,T55,T55,Pat Perez,70.5,564,8
60,61,61,Fred Funk,70.55,776,11
61,62,62,J.L. Lewis,70.56,635,9
