,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Paul Azinger,65.5,131,2
1,2,2,Tiger Woods,67.88,543,8
2,T3,T3,Brian Bateman,68.0,408,6
3,T3,T3,Sergio Garcia,68.0,204,3
4,T3,T3,Scott Hoch,68.0,136,2
5,6,6,Bo Van Pelt,68.14,477,7
6,7,7,Danny Ellis,68.6,343,5
7,8,8,José Coceres,68.67,206,3
8,9,9,Briny Baird,68.71,481,7
9,T10,T10,Notah Begay III,68.75,275,4
10,T10,T10,Matt Kuchar,68.75,275,4
11,T10,T10,Bernhard Langer,68.75,275,4
12,13,13,Vijay Singh,68.83,413,6
13,14,14,Phil Mickelson,68.88,551,8
14,T15,T15,Craig Barlow,69.0,138,2
15,T15,T15,Lee Janzen,69.0,345,5
16,T15,T15,Jesper Parnevik,69.0,345,5
17,T15,T15,Roland Thatcher,69.0,69,1
18,T19,T19,Ernie Els,69.2,346,5
19,T19,T19,Jeff Sluman,69.2,346,5
20,T21,T21,Alex Cejka,69.25,277,4
21,T21,T21,José María Olazábal,69.25,277,4
22,T21,T21,Grant Waite,69.25,277,4
23,24,24,Mike Weir,69.33,832,12
24,25,25,John Senden,69.38,555,8
25,26,26,Bob Estes,69.4,347,5
26,T27,T27,Luke Donald,69.5,278,4
27,T27,T27,Joe Durant,69.5,278,4
28,T27,T27,Ted Purdy,69.5,417,6
29,30,30,Geoff Ogilvy,69.55,765,11
30,31,31,Stewart Cink,69.56,626,9
31,T32,T32,Robert Gamez,69.57,487,7
32,T32,T32,Loren Roberts,69.57,487,7
33,34,34,Chris DiMarco,69.6,348,5
34,T35,T35,Charles Howell III,69.63,557,8
35,T35,T35,Hidemichi Tanaka,69.63,557,8
36,T37,T37,Robert Damron,69.71,488,7
37,T37,T37,Brett Quigley,69.71,488,7
38,T37,T37,Mark Wilson,69.71,488,7
39,40,40,Steve Elkington,69.75,279,4
40,41,41,Jerry Kelly,69.78,628,9
41,42,42,Kevin Na,69.85,908,13
42,43,43,Kevin Sutherland,69.86,489,7
43,44,44,Joey Sindelar,69.88,559,8
44,T45,T45,Daniel Chopra,70.0,560,8
45,T45,T45,Russ Cochran,70.0,280,4
46,T45,T45,Matt Gogel,70.0,140,2
47,T45,T45,Shigeki Maruyama,70.0,350,5
48,T45,T45,Chris Riley,70.0,490,7
49,T45,T45,Roger Tambellini,70.0,560,8
50,T51,T51,Tom Byrum,70.13,561,8
51,T51,T51,Rod Pampling,70.13,561,8
52,T51,T51,Chris Smith,70.13,561,8
53,54,54,Steve Pate,70.14,491,7
54,55,55,Dean Wilson,70.17,842,12
55,T56,T56,Mark Calcavecchia,70.2,351,5
56,T56,T56,Justin Leonard,70.2,351,5
57,58,58,Jason Dufner,70.25,281,4
58,T59,T59,Harrison Frazar,70.33,633,9
59,T59,T59,Tag Ridings,70.33,422,6
60,T61,T61,Todd Hamilton,70.4,704,10
61,T61,T61,Steve Lowery,70.4,704,10
62,T61,T61,Justin Rose,70.4,352,5
63,T64,T64,J.P. Hayes,70.43,493,7
64,T64,T64,Scott McCarron,70.43,493,7
65,66,66,Stephen Ames,70.44,634,9
66,T67,T67,Kris Cox,70.5,564,8
67,T67,T67,Carlos Franco,70.5,423,6
68,T67,T67,Dudley Hart,70.5,282,4
69,T67,T67,David Toms,70.5,423,6
70,T67,T67,Duffy Waldorf,70.5,282,4
71,72,72,Ken Duke,70.57,494,7
72,T73,T73,Michael Allen,70.6,353,5
73,T73,T73,Carl Pettersson,70.6,353,5
74,75,75,Jay Haas,70.63,565,8
75,76,76,Glen Day,70.64,777,11
76,T77,T77,Stuart Appleby,70.67,424,6
77,T77,T77,Brian Gay,70.67,424,6
78,T77,T77,Zach Johnson,70.67,424,6
79,80,80,Tom Carter,70.69,919,13
80,T81,T81,Skip Kendall,70.71,495,7
81,T81,T81,Bob Tway,70.71,495,7
82,83,83,Jay Williamson,70.75,566,8
83,84,84,Brad Faxon,70.78,637,9
84,85,85,Steve Flesch,70.8,354,5
85,86,86,Steve Allan,70.82,779,11
86,T87,T87,Fred Couples,70.83,425,6
87,T87,T87,Jonathan Kaye,70.83,425,6
88,89,89,Tim Herron,70.89,638,9
89,T90,T90,Jason Bohn,70.9,709,10
90,T90,T90,Kirk Triplett,70.9,709,10
91,92,92,Todd Fischer,70.91,780,11
92,93,93,Hank Kuehne,70.92,851,12
93,T94,T94,David Branshaw,71.0,497,7
94,T94,T94,Danny Briggs,71.0,497,7
95,T94,T94,J.J. Henry,71.0,710,10
96,T94,T94,Tom Lehman,71.0,568,8
97,T94,T94,Davis Love III,71.0,426,6
98,T94,T94,Shaun Micheel,71.0,284,4
99,T94,T94,Rory Sabbatini,71.0,781,11
100,T94,T94,Omar Uresti,71.0,426,6
101,T94,T94,Scott Verplank,71.0,355,5
102,T103,T103,Mark Hensby,71.13,569,8
103,T103,T103,Neal Lancaster,71.13,569,8
104,T105,T105,Jonathan Byrd,71.17,427,6
105,T105,T105,Brent Geiberger,71.17,427,6
106,T105,T105,Brian Kortan,71.17,427,6
107,T105,T105,Stephen Leaney,71.17,427,6
108,T105,T105,Corey Pavin,71.17,427,6
109,T105,T105,Kenny Perry,71.17,427,6
110,T111,T111,Mike Heinen,71.2,356,5
111,T111,T111,Jeff Maggert,71.2,356,5
112,T111,T111,Billy Mayfair,71.2,712,10
113,T111,T111,Dennis Paulson,71.2,356,5
114,T115,T115,Bob Burns,71.25,285,4
115,T115,T115,Esteban Toledo,71.25,570,8
116,117,117,Joe Ogilvie,71.27,784,11
117,118,118,Dan Olsen,71.29,499,7
118,119,119,Spike McRoy,71.36,785,11
119,T120,T120,Arron Oberholser,71.4,357,5
120,T120,T120,Brenden Pappas,71.4,714,10
121,T120,T120,Adam Scott,71.4,357,5
122,123,123,David Morland IV,71.45,786,11
123,T124,T124,Tommy Armour III,71.5,858,12
124,T124,T124,Rich Barcelo,71.5,429,6
125,T124,T124,Cameron Beckman,71.5,715,10
126,T124,T124,Bart Bryant,71.5,286,4
127,T124,T124,Chris Couch,71.5,572,8
128,T124,T124,Deane Pappas,71.5,143,2
129,T124,T124,Tim Petrovic,71.5,715,10
130,T124,T124,John Rollins,71.5,572,8
131,T124,T124,Andre Stolz,71.5,429,6
132,133,133,Hunter Mahan,71.56,644,9
133,134,134,Pat Bates,71.6,716,10
134,T135,T135,Arjun Atwal,71.67,860,12
135,T135,T135,Tripp Isenhour,71.67,215,3
136,T135,T135,Richard Johnson,71.67,645,9
137,T135,T135,Frank Lickliter II,71.67,430,6
138,139,139,Pat Perez,71.69,1147,16
139,T140,T140,David Frost,71.71,502,7
140,T140,T140,Freddie Jacobson,71.71,502,7
141,T142,T142,David Peoples,71.75,287,4
142,T142,T142,Patrick Sheehan,71.75,574,8
143,144,144,D.J. Brigman,71.82,790,11
144,145,145,Mathias Grönberg,71.85,934,13
145,T146,T146,Billy Andrade,71.9,719,10
146,T146,T146,Tim Clark,71.9,719,10
147,T148,T148,K.J. Choi,72.0,432,6
148,T148,T148,Cliff Kresge,72.0,576,8
149,T148,T148,Rocco Mediate,72.0,144,2
150,T148,T148,Ryan Palmer,72.0,576,8
151,T152,T152,Jeff Brehaut,72.11,649,9
152,T152,T152,Craig Perks,72.11,649,9
153,154,154,Nick Price,72.14,505,7
154,T155,T155,Dan Forsman,72.2,361,5
155,T155,T155,Kent Jones,72.2,722,10
156,T157,T157,Craig Bowden,72.25,289,4
157,T157,T157,Greg Chalmers,72.25,289,4
158,T157,T157,Fred Funk,72.25,289,4
159,T160,T160,John Cook,72.29,506,7
160,T160,T160,J.L. Lewis,72.29,506,7
161,162,162,Heath Slocum,72.33,434,6
162,T163,T163,Niclas Fasth,72.4,362,5
163,T163,T163,Mark O'Meara,72.4,362,5
164,T163,T163,Steve Stricker,72.4,362,5
165,166,166,Vaughn Taylor,72.43,507,7
166,167,167,Ben Curtis,72.5,290,4
167,168,168,Blaine McCallister,72.57,508,7
168,169,169,Lucas Glover,72.6,363,5
169,170,170,Olin Browne,72.63,581,8
170,T171,T171,Jay Delsing,72.75,291,4
171,T171,T171,Retief Goosen,72.75,291,4
172,T173,T173,Darren Clarke,73.0,292,4
173,T173,T173,John Daly,73.0,146,2
174,T173,T173,Peter Lonard,73.0,438,6
175,T173,T173,Hirofumi Miyase,73.0,73,1
176,T173,T173,Tom Pernice Jr.,73.0,365,5
177,T173,T173,John Riegger,73.0,146,2
178,T173,T173,Gene Sauers,73.0,365,5
179,180,180,Woody Austin,73.14,512,7
180,181,181,Ben Crane,73.18,805,11
181,182,182,John Huston,73.38,587,8
182,183,183,Scott Hend,73.4,367,5
183,184,184,Robert Allenby,73.5,441,6
184,185,185,Aaron Baddeley,73.56,662,9
185,T186,T186,Guy Boros,73.57,515,7
186,T186,T186,Dicky Pride,73.57,515,7
187,188,188,Len Mattiace,73.6,368,5
188,189,189,Chad Campbell,73.7,737,10
189,T190,T190,Mark Brooks,74.0,370,5
190,T190,T190,Craig Parry,74.0,148,2
191,192,192,Kevin Muncrief,74.33,446,6
192,193,193,Tommy Tolles,74.6,373,5
193,194,194,Rich Beem,75.0,225,3
194,195,195,Scott Simpson,75.4,377,5
195,196,196,David Gossett,75.86,531,7
