,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,34.33,721,21
1,2,2,Arron Oberholser,34.35,687,20
2,3,3,Tiger Woods,34.56,622,18
3,4,4,Vijay Singh,34.57,968,28
4,5,5,José Coceres,34.58,657,19
5,6,6,Sergio Garcia,34.59,588,17
6,7,7,Kevin Na,34.67,1040,30
7,8,8,Jeff Sluman,34.74,938,27
8,T9,T9,Danny Ellis,34.84,871,25
9,T9,T9,Brent Geiberger,34.84,871,25
10,T11,T11,Alex Cejka,34.86,732,21
11,T11,T11,Davis Love III,34.86,732,21
12,13,13,Cameron Beckman,34.89,977,28
13,14,14,Brian Bateman,34.91,803,23
14,15,15,Ernie Els,34.93,524,15
15,16,16,Matt Gogel,34.96,839,24
16,T17,T17,Daniel Chopra,35.0,1120,32
17,T17,T17,Retief Goosen,35.0,525,15
18,19,19,Tom Pernice Jr.,35.03,1051,30
19,T20,T20,Stewart Cink,35.04,911,26
20,T20,T20,Jerry Kelly,35.04,981,28
21,T20,T20,Carl Pettersson,35.04,946,27
22,T23,T23,Robert Gamez,35.06,1087,31
23,T23,T23,Brian Gay,35.06,1087,31
24,25,25,Scott Hoch,35.07,526,15
25,T26,T26,J.P. Hayes,35.08,912,26
26,T26,T26,Shigeki Maruyama,35.08,877,25
27,T28,T28,Paul Azinger,35.09,807,23
28,T28,T28,David Toms,35.09,772,22
29,T28,T28,Kirk Triplett,35.09,807,23
30,T28,T28,Scott Verplank,35.09,807,23
31,T32,T32,Mark Hensby,35.11,948,27
32,T32,T32,Steve Lowery,35.11,948,27
33,T34,T34,Lee Janzen,35.13,808,23
34,T34,T34,Neal Lancaster,35.13,1054,30
35,T36,T36,Notah Begay III,35.14,773,22
36,T36,T36,Fred Funk,35.14,984,28
37,T36,T36,Skip Kendall,35.14,1019,29
38,39,39,Michael Allen,35.15,914,26
39,40,40,Justin Leonard,35.17,809,23
40,T41,T41,John Daly,35.18,774,22
41,T41,T41,Robert Damron,35.18,985,28
42,T41,T41,Bob Estes,35.18,774,22
43,T44,T44,John Senden,35.19,950,27
44,T44,T44,Duffy Waldorf,35.19,739,21
45,T46,T46,Mark Calcavecchia,35.2,704,20
46,T46,T46,Fred Couples,35.2,528,15
47,T46,T46,Chris DiMarco,35.2,880,25
48,T46,T46,Vaughn Taylor,35.2,880,25
49,50,50,Jesper Parnevik,35.21,845,24
50,T51,T51,Richard Johnson,35.22,1127,32
51,T51,T51,Tom Lehman,35.22,634,18
52,53,53,Stephen Leaney,35.23,775,22
53,T54,T54,Joe Ogilvie,35.24,1022,29
54,T54,T54,Geoff Ogilvy,35.24,881,25
55,T54,T54,Mike Weir,35.24,740,21
56,57,57,Tag Ridings,35.25,564,16
57,T58,T58,Glen Day,35.28,1129,32
58,T58,T58,Patrick Sheehan,35.28,1129,32
59,T60,T60,Craig Barlow,35.29,847,24
60,T60,T60,Luke Donald,35.29,741,21
61,62,62,Hunter Mahan,35.3,1059,30
62,T63,T63,Olin Browne,35.32,989,28
63,T63,T63,Rod Pampling,35.32,883,25
64,T65,T65,Billy Mayfair,35.33,1060,30
65,T65,T65,John Rollins,35.33,954,27
66,T65,T65,Jay Williamson,35.33,1060,30
67,T68,T68,David Peoples,35.35,813,23
68,T68,T68,Tim Petrovic,35.35,1096,31
69,T68,T68,Ted Purdy,35.35,1202,34
70,T71,T71,Tom Byrum,35.38,849,24
71,T71,T71,Jay Haas,35.38,743,21
72,T71,T71,Loren Roberts,35.38,743,21
73,T74,T74,Brett Quigley,35.4,1062,30
74,T74,T74,Joey Sindelar,35.4,1062,30
75,T76,T76,Bart Bryant,35.41,779,22
76,T76,T76,Bo Van Pelt,35.41,1027,29
77,78,78,Pat Bates,35.42,1098,31
78,79,79,Jason Bohn,35.43,992,28
79,80,80,Carlos Franco,35.44,886,25
80,T81,T81,Greg Chalmers,35.45,780,22
81,T81,T81,J.L. Lewis,35.45,1099,31
82,T81,T81,Dennis Paulson,35.45,709,20
83,84,84,Todd Hamilton,35.46,922,26
84,T85,T85,Jeff Maggert,35.47,674,19
85,T85,T85,José María Olazábal,35.47,532,15
86,T85,T85,Craig Parry,35.47,532,15
87,T88,T88,Tim Herron,35.48,887,25
88,T88,T88,Zach Johnson,35.48,1029,29
89,T90,T90,Chris Couch,35.5,710,20
90,T90,T90,Rocco Mediate,35.5,568,16
91,T90,T90,Hidemichi Tanaka,35.5,923,26
92,T93,T93,Briny Baird,35.52,959,27
93,T93,T93,Jason Dufner,35.52,959,27
94,T93,T93,Mathias Grönberg,35.52,1101,31
95,T93,T93,Frank Lickliter II,35.52,888,25
96,97,97,Brad Faxon,35.54,924,26
97,98,98,Ken Duke,35.55,1031,29
98,99,99,Rich Beem,35.56,889,25
99,T100,T100,Stuart Appleby,35.57,818,23
100,T100,T100,Nick Price,35.57,498,14
101,T102,T102,Stephen Ames,35.58,925,26
102,T102,T102,Jonathan Byrd,35.58,925,26
103,104,104,Justin Rose,35.6,712,20
104,105,105,Matt Kuchar,35.61,997,28
105,106,106,Shaun Micheel,35.62,926,26
106,T107,T107,Spike McRoy,35.63,1140,32
107,T107,T107,Rory Sabbatini,35.63,855,24
108,T109,T109,D.J. Brigman,35.65,927,26
109,T109,T109,K.J. Choi,35.65,820,23
110,111,111,Chris Riley,35.67,749,21
111,112,112,Charles Howell III,35.68,999,28
112,113,113,Woody Austin,35.69,1035,29
113,T114,T114,Robert Allenby,35.71,857,24
