,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
39,T39,T39,Adam Scott,55,35.21,1831,52
40,T41,T41,Bernhard Langer,59,35.22,1937,55
41,T41,T41,John Senden,99,35.22,3381,96
42,T43,T43,John Riegger,53,35.23,1867,53
43,T43,T43,David Toms,80,35.23,2607,74
44,T43,T43,Mark Wilson,62,35.23,2184,62
45,T46,T46,Robert Allenby,93,35.24,3101,88
46,T46,T46,Luke Donald,72,35.24,2537,72
47,T46,T46,David Peoples,82,35.24,2819,80
48,49,49,Mark Hensby,97,35.26,3279,93
49,T50,T50,Greg Chalmers,70,35.27,2469,70
50,T50,T50,Steve Flesch,109,35.27,3703,105
51,T50,T50,Scott Hoch,52,35.27,1799,51
52,T50,T50,Dean Wilson,99,35.27,3492,99
53,T54,T54,Craig Barlow,80,35.28,2752,78
54,T54,T54,Jeff Sluman,98,35.28,3422,97
55,T56,T56,Kent Jones,99,35.29,3423,97
56,T56,T56,Geoff Ogilvy,91,35.29,3070,87
57,T58,T58,Tim Clark,84,35.3,2965,84
58,T58,T58,John Huston,62,35.3,1977,56
59,T60,T60,Freddie Jacobson,83,35.31,2825,80
60,T60,T60,Justin Rose,77,35.31,2542,72
61,T60,T60,Patrick Sheehan,113,35.31,3919,111
62,T63,T63,Stuart Appleby,84,35.32,2755,78
63,T63,T63,Jason Bohn,98,35.32,3355,95
64,T63,T63,Brian Gay,96,35.32,3320,94
65,T63,T63,Carl Pettersson,100,35.32,3426,97
66,T67,T67,Heath Slocum,92,35.33,3180,90
67,T67,T67,Duffy Waldorf,79,35.33,2579,73
68,69,69,Jay Williamson,100,35.34,3463,98
69,70,70,Briny Baird,100,35.35,3429,97
70,T71,T71,Bob Burns,88,35.36,3041,86
71,T71,T71,Glen Day,101,35.36,3501,99
72,T71,T71,Jay Delsing,76,35.36,2581,73
73,T71,T71,Tim Herron,84,35.36,2935,83
74,T75,T75,Bob Estes,73,35.37,2511,71
75,T75,T75,Lee Janzen,84,35.37,2900,82
76,T77,T77,Brian Bateman,84,35.38,2830,80
77,T77,T77,Carlos Franco,99,35.38,3503,99
78,T77,T77,Omar Uresti,85,35.38,3007,85
79,T80,T80,Mark Calcavecchia,79,35.4,2761,78
80,T80,T80,Skip Kendall,99,35.4,3505,99
81,T80,T80,Jeff Maggert,60,35.4,2124,60
82,83,83,Michael Allen,87,35.41,3010,85
83,T84,T84,José Coceres,68,35.42,2267,64
84,T84,T84,Charles Howell III,104,35.42,3577,101
85,T84,T84,Rory Sabbatini,89,35.42,3046,86
86,T84,T84,Kevin Sutherland,86,35.42,2869,81
87,T88,T88,Olin Browne,92,35.43,3118,88
88,T88,T88,Chad Campbell,100,35.43,3295,93
89,T88,T88,Hidemichi Tanaka,89,35.43,3153,89
90,T91,T91,Paul Azinger,75,35.45,2659,75
91,T91,T91,Robert Gamez,103,35.45,3651,103
92,T91,T91,Lucas Glover,95,35.45,3226,91
93,T91,T91,Todd Hamilton,92,35.45,3120,88
94,T91,T91,J.L. Lewis,106,35.45,3758,106
95,T96,T96,Danny Briggs,85,35.46,2872,81
96,T96,T96,Hank Kuehne,91,35.46,3156,89
97,98,98,Joe Ogilvie,104,35.47,3618,102
98,T99,T99,Russ Cochran,61,35.48,2164,61
99,T99,T99,Matt Kuchar,83,35.48,2945,83
100,T99,T99,Bob Tway,90,35.48,3016,85
101,T102,T102,Woody Austin,94,35.5,3337,94
102,T102,T102,Kevin Na,100,35.5,3408,96
103,T104,T104,Daniel Chopra,108,35.51,3764,106
104,T104,T104,Steve Elkington,64,35.51,2166,61
105,T104,T104,Steve Lowery,91,35.51,3160,89
106,T107,T107,Fred Couples,54,35.52,1847,52
107,T107,T107,Davis Love III,85,35.52,2664,75
108,109,109,Danny Ellis,81,35.53,2736,77
109,110,110,J.J. Henry,103,35.55,3662,103
110,T111,T111,David Frost,78,35.56,2774,78
111,T111,T111,Matt Gogel,86,35.56,2987,84
112,T111,T111,Ryan Palmer,103,35.56,3556,100
113,T114,T114,Brad Faxon,94,35.57,3166,89
114,T114,T114,Todd Fischer,104,35.57,3628,102
115,T114,T114,Chris Smith,105,35.57,3735,105
116,T117,T117,Steve Allan,102,35.58,3522,99
117,T117,T117,John Daly,79,35.58,2811,79
118,T117,T117,Frank Lickliter II,89,35.58,3060,86
119,T117,T117,Peter Lonard,68,35.58,2348,66
120,T117,T117,Chris Riley,78,35.58,2633,74
121,T122,T122,Dudley Hart,60,35.59,2064,58
122,T122,T122,Steve Pate,71,35.59,2456,69
123,T124,T124,Mark O'Meara,58,35.6,2065,58
124,T124,T124,Nick Price,51,35.6,1780,50
125,T124,T124,Steve Stricker,81,35.6,2777,78
126,T127,T127,Billy Andrade,104,35.61,3703,104
127,T127,T127,Robert Damron,92,35.61,3276,92
128,T127,T127,Neal Lancaster,106,35.61,3668,103
129,130,130,Jason Dufner,79,35.62,2814,79
130,T131,T131,Jeff Brehaut,106,35.63,3705,104
131,T131,T131,Deane Pappas,72,35.63,2494,70
132,T133,T133,Arjun Atwal,85,35.64,2958,83
133,T133,T133,Stephen Leaney,84,35.64,2673,75
134,T133,T133,Shaun Micheel,93,35.64,3243,91
135,T136,T136,Ben Curtis,56,35.65,1854,52
136,T136,T136,Brett Quigley,102,35.65,3494,98
137,T138,T138,John Cook,57,35.68,1891,53
138,T138,T138,Dan Forsman,79,35.68,2747,77
139,T138,T138,Tom Pernice Jr.,103,35.68,3532,99
140,T138,T138,John Rollins,90,35.68,3033,85
141,T142,T142,Alex Cejka,76,35.69,2498,70
142,T142,T142,Tim Petrovic,111,35.69,3819,107
143,T142,T142,Joey Sindelar,100,35.69,3498,98
144,145,145,K.J. Choi,83,35.7,2927,82
145,T146,T146,Craig Bowden,83,35.71,2964,83
146,T146,T146,Jonathan Kaye,79,35.71,2714,76
147,148,148,Notah Begay III,71,35.72,2393,67
148,T149,T149,Tom Carter,113,35.74,3931,110
149,T149,T149,Arron Oberholser,77,35.74,2609,73
150,151,151,Pat Perez,102,35.75,3575,100
151,T152,T152,Brenden Pappas,111,35.76,3862,108
152,T152,T152,Tag Ridings,53,35.76,1788,50
153,T152,T152,Roland Thatcher,66,35.76,2360,66
154,T155,T155,Niclas Fasth,61,35.77,2146,60
155,T155,T155,Mike Heinen,53,35.77,1896,53
156,157,157,David Branshaw,84,35.78,2934,82
157,T158,T158,Craig Parry,52,35.8,1790,50
158,T158,T158,Scott Simpson,55,35.8,1969,55
159,160,160,Tommy Armour III,87,35.82,3116,87
160,T161,T161,J.P. Hayes,79,35.84,2688,75
161,T161,T161,Spike McRoy,93,35.84,3261,91
162,T163,T163,Pat Bates,99,35.87,3479,97
163,T163,T163,Rich Beem,81,35.87,2762,77
164,T163,T163,José María Olazábal,56,35.87,1865,52
165,T166,T166,Hunter Mahan,94,35.89,3374,94
166,T166,T166,Craig Perks,75,35.89,2584,72
167,168,168,Mathias Grönberg,91,35.9,3123,87
168,T169,T169,D.J. Brigman,79,35.91,2729,76
169,T169,T169,Ken Duke,89,35.91,3124,87
170,T169,T169,Tripp Isenhour,55,35.91,1903,53
171,T172,T172,Len Mattiace,75,35.92,2694,75
172,T172,T172,Rocco Mediate,53,35.92,1724,48
173,174,174,Roger Tambellini,81,35.94,2803,78
174,175,175,Grant Waite,79,35.95,2768,77
175,176,176,Blaine McCallister,68,35.99,2447,68
176,177,177,Billy Mayfair,109,36.0,3780,105
177,178,178,Tommy Tolles,67,36.01,2413,67
178,T179,T179,Aaron Baddeley,87,36.06,3065,85
179,T179,T179,Kris Cox,73,36.06,2560,71
180,T179,T179,Gene Sauers,83,36.06,2921,81
181,182,182,Rich Barcelo,67,36.08,2345,65
182,183,183,Andre Stolz,53,36.09,1913,53
183,T184,T184,Dan Olsen,75,36.11,2636,73
184,T184,T184,Dicky Pride,66,36.11,2275,63
185,T186,T186,Brian Kortan,65,36.13,2240,62
186,T186,T186,Esteban Toledo,92,36.13,3252,90
187,188,188,Cliff Kresge,89,36.2,3149,87
188,189,189,David Morland IV,73,36.22,2644,73
189,190,190,Scott Hend,81,36.32,2869,79
190,191,191,Mark Brooks,72,36.34,2544,70
191,192,192,Kevin Muncrief,50,36.36,1818,50
192,193,193,Hirofumi Miyase,65,36.38,2292,63
193,194,194,Guy Boros,64,36.44,2332,64
194,195,195,Chris Couch,55,36.51,2008,55
195,196,196,David Gossett,57,37.61,2144,57
