,Par_4_Scoring_Average_RANK THIS WEEK,Par_4_Scoring_Average_RANK LAST WEEK,Par_4_Scoring_Average_PLAYER NAME,Par_4_Scoring_Average_ROUNDS,Par_4_Scoring_Average_AVG,Par_4_Scoring_Average_TOTAL STROKES,Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Phil Mickelson,83,3.96,3308,835
1,T1,T1,Vijay Singh,112,3.96,4629,1170
2,3,3,Tiger Woods,78,3.98,3075,772
3,T4,T4,Retief Goosen,56,3.99,2312,580
4,T4,T4,Tom Lehman,70,3.99,2789,699
5,T6,T6,Stewart Cink,103,4.0,4088,1022
6,T6,T6,Joe Durant,85,4.0,3549,888
7,T6,T6,Loren Roberts,81,4.0,3354,838
8,T6,T6,Justin Rose,77,4.0,3005,752
9,T6,T6,Kirk Triplett,88,4.0,3520,881
10,T6,T6,Scott Verplank,92,4.0,3869,967
11,T12,T12,Olin Browne,92,4.01,3704,924
12,T12,T12,Luke Donald,72,4.01,3095,772
13,T12,T12,Ernie Els,62,4.01,2551,636
14,T12,T12,Robert Gamez,103,4.01,4328,1079
15,T12,T12,Jerry Kelly,113,4.01,4633,1154
16,T12,T12,Jesper Parnevik,86,4.01,3655,911
17,T12,T12,Rory Sabbatini,89,4.01,3683,918
18,T12,T12,Duffy Waldorf,79,4.01,3061,764
19,T20,T20,Robert Allenby,93,4.02,3746,931
20,T20,T20,Stephen Ames,97,4.02,4040,1004
21,T20,T20,Craig Barlow,80,4.02,3263,811
22,T20,T20,Bart Bryant,73,4.02,2980,741
23,T20,T20,Mark Calcavecchia,79,4.02,3228,802
24,T20,T20,J.J. Henry,103,4.02,4379,1088
25,T20,T20,Zach Johnson,109,4.02,4580,1140
26,T20,T20,Shigeki Maruyama,93,4.02,3993,994
27,T20,T20,Joe Ogilvie,104,4.02,4317,1074
28,T20,T20,Geoff Ogilvy,91,4.02,3589,893
29,T20,T20,Ted Purdy,114,4.02,4733,1177
30,T20,T20,Bo Van Pelt,107,4.02,4437,1103
31,T32,T32,Stuart Appleby,84,4.03,3345,831
32,T32,T32,Briny Baird,100,4.03,4127,1024
33,T32,T32,Tom Byrum,83,4.03,3583,889
34,T32,T32,Tim Clark,84,4.03,3622,898
35,T32,T32,José Coceres,68,4.03,2743,681
36,T32,T32,Ben Crane,92,4.03,3900,967
37,T32,T32,Chris DiMarco,105,4.03,4197,1042
38,T32,T32,Bob Estes,73,4.03,3009,747
39,T32,T32,Harrison Frazar,86,4.03,3409,845
40,T32,T32,Brian Gay,96,4.03,4006,993
41,T32,T32,Brent Geiberger,94,4.03,3886,965
42,T32,T32,Justin Leonard,90,4.03,3630,901
43,T32,T32,Scott McCarron,88,4.03,3572,887
44,T32,T32,Arron Oberholser,77,4.03,3026,750
45,T32,T32,David Peoples,82,4.03,3386,840
46,T32,T32,John Senden,99,4.03,4119,1023
47,T32,T32,Jeff Sluman,98,4.03,4073,1011
48,T32,T32,David Toms,80,4.03,3177,788
49,T32,T32,Mark Wilson,62,4.03,2634,653
50,T51,T51,Russ Cochran,61,4.04,2637,652
51,T51,T51,Robert Damron,92,4.04,3869,958
52,T51,T51,Glen Day,101,4.04,4191,1037
53,T51,T51,Carlos Franco,99,4.04,4192,1037
54,T51,T51,Sergio Garcia,65,4.04,2801,694
55,T51,T51,Matt Gogel,86,4.04,3580,887
56,T51,T51,Jay Haas,84,4.04,3333,826
57,T51,T51,Mark Hensby,97,4.04,3979,984
58,T51,T51,Charles Howell III,104,4.04,4273,1057
59,T51,T51,Freddie Jacobson,83,4.04,3386,838
60,T51,T51,Kent Jones,99,4.04,4089,1011
61,T51,T51,Skip Kendall,99,4.04,4182,1035
62,T51,T51,Hunter Mahan,94,4.04,4015,993
63,T51,T51,Kevin Na,100,4.04,4026,997
64,T51,T51,Tom Pernice Jr.,103,4.04,4143,1025
65,T51,T51,Kenny Perry,79,4.04,3266,809
66,T51,T51,Carl Pettersson,100,4.04,4070,1007
67,T51,T51,Chris Riley,78,4.04,3152,781
68,T51,T51,Adam Scott,55,4.04,2279,564
69,T51,T51,Kevin Sutherland,86,4.04,3452,854
70,T51,T51,Roland Thatcher,66,4.04,2795,691
71,T51,T51,Omar Uresti,85,4.04,3623,897
72,T73,T73,Michael Allen,87,4.05,3618,893
73,T73,T73,Brian Bateman,84,4.05,3383,836
74,T73,T73,Cameron Beckman,99,4.05,4089,1010
75,T73,T73,Jason Bohn,98,4.05,4034,997
76,T73,T73,Bob Burns,88,4.05,3669,907
77,T73,T73,Jonathan Byrd,85,4.05,3571,882
78,T73,T73,Darren Clarke,54,4.05,2104,520
79,T73,T73,Todd Fischer,104,4.05,4366,1077
80,T73,T73,Steve Flesch,109,4.05,4486,1108
81,T73,T73,Fred Funk,97,4.05,4170,1030
82,T73,T73,Scott Hoch,52,4.05,2187,540
83,T73,T73,Lee Janzen,84,4.05,3485,860
84,T73,T73,Hank Kuehne,91,4.05,3807,940
85,T73,T73,Bernhard Langer,59,4.05,2277,562
86,T73,T73,Jeff Maggert,60,4.05,2612,645
87,T73,T73,Ryan Palmer,103,4.05,4230,1045
88,T73,T73,Rod Pampling,98,4.05,3991,986
