,Par_3_Performance_RANK THIS WEEK,Par_3_Performance_RANK LAST WEEK,Par_3_Performance_PLAYER NAME,Par_3_Performance_ROUNDS,Par_3_Performance_STATUS,Par_3_Performance_PAR 3 AVG,Par_3_Performance_TOTAL PAR
0,1,1,Stephen Ames,97,-12,2.97,1158
1,2,2,Jerry Kelly,113,-7,2.98,1335
2,T3,T3,Carl Pettersson,100,-3,2.99,1185
3,T3,T3,Loren Roberts,81,-3,2.99,981
4,T5,T5,Ernie Els,62,-2,2.99,684
5,T5,T5,Jay Haas,84,-2,2.99,966
6,7,7,Heath Slocum,92,E,3.0,1095
7,8,8,Corey Pavin,83,+1,3.0,969
8,9,9,Scott Hoch,52,+2,3.01,612
9,10,10,Tiger Woods,78,+3,3.01,852
10,T11,T11,Greg Chalmers,70,+4,3.01,861
11,T11,T11,Retief Goosen,56,+4,3.02,666
12,T11,T11,Jeff Sluman,98,+4,3.01,1194
13,T14,T14,Chris DiMarco,105,+5,3.01,1179
14,T14,T14,Tag Ridings,53,+5,3.02,621
15,T14,T14,Scott Verplank,92,+5,3.01,1110
16,T17,T17,Vaughn Taylor,84,+6,3.02,1005
17,T17,T17,Kirk Triplett,88,+6,3.02,1029
18,T19,T19,Bart Bryant,73,+7,3.02,852
19,T19,T19,Freddie Jacobson,83,+7,3.02,972
20,T19,T19,Stephen Leaney,84,+7,3.02,918
21,T19,T19,Kenny Perry,79,+7,3.02,930
22,T23,T23,Stewart Cink,103,+8,3.02,1176
23,T23,T23,Todd Hamilton,92,+8,3.02,1059
24,T23,T23,John Huston,62,+8,3.04,678
25,T23,T23,Bernhard Langer,59,+8,3.04,678
26,T23,T23,Vijay Singh,112,+8,3.02,1323
27,T23,T23,Bo Van Pelt,107,+8,3.02,1278
28,T29,T29,John Cook,57,+9,3.04,651
29,T29,T29,Mark Hensby,97,+9,3.02,1128
30,T29,T29,Tom Lehman,70,+9,3.03,795
31,T29,T29,Duffy Waldorf,79,+9,3.03,894
32,T33,T33,Chad Campbell,100,+10,3.03,1122
33,T33,T33,Neal Lancaster,106,+10,3.02,1263
34,T33,T33,Patrick Sheehan,113,+10,3.02,1365
35,T33,T33,Scott Simpson,55,+10,3.04,675
36,T37,T37,Woody Austin,94,+11,3.03,1149
37,T37,T37,Fred Funk,97,+11,3.03,1179
38,T37,T37,José María Olazábal,56,+11,3.05,639
39,T37,T37,Jesper Parnevik,86,+11,3.03,1053
40,T37,T37,Nick Price,51,+11,3.06,600
41,T37,T37,Brett Quigley,102,+11,3.03,1203
42,T37,T37,Hidemichi Tanaka,89,+11,3.03,1086
43,T37,T37,David Toms,80,+11,3.04,900
44,T45,T45,Luke Donald,72,+12,3.04,867
45,T45,T45,Steve Flesch,109,+12,3.03,1254
46,T45,T45,Lee Janzen,84,+12,3.04,1002
47,T45,T45,Davis Love III,85,+12,3.04,897
48,T45,T45,Jay Williamson,100,+12,3.03,1203
49,T45,T45,Mark Wilson,62,+12,3.05,759
50,T51,T51,Cameron Beckman,99,+13,3.03,1176
51,T51,T51,Darren Clarke,54,+13,3.07,564
52,T51,T51,Dudley Hart,60,+13,3.06,699
53,T51,T51,Tom Pernice Jr.,103,+13,3.03,1209
54,T55,T55,Aaron Baddeley,87,+14,3.04,1035
55,T55,T55,Tom Byrum,83,+14,3.04,1023
56,T55,T55,Carlos Franco,99,+14,3.03,1215
57,T55,T55,Jonathan Kaye,79,+14,3.05,915
58,T59,T59,Paul Azinger,75,+15,3.05,924
59,T59,T59,Craig Bowden,83,+15,3.04,1011
60,T59,T59,Steve Elkington,64,+15,3.06,753
61,T59,T59,Brian Gay,96,+15,3.04,1152
62,T59,T59,Steve Pate,71,+15,3.05,849
63,T59,T59,Mike Weir,75,+15,3.05,879
64,T65,T65,Pat Bates,99,+16,3.04,1185
65,T65,T65,Notah Begay III,71,+16,3.06,816
66,T65,T65,Bob Estes,73,+16,3.05,882
67,T65,T65,David Peoples,82,+16,3.05,969
68,T65,T65,Adam Scott,55,+16,3.08,612
69,T70,T70,Tommy Armour III,87,+17,3.05,1047
70,T70,T70,David Branshaw,84,+17,3.05,996
71,T70,T70,Ben Crane,92,+17,3.05,1104
72,T70,T70,Sergio Garcia,65,+17,3.07,768
73,T70,T70,Shaun Micheel,93,+17,3.05,1092
74,T70,T70,Justin Rose,77,+17,3.06,876
75,T76,T76,Tim Clark,84,+18,3.05,1020
76,T76,T76,David Frost,78,+18,3.06,954
77,T76,T76,Justin Leonard,90,+18,3.05,1026
78,T76,T76,Shigeki Maruyama,93,+18,3.05,1092
79,T76,T76,Arron Oberholser,77,+18,3.06,891
80,T81,T81,Briny Baird,100,+19,3.05,1179
81,T81,T81,Daniel Chopra,108,+19,3.04,1296
82,T81,T81,Danny Ellis,81,+19,3.06,936
83,T81,T81,J.P. Hayes,79,+19,3.06,918
84,T81,T81,Hirofumi Miyase,65,+19,3.07,765
85,T81,T81,Andre Stolz,53,+19,3.09,639
86,T81,T81,Bob Tway,90,+19,3.06,1008
87,T88,T88,Russ Cochran,61,+20,3.08,735
88,T88,T88,Joe Durant,85,+20,3.06,1050
89,T88,T88,Richard Johnson,102,+20,3.05,1251
