,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Mark Brooks,67.67,203,3
1,2,2,Bart Bryant,67.83,407,6
2,3,3,Retief Goosen,67.88,543,8
3,4,4,Notah Begay III,68.4,342,5
4,T5,T5,Tim Clark,68.8,688,10
5,T5,T5,Bernhard Langer,68.8,344,5
6,T7,T7,John Cook,69.0,345,5
7,T7,T7,Ted Purdy,69.0,690,10
8,T7,T7,David Toms,69.0,483,7
9,T7,T7,Duffy Waldorf,69.0,552,8
10,11,11,Matt Gogel,69.08,829,12
11,12,12,Brian Gay,69.11,622,9
12,13,13,Joe Durant,69.13,553,8
13,14,14,Tom Byrum,69.17,415,6
14,15,15,Harrison Frazar,69.2,692,10
15,16,16,Gene Sauers,69.4,347,5
16,17,17,Scott Verplank,69.43,972,14
17,18,18,Stephen Ames,69.46,903,13
18,19,19,Stewart Cink,69.54,904,13
19,T20,T20,Ernie Els,69.55,765,11
20,T20,T20,Vijay Singh,69.55,1391,20
21,22,22,Woody Austin,69.57,487,7
22,23,23,Geoff Ogilvy,69.58,835,12
23,T24,T24,Stuart Appleby,69.6,696,10
24,T24,T24,Tim Herron,69.6,696,10
25,T24,T24,Peter Lonard,69.6,348,5
26,T24,T24,Nick Price,69.6,348,5
27,28,28,Rocco Mediate,69.67,209,3
28,T29,T29,Guy Boros,69.75,279,4
29,T29,T29,José Coceres,69.75,558,8
30,T29,T29,J.J. Henry,69.75,558,8
31,T29,T29,Blaine McCallister,69.75,279,4
32,33,33,Tiger Woods,69.77,907,13
33,T34,T34,Lucas Glover,69.8,349,5
34,T34,T34,Davis Love III,69.8,698,10
35,36,36,Steve Allan,69.86,489,7
36,37,37,John Senden,69.89,629,9
37,T38,T38,Frank Lickliter II,69.92,839,12
38,T38,T38,Kenny Perry,69.92,839,12
39,T40,T40,Todd Fischer,70.0,490,7
40,T40,T40,Arron Oberholser,70.0,560,8
41,T40,T40,Jesper Parnevik,70.0,910,13
42,T40,T40,John Riegger,70.0,350,5
43,44,44,Phil Mickelson,70.07,1051,15
44,45,45,Ben Crane,70.11,631,9
45,46,46,Jerry Kelly,70.13,1052,15
46,47,47,Craig Bowden,70.17,421,6
47,48,48,Rod Pampling,70.18,772,11
48,T49,T49,Danny Briggs,70.2,351,5
49,T49,T49,Tom Lehman,70.2,351,5
50,51,51,Kevin Na,70.22,632,9
51,T52,T52,Mark Hensby,70.25,843,12
52,T52,T52,Dennis Paulson,70.25,562,8
53,54,54,John Huston,70.29,492,7
54,T55,T55,Fred Funk,70.33,633,9
55,T55,T55,Jonathan Kaye,70.33,633,9
56,T55,T55,Mike Weir,70.33,844,12
57,T58,T58,Freddie Jacobson,70.38,563,8
58,T58,T58,J.L. Lewis,70.38,563,8
59,T60,T60,Steve Elkington,70.4,352,5
60,T60,T60,Jay Haas,70.4,704,10
61,62,62,Sergio Garcia,70.42,845,12
62,63,63,Jonathan Byrd,70.44,634,9
63,64,64,Bo Van Pelt,70.46,916,13
64,T65,T65,Pat Bates,70.5,564,8
65,T65,T65,John Daly,70.5,846,12
