,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Vijay Singh,68.38,1094,16
1,T2,T2,Darren Clarke,68.5,548,8
2,T2,T2,Tom Lehman,68.5,548,8
3,4,4,Loren Roberts,68.6,686,10
4,5,5,Adam Scott,68.83,413,6
5,6,6,Kirk Triplett,69.0,690,10
6,7,7,Jay Haas,69.09,760,11
7,8,8,Ernie Els,69.14,484,7
8,9,9,Zach Johnson,69.15,899,13
9,10,10,Corey Pavin,69.17,830,12
10,11,11,Scott Verplank,69.18,761,11
11,12,12,Mark O'Meara,69.29,485,7
12,13,13,Skip Kendall,69.35,1179,17
13,14,14,K.J. Choi,69.36,971,14
14,T15,T15,Jerry Kelly,69.5,973,14
15,T15,T15,Tim Petrovic,69.5,1112,16
16,17,17,Jesper Parnevik,69.57,974,14
17,18,18,Carl Pettersson,69.59,1183,17
18,19,19,José Coceres,69.6,696,10
19,20,20,Carlos Franco,69.77,907,13
20,21,21,Retief Goosen,69.83,419,6
21,22,22,Duffy Waldorf,69.86,978,14
22,T23,T23,Brian Gay,69.94,1119,16
23,T23,T23,Jeff Sluman,69.94,1189,17
24,T25,T25,Olin Browne,70.0,1050,15
25,T25,T25,Rod Pampling,70.0,770,11
26,27,27,Stuart Appleby,70.07,981,14
27,28,28,Justin Leonard,70.08,911,13
28,29,29,Deane Pappas,70.1,701,10
29,30,30,J.L. Lewis,70.12,1192,17
30,31,31,Chris DiMarco,70.13,1052,15
31,32,32,Chris Riley,70.17,842,12
32,33,33,Freddie Jacobson,70.2,702,10
33,34,34,Ted Purdy,70.22,1264,18
34,35,35,Tom Pernice Jr.,70.28,1265,18
35,T36,T36,Craig Barlow,70.33,844,12
36,T36,T36,Kris Cox,70.33,844,12
37,T36,T36,Vaughn Taylor,70.33,844,12
38,T39,T39,Briny Baird,70.36,985,14
39,T39,T39,Justin Rose,70.36,774,11
40,41,41,Shigeki Maruyama,70.38,1126,16
41,T42,T42,Nick Price,70.4,352,5
42,T42,T42,Mike Weir,70.4,352,5
43,T44,T44,Kevin Na,70.42,845,12
44,T44,T44,Joey Sindelar,70.42,1338,19
45,T46,T46,Cameron Beckman,70.43,986,14
46,T46,T46,Brett Quigley,70.43,986,14
47,48,48,Jonathan Byrd,70.47,1198,17
48,T49,T49,Notah Begay III,70.5,846,12
49,T49,T49,Fred Couples,70.5,423,6
50,T49,T49,Lee Janzen,70.5,846,12
